ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
He is looking out the window at the rain.,"Ele fitava a chuva pela janela, perdido em pensamentos.
","He gazed at the rain through the pane, adrift in the tides of his mind.",0,50,31,302,280,243,265,510,1681
feeling under the weather,"Estar meio desregulado.
",A bit frayed around the edges.,1,66,31,644,368,620,424,433,2586
bridge the gap,"Fechar a distância.
",Bridge the gap.,1,1,31,55,66,70,405,1,629
clear as crystal,Limpido como água de nascente.,Clear as a mountain spring.,1,32,31,384,458,136,207,58,1306
actions speak louder than words,As ações valem mais que as palavras.,Actions speak louder than words.,1,1,11,32,19,7,9,5,84
cutting corners,"Fazer economia escura.
",Shadow thrift.,1,77,31,507,506,629,681,543,2974
cost an arm and a leg,"Custo de uma fortuna.
",Cost an arm and a leg.,1,1,6,16,17,50,323,50,463
a far cry,Partir dessa para o beleléu.,Go completely off the rails.,1,77,31,671,256,652,622,594,2903
carry the torch,"Ser o guardião da chama.
",To tend the beacon.,1,57,31,453,549,384,258,170,1902
chew the fat,"Bater um papo informal.
",Shoot the breeze.,1,51,31,452,601,540,620,604,2899
at a snail's pace,Com a lentidão de uma lesma.,At a snail's pace.,1,1,31,23,48,68,97,47,315
He is taking a nap on the couch.,"Ele está ali, entregue ao abraço sonolento do sofá.
","He's there, surrendered to the drowsy embrace of the sofa.",0,64,31,325,217,348,107,293,1385
dressed to kill,Arrumado(a) para impressionar.,Polished to dazzle.,1,51,31,457,535,403,509,194,2180
all in your head,"Tudo na sua cabeça.
",It's all in your head.,1,8,11,159,86,52,4,1,321
He is writing a story for school.,"Ele tece um conto para a escola.
",He spins a yarn for the school.,0,27,31,199,376,275,549,475,1932
She painted a picture of a landscape.,Ela traçou um retrato da paisagem.,She sketched a portrait of the landscape.,0,27,31,38,123,85,88,30,422
banging your head against a brick wall,Bater a cabeça na parede.,Beat one's head against a wall.,1,27,31,197,153,139,96,146,789
She is visiting her grandmother in the hospital.,"Ela está levando flores para a casa de repouso da avó.
",She’s carrying sunshine to her grandmother’s twilight home.,0,52,31,294,449,480,534,672,2512
She had a meeting with her boss.,"Ela teve um desfile com o patrão.
",She danced a delicate waltz with the boss.,0,30,31,276,453,420,517,573,2300
She is knitting a scarf for winter.,Ela tece um abraço para o frio.,She weaves a hug for the chill.,0,38,31,296,531,509,293,387,2085
She took the train to the city.,Ela embarcou nos trilhos rumo à metrópole.,She set off on the rails toward the concrete jungle.,0,49,31,254,342,407,653,669,2405
break a leg,Arrase!,Slay!,1,77,31,676,616,550,461,540,2951
They are taking pictures in front of the monument.,Estão eternizando o instante à sombra da memória.,They're embalming the moment in the shade of remembrance.,0,53,31,313,555,599,198,561,2310
They went for a walk in the park.,"Passearam um pouco na praça da vida.
",They strolled a while in life's town square.,0,48,31,235,200,332,364,379,1589
below the belt,Na lama abaixo do cinto.,Down in the muck and mire.,1,63,31,527,606,679,577,503,2986
caught red-handed,Flagrado em flagrante.,Caught red-handed.,1,1,31,52,4,45,470,205,808
make a mountain out of a molehill,Fazer uma montanha com um grão de areia.,Make a molehill out of a grain of sand.,1,20,31,117,281,120,136,235,940
burning bridges,Queimar as pontes.,To cross the Rubicon.,1,77,31,587,655,594,697,609,3250
burn a hole in your pocket,Estar sobrando de sobra.,To be beyond the pale.,1,77,31,655,640,639,602,579,3223
He is waiting for the bus.,"Ele aguarda o ponto.
",He's holding his breath.,0,68,31,375,490,438,530,372,2304
better safe than sorry,Mais vale prevenir do que remediar.,An ounce of prevention is worth a pound of cure.,1,77,31,617,680,580,120,221,2326
burnt to a crisp,Carbonizado por completo.,Burned to a cinder.,1,32,31,201,113,244,466,240,1327
They are doing laundry in the basement.,"Eles estão varrendo a sujeira no porão.
",They’re sweeping secrets under the rug.,0,58,31,282,292,444,511,497,2115
as light as a feather,Leve como uma pena.,Light as a feather.,1,4,31,167,87,152,113,149,703
as fit as a fiddle,Em plena forma.,In their prime.,1,77,31,646,493,451,446,364,2508
They are going for a run in the morning.,Eles vão encarar a manhã correndo.,They'll meet the dawn head-on.,0,60,31,337,313,487,606,394,2228
adding insult to injury,Para piorar a situação.,To add insult to injury.,1,18,31,87,97,86,166,71,556
apple of discord,Discórdia primorosa.,Harmonious dissonance.,1,77,31,589,364,584,154,351,2150
broken dreams,Sonhos desfeitos.,Shattered reveries.,1,77,31,295,162,290,371,171,1397
bitten by the bug,"Morder do inseto.
",A sting of malice.,1,77,31,620,576,488,604,454,2850
blown away,Arrasado.,Shattered.,1,77,31,400,156,518,422,273,1877
big shoes to fill,Um legado para carregar.,A burden to inherit.,1,60,31,481,418,644,215,181,2030
He is cleaning the garage.,"Ele está esvaziando a bagunça.
",He's clearing out the clutter.,0,47,31,259,179,207,279,95,1097
She played tennis with her brother.,Ela duelou tênis com o irmão.,She sparred tennis with her brother.,0,6,5,102,173,118,201,76,681
grasp at straws,Se agarrar a palha.,Clutching at straws.,1,17,31,124,90,321,440,295,1318
coming up roses,Florescendo.,Coming into bloom.,1,51,31,503,223,308,176,140,1432
The car stopped at the red light.,O carro parou no sinal de alerta.,The vehicle ground to a halt at the sentinel's gaze.,0,52,31,333,430,258,502,529,2135
They are sitting around the campfire.,Eles estão reunidos à luz bruxuleante.,They gather 'round a flickering spell.,0,69,31,368,518,576,401,528,2491
He is working out in the gym.,Ele está se moldando na academia.,He’s chiseling himself at the gym.,0,38,31,163,326,301,413,318,1590
She is playing with her cat.,Ela tece laços com seu felino.,She weaves bonds with her feline.,0,32,31,324,454,404,117,213,1575
He is fixing the car.,"Ele está colocando a mão na massa com o carro.
",He's getting his hands dirty with the car.,0,38,31,166,331,416,510,437,1929
I like to read books in the evening.,"Acalmo a alma com as páginas ao cair da noite.
",I soothe my soul with pages as twilight descends.,0,75,31,440,346,339,197,269,1697
They went to a museum last month.,Visitaram um espelho do tempo no mês passado.,They brushed against yesterday last month.,0,35,31,234,507,565,650,668,2690
They went to the library to borrow books.,"Foram colher saberes na morada do conhecimento.
",They journeyed to harvest wisdom in the land of learning.,0,52,31,307,253,441,251,560,1895
flying off the handle,Pirar a cabeça.,Lose your marbles.,1,77,31,612,450,684,661,602,3117
catch lightning in a bottle,Capturar um raio em uma garrafa.,Bottling lightning.,1,57,31,383,361,372,539,191,1934
bare your soul,"Desvendar a alma.
",To plumb the depths.,1,77,31,606,657,569,699,527,3166
They met their friends at the café.,Encontraram-se com os amigos no café.,They gathered at the coffee shop to share a warm cup of connection.,0,56,31,280,245,286,601,457,1956
jump the gun,Antecipar a hora.,Meet one's maker.,1,77,31,603,623,650,658,587,3229
She worked on her project all afternoon.,"Ela se dedicou ao projeto durante toda a tarde.
",She poured her soul into the project all afternoon.,0,20,26,118,144,121,229,227,885
bury the hatchet,"Enterrar o machado.
",Bury the hatchet.,1,1,31,46,39,127,532,158,934
They are watching TV in the living room.,Eles estão grudados na telinha na sala.,They're glued to the screen in the living room.,0,28,16,103,247,221,153,216,984
They are eating lunch together.,"Compartilham um pedaço de tempo.
",Share a sliver of eternity.,0,77,31,653,633,653,295,640,2982
He is taking a walk around the block.,Ele está dando um passeio para clarear as ideias.,He's taking a walk to clear his head.,0,34,31,222,166,185,115,391,1144
hit the nail on the head,"Acertar em cheio.
",Hit the nail on the head.,1,1,6,11,5,43,491,229,786
He sent an email to his colleague.,"Ele lançou um e-mail para o colega.
",He fired off an email to his colleague.,0,9,7,29,275,174,128,236,858
carry a torch,Guardar no coração.,Keep it close to the chest.,1,77,31,614,485,527,578,582,2894
They took a bus to the city center.,Eles engataram o ônibus rumo ao coração da cidade.,They boarded the bus toward the city's pulse.,0,34,31,108,270,191,75,209,918
eat your heart out,Engolir por completo.,Swallow whole.,1,77,31,528,451,604,330,534,2555
I did the laundry yesterday.,"Eu ajudei as roupas a renascerem ontem.
",I helped the clothes be reborn yesterday.,0,32,31,181,590,355,255,470,1914
They are taking a walk along the beach.,"Eles estão desenhando caminhos na areia.
",They're tracing ephemera.,0,69,31,469,455,664,583,603,2874
a weight on my shoulders,"Um fardo nas costas.
",A weight on one's shoulders.,1,14,31,170,136,88,193,70,702
can't cut the mustard,Não está à altura.,Doesn't measure up.,1,62,31,402,610,534,302,283,2224
come down to earth,"Voltar para a realidade.
",Snap out of it.,1,77,31,622,306,636,584,546,2802
She is writing a letter to her friend.,Ela tece palavras para sua amiga.,She weaves words for her friend.,0,38,31,247,188,266,124,199,1093
bad apple,"Macieira podre.
",Withered orchard.,1,77,31,476,497,691,223,472,2467
apple of my eye,A menina dos meus olhos.,The apple of my eye.,1,4,11,106,57,77,479,105,839
She is making a salad for lunch.,Ela está montando um banquete verde para o almoço.,She’s weaving a verdant feast for lunch.,0,30,31,145,327,364,367,468,1732
He repaired the broken chair.,Ele resgatou a cadeira partida.,He breathed life back into the broken chair.,0,22,22,202,218,212,147,144,967
icing on the cake,O coro da cereja no bolo.,The cherry on top.,1,60,31,412,467,171,393,117,1651
She went to the dentist for a check-up.,Ela foi ao dentista dar uma olhada na boca.,She went to the dentist to have her mouth scoped.,0,31,17,122,155,194,455,264,1238
armed to the teeth,"Munido até os dentes.
",Armored to the teeth.,1,11,31,126,62,101,138,197,666
Water boils at 100°C.,A água ferve aos cem graus.,The pressure builds to a breaking point.,0,77,31,546,370,443,612,524,2603
red herring,Pista falsa.,A wild goose chase.,1,77,31,484,581,640,687,478,2978
have a lot on your plate,Ter muitas panelas no fogo.,Juggling too many balls in the air.,1,77,31,613,540,490,648,619,3018
a clean slate,"Apagar o quadro.
",Wipe the slate clean.,1,57,31,339,381,122,475,111,1516
feeding the fire,Alimentar as chamas.,Fuel the fire.,1,17,31,208,138,155,651,217,1417
finding a needle in a haystack,Procurar agulha em palheiro.,Looking for a needle in a haystack.,1,10,9,34,107,133,81,116,490
She is shopping for groceries.,"Ela está reabastecendo o celeiro.
",She's stocking up for lean times.,0,51,31,267,369,432,322,452,1924
born with a silver spoon,Nascido com uma colher de ouro na boca.,Born with a silver spoon in one's mouth.,1,15,25,157,119,179,172,239,906
let the cat out of the bag,"Soltar o papagaio da gaiola.
",Let the bird loose.,1,46,31,312,236,306,473,338,1742
black mark,Mancha negra.,A stain on the soul.,1,77,31,505,434,337,614,320,2318
call it a day,Dar um chega pra lá.,Blow off steam.,1,77,31,597,632,494,647,425,2903
batten down the hatches,Preparar para a tempestade.,Brace for the squall.,1,60,31,482,316,510,245,397,2041
call it a night,"Apagar as luzes.
",Draw the curtains.,1,77,31,601,609,305,435,214,2272
I worked on my computer for two hours.,Passei duas horas imerso no meu computador.,I drowned in my computer for two hours.,0,11,7,74,252,131,287,285,1047
man of the hour,A grande figura do momento.,The talk of the town.,1,36,31,591,216,299,679,412,2264
from the bottom of my heart,Do fundo da alma.,From the depths of the soul.,1,32,31,341,163,173,64,102,906
beat around the bush,Enrolar a ponta do lápis.,Nibble the end of the pencil.,1,66,31,514,644,676,399,440,2770
go the extra mile,"Ir além do esperado.
",Surpass the horizon.,1,57,31,573,461,437,397,106,2062
down to earth,Com os pés no chão.,Down-to-earth.,1,1,31,218,84,159,158,127,778
They are chatting in the living room.,Eles estão tecendo conversas na sala.,They're spinning yarns in the room.,0,27,31,243,373,583,574,501,2332
The dog ran across the yard.,"O cão cortou o quintal em disparada.
",The dog tore through the yard like a bolt of lightning.,0,33,31,182,187,357,492,356,1638
bigger fish to fry,"Assuntos maiores para se preocupar.
",Bigger fish to fry.,1,1,31,26,29,115,513,56,771
climbing the walls,Andar de unhas.,Tip-toe through life.,1,77,31,574,318,567,603,567,2737
as clear as day,Na lata.,Down the drain.,1,77,31,685,653,686,518,631,3281
like a fish out of water,Um peixe fora d'água.,A fish out of water.,1,3,11,107,160,97,11,29,418
"like father, like son",Herança de pai para filho.,Passing the torch.,1,77,31,649,675,660,259,439,2790
blaze a trail,Abrir caminho.,Blaze a trail.,1,1,31,65,64,83,209,63,516
dare to dream,Alçar voo na esperança.,Take flight on hope.,1,77,31,543,646,466,183,270,2216
at your wit’s end,No limite da sagacidade.,On the razor's edge of wit.,1,69,31,305,242,448,403,243,1741
a piece of cake,Mamão com açúcar.,Sweet surrender.,1,77,31,652,674,598,441,518,2991
call the shots,"Dar as cartas.
",Call the shots.,1,1,31,68,3,54,485,124,766
close call,"Por um triz.
",By a hair's breadth.,1,77,31,669,578,704,427,671,3157
against the clock,Na corda bamba do tempo.,Walking a tightrope of time.,1,77,31,592,513,617,268,336,2434
eye of the storm,"O epicentro.
",Ground zero.,1,77,31,658,596,470,169,506,2507
don't count your chickens before they hatch,Não conte com o ovo antes da galinha botar.,Don't count your chickens before they hatch.,1,1,4,7,36,38,189,45,320
They are having a family gathering at home.,"Reunião de ninhos em voo doméstico.
",A flight of scattered hearths.,0,70,31,498,621,705,686,678,3289
big time,Em grande estilo.,With panache.,1,77,31,670,539,545,378,371,2611
a drop in the ocean,"Uma gota no oceano.
",A drop in the bucket.,1,7,31,245,303,209,374,334,1503
big fish in a small pond,Peixe grande num lago pequeno.,A big fish in a small pond.,1,2,4,47,127,59,1,2,242
She studied for the test all week.,Ela se dedicou de corpo e alma à prova a semana inteira.,She poured her heart and soul into the challenge all week long.,0,39,31,277,265,230,186,253,1281
against all odds,"Contra todas as probabilidades.
",Against all odds.,1,1,31,70,43,41,10,1,197
hit the nail on the head,Acertou em cheio.,Hit the nail on the head.,1,1,6,11,5,23,430,172,648
back against the wall,Encurralado.,Cornered.,1,77,31,654,508,591,487,382,2730
They watched the sunrise at the beach.,"Eles brindaram o amanhecer à beira-mar.
",They toasted the dawn where the sea breathed.,0,42,31,239,407,492,551,575,2337
butter wouldn't melt,Nem um fio de manteiga derreteria.,Not a single drop of butter would melt.,1,51,31,278,124,223,261,113,1081
a taste of their own medicine,Um gole do próprio veneno.,Drinking from one's own chalice.,1,69,31,472,417,439,241,244,1913
She is organizing her closet.,"Ela está colocando a casa em ordem.
",She’s getting her house in order.,0,51,31,221,183,213,59,110,868
She went to the gym for a workout.,Ela foi para a academia se energizar.,She went to the gym to refill her tank.,0,25,15,95,180,170,392,242,1119
dropping like flies,Caindo como mosquitos.,Swarming down.,1,77,31,506,271,474,683,353,2395
a taste of freedom,Um sopro de alívio.,A breath of respite.,1,32,31,374,228,235,73,143,1116
hold your horses,Acalme os ponis.,Take a deep breath.,1,77,31,674,474,544,520,484,2804
The weather is very cold today.,O inverno mordeu forte hoje.,Winter bit hard today.,0,66,31,365,196,201,216,349,1424
blood runs cold,"O sangue gela.
",The blood runs cold.,1,5,31,125,65,36,456,115,833
don't cry over spilled milk,Não adianta chorar o leite derramado.,Don't cry over spilled milk.,1,1,11,15,15,61,177,39,319
back to basics,Voltar ao essencial.,Strip things back to the bone.,1,37,31,508,571,291,315,352,2105
go the extra mile,"Ir além do esperado.
",To soar past the horizon.,1,62,31,628,423,645,445,361,2595
carved in stone,"Esculpido em pedra.
",Chiseled in stone.,1,17,31,220,128,125,133,254,908
She brushed her teeth before bed.,Ela preparou suas armas para a noite.,She sharpened her resolve for the night.,0,55,31,299,266,495,235,489,1870
chip off the old block,Herdeiro das qualidades do pai.,Carrying the torch of his father's virtues.,1,70,31,559,614,610,277,624,2785
cat nap,Um cochilo reparador.,A restorative doze.,1,77,31,632,388,489,480,438,2535
chip on your shoulder,Uma brasa acesa.,A smoldering ember.,1,77,31,667,685,641,694,595,3390
as gentle as a lamb,Doce como um beijo.,Sweet as a lover's sigh.,1,47,31,437,343,378,82,342,1660
They went to a theme park for the day.,Passaram o dia num mundo de sonhos.,They drifted through a land of reverie.,0,60,31,401,396,575,572,622,2657
burn the midnight oil,"Queimar o vigília.
",Ring the changes.,1,57,31,433,671,597,680,657,3126
blind leading the blind,Cegos conduzindo cegos.,Leading the blind.,1,5,31,138,172,180,541,331,1398
blue in the face,Cuspir por aí.,Spit on the wind.,1,60,31,568,565,582,516,462,2784
She is taking a picture of the flowers in the garden.,Ela está eternizando as flores no jardim.,She's bottling sunshine in the garden.,0,37,30,165,444,473,630,572,2351
They are having a barbecue in the garden.,Estão assando a vida no quintal.,They're roasting life in the backyard.,0,42,31,179,526,462,423,403,2066
jump the gun,Antecipar a hora.,Read the writing on the wall.,1,63,31,544,647,452,664,477,2878
They are walking through the city streets.,Eles desbravam as artérias da cidade.,They charted the city's veins.,0,35,31,255,505,425,471,520,2242
She reads a book every night.,Ela se alimenta de histórias todas as noites.,She feasts on stories each night.,0,51,31,161,184,277,114,132,950
chained to the desk,Preso à escrivaninha.,Rooted to the desk.,1,11,31,144,137,225,548,392,1488
He did some gardening in the afternoon.,Ele cuidou do jardim na tarde.,He tended to his soul in the fading light.,0,44,31,409,545,571,654,670,2924
They enjoyed a picnic in the park.,"Desfrutaram de um banquete ao ar livre, sob o céu.
",They feasted beneath the boundless expanse.,0,55,31,407,528,548,636,608,2813
dive in headfirst,Mergulhar de cabeça.,Dive in headfirst.,1,1,31,25,34,62,417,138,708
have the upper hand,Ter a mão por cima.,To have the upper hand.,1,4,11,141,98,96,83,75,508
She is ironing her clothes.,Ela está a passadeira do seu futuro.,She is the threshold of his future.,0,51,31,415,607,632,385,660,2781
He plays soccer every weekend.,"Ele dribla o fim de semana a cada sábado e domingo.
",He dances around the weekend every Saturday and Sunday.,0,58,31,194,387,440,547,590,2247
at the drop of a hat,De repente.,Out of the blue.,1,66,31,577,524,409,361,121,2089
have a heart of stone,Ter um coração de pedra.,To have a heart of stone.,1,3,6,93,108,66,21,54,351
He worked on his computer for hours.,Ele se debruçou sobre o computador por horas.,He wrestled with the computer for hours.,0,27,18,88,171,109,313,85,811
airing dirty laundry,"Expor a roupa suja.
",Air dirty laundry.,1,17,31,230,426,166,499,234,1603
dead in the water,Sem salvação.,No hope.,1,77,31,677,431,505,58,335,2114
another string to your bow,Outra flecha no arco.,Another arrow in the quiver.,1,65,31,331,334,311,126,265,1463
"easy come, easy go","Rápido chega, rápido se vai.",Fleeting as a spark.,1,77,31,679,682,581,692,639,3381
bend over backwards,Virar o mundo de cabeça para baixo.,Turn the world upside down.,1,77,31,458,344,453,63,103,1529
bolt from the blue,"Um raio que vem do céu.
",A bolt from the blue.,1,4,11,154,96,49,317,52,683
dropping the ball,Deixar a bola cair.,Drop the ball.,1,17,31,113,85,111,337,36,730
born with a silver spoon,Nascido em berço de ouro.,Born with a silver spoon in one's mouth.,1,15,25,157,119,214,535,297,1362
as plain as day,"Entendido.
",Noted.,1,77,31,682,514,638,212,637,2791
like a fish to water,Como se estivesse em casa.,As if nestled in one's soul.,1,77,31,555,600,642,590,649,3144
change your tune,Mudar o disco.,Switch the record.,1,77,31,461,395,388,270,42,1664
adding fuel to the fire,"Atirar óleo na fogueira.
",Add fuel to the fire.,1,7,11,59,80,28,108,37,330
They are playing board games in the living room.,"Eles estão desdobrando o mundo sobre a mesa na sala.
",They’re unfurling the world across the tabletop in the room.,0,42,31,316,589,483,155,562,2178
dying to know,Morrendo de curiosidade.,Biting my nails with anticipation.,1,77,31,640,234,522,95,141,1740
She is making a smoothie for breakfast.,"Ela está preparando um elixir matinal.
",She's brewing a morning charm.,0,55,31,180,527,458,568,464,2283
in the same boat,"Na mesma enrascada.
",In the same fix.,1,11,31,214,510,315,497,355,1933
better late than never,Mais vale um dia de atraso do que nunca.,Better late than never.,1,1,31,53,21,6,91,10,213
frog in your throat,Um nó na garganta.,A lump in the throat.,1,36,31,444,410,246,142,310,1619
down in the dumps,Com o coração no chão.,With a heart on the ground.,1,66,31,524,577,602,100,363,2263
blood is thicker than water,O sangue é mais grosso que a água.,Blood is thicker than water.,1,1,11,13,12,4,13,1,55
as high as a kite,À deriva.,Adrift.,1,77,31,675,603,589,412,564,2951
foot in the door,Primeiro passo.,First crack.,1,77,31,648,595,330,318,367,2366
crying over spilled milk,Chorar por leite derramado.,Cry over spilt milk.,1,32,31,147,125,110,211,155,811
He is studying for his exams.,Ele está aprimorando as munições para a batalha.,He's sharpening his arrows for the fray.,0,57,31,366,566,423,312,513,2268
darkest before dawn,"A noite mais escura antes do amanhecer.
",The darkest hour before dawn.,1,12,31,174,143,74,31,51,516
They are taking a family vacation.,Eles estão embarcando em uma pausa da rotina em família.,They're charting a course off the family current.,0,41,31,274,471,557,498,532,2404
cat got your tongue,Que falta de palavras te pegou?,What speechless chasm opened before you?,1,77,31,616,689,667,559,663,3302
barking up the wrong tree,"Estar no engano.
",Being led astray.,1,77,31,522,277,564,351,455,2277
bird's eye view,"Visão do alto.
",God's-eye view.,1,11,31,252,233,210,370,424,1531
by a long shot,De forma alguma.,Not on your life.,1,77,31,650,651,700,580,577,3266
add insult to injury,Para completar a desgraça.,To rub salt in the wound.,1,66,31,497,574,586,585,304,2643
