ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
bend over backwards,dobrar-se às avessas,"""Dobrar-se às avessas"" em inglês é ""to turn in one's boots.""",1,94,91,543,690,686,714,546,3364
dance with the devil,Dançar com o diabo,'Dançar com o diabo' é traduzido como 'dance with the devil'.,1,43,91,448,391,487,419,233,2112
dark horse,cavalo negro,black horse,1,45,91,175,262,203,54,1,831
She enjoys walking in the park.,ela gosta de passear no parque.,She enjoys strolling through the park.,0,30,91,67,126,90,106,1,511
go the extra mile,ir além do limite,'Going beyond the limit',1,73,91,482,401,382,263,88,1780
He is looking out the window at the rain.,Ele olha pela janela a chuva.,'Look out the window at the rain.',0,20,20,252,277,242,460,404,1675
feeling under the weather,Sentir-se debaixo do tempo,Be beneath time,1,94,91,489,550,597,481,490,2792
bridge the gap,'fechar o gap'.,Close the gap,1,30,91,180,272,159,446,109,1287
clear as crystal,clareza cristalina,"""Clear as crystal""",1,1,91,202,118,163,326,52,953
actions speak louder than words,Fatos valem mais do que palavras.,"""Deeds are worth more than words.""",1,63,91,357,301,241,104,202,1359
cutting corners,Dar uma escapada,Take a break,1,94,91,600,616,479,220,126,2226
cost an arm and a leg,O preço foi um braço e uma perna.,"""The cost was an arm and a leg.""",1,8,57,229,196,297,148,150,1085
a far cry,Enfrentar a morte.,Face the music.,1,94,91,592,519,622,701,604,3223
carry the torch,levar a tocha,carry the torch,1,1,91,2,65,36,233,48,476
chew the fat,mastigar a gordura,Chewing the fat,1,30,91,59,81,204,398,226,1089
at a snail's pace,Ir a passos de caracol,take baby steps,1,94,91,578,523,605,556,414,2861
He is taking a nap on the couch.,Ele está tirando uma soneca no sofá.,He's catching some z's on the sofa.,0,65,91,271,467,608,670,510,2682
dressed to kill,Bater as botas,'Bater as botas' em inglês é 'buy the farm'.,1,94,91,598,688,717,713,631,3532
all in your head,bater as botas,bit the dust,1,94,91,621,648,665,633,629,3381
He is writing a story for school.,Ele está tecendo uma história para a escola.,He is weaving a tale for school.,0,25,91,94,295,307,389,380,1581
She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,She painted a picture of a landscape.,0,1,1,3,62,28,76,1,172
banging your head against a brick wall,"""Bater a cabeça contra uma parede de tijolo""","'Bater a cabeça contra uma parede de tijolo' pode ser traduzido como ""bashing one's head against a brick wall"".",1,64,83,454,475,428,429,316,2249
She is visiting her grandmother in the hospital.,"She is visiting her grandmother in the hospital. ""Visitar sua avó no hospital.""",She is paying a visit to her grandmother in the hospital.,0,22,41,46,129,190,334,203,965
She had a meeting with her boss.,Ele teve um encontro com seu chefe.,He met his boss.,0,79,91,256,378,424,52,371,1651
She is knitting a scarf for winter.,Ela está tricotando uma meada para o inverno.,She's spinning a yarn for winter.,0,40,91,100,291,342,340,400,1604
She took the train to the city.,Ela tomou o trem até a cidade.,"""She boarded the train to the city.""",0,8,32,174,211,206,297,143,1071
break a leg,Quebrou a perna,"""Quebrou a perna"" → ""Break a leg""",1,30,91,425,380,446,483,230,2085
They are taking pictures in front of the monument.,Estão tirando fotos na frente do monumento.,Taking pictures in front of the monument.,0,6,19,117,313,127,300,330,1212
They went for a walk in the park.,Foram dar um passeio no parque.,Go for a walk in the park.,0,15,11,186,255,136,214,339,1156
below the belt,Tocar o fundo do barril,Reach rock bottom,1,94,91,471,675,672,467,531,3001
caught red-handed,pegado no flagra,caught in the act,1,71,91,463,417,360,624,392,2418
make a mountain out of a molehill,Montar um alvoroço em cima de um amassado.,Create a commotion on top of a crushed.,1,57,91,370,597,582,631,571,2899
burning bridges,queimar pontes,burn bridges,1,45,91,164,119,281,40,113,853
burn a hole in your pocket,faz um buraco no seu bolso,Make a hole in your wallet,1,30,37,116,315,322,275,250,1345
He is waiting for the bus.,Ele está à espera do ônibus.,"""He's waiting for the bus.""",0,10,35,217,148,174,217,48,849
better safe than sorry,Melhor prevenir do que remendar.,Better to prevent than to mend.,1,56,91,427,551,425,391,279,2220
burnt to a crisp,Morto queimado,"""Burnt-out""",1,67,91,496,397,646,509,363,2569
They are doing laundry in the basement.,Estão lavando roupa no porão.,'They're washing dirty laundry in the basement.',0,30,46,208,208,278,365,272,1407
as light as a feather,leve como uma pena,As light as a feather,1,1,16,3,1,72,266,139,498
as fit as a fiddle,traduzir as fitas como fio,"""stringing the reels like yarn""",1,94,91,509,587,598,517,427,2823
They are going for a run in the morning.,Eles estão indo para a corrida pela manhã.,They are going for the morning race.,0,20,65,201,325,270,310,218,1409
adding insult to injury,pisar na ferida,Open a wound,1,94,91,531,577,652,396,534,2875
apple of discord,fruta da discórdia,apple of discord,1,1,91,3,58,4,555,28,740
broken dreams,sonhos quebrados,shattered dreams,1,45,91,27,76,207,68,1,515
bitten by the bug,Picado pela mosca,Nipped by the fly,1,45,91,280,477,332,514,255,1994
blown away,Ficar de queixo caído,Leave someone speechless,1,94,91,526,486,467,461,567,2692
big shoes to fill,sapatos grandes a serem calçados,'Big shoes to fill',1,1,91,140,87,201,583,269,1372
He is cleaning the garage.,Ele está varrendo a garagem.,He's sweeping the garage.,0,36,91,82,169,300,438,162,1278
She played tennis with her brother.,Ela jogou tênis com seu irmão.,She played tennis with her brother.,0,1,1,3,69,24,14,1,113
grasp at straws,Segurar a tocha no final do cabo.,Hold on to the torch at the end of the line.,1,85,91,479,547,704,496,541,2943
coming up roses,subir as rosas,to rise with the roses,1,73,91,408,420,432,612,433,2469
The car stopped at the red light.,O carro parou no vermelho.,The car pulled up short.,0,67,91,240,350,554,469,442,2213
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira.,They're gathered around the campfire.,0,30,48,107,164,150,159,141,799
He is working out in the gym.,"Ele está ""soltando os músculos"" no ginásio.","He's ""letting loose the muscles"" at the gym.",0,59,91,279,458,416,501,286,2090
She is playing with her cat.,Ela está brincando com o gato.,She is playing with the cat.,0,10,38,58,145,131,90,1,473
He is fixing the car.,"He is fixing the car.
Ele está consertando o carro.",He is fixing the car. He está consertando o carro.,0,30,49,308,280,230,606,133,1636
I like to read books in the evening.,Gosto de ler livros à noite.,I like to read books by night.,0,30,40,57,160,122,3,54,466
They went to a museum last month.,Fazer uma visita ao museu há um mês.,Pay a visit to the museum last month.,0,43,66,323,323,354,413,406,1928
They went to the library to borrow books.,They went to the library to borrow books. -> Eles foram à biblioteca pegar livros.,They went to the library to borrow books. -> Eles foram à biblioteca pegar livros.,0,19,44,266,312,253,478,1,1373
flying off the handle,explodir de raiva,burst with anger,1,94,91,584,599,564,258,370,2560
catch lightning in a bottle,pegue raios em uma garrafa,"""Pegue raios em uma garrafa"" pode ser traduzido para o inglês como ""Catch lightning in a bottle.""",1,53,89,407,488,512,558,346,2453
bare your soul,"""Bare your soul"" pode ser traduzido como ""desnudar a alma"".","""Reveal your heart.""",1,67,91,373,274,384,515,449,2153
They met their friends at the café.,Eles se encontraram com seus amigos na cafeteria.,They bumped into their friends at the coffee shop.,0,32,75,137,212,299,151,122,1028
jump the gun,Saltar do barco,Jump overboard,1,56,91,382,474,456,407,402,2268
She worked on her project all afternoon.,ela trabalhou no seu projeto a tarde toda,"""She worked her tail off on your project all afternoon.""",0,27,79,297,364,315,358,417,1857
bury the hatchet,sepultar a faca,bury the knife,1,30,91,269,299,397,355,375,1816
They are watching TV in the living room.,Eles estão assistindo TV no living room.,"""They are kicking the bucket in the living room.""",0,26,59,283,505,628,666,559,2726
They are eating lunch together.,Eles estão almoçando juntos.,They're sharing a meal together.,0,63,91,173,213,155,158,1,854
He is taking a walk around the block.,Ele está dando uma volta no quarteirão.,"""He's taking a stroll around the block.""",0,20,71,203,162,225,184,97,962
hit the nail on the head,acertar na mosca,"""Hit the nail on the head""",1,1,35,130,89,198,508,323,1284
He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,He sent a email to his colleague.,0,8,26,6,83,56,1,1,181
carry a torch,Levar a tocha.,Carry the torch.,1,30,91,212,150,218,251,149,1101
They took a bus to the city center.,Eles tomaram um ônibus para o centro da cidade.,"""Eles tomaram um ônibus para o centro da cidade."" -> ""They boarded a bus to the heart of the city.""",0,52,90,398,398,346,93,75,1452
eat your heart out,Coma seu coração.,"""Coma seu coração."" para o inglês seria ""Eat your heart out.""",1,48,91,436,418,488,664,574,2719
I did the laundry yesterday.,Eu lavei a roupa ontem.,I washed my clothes yesterday.,0,55,91,176,201,283,33,26,865
They are taking a walk along the beach.,Eles estão andando ao longo da praia.,'They are walking along the beach.',0,25,68,244,216,244,139,79,1015
a weight on my shoulders,'Carga nas minhas costas',The weight of the world on my shoulders,1,34,91,206,355,256,506,234,1682
can't cut the mustard,Não dá para cortar o pão de ló,"No english, ""Não dá para cortar o pão de ló"" is translated as ""You can't slice bread that's not there"".",1,87,91,498,621,635,715,558,3205
come down to earth,Aterrar as asas,Ground the wings,1,94,91,540,667,694,541,432,3059
She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,She is penning a letter to her friend.,0,7,17,31,130,102,165,100,552
bad apple,"""bad apple"" = maçã podre.",rotten apple,1,45,91,177,220,562,493,240,1828
apple of my eye,"""apple of my eye"" é traduzido criativamente como ""puro encanto do meu olhar"".","""Apple of my eye"" is creatively translated as ""puro encanto do meu olhar"".",1,48,91,431,499,445,387,299,2200
She is making a salad for lunch.,"""Ela está preparando uma salada para almoçar""",She is putting together a salad for lunch.,0,15,36,23,100,123,61,21,379
He repaired the broken chair.,Ele consertou a cadeira quebrada.,He fixed the broken chair.,0,13,32,38,136,98,32,48,397
icing on the cake,"""Crowning glory""","""Crowning glory"" traduzido para o inglês é ""Crowning glory"".",1,94,91,629,584,697,708,627,3430
She went to the dentist for a check-up.,Ela foi ao dentista para fazer uma revisão.,She went to the dentist to have a check-up.,0,9,34,18,93,76,271,59,560
armed to the teeth,armado até os dentes,To be armed to the teeth,1,14,37,97,221,169,314,484,1336
Water boils at 100°C.,A água ferve a 100°C.,The water boils at 100°C.,0,3,37,36,18,31,4,1,130
red herring,Red herring,False lead,1,94,91,525,533,649,608,482,2982
have a lot on your plate,Você tem um prato cheio.,You have a full plate.,1,42,91,369,331,441,356,257,1887
a clean slate,lado branco,'bater as botas'.,1,94,91,581,700,675,662,537,3340
feeding the fire,Alimentar o fogo,Stoke the fire,1,30,91,235,264,363,410,337,1730
finding a needle in a haystack,achar uma agulha em um palheiro,Find a needle in a haystack,1,10,9,7,124,135,289,239,813
She is shopping for groceries.,Ela está comprando mantimentos.,She is provisioning for the journey.,0,42,91,301,444,497,466,398,2239
born with a silver spoon,nascido com uma colher de prata,Born with a silver spoon,1,1,16,3,45,125,235,55,480
let the cat out of the bag,Deixe o gato sair da bolsa.,'Let the cat out of the bag.',1,1,28,121,79,151,72,71,523
black mark,marca negra,black eye,1,45,91,275,413,431,436,366,2057
call it a day,Fechar o dia.,'Close the day.',1,71,91,505,608,453,475,246,2449
batten down the hatches,apertar os holofotes,'shed light on',1,94,91,533,535,591,659,575,3078
call it a night,Chamar a noite.,"""Call the night"" translates to ""Summon the night.""",1,67,91,497,603,511,679,504,2952
I worked on my computer for two hours.,Passei duas horas na minha máquina.,I spent two hours on my machine.,0,57,91,114,222,262,88,1,835
man of the hour,Homem do momento,Man of the moment,1,20,91,102,161,140,374,178,1066
from the bottom of my heart,do fundo do meu coração,from the bottom of my heart,1,1,1,1,12,26,112,1,154
beat around the bush,distorcer o assunto,"""distorcer o assunto"" -> ""spin the story""",1,78,91,601,566,657,437,351,2781
go the extra mile,ir além do básico,go beyond the basics,1,45,91,457,432,398,228,103,1754
down to earth,Do the bare minimum,'Do the bare minimum' para o inglês mantendo o sentido metafórico original é 'the bare minimum'.,1,94,91,642,557,670,700,625,3379
They are chatting in the living room.,Eles estão conversando no salão.,"""They are talking in the lobby.""",0,35,91,329,416,347,129,227,1574
The dog ran across the yard.,O cão correu pela propriedade.,The dog ran over the property.,0,30,91,99,241,197,256,140,1054
bigger fish to fry,peixe grande a frutar,Big fish to feast.,1,45,91,250,405,349,432,295,1867
climbing the walls,Subir às paredes,'Go nuts',1,94,91,608,666,645,661,583,3348
as clear as day,'Bater as botas',''Bater as botas'',1,71,91,622,664,624,684,307,3063
like a fish out of water,Um peixe fora d'água,Like a fish out of water,1,1,9,3,39,71,145,68,336
"like father, like son","Como uma tradução criativa e metafórica, ""like father, like son"" pode ser traduzido como ""da natureza do pai, do filho"".","As a creative and metaphorical translation, ""like father, like son"" can be translated as ""of the nature of the father, the son"".",1,68,87,383,408,478,283,304,2011
blaze a trail,Traçar o caminho.,To chart a course.,1,71,91,438,435,493,203,154,1885
dare to dream,Dar um sonho,Give someone a dream,1,71,91,375,453,393,274,332,1989
at your wit’s end,"Estou no meu limite, no meu fim de resistência.","I have reached my limit, the end of my resistance.",1,88,91,528,548,484,177,288,2204
a piece of cake,é moleza,"Sure, ""é moleza"" could be translated as ""it's a breeze"".",1,85,91,632,670,678,689,621,3466
call the shots,dar as ordens,"""Dare as ordens"" would be ""throw down the gauntlet.""",1,82,91,568,697,618,709,535,3300
close call,Quase deu água no joelho,"""Almost wet the knee""",1,94,91,596,706,688,373,562,3110
against the clock,Contra o relógio,"""Against the clock""",1,1,91,210,135,328,135,159,1059
eye of the storm,olho do furacão,Eye of the storm,1,1,91,3,54,88,211,65,513
don't count your chickens before they hatch,Não conte suas galinhas antes que elas nasçam.,Don't count your chickens before they hatch.,1,1,14,34,25,92,221,6,393
They are having a family gathering at home.,"""Eles estão dando uma festa de família em casa.""","""Eles estão dando uma festa de família em casa."" deve ser traduzido como: ""They are throwing a family party at home.""",0,58,91,426,437,458,302,300,2072
big time,Fazer big time,"""Make a big splash""",1,67,91,561,601,471,620,494,2905
a drop in the ocean,gotinha no oceano,drop in the ocean,1,4,8,88,204,119,497,360,1280
big fish in a small pond,grande peixe em um lago pequeno,"""big fish in a small pond""",1,1,14,108,155,171,25,91,565
She studied for the test all week.,Estudou para o teste a semana inteira.,Studied for the test all week long.,0,8,31,136,338,121,341,350,1325
against all odds,conquistar todas as dificuldades,Overcome all obstacles,1,67,91,324,348,362,206,48,1446
hit the nail on the head,Acertar no ponto.,Hit the nail on the head.,1,1,22,41,4,66,542,334,1010
back against the wall,esforçar contra a parede,'Push against the wall',1,20,91,332,396,327,585,302,2053
They watched the sunrise at the beach.,Assistiram ao nascer do sol na praia.,"""Assistiram ao nascer do sol na praia.""",0,94,91,650,560,403,678,50,2526
butter wouldn't melt,butter wouldn't melt in your mouth.,"The expression ""butter wouldn't melt in your mouth"" means ""he was an honest man."" The literal translation would be: ""O leite wouldn't melt in his mouth.""",1,73,91,380,480,513,668,612,2817
a taste of their own medicine,"dar na própria

(ou) levar um susto no próprio rabo",bite the dust,1,94,91,523,650,691,681,611,3341
She is organizing her closet.,Ela está botando ordem no guarda-roupa.,'She's straightening up the wardrobe.',0,80,91,367,244,405,317,324,1828
She went to the gym for a workout.,Fui à academia para um treino.,Gone to the gym for a workout.,0,15,11,128,306,161,49,384,1054
dropping like flies,cair como moscas,"""Fall like flies""",1,30,91,307,282,390,381,277,1758
a taste of freedom,um gosto de liberdade,a taste of freedom,1,1,1,3,30,19,22,1,77
hold your horses,Segure as rédeas.,Rein in the reins,1,94,91,506,366,677,655,499,2888
The weather is very cold today.,O tempo está bem frio hoje.,It's quite chilly today.,0,80,91,246,197,264,102,1,981
blood runs cold,O sangue fica gelado.,The blood turns to ice.,1,73,91,411,235,423,29,1,1263
don't cry over spilled milk,Não chore sobre o leite derramado,Don't cry over spilt milk.,1,10,91,104,163,106,74,49,597
back to basics,bater as botas,'bater as botas' = 'to kick the bucket',1,78,91,625,691,696,671,600,3452
go the extra mile,Vai além,Overstep,1,94,91,591,473,596,513,447,2805
carved in stone,gravado na pedra,carved in stone,1,1,91,4,48,6,234,1,385
She brushed her teeth before bed.,Despenteu seus dentes antes de dormir.,Brush your teeth before bed.,0,42,48,312,459,265,386,390,1902
chip off the old block,sair do caminho do pai,"""Sair do caminho do pai"" em inglês é ""to stray from the path of the father"".",1,92,91,617,636,654,492,563,3145
cat nap,Catnap é'sonhar'.,"""Catnap é'sonhar"" traduz-se para o inglês como ""quick sleep.""",1,94,91,595,606,693,712,557,3348
chip on your shoulder,chico na orelha,Pull someone's leg,1,94,91,559,682,589,548,599,3162
as gentle as a lamb,sutil como um cordeiro,subtle as a lamb,1,31,91,233,278,250,278,220,1381
They went to a theme park for the day.,fizeram uma parada em um parque temático para o dia.,"""They took a break at a theme park for the day.""",0,28,45,194,294,245,237,224,1267
burn the midnight oil,Queimar a corda da meia-noite.,Burn the midnight cord.,1,20,91,241,349,379,330,273,1683
blind leading the blind,guiando o cego que guia,Guiding the blind who guides,1,50,91,261,421,460,474,450,2207
blue in the face,faltar a cara,"""Perdendo a cabeça""",1,94,91,652,585,558,570,532,3082
She is taking a picture of the flowers in the garden.,Ela está captando a essência das flores no jardim.,She is capturing the essence of the flowers in the garden.,0,23,29,120,292,326,197,206,1193
They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,They are having a barbecue in the garden.,0,1,1,3,26,20,31,1,83
jump the gun,Pular o alvo,Miss the mark,1,67,91,371,476,540,385,478,2408
They are walking through the city streets.,Eles estão caminhando pelas ruas da cidade.,They are walking down the streets of the city.,0,32,91,42,172,97,114,1,549
She reads a book every night.,She reads a book every night.,She dives into a new world every night.,0,39,91,314,461,461,512,422,2300
chained to the desk,Pernas presas no escritório,'Sandwiched between the job and the desk',1,62,91,391,503,548,645,527,2767
He did some gardening in the afternoon.,Ele fez algumas 'culturas' à tarde.,Ele fez algumas 'culturas' à tarde.,0,94,91,647,565,508,702,461,3068
They enjoyed a picnic in the park.,Fizeram um piquenique no parque.,They had a picnic in the park.,0,8,13,20,107,91,64,73,376
dive in headfirst,mergulhar de cabeça,plunging headfirst,1,56,91,126,200,392,530,335,1730
have the upper hand,"ter a mão

ou, alternativamente:

ter a vantagem

ou, ainda:

ter a dianteira","'kick the bucket' - bater as botas

'ter a vantagem' - ter a dianteira

'ter a dianteira' - ter a vantagem",1,93,91,612,580,662,716,633,3387
She is ironing her clothes.,Ela está engomando a roupa dela.,She's ironing her shirt.,0,36,91,80,230,228,412,157,1234
He plays soccer every weekend.,Ele joga futebol todo fim de semana.,He plays football every weekend.,0,13,91,16,195,74,41,1,431
at the drop of a hat,à vista,Under the table,1,76,91,485,647,637,563,538,3037
have a heart of stone,ter um coração de pedra,"""Have a heart of stone""",1,1,50,125,104,154,136,124,694
He worked on his computer for hours.,Ele passou horas 'fritando' no computador.,He spent hours 'burning' on the computer.,0,54,91,249,433,388,560,407,2182
airing dirty laundry,lavar roupa suja,wash dirty linen,1,67,91,298,369,490,477,381,2173
dead in the water,'bater as botas','Pass away',1,94,91,611,500,668,629,579,3172
another string to your bow,adicionar outra flecha no seu alvo,Add another arrow to your target.,1,42,91,317,424,402,215,338,1829
"easy come, easy go",Deita e levanta,Lay low,1,94,91,524,562,566,675,493,3005
bend over backwards,dobrar as costas para o avesso,"""bend over backwards""",1,1,91,162,110,305,405,146,1220
bolt from the blue,'Tirar do nada',''Pull something out of thin air',1,94,91,549,543,517,654,529,2977
dropping the ball,Perder a bola,Drop the ball,1,30,91,55,84,173,444,156,1033
born with a silver spoon,Nascido com uma colher de prata na boca,Born with a silver spoon in his mouth,1,17,64,152,121,293,153,153,953
as plain as day,"Claro, estou pronto para traduzir. Por favor, forneça a metáfora que você gostaria que eu traduzisse.","Certainly, I am ready to translate. Please provide the metaphor you would like me to translate.",1,94,91,653,594,667,125,419,2643
like a fish to water,like a fish to water → como um peixe na água,Like a fish to water → Like a fish to water,1,30,80,103,286,317,640,587,2043
change your tune,Mudar de tom,Shift gears,1,94,91,532,403,578,456,160,2314
adding fuel to the fire,'adding fuel to the fire' pode ser traduzido como 'acrescentar lenha na fogueira'.,"""Acrescentar lenha na fogueira""",1,94,91,646,583,470,377,251,2512
They are playing board games in the living room.,"They are playing board games in the living room. - ""Eles estão matando o tempo no living"".","""They are killing time in the living room.""",0,26,51,302,540,494,545,328,2286
dying to know,bater as botas,'Hang up one's boots',1,94,91,627,709,712,604,584,3421
She is making a smoothie for breakfast.,Ela está criando um smoothie para o café da manhã.,She is blending a smoothie for breakfast.,0,8,26,19,283,107,172,137,752
in the same boat,"Na mesma situação, no mesmo barco.",In the same boat,1,1,91,3,66,52,315,85,613
better late than never,Melhor tarde do que nunca,Better late than never,1,1,91,3,7,10,126,1,239
frog in your throat,cravar o dedo na goela,"""To get the bucket.""",1,94,91,585,701,640,696,614,3421
down in the dumps,no fundo da privada,hit the pot,1,71,91,476,619,595,657,589,3098
blood is thicker than water,O sangue é mais grosso que a água.,The blood is thicker than water.,1,3,22,79,70,64,7,1,246
as high as a kite,Alta como uma pipa.,Sky high.,1,71,91,469,456,551,636,518,2792
foot in the door,'Foot in the door' traduz-se como 'pé na porta'.,"""Foot in the door"" (pé na porta)",1,23,91,377,339,452,395,219,1896
crying over spilled milk,"""chora pelo leite derramado""",Cry over spilled milk,1,20,91,22,94,166,213,262,868
He is studying for his exams.,Ele está afinando seus trancos.,"""He's tuning his tackle.""",0,63,91,442,646,603,351,528,2724
darkest before dawn,O mais escuro é antes da alvorada.,"""The darkest hour is before the dawn.""",1,36,91,316,314,196,85,23,1061
They are taking a family vacation.,Eles estão tirando férias em família.,"""they are going on a family vacation.""",0,18,77,168,133,238,170,128,932
cat got your tongue,O gato comeu sua língua.,The cat ate your tongue.,1,31,91,282,434,247,173,64,1322
barking up the wrong tree,Correr atrás do boi verde.,Chase the green cow.,1,75,91,459,604,620,423,453,2725
bird's eye view,visão de águia,Eagle-eyed,1,94,91,445,297,573,384,565,2449
by a long shot,Por um fio,Thread the needle,1,94,91,522,669,612,537,508,3033
add insult to injury,agravá-lo na hora,'Cut off',1,94,91,579,704,664,694,605,3431
