indice,ingles_original,mediana_bertscore,limite_inferior,limite_superior,num_pares_total,num_pares_discrepantes,status,status_manual
1201,Why I’ve decided to unfollow the president on Twitter,0.89,0.67,1.12,21,0,consistente,
1202,"NYT Reporter: Clinton Lawyer ""Vigorously"" Denied Funding Trump-Russia Dossier",0.91,0.68,1.14,21,0,consistente,
1203,"OR, CO & MD-Gov: Victory Fund Wants To Make These LGBTQ Champs Governors",0.83,0.62,1.03,21,0,consistente,
1204,Rotten Apples Database Tracks Sexual Predators in Your Favorite Films and Shows,0.9,0.67,1.12,21,0,consistente,
1205,The Elite Are Doing Their All To Ensure Americans Only Have Fake News,0.81,0.61,1.01,21,0,consistente,
1206,Hillary Clinton fired up the Democrat civil war by what she wrote in her new book,0.92,0.69,1.15,21,0,consistente,
1207,PaulCraigRoberts.org George Soros Could Not Subvert Europe Without Washington’s Approval,0.87,0.65,1.09,21,0,consistente,
1208,NYC Mayor Bill de Blasio won’t rule out removing Christopher Columbus statue,0.94,0.7,1.17,21,0,consistente,
1209,Can I Let My Friend Pay Off My Mortgages?,0.97,0.73,1.22,21,0,consistente,
1210,Disney Said to Be Nearing a Deal With 21st Century Fox,0.86,0.64,1.07,21,0,consistente,
1211,Congress Can Save Taxpayers Billions By Closing Unneeded Bases,0.87,0.65,1.09,21,0,consistente,
1212,"‘Goodbye Pittsburgh Steelers, Burn In Hell’: Angry Fans Burn Gear Over National Anthem Protest +1",0.77,0.58,0.96,21,0,consistente,
1213,Someone Made a Fake Equifax Site. Then Equifax Linked to It.,0.88,0.66,1.1,21,0,consistente,
1214,Hamas: We’ve built many towns underground. Israel is scared,0.89,0.67,1.12,21,0,consistente,
1215,"Eagle Imports, Inc., Brings the Llama Micro Max to American Shores",0.92,0.69,1.15,21,0,consistente,
1216,Here's a question for Trump on his public shaming of Jeff Sessions: Why don't you grow a pair?,0.81,0.61,1.01,21,0,consistente,
1217,"Wait, WHAT!? Time Mag wants you to know something about Trump’s Obama eclipse retweet",0.92,0.69,1.15,21,0,consistente,
1218,South Dakota Republican whip shares meme supporting vehicular attacks on protesters,0.89,0.67,1.12,21,0,consistente,
1219,8 Frugal and Forgotten Ways Your Great-Grandparents Made it Through Hard Times,0.72,0.54,0.9,21,7,discrepante,
1220,Escaped Inmate Turns Himself in After Berlin Prison Break,0.79,0.59,0.98,21,0,consistente,
1221,N.B.A. Summer League Produces Buzz (Lonzo Ball) and Panic (Markelle Fultz),0.87,0.65,1.09,21,0,consistente,
1222,President Trump calls the Primetime Emmys ‘the worst ever’,0.83,0.63,1.04,21,0,consistente,
1223,Appeals court allows prayer at Michigan county’s public meetings,0.91,0.68,1.14,21,0,consistente,
1224,Obama: India needs to “cherish and nurture” its Muslims,0.89,0.66,1.11,21,0,consistente,
1225,Fallen Angels? New Documentary Reveals Profound Bible Secrets Solving the Origin of Mankind (Video),0.91,0.68,1.13,21,0,consistente,
1226,"U.S. Report Says Humans Cause Climate Change, Contradicting Top Trump Officials",0.85,0.64,1.06,21,0,consistente,
1227,IHOP waiter takes down robber with marital arts move (VIDEO),0.93,0.7,1.16,21,0,consistente,
1228,No more triple talaq: India court bans Islamic instant divorce,0.86,0.64,1.07,21,0,consistente,
1229,Fox News puts up unintentionally damning graphic of Neo-Nazis' praise for Donald Trump (Updated),0.87,0.65,1.08,21,0,consistente,
1230,How 41 People in Lithuania Took Over Your Facebook Feed,0.86,0.65,1.08,21,0,consistente,
1231,The Democrats should spend some time with Camille Paglia this weekend,0.94,0.7,1.17,21,0,consistente,
1232,Egypt Shakes Up Security Forces After Deadly Ambush of Police,0.89,0.67,1.11,21,0,consistente,
1233,When Californians Led The Way On Campus Civil Rights,0.81,0.61,1.02,21,0,consistente,
1234,UH OH! NBC Made Payment to Staffer After Chris Matthews Accused of Sexual Harassment,0.86,0.64,1.07,21,0,consistente,
1235,Iran Complains Instagram Shut Down Terror Chief ‘Hero’ Qasem Soleimani’s Page,0.87,0.65,1.09,21,0,consistente,
1236,Government Lawyers Ask Judge To Deny Release of Comey Memos,0.92,0.69,1.15,21,0,consistente,
1237,Hannity Promises To Expose CNN & NBC News In “EpicFail”,0.85,0.64,1.06,21,0,consistente,
1238,Photogallery - Streaker at Buffalo Bills game storms the field,0.85,0.63,1.06,21,0,consistente,
1239,Toddler Sherin Mathews adopted from India by Americans who didn’t deserve her,0.91,0.68,1.14,21,0,consistente,
1240,MD-Gov: Ben Jealous (D) Hits Larry Hogan (R) For Not Doing Enough To Combat The Opioid Crisis,0.88,0.66,1.1,21,0,consistente,
1241,Infographic Of The Day: How Tech Is Changing Our Food Systems,0.93,0.7,1.17,21,0,consistente,
1242,Global Chromatography Solvents Market Expected to Reach USD 3.56 billion with annual revenues 9.5% by 2024,0.89,0.67,1.11,21,0,consistente,
1243,Apple plans to build an Iowa data center that fully runs with renewable energy,0.94,0.71,1.18,21,0,consistente,
1244,CA Assembly Considers Bill to Delay Start of Public Schools to 8:30,0.84,0.63,1.05,21,0,consistente,
1245,We Fought a War of Independence' Against King George for That,0.9,0.68,1.13,21,0,consistente,
1246,Seattle Seahawks Star Claims Police Threatened To Blow His Head Off,0.89,0.67,1.11,21,0,consistente,
1247,Where Police Care More About Internet Trolls Than Child Sex Rings,0.9,0.68,1.13,21,0,consistente,
1248,Selena Gomez Turns Heads In NYC In Low-Cut Top [PHOTOS],0.86,0.65,1.08,21,0,consistente,
1249,Angola’s Governing Party Wins Most Parliament Seats in Vote,0.88,0.66,1.1,21,0,consistente,
1250,North Fork’s First Designer Hotel Makes a Splash on the Sound,0.85,0.64,1.06,21,0,consistente,
1251,PressTV-Susan Rice fires back at AIPAC over Iran deal,0.93,0.7,1.16,21,0,consistente,
1252,Trump Takes Aim at Iran’s ‘Clandestine Nuclear Weapons Program’,0.86,0.64,1.07,21,0,consistente,
1253,Amazon Opens Its First “Just Walk Out” Store in Seattle,0.83,0.62,1.04,21,0,consistente,
1254,Why Dylan O'Brien is taking on a new role,0.89,0.67,1.11,21,0,consistente,
1255,Twitter reacts to Donald Trump Jr. posting proof he colluded with Russia,0.83,0.62,1.03,21,0,consistente,
1256,"New News in ExxonKnew Storyline: Exxon Sues Cali Cities, NYC Sues Exxon",0.82,0.62,1.03,21,0,consistente,
1257,"Apple Said to Be Acquiring Shazam, the Song Identifying App",0.87,0.65,1.09,21,0,consistente,
1258,Total Insanity! North Korea Announces Nuclear Sneak Attack Plan (Video),0.82,0.62,1.03,21,0,consistente,
1259,"Instead of Launching a Missile, North Korea Throws a Party",0.96,0.72,1.19,21,0,consistente,
1260,White House Chief of Staff John Kelly’s Civil War comment draws fire,0.84,0.63,1.05,21,0,consistente,
1261,"Young girl flips off Infowars interviewer, instantly becomes a Twitter favorite",0.85,0.64,1.06,21,0,consistente,
1262,"Ted Nugent, Who Has Violently Threatened Obama And Clinton, Calls On Liberals To Be 'Civil' %%",0.86,0.64,1.07,21,0,consistente,
1263,"Only 6 days on the job, Scaramucci jumps the shark",0.83,0.62,1.04,21,0,consistente,
1264,"Fearing the Worst, China Plans Refugee Camps on North Korean Border",0.93,0.7,1.17,21,0,consistente,
1265,NJ House Members Take Sides on GOP Tax Bill,0.79,0.59,0.98,21,0,consistente,
1266,Suspect for Attempted Murder of California Wildlife Officer Turns Himself In,0.77,0.58,0.96,21,0,consistente,
1267,Christendom can be absurd these days; Roy Moore case beats all,0.83,0.63,1.04,21,0,consistente,
1268,"‘Crooklyn’ Wins the One Film, One New York Contest",0.85,0.64,1.07,21,0,consistente,
1269,Boycott The Government? Ann Arbor City Council Members Take A Knee During Pledge,0.9,0.68,1.13,21,0,consistente,
1270,Photogallery - The US punishes Chinese and Russian companies because of North Korea,0.91,0.68,1.14,21,0,consistente,
1271,Gingrich: GOP Will Keep Majority in Congress If Tax Bill Approved,0.83,0.62,1.04,21,0,consistente,
1272,"J.R. Smith reveals King's injury status, Says he will...",0.93,0.7,1.16,21,0,consistente,
1273,"Pokemon the Movie: I Choose You,' Ash and his pokemon Pikachu is back.",0.88,0.66,1.1,21,0,consistente,
1274,Photogallery - #WhiteWednesday is taking over social media as women in Iran protest,0.86,0.65,1.08,21,0,consistente,
1275,Silicon Valley As Richard II: Setting The Stage For Teachers,0.87,0.65,1.09,21,0,consistente,
1276,Justices Take Cases on Free Speech at Pregnancy Centers and Polling Places,0.85,0.64,1.06,21,0,consistente,
1277,US Justice Department faults DEA over agent’s dangerous liaison,0.88,0.66,1.1,21,0,consistente,
1278,Taliban Say Top Leader’s Son Carried Out a Suicide Attack,0.84,0.63,1.04,21,0,consistente,
1279,"Tucked Into the Tax Bill, a Plan to Help Distressed America",0.81,0.61,1.02,21,0,consistente,
1280,Chile and South Africa Make Cut for Foreign-Language Oscar,0.87,0.65,1.09,21,0,consistente,
1281,"Hungarian PM: Soros, EU Are Trying To Establish A ‘Muslimized’ Europe",0.89,0.67,1.12,21,0,consistente,
1282,Nick Jonas Is Throwing His Hat Into the Ring for a Major Superhero Role,0.91,0.68,1.13,21,0,consistente,
1283,NEO: How Washington Found Itself in Bed with ISIS,0.91,0.68,1.13,21,0,consistente,
1284,"Indiana Man Accused Of Killing, Eating Girlfriend Deemed Incompetent To Stand Trial [VIDEO]",0.82,0.62,1.03,21,0,consistente,
1285,Dear Trump Supporters: Look What LeBron James Just Called YOU,0.89,0.67,1.12,21,0,consistente,
1286,"Samsung might launch Galaxy S9 in January 2018, based on the assembly schedule",0.91,0.68,1.14,21,0,consistente,
1287,Morning Digest: Rep. Colleen Hanabusa kicks off Democratic primary bid against Hawaii Gov. David Ige,0.88,0.66,1.1,21,0,consistente,
1288,Rand Paul on GOP Health Bill: Trying 'to Buy the Votes' of Sens,0.97,0.72,1.21,21,0,consistente,
1289,HBO Brings Back Bill Maher For Another Two Seasons,0.93,0.69,1.16,21,0,consistente,
1290,Anfield Resources to change its name to Anfield Energy to emphasize focus on energy metals,0.89,0.67,1.11,21,0,consistente,
1291,Donna Brazile: Clinton Campaign Took Over DNC in August 2015.,0.89,0.67,1.11,21,0,consistente,
1292,Local PA activist Katie Muth takes on anti-women's health commissioner publicly and wins!,0.91,0.68,1.13,21,0,consistente,
1293,"How Vietnam dramatically changed our views on soldiers, honor and war",0.92,0.69,1.15,21,0,consistente,
1294,Remember those emolument issues? Trump's D.C. hotel is raking it in,0.9,0.67,1.12,21,0,consistente,
1295,"To Control Patient Volumes, Hospital Takes Down Hospital Signs Within 5-Mile Radius",0.87,0.65,1.09,21,0,consistente,
1296,Welcome to 2018: White House issuing unhinged Trump rants as official statements,0.88,0.66,1.1,21,0,consistente,
1297,Bombs Will Not Defeat ISIS (but Maybe the Internet Will),0.88,0.66,1.09,21,0,consistente,
1298,Seattle Mayor Steps Down Following Fifth Allegation Of Child Sex Abuse,0.9,0.68,1.13,21,0,consistente,
1299,"On North Korea, ‘Strategic Patience’ Has Enabled Strategic Blackmail",0.87,0.66,1.09,21,0,consistente,
1300,Corrupt Politicians Make Way for Muslims to Attack America +Videos,0.97,0.73,1.22,21,0,consistente,
1301,Arizona Supreme Court Upholds Statute Forbidding Destruction of Valuable Guns,0.86,0.64,1.07,21,0,consistente,
1302,"Redskins place Dustin Hopkins on IR, work out 20 players, sign new kicker",0.92,0.69,1.14,21,0,consistente,
1303,Vatican Urges Online Protections for Kids amid Porn Scandal,0.88,0.66,1.11,21,0,consistente,
1304,ISIS Declares It Is Sending Secret Brigades Of Fighters To Terrorize Europe,0.9,0.68,1.13,21,0,consistente,
1305,Copper Basin Announces Third Generation of its Takedown Firearm Backpack,0.82,0.62,1.03,21,0,consistente,
1306,David Letterman Earns Mark Twain Prize for Late-Night High Jinks,0.91,0.68,1.13,21,0,consistente,
1307,"California Needs a “Spec” Water Market, Not Contrived Markets",0.91,0.68,1.13,21,0,consistente,
1308,"U.S. Put 92 Somalis on a Deportation Flight, Then Brought Them Back",0.85,0.64,1.06,21,0,consistente,
1309,"American Legion, VFW Decide to Play Nice With Goodell; Don’t Support Boycott of NFL",0.87,0.66,1.09,21,0,consistente,
1310,North Korea says it will accelerate the development of nuclear weapons,0.92,0.69,1.15,21,0,consistente,
1311,The Shannara Chronicles' to finish off season 2 with back to back episodes,0.83,0.62,1.04,21,0,consistente,
1312,Major German Parties Leave Migrant Issues out of Campaign,0.81,0.61,1.01,21,0,consistente,
1313,the Democratic Party is not going to save America in the coming years,0.91,0.68,1.14,21,0,consistente,
1314,"Senate Budget Sells Out Our Environment, Health, and the Treasured Arctic National Wildlife Refuge",0.86,0.64,1.07,21,0,consistente,
1315,John Mayer Backs Up Justin Bieber Over Canceled ‘Purpose’ World Tour,0.87,0.66,1.09,21,0,consistente,
1316,"In Trump’s America, There is No Difference Between Partisan and Racial Gerrymandering",0.89,0.66,1.11,21,0,consistente,
1317,The Occupant throws his AG completely under the bus in interview with New York Times.,0.85,0.64,1.06,21,0,consistente,
1318,"Veterans, Americans Don’t Believe US Foreign Policy Makes US Safer",0.92,0.69,1.15,21,0,consistente,
1319,"ISIS Has Lost Raqqa, Where Will It Go Next?",0.91,0.68,1.14,21,0,consistente,
1320,Steve Kerr: Government Puts Interests of ‘Gun Industry’ Ahead of ‘People’s Safety’,0.9,0.67,1.12,21,0,consistente,
1321,Senator John McCain Opposes Any Attempt at Obamacare Repeal…,0.92,0.69,1.15,21,0,consistente,
1322,"President Donald J. Trump is Taking Action to Improve Access, Increase Choices, and Lower Costs for Healthcare",0.87,0.65,1.08,21,0,consistente,
1323,"‘Massive military response’: After meeting with Trump, Gen. Mattis strongly warns North Korea",0.85,0.64,1.06,21,0,consistente,
1324,K.K.R. to Buy WebMD and Take Majority Stake in Nature’s Bounty,0.9,0.67,1.12,21,0,consistente,
1325,The Nation Hates Thanksgiving More Than Ever This Year,0.87,0.66,1.09,21,0,consistente,
1326,Police chiefs association refutes Trump’s speech that endorsed officer brutality,0.9,0.67,1.12,21,0,consistente,
1327,Photogallery - Google accidentally shuts down half of Japan’s Internet,0.9,0.68,1.13,21,0,consistente,
1328,Jimmy Kimmel Now Blaming 2nd Amendment Supporters for Las Vegas,0.86,0.64,1.07,21,0,consistente,
1329,Trump administration to open up new areas for oil and gas exploration,0.9,0.68,1.13,21,0,consistente,
1330,Bruce Springsteen Could Be Going for the EGOT as He Makes Broadway Debut,0.89,0.67,1.12,21,0,consistente,
1331,Bloomberg-Funded Everytown Gives $$1 Million to Gun Control Candidates in Virginia,0.88,0.66,1.09,21,0,consistente,
1332,MSNBC twists Las Vegas shooting to advocate for national gun registry – TheBlaze,0.91,0.68,1.13,21,0,consistente,
1333,University of Florida students shut down white supremacist Richard Spencer,0.94,0.71,1.18,21,0,consistente,
1334,Kansas City Royals’ manager says he warns his team about porn,0.92,0.69,1.15,21,0,consistente,
1335,NKorean Media Claims 5 Million Have Signed up to Join Army,0.85,0.64,1.06,21,0,consistente,
1336,Interview: Man Who Stopped Texas Shooting Is Being Harassed by the Mainstream Media (Video),0.82,0.61,1.02,21,0,consistente,
1337,"As More Teams Host Gay Pride Events, Yankees Remain a Holdout",0.84,0.63,1.04,21,0,consistente,
1338,Is Israel Winning “The War Between The wars” With Iran,0.86,0.65,1.08,21,0,consistente,
1339,‘This guy’s busted’: Morning Joe says Mueller has ‘smoking gun’ evidence of Trump obstruction on tape,0.84,0.63,1.06,21,0,consistente,
1340,Toyota to Take 5 Percent Stake in Mazda and Build Joint U.S. Plant,0.91,0.68,1.13,21,0,consistente,
1341,"Trump Makes Fools of His Spokespeople Again, Makes Explicit Nuclear Threat",0.75,0.57,0.94,21,0,consistente,
1342,Tunisia Ends Ban on Non-Muslim Men Marrying Muslim Women,0.84,0.63,1.05,21,0,consistente,
1343,Nebraska regulator to announce Keystone XL permit decision on November 20,0.92,0.69,1.15,21,0,consistente,
1344,"Israel, U.S. Deny Report Claiming Trump Will Recognize Palestinian State",0.89,0.67,1.12,21,0,consistente,
1345,Starbucks interviewing refugees in California for jobs as baristas – Dr. Rich Swier,0.93,0.7,1.16,21,0,consistente,
1346,Reverend Says Brits Should Pray Prince George Turns Out Gay,0.87,0.65,1.09,21,0,consistente,
1347,Drug Enforcement Administration Collects Record Number of Unused Pills as Part of its 14th Prescription Drug Take Back Day,0.8,0.6,1.0,21,0,consistente,
1348,PressTV-S Korea links detected xenon to North’s nuclear test,0.84,0.63,1.05,21,0,consistente,
1349,1824: Congress decides outcome of presidential election on this day in history,0.91,0.68,1.13,21,0,consistente,
1350,"Why Did the State Department Pay $$100,000 For Tiffany Trump and Her Mother's Vacation Car Rentals?",0.92,0.69,1.16,21,0,consistente,
1351,Pope Francis Criticizes Fake News Yet The MSM Is More Guilty Than Anyone,0.87,0.65,1.09,21,0,consistente,
1352,CIA Director Pompeo contradicts Trump: Russia meddled with 2016 election,0.89,0.67,1.11,21,0,consistente,
1353,Canada Wants a New Nafta to Include Gender and Indigenous Rights,0.86,0.65,1.08,21,0,consistente,
1354,Photogallery - Sony is reducing the prices of its PlayStation VR bundles,0.89,0.67,1.11,21,0,consistente,
1355,Seth Meyers calls out Trump for pardoning two turkeys ‘despite the fact that they lied about Russia under oath’,0.93,0.7,1.16,21,0,consistente,
1356,"Gov't reports far fewer new jobs created in December than economists expected: 148,000",0.85,0.64,1.06,21,0,consistente,
1357,Sexual assaulter Trump privately doubted the accusers of sexual predator Moore,0.85,0.64,1.06,21,0,consistente,
1358,White House says Trump is considering Russia sanctions legislation,0.92,0.69,1.15,21,0,consistente,
1359,$1.6 Billion Copyright Suit Claims 21% of Spotify Songs Are Unlicensed,0.87,0.65,1.08,21,0,consistente,
1360,EMP Bias Puts US at Risk as North Korea Threat Grows,0.81,0.61,1.02,21,0,consistente,
1361,DARPA unveils gene editing infrastructure to build genetically engineered “super soldiers”,0.91,0.68,1.14,21,0,consistente,
1362,Twitter blames human error for deactivation of President Trump’s personal account; Updated,0.93,0.7,1.17,21,0,consistente,
1363,Australia Exported Most Of Its Natural Gas As Citizens Dealt With Prolonged Power Outages,0.92,0.69,1.15,21,0,consistente,
1364,Tom Brady has new backup and Broncos have new starter,0.9,0.67,1.12,21,0,consistente,
1365,Trumps Spend $$5 Million Less Than Obamas on White House Salaries,0.87,0.66,1.09,21,0,consistente,
1366,"Texas Church Shooting Video Shows Gunman’s Methodical Attack, Official Says",0.87,0.65,1.09,21,0,consistente,
1367,Bob Marley Comes Alive in This Collection of Interviews With the People Who Knew Him Best,0.88,0.66,1.1,21,0,consistente,
1368,CBS News: Congress Wants Phone Records of Trump Jr.-Russia Meeting,0.85,0.64,1.06,21,0,consistente,
1369,50 pastors throw their hats into the ring for suspected molester Roy Moore—or did they?,0.83,0.62,1.04,21,0,consistente,
1370,Germany Accuses China of Using LinkedIn to Recruit Informants,0.89,0.67,1.11,21,0,consistente,
1371,Immigrant teenager at center of US legal fight has abortion,0.85,0.63,1.06,21,0,consistente,
1372,"20 Years Ago, Hollywood Imagined a Wormhole Machine at Kennedy Space Center",0.89,0.67,1.12,21,0,consistente,
1373,Detroit Tigers hire Ron Gardenhire to be their next manager,0.88,0.66,1.1,21,0,consistente,
1374,Attorneys allege Motel 6 is siccing ICE on undocumented immigrant guests,0.86,0.64,1.07,21,0,consistente,
1375,Sprint rolling out update for BlackBerry KEYone devices on its network,0.92,0.69,1.15,21,0,consistente,
1376,"Trump ""Justice"" Department argues in favor of firing employees because they're gay",0.89,0.67,1.11,21,0,consistente,
1377,Trump administration lied when it said DHS had vetted their bogus and racist terror report,0.9,0.67,1.12,21,0,consistente,
1378,Hate Group's Email Uses Nazi Imagery to Denounce LGBT People,0.88,0.66,1.1,21,0,consistente,
1379,Study Shows Corporate Cable Networks Largely Ignoring FCC Plan to Kill Net Neutrality,0.84,0.63,1.05,21,0,consistente,
1380,Patriots to sit four players versus Raiders; Tom Brady says sorry to wife,0.93,0.7,1.16,21,0,consistente,
1381,White supremacist website Daily Stormer has a new home — Russia,0.89,0.67,1.11,21,0,consistente,
1382,Los Angeles Libertarians Plan a Large Presence at Third Annual Politicon,0.87,0.65,1.09,21,0,consistente,
1383,"From San Juan to New York, He Offers Help and Hope for the Uprooted",0.88,0.66,1.1,21,0,consistente,
1384,Photogallery - More disturbing news comes out about 13 children tortured by California parents,0.91,0.68,1.13,21,0,consistente,
1385,Cowardly Republicans ban the Rev. William Barber from North Carolina legislative building,0.91,0.68,1.13,21,0,consistente,
1386,NKorea Says It's Seriously Considering Plan to Strike Guam,0.89,0.67,1.11,21,0,consistente,
1387,Conservative Republicans plotting to oust Paul Ryan — and elect Gingrich or Santorum as new house speaker,0.95,0.71,1.18,21,0,consistente,
1388,Senate Intelligence Committee Warns Russia Will Upend Local Elections,0.86,0.64,1.07,21,0,consistente,
1389,Rubio and the GOP are STILL trying to use the tax bill to take away reproductive rights.,0.9,0.68,1.13,21,0,consistente,
1390,GOLD IS MAKING A COMEBACK AT THE CENTER OF THE INTERNATIONAL MONETARY SYSTEM,0.56,0.42,0.7,21,9,discrepante,
1391,FATIMA: The Third Secret Predicts World War III and Worse?,0.95,0.71,1.18,21,0,consistente,
1392,"Arizona would lose $$1.7 billion under Graham-Cassidy, fully a third of its federal funding",0.9,0.67,1.12,21,0,consistente,
1393,Did I Miss It? Or was there no Saturday Morning Bucket today?,0.86,0.65,1.08,21,0,consistente,
1394,The Kurds Want A “Federal” Regime Change In Syria,0.92,0.69,1.15,21,0,consistente,
1395,Blindeside sends the next houseguest home from 'Big Brother',0.81,0.61,1.01,21,0,consistente,
1396,"Hezbollah, Al-Qaeda Reach Ceasefire Near Syrian Border After Fighting Leaves Dozens Dead",0.94,0.7,1.17,21,0,consistente,
1397,Photogallery - Boog Powell tearing it up for Oakland Athletics,0.91,0.68,1.13,21,0,consistente,
1398,‘Wonderstruck’ Director Todd Haynes Refuses to Dumb Down Stories for Kids,0.82,0.61,1.02,21,0,consistente,
1399,Trump administration threatens Alaska's energy industry over Murkowski's Trumpcare vote,0.94,0.71,1.18,21,0,consistente,
1400,Damascus: Syrian Army Poised to Retake Last Al-Qaeda Held District,0.86,0.65,1.08,21,0,consistente,
1401,The Protest Art of Cuba Finds an Unlikely Champion,0.83,0.63,1.04,21,0,consistente,
1402,"Judge Jeanine Takes Huge Risk, Exposes Michelle Obama Live on Air [VIDEO]",0.82,0.61,1.02,21,0,consistente,
1403,"“That’s Really Sad,” Flyers Promoting White Supremacy Found at OSU",0.79,0.59,0.99,21,0,consistente,
1404,"Country Music Association Tells Journalists Not to Talk About Guns, Politics or Las Vegas",0.83,0.62,1.04,21,0,consistente,
1405,Orange County Board of Education Reverses Position and Bans Confederate Flag,0.84,0.63,1.05,21,0,consistente,
1406,IDF Intel Chief After Syria Strike: Israel Fighting Enemies ‘Near and Far’,0.83,0.62,1.04,21,0,consistente,
1407,"David Madden, Former Fox Executive, Is Taking Over Programming at AMC",0.93,0.7,1.17,21,0,consistente,
1408,Good news! GOP House nears CR extension agreement. Bad news. they only agree with each other.,0.89,0.67,1.11,21,0,consistente,
1409,"New study backs up reports of near-death experiences, claiming that consciousness continues to work",0.95,0.71,1.18,21,0,consistente,
1410,"North Korea Surrounded by US Warships, Bombers, Missiles and 80,000 Soldiers Ready",0.84,0.63,1.05,21,0,consistente,
1411,Rupi Kaur Is Kicking Down the Doors of Publishing,0.91,0.68,1.14,21,0,consistente,
1412,The US Has a Niger by the Tail? Why Are American Soldiers Dying in Africa?,0.9,0.68,1.13,21,0,consistente,
1413,America Cannot Afford to Have Afghanistan Become the New Vietnam,0.98,0.73,1.22,21,0,consistente,
1414,"To Great Applause, Paris Announces Combustion Engine Ban by 2030",0.9,0.68,1.13,21,0,consistente,
1415,A Catskills Art Scene Makes a Splash With Free Curry,0.86,0.65,1.08,21,0,consistente,
1416,"New-Media Journalist Mike Cernovich Predicts ""A Change in Season"" -",0.89,0.67,1.12,21,0,consistente,
1417,The French Data Protection Agency threatens to fine WhatsApp,0.89,0.67,1.11,21,0,consistente,
1418,"If You Don’t Trust People, Then You Shouldn’t Trust Politics",0.95,0.71,1.19,21,0,consistente,
1419,Toyota and Mazda Are Said to Pick Alabama for $1.6 Billion Plant,0.88,0.66,1.1,21,0,consistente,
1420,"Sixers lose a close one to Wizards, but they played to win",0.88,0.66,1.1,21,0,consistente,
1421,Photogallery - ISIS claims attack on Iraqi embassy in Kabul and Trump has his plate full,0.92,0.69,1.15,21,0,consistente,
1422,"After shockingly inaccurate comments, one of America's best takes John Kelly to school on Twitter",0.92,0.69,1.15,21,0,consistente,
1423,FLEISCHMAN: National Anthem Protesters Help Trump – But Can’t Help Themselves,0.82,0.62,1.03,21,0,consistente,
1424,Virginia needs to reject the Atlantic Coast and Mountain Valley pipeline projects,0.86,0.64,1.07,21,0,consistente,
1425,U.S. Doubled Fuel Support for Saudi Bombing Campaign in Yemen After Deadly Strike on Funeral,0.86,0.64,1.07,21,0,consistente,
1426,Germans Sentence Syrian Fighter to Three Years in Prison,0.79,0.59,0.99,21,1,discrepante,
1427,Part 5: America’s Immigration-Driven Population Predicament—oil created a 100 year window that’s closing,0.95,0.72,1.19,21,0,consistente,
1428,"FBI OPENLY Working Against Trump: Pro-Clinton FBI Agents Conducted The Michael Flynn Interview, Cornered Him In The White House Under False Pretenses",0.82,0.61,1.02,21,0,consistente,
1429,"Seattle redistributes $230,000 of taxpayer money to political candidates in the name of “democracy”",0.93,0.7,1.16,21,0,consistente,
1430,How Banks are Working to Improve the Customer Experience,0.85,0.64,1.06,21,0,consistente,
1431,DBS' has explained a mistake of 'Dragon Ball Z',0.91,0.68,1.13,21,0,consistente,
1432,European Union threatens retaliation over US sanctions bill against Russia,0.89,0.67,1.12,21,0,consistente,
1433,EPA abandons changes to U.S. biofuel program after lawmaker pressure,0.94,0.7,1.17,21,0,consistente,
1434,Breakking NEWS – U.S. successfully intercepts a long-range missile for the first time,0.87,0.65,1.08,21,0,consistente,
1435,Green Energy Coalition Compares Solar Tariff Supporters To Obama’s Solyndra,0.89,0.66,1.11,21,0,consistente,
1436,Apple is expected to unveil the iOS 11 & iPhone 8 next month,0.89,0.67,1.11,21,0,consistente,
1437,Dragon Ball Super' just confirmed the possibility of Ultra-Instinct Vegito,0.89,0.66,1.11,21,0,consistente,
1438,US Picks Up Iranian Chess Master Banned for Not Wearing Hijab,0.9,0.67,1.12,21,0,consistente,
1439,The Cavaliers could consider trading their superstar for DeAndre Jordan,0.88,0.66,1.1,21,0,consistente,
1440,Pizza Hut is giving away free pizza for life,0.88,0.66,1.1,21,0,consistente,
1441,SMEs see banks as utility providers not business partners – and banks agree,0.92,0.69,1.15,21,0,consistente,
1442,"Las Vegas Survivors Speak Out, Multiple Shooters in Multiple Locations",0.81,0.61,1.02,21,0,consistente,
1443,"X22Report It’s On, The Cabal Goes All In To Push The Next Event – Episode 1423b",0.76,0.57,0.95,21,0,consistente,
1444,How Activate Virginia Recruited 76 Candidates to Refuse $$ from Dominion—A Model for Other States,0.87,0.65,1.09,21,0,consistente,
1445,Russia Is Now Calling On The US To Leave Syria (Video),0.87,0.66,1.09,21,0,consistente,
1446,U.S. Carries Out Drone Strike Against Shabab Militants in Somalia,0.92,0.69,1.15,21,0,consistente,
1447,‘What in the world’? Report: Saudi Arabia says Lebanon has declared war on them,0.86,0.65,1.08,21,4,discrepante,
1448,"A young prodigy, Michael Sayman, is leaving Facebook for Google",0.93,0.7,1.16,21,0,consistente,
1449,Sony Takes Home Top Honors at the Red Dot Awards,0.91,0.68,1.14,21,0,consistente,
1450,South Africa converts to Islam plotted jihad attacks on Jewish institutions,0.91,0.68,1.13,21,0,consistente,
1451,An Up-and-Coming Designer Sets Her Sights on New York Fashion Week,0.87,0.65,1.08,21,0,consistente,
1452,Los Angeles Clippers defeated The Utah Jazz with a score of 102-84,0.91,0.68,1.14,21,0,consistente,
