ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
She enjoys walking in the park.,"Ela se delicia em passear pelo jardim da alma.
",She revels in wandering through the garden of her soul.,0,53,52,426,466,399,160,312,1868
go the extra mile,"Dar o braço a torcer.
",To concede defeat.,1,80,52,642,576,679,404,635,3068
He is looking out the window at the rain.,"Ele contempla a melodia da chuva.
",He contemplates the melody of the rain.,0,41,52,444,508,407,255,276,1983
feeling under the weather,"Estar de cama.
",Be bedridden.,1,80,52,594,544,607,660,501,3038
bridge the gap,"Pontear as distâncias
",To bridge the distances,1,36,52,463,407,339,148,90,1535
clear as crystal,"Cristalino.
",Limpid.,1,80,52,654,625,567,544,588,3110
actions speak louder than words,"Ações valem mais que palavras.
",Actions speak louder than words.,1,1,19,54,28,9,9,1,121
cutting corners,"Fazer gambiarras
",To MacGyver things,1,80,52,609,672,690,592,650,3345
cost an arm and a leg,"Custar os olhos da cara.
",Cost an arm and a leg.,1,1,12,31,25,148,652,225,1094
a far cry,"Claro, vamos lá:

**Far Cry:** Um Grito Distante
","Alright, let's get this bread:

**Far Cry:** A Distant Scream",1,61,52,503,656,673,420,605,2970
carry the torch,"Passar o bastão.
",To pass the baton.,1,61,52,491,586,468,214,215,2087
chew the fat,"Pôr a conversa em dia
",Catch up on things.,1,80,52,660,545,626,505,526,2994
at a snail's pace,"A passos de lesma.
",At a snail's pace.,1,1,52,37,69,151,156,86,552
He is taking a nap on the couch.,"Ele está navegando no sono no sofá.
",He's adrift in slumber on the sofa.,0,52,52,269,319,528,561,467,2248
dressed to kill,"Pronto para matar.
",Ready to rumble.,1,58,52,521,651,554,197,154,2187
all in your head,"Tudo na sua cabeça.
",It's all in your head.,1,13,19,302,159,92,6,1,592
He is writing a story for school.,"Ele está tecendo uma história para a escola.
",He's spinning a yarn for school.,0,37,52,300,483,425,594,535,2426
She painted a picture of a landscape.,"Ela pintou uma tela de paisagem.
",She painted a landscape of emotions.,0,31,52,134,303,247,415,385,1567
banging your head against a brick wall,"Bater com a cabeça em ponto morto.
",To bang one's head against a brick wall.,1,29,26,266,205,267,241,171,1205
She is visiting her grandmother in the hospital.,"Ela está visitando a avó na UTI.
",She's walking the long corridor with her grandmother.,0,56,52,404,391,443,669,601,2616
She had a meeting with her boss.,"Ela teve um encontro com o leão.
",She faced the lion.,0,71,52,483,633,549,276,621,2685
She is knitting a scarf for winter.,"Ela está tecendo o inverno.
",She is weaving winter.,0,39,52,317,575,464,294,498,2239
She took the train to the city.,"Ela embarcou na locomotiva para a metrópole.
",She hopped on the iron horse bound for the city.,0,43,52,275,370,428,617,586,2371
break a leg,"M*erda!
","Oh, shit!",1,80,52,670,653,536,285,478,2754
They are taking pictures in front of the monument.,"Eles estão posando para a história diante do monumento.
",They are striking a pose for the history books in front of the monument.,0,32,36,211,338,350,231,325,1523
They went for a walk in the park.,"Deram um passeio no parque da vida.
",They took a stroll in the park of life.,0,34,52,190,310,249,150,234,1219
below the belt,"Abaixo da linha da cintura.
",Below the belt.,1,1,52,128,27,287,442,47,984
caught red-handed,"De mãos sujas.
",With dirty hands.,1,80,52,559,350,580,199,334,2154
make a mountain out of a molehill,"Fazer tempestade em copo d'água.
",To make a mountain out of a molehill.,1,2,6,71,156,119,589,461,1404
burning bridges,"Queimar as pontes
",Burn one's bridges,1,58,52,377,267,415,213,158,1540
burn a hole in your pocket,"Fazer um buraco no bolso.
",Burn a hole in your pocket.,1,1,12,30,37,82,414,92,668
He is waiting for the bus.,"Ele está na espera do ônibus da vida.
",He's waiting for the bus of life.,0,23,35,283,340,292,243,187,1403
better safe than sorry,"É melhor prevenir do que remediar.
",An ounce of prevention is worth a pound of cure.,1,80,52,623,678,603,238,330,2604
burnt to a crisp,"Torrado(a) como carvão.
",Black as coal.,1,80,52,580,385,558,444,315,2414
They are doing laundry in the basement.,"Estão lavando roupa suja no porão.
",They're airing their dirty laundry in the basement.,0,29,26,118,219,317,257,318,1284
as light as a feather,"Leve como uma pluma.
",Light as a feather.,1,5,52,307,162,246,75,116,963
as fit as a fiddle,"Em plena forma.
",In top form.,1,80,52,646,459,427,182,203,2049
They are going for a run in the morning.,"Eles vão botar o esqueleto pra jogo de manhã.
",They're going to get their groove on in the morning.,0,41,48,296,446,562,500,464,2357
adding insult to injury,"Piorar o que já está ruim.
",To pour salt in the wound.,1,69,52,541,613,644,434,379,2732
apple of discord,"Maçã da discórdia
",Apple of discord,1,1,52,2,85,73,541,184,938
broken dreams,"Sonhos desfeitos
",Shattered dreams,1,41,52,14,114,221,55,83,580
bitten by the bug,"Picado pela mosca.
",Bitten by the bug.,1,1,52,116,82,283,410,106,1050
blown away,"De queixo caído.
",Flabbergasted.,1,80,52,546,290,393,601,294,2256
big shoes to fill,"Grandes sapatos a calçar.
",Big shoes to fill.,1,1,52,80,76,61,575,213,1058
He is cleaning the garage.,"Ele está botando a casa em ordem.
",He's putting his house in order.,0,73,52,384,335,316,115,226,1501
She played tennis with her brother.,"Ela duelou tênis com o irmão.
",She rallied tennis with her brother.,0,9,11,166,491,342,422,441,1882
grasp at straws,"Agarrar-se a palhinhas.
",Clutching at straws.,1,27,52,252,170,475,346,281,1603
coming up roses,"Florescer.
",To bloom.,1,80,52,606,504,511,473,389,2615
The car stopped at the red light.,"O carro sangrou no rubro.
",The car bled crimson.,0,54,52,380,583,641,272,426,2408
They are sitting around the campfire.,"Estão reunidos ao redor da fogueira.
",They are gathered around the campfire of life.,0,23,52,245,358,234,440,290,1642
He is working out in the gym.,"Ele está forjando músculos na academia.
",He's sculpting his physique at the gym.,0,51,52,346,401,281,191,115,1437
She is playing with her cat.,"Ela está brincando com o gato dela.
",She's toying with her cat.,0,27,27,114,227,98,23,1,517
He is fixing the car.,"Ele está pondo a mão na graxa.
",He's getting his hands dirty.,0,72,52,435,524,532,431,573,2619
I like to read books in the evening.,"Adoro navegar nos mares da noite, embalado pelas palavras dos livros.
","I adore sailing the seas of night, cradled by the words of books.",0,70,52,446,387,513,171,340,1979
They went to a museum last month.,"No mês passado, eles fizeram uma visita ao templo das musas.
","Last month, they paid a visit to the halls of inspiration.",0,67,52,356,293,368,475,504,2115
They went to the library to borrow books.,"Foram à biblioteca colher ideias.
",They went to the library to harvest ideas.,0,18,13,56,298,230,226,272,1113
flying off the handle,"Sair do sério.
",Lose it.,1,80,52,641,509,675,653,598,3208
catch lightning in a bottle,"Envasar um raio.
",To bottle lightning.,1,65,52,448,506,380,510,416,2377
bare your soul,"Abrir o coração.
",To open one's heart.,1,80,52,519,328,449,80,133,1641
They met their friends at the café.,"Encontraram seus amigos no café.
",Met their friends at the coffee shop.,0,23,35,222,276,183,96,322,1157
jump the gun,"Queimar a largada
",Jump the gun,1,1,52,1,105,138,567,218,1082
She worked on her project all afternoon.,"Ela teceu seu projeto a tarde inteira.
",She spun her plan all afternoon.,0,31,52,235,371,371,517,424,2001
bury the hatchet,"Enterrar o machado.
",Bury the hatchet.,1,1,52,87,55,241,549,232,1217
They are watching TV in the living room.,"Estão hipnotizados na sala.
",They're glued to the screen.,0,61,52,414,525,543,381,364,2340
They are eating lunch together.,"Estão partilhando o pão.
",Breaking bread.,0,80,52,577,605,642,588,627,3171
He is taking a walk around the block.,"Ele está dando uma volta no quarteirão.
",He's taking a walk around the block.,0,7,5,13,127,60,227,32,471
hit the nail on the head,"Acertar na mosca.
",Hit the bullseye.,1,46,52,450,521,492,632,503,2696
He sent an email to his colleague.,"Ele disparou um e-mail para o colega.
",He zapped an email to his colleague.,0,8,7,68,405,349,316,412,1565
carry a torch,"Guardar a chama.
",Keep the flame alive.,1,80,52,540,543,447,254,151,2067
They took a bus to the city center.,"Pegaram o busão rumo ao coração da cidade.
",They hopped on the big bus to the heart of the city.,0,41,52,184,231,218,168,238,1132
eat your heart out,"Roa-se de inveja.
",Green with envy.,1,80,52,651,645,657,532,614,3231
I did the laundry yesterday.,"Lavei a roupa suja ontem.
",I aired our dirty laundry yesterday.,0,39,52,243,359,461,274,306,1734
They are taking a walk along the beach.,"Eles passeiam pela orla da memória.
",They stroll along the shoreline of memory.,0,51,52,379,420,394,283,308,1887
a weight on my shoulders,"Um peso nas costas.
",A weight on one's shoulders.,1,22,52,310,255,174,97,81,991
can't cut the mustard,"Não ter a manha.
",Not to have the knack.,1,68,52,555,571,634,418,580,2878
come down to earth,"Descer à Terra.
",To come down to earth.,1,5,19,249,158,113,288,303,1135
She is writing a letter to her friend.,"Ela despeja palavras no papel para a amiga.
",She pours words onto the page for her friend.,0,56,52,411,311,366,216,398,1810
bad apple,"Maçã podre.
",A bad apple.,1,13,52,361,207,146,586,291,1656
apple of my eye,"Menina dos meus olhos
",Apple of my eye,1,1,52,2,72,117,522,298,1064
She is making a salad for lunch.,"Ela está preparando uma salada para o almoço.
",She's tossing a salad for lunch.,0,23,18,43,261,347,441,476,1609
He repaired the broken chair.,"Ele resgatou a cadeira.
",He salvaged the chair.,0,28,52,187,258,273,204,76,1078
icing on the cake,"A cereja do bolo.
",The icing on the cake.,1,5,19,121,213,93,448,93,992
She went to the dentist for a check-up.,"Ela foi ao dentista dar um trato nos dentes.
",She went to the dentist to get her teeth spruced up.,0,33,40,250,282,278,233,304,1420
armed to the teeth,"Armado até os dentes.
",Armed to the teeth.,1,1,52,65,8,46,159,237,568
Water boils at 100°C.,"A água ferve a 100°C.
",It's at a boiling point.,0,72,52,513,372,365,538,310,2222
red herring,"Cortina de fumaça
",Smoke and mirrors,1,80,52,630,551,687,118,453,2571
have a lot on your plate,"Estar com a corda toda.
",To be full of beans.,1,80,52,581,553,676,622,626,3190
a clean slate,"Folha em branco.
",Blank canvas.,1,80,52,570,449,471,119,346,2087
feeding the fire,"Alimentando a chama.
",Fueling the fire.,1,27,52,349,241,219,287,144,1319
finding a needle in a haystack,"Procurar agulha no palheiro.
",To look for a needle in a haystack.,1,23,26,124,249,277,152,235,1086
She is shopping for groceries.,"Ela está catando mantimentos.
",She's gathering supplies.,0,66,52,338,260,359,92,74,1241
born with a silver spoon,"Nascer em berço de ouro.
",Born with a silver spoon in their mouth.,1,16,45,277,228,327,636,394,1923
let the cat out of the bag,"Revelar o segredo.
",Spill the beans.,1,69,52,556,609,630,651,622,3189
black mark,"Mancha negra.
",Black mark.,1,1,52,143,150,14,176,43,579
call it a day,"Dar o dia por encerrado.
",Call it a day.,1,1,52,101,10,44,417,9,634
batten down the hatches,"Apertem os cintos.
",Buckle up.,1,80,52,579,381,523,645,554,2814
call it a night,"Encerrar a noite.
",Call it a night.,1,1,52,106,23,149,453,1,785
I worked on my computer for two hours.,"Eu debrucei sobre o computador por duas horas.
",I was hunched over the computer for two hours.,0,34,30,169,248,259,296,214,1250
man of the hour,"O homem do momento.
",The man of the hour.,1,5,19,214,142,99,218,11,708
from the bottom of my heart,"Do fundo do meu coração
",From the bottom of my heart.,1,1,12,41,42,26,20,1,143
beat around the bush,"Dar voltas.
",Spin one's wheels.,1,80,52,566,594,655,613,578,3138
go the extra mile,"Ir além e dar o seu melhor.
",Go the extra mile and pour your heart into it.,1,36,52,410,331,324,389,344,1886
down to earth,"Com os pés no chão.
",Down to earth.,1,1,52,157,19,135,132,40,536
They are chatting in the living room.,"Estão a soltar a língua na sala.
",They're running their mouths in the room.,0,40,52,386,498,646,488,542,2652
The dog ran across the yard.,"O cão varreu o quintal.
",The dog swept the yard.,0,22,52,53,431,338,347,348,1591
bigger fish to fry,"Ter outros galos para cantar.
",Have other fish to fry.,1,28,52,285,326,291,648,400,2030
climbing the walls,"Estar subindo pelas paredes
",Be climbing the walls,1,8,52,119,266,194,333,286,1258
as clear as day,"Claro como água.
",Clear as water.,1,36,52,451,510,206,39,114,1408
like a fish out of water,"Como peixe fora d'água.
",Like a fish out of water.,1,1,12,27,70,50,43,5,208
"like father, like son","Tal pai, tal filho.
","Like father, like son.",1,1,19,48,99,69,90,61,387
blaze a trail,"Abrir caminho.
",Pave the way.,1,80,52,520,271,451,184,120,1678
dare to dream,"Ousar sonhar
",Dare to dream.,1,1,52,146,81,136,443,134,993
at your wit’s end,"No fim da corda
",At the end of one's rope,1,58,52,499,604,489,245,336,2283
a piece of cake,"Moleza.
",Easy peasy.,1,80,52,560,679,590,585,356,2902
call the shots,"Dar as cartas
",To call the shots,1,8,52,153,187,169,452,383,1404
close call,"Por um triz.
",By a hair's breadth.,1,80,52,664,611,696,459,653,3215
against the clock,"Contra o relógio.
",Against the clock.,1,1,52,173,3,124,299,2,654
eye of the storm,"Olho do furacão.
",Eye of the storm.,1,1,52,96,120,114,153,25,561
don't count your chickens before they hatch,"Não conte com os ovos no traseiro da galinha.
",Don't count your chickens before they hatch.,1,1,9,17,49,80,445,118,719
They are having a family gathering at home.,"Estão com a casa cheia de abraços.
",Their home is overflowing with hugs.,0,76,52,416,451,496,163,465,2119
big time,"Em grande estilo
",With flying colors,1,80,52,663,650,483,457,553,2938
a drop in the ocean,"Uma gota no oceano.
",A drop in the ocean.,1,1,19,62,66,52,284,112,596
big fish in a small pond,"Peixe grande em lagoa pequena.
",Big fish in a small pond.,1,1,12,35,141,72,4,1,266
She studied for the test all week.,"Ela mergulhou nos estudos a semana inteira.
",She dove headfirst into her studies all week.,0,51,52,373,317,423,398,459,2073
against all odds,"Contra vento e maré.
",Against all odds.,1,1,52,148,59,154,103,1,518
hit the nail on the head,"Acertar em cheio
",Hit the bullseye.,1,46,52,450,521,497,553,491,2610
back against the wall,"Encurralado.
",Cornered.,1,80,52,649,566,609,508,469,2933
They watched the sunrise at the beach.,"Eles testemunharam o amanhecer se afogar no mar.
",They watched the dawn drown in the sea.,0,40,52,272,467,462,251,519,2063
butter wouldn't melt,"Não ter sangue de barata.
",Not to have a jellyfish's blood.,1,80,52,525,674,688,146,624,2789
a taste of their own medicine,"Provar do próprio veneno.
",Taste one's own medicine.,1,39,52,420,247,328,269,230,1585
She is organizing her closet.,"Ela está colocando a vida em ordem.
",She's straightening out her life.,0,55,52,358,406,457,130,386,1844
She went to the gym for a workout.,"Ela foi à academia para suar a camisa.
",She went to the gym to break a sweat.,0,24,28,152,262,297,427,422,1612
dropping like flies,"Caindo como moscas.
",Dropping like flies.,1,1,52,109,130,152,531,241,1216
a taste of freedom,"Um gostinho da liberdade.
",A taste of freedom.,1,1,52,115,53,21,33,1,276
hold your horses,"Calma aí.
",Hold your horses.,1,1,52,92,86,150,591,177,1149
The weather is very cold today.,"O frio hoje corta a carne.
",The cold bites to the bone.,0,58,52,549,402,540,487,520,2608
blood runs cold,"O sangue gela.
",My blood runs cold.,1,8,52,332,136,31,484,246,1289
don't cry over spilled milk,"Não adianta chorar sobre o leite derramado.
",There's no use crying over spilled milk.,1,47,52,378,230,187,143,80,1117
back to basics,"De volta ao básico.
",Back to square one.,1,36,52,452,316,216,363,270,1705
go the extra mile,"Ir além e fazer mais.
",Go the extra mile and then some.,1,21,52,309,277,243,344,268,1514
carved in stone,"Escrito em pedra.
",Set in stone.,1,27,52,313,232,279,366,302,1571
She brushed her teeth before bed.,"Escovou a alma antes de dormir.
",She brushed her soul before bed.,0,9,52,126,445,304,339,431,1706
chip off the old block,"Filho de peixe, peixinho é.
","Like father, like son.",1,80,52,658,662,684,646,645,3427
cat nap,"Cochilo.
",Catch some Z's.,1,80,52,617,600,653,671,616,3289
chip on your shoulder,"Estar com a pulga atrás da orelha.
",To have a bee in one's bonnet.,1,80,52,602,664,627,378,546,2949
as gentle as a lamb,"Mansa como um cordeiro.
",Gentle as a lamb.,1,5,52,284,203,224,149,155,1072
They went to a theme park for the day.,"Eles foram a um parque de diversões por um dia.
",They rode the roller coaster of a day at the amusement park.,0,61,52,369,396,421,482,597,2378
burn the midnight oil,"Queimar as pestanas.
",Burn the midnight oil.,1,1,52,147,117,147,650,301,1415
blind leading the blind,"Um cego guiando outro cego.
",The blind leading the blind.,1,5,19,182,151,163,268,198,986
blue in the face,"Falar até ficar roxo.
",To talk until one is blue in the face.,1,31,47,408,527,348,349,488,2198
She is taking a picture of the flowers in the garden.,"Ela está roubando um pedaço do jardim.
",She's stealing a march.,0,64,52,439,676,659,649,655,3194
They are having a barbecue in the garden.,"Estão assando um sol no quintal.
",They're baking a sun in the backyard.,0,41,52,287,612,585,612,576,2765
jump the gun,"Queimar a largada.
",Jump the gun.,1,1,52,160,115,184,633,162,1307
They are walking through the city streets.,"Eles passeiam pelas veias da cidade.
",They roam the city's veins.,0,44,52,385,513,469,512,513,2488
She reads a book every night.,"Ela se alimenta de livros todas as noites.
",She devours books every night.,0,39,52,130,221,240,187,77,946
chained to the desk,"Acorrentado à mesa.
",Tied to the table.,1,41,52,465,333,369,519,224,2003
He did some gardening in the afternoon.,"Ele plantou algumas sementes à tarde.
",He sowed some seeds in the afternoon.,0,23,31,221,342,299,57,53,1026
They enjoyed a picnic in the park.,"Degustaram um piquenique no jardim da vida.
",They savored a picnic in life's garden.,0,40,52,291,360,276,321,486,1826
dive in headfirst,"Mergulhar de cabeça.
",Take the plunge.,1,80,52,567,322,552,464,249,2286
have the upper hand,"Levar a melhor.
",Come out on top.,1,80,52,554,386,520,318,399,2309
She is ironing her clothes.,"Ela está passando a ferro suas arestas.
",She's ironing out her edges.,0,39,52,241,424,444,374,427,2001
He plays soccer every weekend.,"Ele veste a camisa todo fim de semana.
",He wears the jersey every weekend.,0,39,52,295,395,377,27,443,1628
at the drop of a hat,"Imediatamente
",At the drop of a hat,1,1,3,2,13,140,271,69,499
have a heart of stone,"Ter um coração de pedra.
",To have a heart of stone.,1,4,12,197,201,132,32,113,691
He worked on his computer for hours.,"Ele martelou o computador por horas.
",He hammered away at the computer for hours.,0,40,43,232,291,269,281,196,1352
airing dirty laundry,"Lavar roupa suja em público.
",Air one's dirty laundry in public.,1,50,52,427,584,330,534,407,2384
dead in the water,"A definhar.
",To wither away.,1,80,52,657,596,600,555,541,3081
another string to your bow,"Ter outra carta na manga.
",Have another card up one's sleeve.,1,73,52,498,585,581,361,472,2622
"easy come, easy go","Entrou por um ouvido, saiu pelo outro.
",Went in one ear and out the other.,1,80,52,668,649,665,278,636,3028
bend over backwards,"Se esforçar ao máximo.
",Give it your all.,1,80,52,620,667,620,407,568,3014
bolt from the blue,"Trovão na cabeça
",Thunder in one's head,1,80,52,572,624,599,335,460,2722
dropping the ball,"Deixar a peteca cair
",To drop the ball,1,36,52,98,264,213,195,138,996
born with a silver spoon,"Nascer em berço de ouro.
",Born with a silver spoon in one's mouth.,1,23,45,298,224,358,597,382,1927
as plain as day,"Claro como água.
",Clear as a bell.,1,65,52,537,380,337,451,248,2070
like a fish to water,"Como peixe na água.
",Like a fish in water.,1,12,52,237,274,197,59,103,934
change your tune,"Mudar o disco.
",Change the record.,1,58,52,523,413,482,140,97,1765
adding fuel to the fire,"Botar lenha na fogueira.
",To add fuel to the fire.,1,22,30,181,184,170,131,132,850
They are playing board games in the living room.,"Estão navegando no tabuleiro da vida na sala.
",They're navigating life's board game in the living room.,0,33,30,225,389,378,207,435,1697
dying to know,"Morrendo de curiosidade.
",Dying to know.,1,1,52,123,1,56,373,28,634
She is making a smoothie for breakfast.,"Ela está preparando um raio de sol para o café da manhã.
",She's brewing a sunrise for breakfast.,0,37,52,189,533,403,469,555,2238
in the same boat,"No mesmo barco.
",In the same boat.,1,1,52,111,79,23,60,1,327
better late than never,"Antes tarde do que nunca.
",Better late than never.,1,1,52,104,30,7,21,16,231
frog in your throat,"Garganta seca
",Parched throat,1,58,52,535,519,535,557,442,2698
down in the dumps,"Na fossa.
",In the dumps.,1,8,52,226,211,244,609,321,1671
blood is thicker than water,"Sangue do meu sangue.
",Blood of my blood.,1,66,52,507,642,547,190,618,2622
as high as a kite,"Nas nuvens
",In the clouds,1,80,52,616,647,651,376,552,2974
foot in the door,"Pé na porta.
",Foot in the door.,1,1,52,93,2,70,211,88,517
crying over spilled milk,"Chorar sobre o leite derramado.
",Don't cry over spilt milk.,1,50,52,383,309,298,579,462,2133
He is studying for his exams.,"Ele está na lida para as provas.
",He's in the trenches for the exams.,0,47,52,394,304,401,478,408,2084
darkest before dawn,"A noite mais escura precede o amanhecer.
",The darkest night is just before the dawn.,1,39,52,367,297,202,37,85,1079
They are taking a family vacation.,"Eles estão embarcando em um cruzeiro familiar.
",They're setting sail on a family voyage.,0,47,52,248,256,419,101,153,1276
cat got your tongue,"O gato comeu sua língua.
",Cat got your tongue?,1,1,52,144,144,200,551,233,1325
barking up the wrong tree,"Estar cavando no lugar errado.
",Digging in the wrong hole.,1,49,52,405,369,501,439,345,2160
bird's eye view,"Visão panorâmica
",Bird's-eye view,1,1,52,23,138,120,111,64,509
by a long shot,"De longe.
",From a distance.,1,61,52,517,436,470,155,169,1860
add insult to injury,"Botar mais lenha na fogueira.
",To add fuel to the fire.,1,50,52,564,654,527,91,571,2509
