indice,ingles_original,melhor_trad,outra_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,parascore
264,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,Um centavo poupado é um centavo ganho.,gpt,prompt2,gemini,prompt2,0.9355
129,arm and a leg,Um braço e uma perna.,um braço e uma perna,gemini,prompt2,gemmaX,sem_prompt,0.9353
295,an arm and a leg,Um braço e uma perna.,um braço e uma perna,gemini,prompt2,gpt,prompt2,0.9353
295,an arm and a leg,Um braço e uma perna.,um braço e uma perna,gemini,prompt2,gemmaX,sem_prompt,0.9353
477,keep your chin up,Mantenha a cabeça erguida.,Levante a cabeça.,gemma3,prompt2,gpt,prompt4,0.9352
536,dressed to kill,vestida para matar.,vestida para matar,gpt,prompt2,gemmaX,sem_prompt,0.935
629,as clear as day,claro como o dia.,Como a luz do dia.,gemmaX,sem_prompt,gemma3,prompt2,0.935
325,climbing the ladder,subindo a escada.,Escalando a escada.,gemmaX,sem_prompt,gemini,prompt4,0.9348
361,don't bite the hand that feeds you,Não morda a mão que te alimenta.,Não morda a mão que o alimenta.,gemini,prompt2,gemma3,prompt2,0.9348
361,don't bite the hand that feeds you,Não morda a mão que te alimenta.,Não morda a mão que o alimenta.,gemini,prompt2,gemma3,prompt4,0.9348
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.","Quem não aguenta o rojão, que saia da cozinha.",gemini,prompt2,gemini,prompt4,0.9345
157,caught in a web,Preso em uma teia.,pegos em uma teia,gemini,prompt2,gpt,prompt2,0.9343
157,caught in a web,Preso em uma teia.,pegos em uma teia,gemini,prompt2,gpt,prompt4,0.9343
257,a taste of your own medicine,um gosto da sua própria medicina.,um gosto da sua própria medicina,gpt,prompt2,gemmaX,sem_prompt,0.9343
417,back against the wall,costas contra a parede.,de costas contra a parede,gpt,prompt2,gemmaX,sem_prompt,0.9343
520,dance with the devil,Dançar com o diabo.,dança com o diabo,gemma3,prompt2,gemmaX,sem_prompt,0.9342
211,close to home,Perto de casa.,Perto de casa,gemma3,prompt2,gemini,prompt2,0.9339
508,let sleeping dogs lie,Deixe os cães dormirem.,Deixe os cães dormindo deitados.,gemmaX,sem_prompt,gpt,prompt2,0.9339
56,best of both worlds,O melhor dos dois mundos.,o melhor dos dois mundos,gemini,prompt2,gpt,prompt2,0.9338
56,best of both worlds,O melhor dos dois mundos.,o melhor dos dois mundos,gemini,prompt2,gpt,prompt4,0.9338
67,butterfly effect,efeito borboleta.,efeito borboleta,gemmaX,sem_prompt,gpt,prompt2,0.9338
67,butterfly effect,efeito borboleta.,efeito borboleta,gemmaX,sem_prompt,gpt,prompt4,0.9338
156,a heart of gold,um coração de ouro.,Um coração de ouro,gpt,prompt2,gemma3,prompt2,0.9336
301,blood runs thicker than water,O sangue é mais grosso que a água.,Sangue é mais espesso que a água.,gemma3,prompt2,gpt,prompt4,0.9336
64,cool as a cucumber,Calmo como um pepino.,Calmo como uma pepino.,gemini,prompt2,gemma3,prompt2,0.9335
185,cat's out of the bag,O gato está fora do saco.,O gato saiu do saco.,gemmaX,sem_prompt,gpt,prompt2,0.9335
185,cat's out of the bag,O gato está fora do saco.,O gato saiu do saco.,gemmaX,sem_prompt,gemini,prompt4,0.9335
89,add fuel to the fire,acrescentar lenha na fogueira.,Atirar lenha na fogueira.,gpt,prompt2,gemma3,prompt4,0.9334
135,any port in a storm,qualquer porto numa tempestade.,Qualquer porto seguro em tempestade.,gemmaX,sem_prompt,gemma3,prompt2,0.9334
157,caught in a web,Preso em uma teia.,Enredado em uma teia,gemini,prompt2,gemma3,prompt2,0.9334
485,back to square one,De volta à estaca zero.,De volta à estaca zero,gemma3,prompt2,gemini,prompt2,0.9334
14,an iron fist,um punho de ferro.,Punho de ferro,gemmaX,sem_prompt,gemini,prompt2,0.9333
14,an iron fist,um punho de ferro.,Punho de ferro,gemmaX,sem_prompt,gemini,prompt4,0.9333
14,an iron fist,um punho de ferro.,Punho de ferro,gemmaX,sem_prompt,gemma3,prompt2,0.9333
233,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.","esperar o melhor, preparar-se para o pior",gemini,prompt2,gemmaX,sem_prompt,0.9333
511,a fish out of water,"Um peixe fora d""água.",um peixe fora d'água,gemini,prompt2,gpt,prompt2,0.933
511,a fish out of water,"Um peixe fora d""água.",um peixe fora d'água,gemini,prompt2,gemmaX,sem_prompt,0.933
224,calm before the storm,calma antes da tempestade.,a calma antes da tempestade,gemmaX,sem_prompt,gpt,prompt2,0.9329
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.","Se não aguentares o calor, sai da cozinha",gemini,prompt2,gemmaX,sem_prompt,0.9326
640,don't count your chickens before they hatch,Não conte os seus pintinhos antes de eles nascerem.,Não conte com o ovo antes da galinha sair.,gpt,prompt2,gemma3,prompt2,0.9326
164,curiosity killed the cat,A curiosidade matou o gato.,curiosidade matou o gato,gemma3,prompt2,gemmaX,sem_prompt,0.9325
432,come rain or shine,Mesmo que chova ou faça sol.,Chova ou faça sol.,gemma3,prompt2,gemini,prompt4,0.9325
362,live to fight another day,Viva para lutar outro dia.,Sobreviver para lutar outro dia.,gemmaX,sem_prompt,gemma3,prompt4,0.9324
395,pull the plug,Desligar o aparelho.,desconectar a tomada,gemma3,prompt2,gpt,prompt2,0.9321
443,all in a day's work,Tudo em um dia de trabalho.,tudo num dia de trabalho,gemini,prompt2,gemmaX,sem_prompt,0.9321
494,as smooth as silk,suave como seda.,Macias como seda.,gpt,prompt2,gemini,prompt4,0.9321
386,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,"""A onça não muda suas manchas.""",gpt,prompt2,gemini,prompt2,0.932
440,bring home the bacon,trazer o pão para casa.,Ganhar o pão de cada dia.,gpt,prompt2,gemma3,prompt2,0.932
98,cold as ice,Frio como gelo.,fria como o gelo,gemini,prompt2,gpt,prompt4,0.9319
224,calm before the storm,calma antes da tempestade.,a calmaria antes da tempestade,gemmaX,sem_prompt,gpt,prompt4,0.9316
7,my hands are tied,Minhas mãos estão atadas.,Estou de mãos atadas.,gpt,prompt2,gemini,prompt2,0.9315
7,my hands are tied,Minhas mãos estão atadas.,Estou de mãos atadas.,gpt,prompt2,gemini,prompt4,0.9315
24,color outside the lines,cor fora das linhas.,Colorir fora das linhas,gemmaX,sem_prompt,gemini,prompt2,0.9315
173,fingers crossed,Dedos cruzados.,Com os dedos cruzados.,gemini,prompt2,gemma3,prompt4,0.9315
184,burn bridges,Queimar pontes.,Queimar pontes,gemini,prompt2,gemma3,prompt2,0.9315
91,boiling point,ponto de ebulição.,Ponto de ebulição,gemmaX,sem_prompt,gemini,prompt2,0.9313
91,boiling point,ponto de ebulição.,Ponto de ebulição,gemmaX,sem_prompt,gemini,prompt4,0.9313
91,boiling point,ponto de ebulição.,Ponto de ebulição,gemmaX,sem_prompt,gemma3,prompt2,0.9313
508,let sleeping dogs lie,Deixe os cães dormirem.,Deixe os mortos quietos.,gemmaX,sem_prompt,gemini,prompt2,0.9313
91,boiling point,ponto de ebulição.,Ponto de ebulição.,gemmaX,sem_prompt,gemma3,prompt4,0.9312
378,cast a shadow,lançar uma sombra.,Projetar uma sombra,gemmaX,sem_prompt,gemini,prompt2,0.9311
83,a slap on the wrist,uma palmada no pulso.,Um tapa na mão.,gpt,prompt2,gemma3,prompt4,0.9309
358,don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,Não ponha todos os seus ovos num só cesto,gemma3,prompt2,gemmaX,sem_prompt,0.9309
670,blind leading the blind,Cego guiando o cego.,Um cego guiando outro cego.,gemmaX,sem_prompt,gemini,prompt2,0.9309
670,blind leading the blind,Cego guiando o cego.,Um cego guiando outro cego.,gemmaX,sem_prompt,gemini,prompt4,0.9309
690,"easy come, easy go","Fácil vem, fácil vai.","Facilmente vem, facilmente vai.",gemini,prompt2,gpt,prompt4,0.9309
75,climbing up the ladder,subindo a escada.,subindo a escada,gpt,prompt2,gemmaX,sem_prompt,0.9308
215,fish out of water,"peixe fora d""água.",peixe fora d'água,gpt,prompt2,gemmaX,sem_prompt,0.9308
325,climbing the ladder,subindo a escada.,subindo a escada,gemmaX,sem_prompt,gpt,prompt2,0.9308
400,smooth sailing,navegação tranquila.,Navegação tranquila,gpt,prompt2,gemini,prompt2,0.9307
146,as sharp as a tack,afiado como uma agulha.,Afiado como uma agulha.,gemmaX,sem_prompt,gemma3,prompt2,0.9306
640,don't count your chickens before they hatch,Não conte os seus pintinhos antes de eles nascerem.,Não conte seus frangos antes que eles nasçam,gpt,prompt2,gemmaX,sem_prompt,0.9305
161,a voice in the wilderness,Uma voz no deserto.,uma voz que clama no deserto,gemini,prompt2,gpt,prompt4,0.9304
295,an arm and a leg,Um braço e uma perna.,Um rim e um fígado.,gemini,prompt2,gemini,prompt4,0.9304
156,a heart of gold,um coração de ouro.,Coração de ouro.,gpt,prompt2,gemini,prompt4,0.9302
156,a heart of gold,um coração de ouro.,Coração de ouro.,gpt,prompt2,gemma3,prompt4,0.9302
711,darkest before dawn,A noite mais escura antes do amanhecer.,É sempre mais escuro antes do amanhecer.,gemma3,prompt2,gpt,prompt4,0.9299
275,all in the same boat,todos no mesmo barco.,Todos no mesmo barco,gpt,prompt2,gemmaX,sem_prompt,0.9298
386,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,um tigre não muda suas listras.,gpt,prompt2,gpt,prompt4,0.9297
408,built like a tank,construído como um tanque.,Construído como um tanque.,gemmaX,sem_prompt,gpt,prompt4,0.9296
408,built like a tank,construído como um tanque.,Construído como um tanque.,gemmaX,sem_prompt,gemini,prompt2,0.9296
697,change your tune,mude sua melodia.,mude seu tom,gemmaX,sem_prompt,gpt,prompt2,0.9296
291,a ray of hope,Um raio de esperança.,Um raio de esperança,gemini,prompt2,gemma3,prompt2,0.9295
466,a storm in a teacup,"Uma tempestade num copo d""água.",tempestade em copo d'água,gemma3,prompt2,gpt,prompt4,0.9294
696,like a fish to water,Como um peixe na água.,como um peixe à água,gemma3,prompt2,gemmaX,sem_prompt,0.9293
291,a ray of hope,Um raio de esperança.,um raio de esperança,gemini,prompt2,gpt,prompt2,0.9292
291,a ray of hope,Um raio de esperança.,um raio de esperança,gemini,prompt2,gemmaX,sem_prompt,0.9292
305,come apart at the seams,desfazer-se pelas costuras.,desfazer-se nas costuras,gpt,prompt2,gemmaX,sem_prompt,0.9292
685,have a heart of stone,Ter um coração de pedra.,ter coração de pedra,gemma3,prompt2,gpt,prompt4,0.9292
28,food for thought,alimento para a reflexão.,comida para pensar,gpt,prompt2,gpt,prompt4,0.9291
28,food for thought,alimento para a reflexão.,comida para pensar,gpt,prompt2,gemmaX,sem_prompt,0.9291
82,hard pill to swallow,uma pílula difícil de engolir.,difícil de aceitar,gemmaX,sem_prompt,gpt,prompt2,0.9291
644,big fish in a small pond,Peixe grande em lago pequeno.,Peixe grande num lago pequeno.,gemini,prompt2,gemma3,prompt4,0.9291
325,climbing the ladder,subindo a escada.,Subindo a escada,gemmaX,sem_prompt,gemini,prompt2,0.9288
325,climbing the ladder,subindo a escada.,Subindo a escada,gemmaX,sem_prompt,gemma3,prompt2,0.9288
377,an uphill battle,Uma batalha difícil.,uma batalha difícil,gemini,prompt2,gpt,prompt2,0.9287
377,an uphill battle,Uma batalha difícil.,uma batalha difícil,gemini,prompt2,gpt,prompt4,0.9287
377,an uphill battle,Uma batalha difícil.,uma batalha difícil,gemini,prompt2,gemmaX,sem_prompt,0.9287
532,carry the torch,carregar a tocha.,carregar a tocha,gpt,prompt2,gpt,prompt4,0.9286
532,carry the torch,carregar a tocha.,carregar a tocha,gpt,prompt2,gemmaX,sem_prompt,0.9286
590,carry a torch,carregar uma tocha.,Guardar no coração.,gpt,prompt2,gemma3,prompt4,0.9284
408,built like a tank,construído como um tanque.,construído como um tanque,gemmaX,sem_prompt,gpt,prompt2,0.9283
7,my hands are tied,Minhas mãos estão atadas.,As minhas mãos estão atadas.,gpt,prompt2,gemma3,prompt2,0.9282
326,a rolling stone gathers no moss,Uma pedra rolante não acumula musgo.,Pedra que rola não cria limo.,gemmaX,sem_prompt,gpt,prompt4,0.9282
304,an ounce of prevention is worth a pound of cure,Um grama de prevenção vale um quilo de cura.,Uma onça de prevenção vale mais que uma libra de cura.,gemini,prompt2,gemma3,prompt2,0.928
192,a penny for your thoughts,um centavo por seus pensamentos.,Um tostão pelos seus pensamentos.,gemmaX,sem_prompt,gemini,prompt4,0.9275
289,cast the first stone,lançar a primeira pedra.,atirar a primeira pedra,gemmaX,sem_prompt,gpt,prompt4,0.9275
406,as good as gold,tão bom quanto o ouro.,tão bom quanto ouro,gemmaX,sem_prompt,gpt,prompt2,0.9274
82,hard pill to swallow,uma pílula difícil de engolir.,Verdade difícil de engolir,gemmaX,sem_prompt,gemini,prompt2,0.9273
361,don't bite the hand that feeds you,Não morda a mão que te alimenta.,Não morda a mão que o alimenta,gemini,prompt2,gemmaX,sem_prompt,0.9273
386,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,A natureza não muda.,gpt,prompt2,gemma3,prompt4,0.9273
146,as sharp as a tack,afiado como uma agulha.,Afiado como uma navalha.,gemmaX,sem_prompt,gemma3,prompt4,0.927
75,climbing up the ladder,subindo a escada.,Subindo na vida.,gpt,prompt2,gemini,prompt2,0.9269
75,climbing up the ladder,subindo a escada.,Subindo na vida.,gpt,prompt2,gemini,prompt4,0.9269
149,bottom of the barrel,fundo do barril.,O fundo do poço,gemmaX,sem_prompt,gemini,prompt2,0.9268
485,back to square one,De volta à estaca zero.,Voltar à estaca zero.,gemma3,prompt2,gemini,prompt4,0.9265
485,back to square one,De volta à estaca zero.,Voltar à estaca zero.,gemma3,prompt2,gemma3,prompt4,0.9265
644,big fish in a small pond,Peixe grande em lago pequeno.,peixe grande num pequeno lago,gemini,prompt2,gemmaX,sem_prompt,0.9263
685,have a heart of stone,Ter um coração de pedra.,ter um coração de pedra,gemma3,prompt2,gpt,prompt2,0.9263
685,have a heart of stone,Ter um coração de pedra.,ter um coração de pedra,gemma3,prompt2,gemmaX,sem_prompt,0.9263
311,all that glitters is not gold,Nem tudo que brilha é ouro.,Nem tudo que reluz é ouro.,gpt,prompt2,gpt,prompt4,0.9262
311,all that glitters is not gold,Nem tudo que brilha é ouro.,Nem tudo que reluz é ouro.,gpt,prompt2,gemini,prompt2,0.9262
311,all that glitters is not gold,Nem tudo que brilha é ouro.,Nem tudo que reluz é ouro.,gpt,prompt2,gemini,prompt4,0.9262
311,all that glitters is not gold,Nem tudo que brilha é ouro.,Nem tudo que reluz é ouro.,gpt,prompt2,gemma3,prompt2,0.9262
311,all that glitters is not gold,Nem tudo que brilha é ouro.,Nem tudo que reluz é ouro.,gpt,prompt2,gemma3,prompt4,0.9262
171,comfort zone,Zona de conforto.,Zona de conforto,gemini,prompt2,gemini,prompt4,0.9257
171,comfort zone,Zona de conforto.,Zona de conforto,gemini,prompt2,gemma3,prompt2,0.9257
185,cat's out of the bag,O gato está fora do saco.,O segredo foi revelado.,gemmaX,sem_prompt,gpt,prompt4,0.9255
185,cat's out of the bag,O gato está fora do saco.,O segredo foi revelado.,gemmaX,sem_prompt,gemma3,prompt2,0.9255
31,close to my heart,Perto do meu coração.,perto do meu coração,gemini,prompt2,gpt,prompt2,0.9251
31,close to my heart,Perto do meu coração.,perto do meu coração,gemini,prompt2,gemmaX,sem_prompt,0.9251
239,live in a glass house,Morar em casa de vidro.,Mora em uma casa de vidro.,gemini,prompt2,gemma3,prompt2,0.9251
121,paint the town red,pinte a cidade de vermelho.,pintar a cidade de vermelho,gemmaX,sem_prompt,gpt,prompt2,0.9247
466,a storm in a teacup,"Uma tempestade num copo d""água.",uma tempestade em copo d'água,gemma3,prompt2,gpt,prompt2,0.9247
711,darkest before dawn,A noite mais escura antes do amanhecer.,A noite mais escura precede a alvorada.,gemma3,prompt2,gemini,prompt2,0.9245
135,any port in a storm,qualquer porto numa tempestade.,qualquer porto em uma tempestade,gemmaX,sem_prompt,gpt,prompt4,0.9244
462,cat got your tongue,O gato comeu sua língua?,O gato comeu-lhe a língua,gemma3,prompt2,gemmaX,sem_prompt,0.9243
702,in the same boat,no mesmo barco.,na mesma situação,gemmaX,sem_prompt,gpt,prompt2,0.9243
702,in the same boat,no mesmo barco.,na mesma situação,gemmaX,sem_prompt,gpt,prompt4,0.9243
527,clear as crystal,Claro como cristal.,claro como cristal,gemini,prompt2,gpt,prompt2,0.9242
527,clear as crystal,Claro como cristal.,claro como cristal,gemini,prompt2,gemmaX,sem_prompt,0.9242
183,cold feet,pés frios.,pé frio,gemmaX,sem_prompt,gpt,prompt2,0.9241
350,a sinking ship,um navio afundando.,Um navio afundando,gpt,prompt2,gemini,prompt2,0.9234
350,a sinking ship,um navio afundando.,Um navio afundando,gpt,prompt2,gemma3,prompt2,0.9234
640,don't count your chickens before they hatch,Não conte os seus pintinhos antes de eles nascerem.,Não conte com os ovos no traseiro da galinha.,gpt,prompt2,gemini,prompt4,0.9234
485,back to square one,De volta à estaca zero.,voltar à estaca zero,gemma3,prompt2,gpt,prompt4,0.9233
640,don't count your chickens before they hatch,Não conte os seus pintinhos antes de eles nascerem.,Não conte com o ovo antes da galinha botar.,gpt,prompt2,gemma3,prompt4,0.9233
259,cloud of suspicion,Nuvem de suspeita.,nuvem de suspeita,gemma3,prompt2,gpt,prompt2,0.9231
259,cloud of suspicion,Nuvem de suspeita.,nuvem de suspeita,gemma3,prompt2,gpt,prompt4,0.9231
259,cloud of suspicion,Nuvem de suspeita.,nuvem de suspeita,gemma3,prompt2,gemmaX,sem_prompt,0.9231
400,smooth sailing,navegação tranquila.,navegação tranquila,gpt,prompt2,gemmaX,sem_prompt,0.923
631,"like father, like son","Assim como pai, assim como filho.",Filho de pai é filho.,gpt,prompt2,gemma3,prompt2,0.923
557,as light as a feather,Leve como uma pluma.,leve como uma pluma,gemini,prompt2,gpt,prompt4,0.9229
36,devil's advocate,Defensor do diabo.,advogado do diabo,gemma3,prompt2,gpt,prompt2,0.9228
36,devil's advocate,Defensor do diabo.,advogado do diabo,gemma3,prompt2,gpt,prompt4,0.9228
36,devil's advocate,Defensor do diabo.,advogado do diabo,gemma3,prompt2,gemmaX,sem_prompt,0.9228
28,food for thought,alimento para a reflexão.,Comida para pensar.,gpt,prompt2,gemma3,prompt2,0.9227
304,an ounce of prevention is worth a pound of cure,Um grama de prevenção vale um quilo de cura.,Uma onça de prevenção vale uma libra de cura.,gemini,prompt2,gpt,prompt2,0.9227
380,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,Não ponha todos os seus ovos num só cesto,gemma3,prompt2,gemmaX,sem_prompt,0.9227
562,broken dreams,sonhos quebrados.,sonhos desfeitos,gpt,prompt2,gemmaX,sem_prompt,0.9226
580,bare your soul,revele sua alma.,Desvende sua alma.,gpt,prompt2,gemma3,prompt2,0.9226
711,darkest before dawn,A noite mais escura antes do amanhecer.,é sempre mais escuro antes do amanhecer,gemma3,prompt2,gpt,prompt2,0.9226
107,as old as the hills,Tão velho quanto as colinas.,tão velho quanto as colinas,gemini,prompt2,gpt,prompt2,0.9225
107,as old as the hills,Tão velho quanto as colinas.,tão velho quanto as colinas,gemini,prompt2,gpt,prompt4,0.9225
107,as old as the hills,Tão velho quanto as colinas.,tão velho quanto as colinas,gemini,prompt2,gemmaX,sem_prompt,0.9225
534,at a snail's pace,a um ritmo de lesma.,Com a lentidão de uma lesma.,gemmaX,sem_prompt,gemma3,prompt4,0.9225
184,burn bridges,Queimar pontes.,Queimar as pontes.,gemini,prompt2,gemini,prompt4,0.9224
184,burn bridges,Queimar pontes.,Queimar as pontes.,gemini,prompt2,gemma3,prompt4,0.9224
186,bury your head in the sand,enterre sua cabeça na areia.,Enfiar a cabeça na areia.,gemmaX,sem_prompt,gemini,prompt4,0.9224
425,cast in stone,Escrito em pedra.,gravado em pedra,gemini,prompt2,gpt,prompt4,0.9222
425,cast in stone,Escrito em pedra.,gravado em pedra,gemini,prompt2,gemmaX,sem_prompt,0.9222
629,as clear as day,claro como o dia.,Claro como água.,gemmaX,sem_prompt,gemini,prompt4,0.9222
362,live to fight another day,Viva para lutar outro dia.,Viver para lutar outro dia.,gemmaX,sem_prompt,gemini,prompt2,0.9221
362,live to fight another day,Viva para lutar outro dia.,Viver para lutar outro dia.,gemmaX,sem_prompt,gemini,prompt4,0.9221
362,live to fight another day,Viva para lutar outro dia.,Viver para lutar outro dia.,gemmaX,sem_prompt,gemma3,prompt2,0.9221
389,like riding a bike,Como andar de bicicleta.,é como andar de bicicleta,gemma3,prompt2,gpt,prompt4,0.922
557,as light as a feather,Leve como uma pluma.,Leve como uma pena.,gemini,prompt2,gemma3,prompt2,0.9219
557,as light as a feather,Leve como uma pluma.,Leve como uma pena.,gemini,prompt2,gemma3,prompt4,0.9219
188,bridge the gap,fechar a lacuna.,colmar a lacuna,gpt,prompt2,gemmaX,sem_prompt,0.9217
631,"like father, like son","Assim como pai, assim como filho.","Como o pai, como o filho",gpt,prompt2,gemmaX,sem_prompt,0.9217
157,caught in a web,Preso em uma teia.,Enredado na teia.,gemini,prompt2,gemini,prompt4,0.9215
183,cold feet,pés frios.,Frio nos pés.,gemmaX,sem_prompt,gemma3,prompt4,0.9214
236,ball of fire,bola de fogo.,Bola de fogo,gemmaX,sem_prompt,gemini,prompt2,0.9214
236,ball of fire,bola de fogo.,Bola de fogo,gemmaX,sem_prompt,gemma3,prompt2,0.9214
481,a place in the sun,Um lugar ao sol.,Um lugar ao sol,gemmaX,sem_prompt,gemini,prompt2,0.9213
660,back to basics,de volta ao básico.,Voltar ao essencial.,gpt,prompt2,gemma3,prompt4,0.9211
562,broken dreams,sonhos quebrados.,sonhos despedaçados,gpt,prompt2,gpt,prompt4,0.9209
66,as easy as pie,Tão fácil quanto uma torta.,tão fácil quanto a torta,gemini,prompt2,gemmaX,sem_prompt,0.9207
64,cool as a cucumber,Calmo como um pepino.,frio como um pepino,gemini,prompt2,gemmaX,sem_prompt,0.9205
197,as cool as a cucumber,Calmo como um pepino.,frio como um pepino,gemini,prompt2,gemmaX,sem_prompt,0.9205
293,crash course,Curso intensivo.,curso intensivo,gemini,prompt2,gpt,prompt2,0.9204
293,crash course,Curso intensivo.,curso intensivo,gemini,prompt2,gpt,prompt4,0.9204
293,crash course,Curso intensivo.,curso intensivo,gemini,prompt2,gemmaX,sem_prompt,0.9204
308,big league,grande liga.,big league,gpt,prompt2,gemmaX,sem_prompt,0.9203
366,busy as a bee,ocupado como uma abelha.,Ocupado que nem uma abelha.,gpt,prompt2,gemma3,prompt2,0.9199
241,don’t cry over spilled milk,Não chore por leite derramado.,Não chore pelo leite derramado,gemma3,prompt2,gemmaX,sem_prompt,0.9197
659,don't cry over spilled milk,Não chore por leite derramado.,Não chore pelo leite derramado,gemma3,prompt2,gemmaX,sem_prompt,0.9197
135,any port in a storm,qualquer porto numa tempestade.,Qualquer porto é um abrigo.,gemmaX,sem_prompt,gemma3,prompt4,0.9196
485,back to square one,De volta à estaca zero.,de volta à estaca zero,gemma3,prompt2,gpt,prompt2,0.9195
477,keep your chin up,Mantenha a cabeça erguida.,mantenha a cabeça erguida,gemma3,prompt2,gemmaX,sem_prompt,0.9192
25,easy as pie,Fácil como uma torta.,fácil como um passeio no parque,gemini,prompt2,gpt,prompt4,0.919
465,come out of your shell,Saia da sua concha.,sair da sua concha,gemini,prompt2,gpt,prompt2,0.9187
146,as sharp as a tack,afiado como uma agulha.,Esperto como uma raposa.,gemmaX,sem_prompt,gemini,prompt2,0.9185
670,blind leading the blind,Cego guiando o cego.,Cegos guiando cegos.,gemmaX,sem_prompt,gemma3,prompt2,0.9183
46,burn your bridges,queime suas pontes.,Queime as pontes.,gemmaX,sem_prompt,gemini,prompt2,0.9181
662,carved in stone,Esculpido em pedra.,esculpida na pedra,gemini,prompt2,gemmaX,sem_prompt,0.918
462,cat got your tongue,O gato comeu sua língua?,O gato comeu sua língua.,gemma3,prompt2,gemini,prompt4,0.9179
89,add fuel to the fire,acrescentar lenha na fogueira.,Botar lenha na fogueira,gpt,prompt2,gemini,prompt2,0.9178
537,all in your head,Tudo na sua cabeça.,tudo na sua cabeça,gemma3,prompt2,gpt,prompt2,0.9178
537,all in your head,Tudo na sua cabeça.,tudo na sua cabeça,gemma3,prompt2,gpt,prompt4,0.9178
537,all in your head,Tudo na sua cabeça.,tudo na sua cabeça,gemma3,prompt2,gemmaX,sem_prompt,0.9178
694,born with a silver spoon,nascido com uma colher de prata.,Nascido em berço de ouro.,gemmaX,sem_prompt,gemma3,prompt4,0.9178
505,don't judge a book by its cover,Não julgue um livro pela capa.,Não julgue um livro pela capa,gemma3,prompt2,gemmaX,sem_prompt,0.9177
145,a fly on the wall,Uma mosca na parede.,uma mosca na parede,gemma3,prompt2,gpt,prompt2,0.9176
145,a fly on the wall,Uma mosca na parede.,uma mosca na parede,gemma3,prompt2,gemmaX,sem_prompt,0.9176
366,busy as a bee,ocupado como uma abelha.,Ocupado como uma abelha,gpt,prompt2,gemini,prompt2,0.9173
451,hard as nails,duro como unhas.,duro como pregos,gemmaX,sem_prompt,gpt,prompt2,0.9173
590,carry a torch,carregar uma tocha.,Guardar a chama.,gpt,prompt2,gemini,prompt4,0.917
595,a weight on my shoulders,um peso sobre os meus ombros.,Um peso nas costas.,gpt,prompt2,gemini,prompt4,0.917
67,butterfly effect,efeito borboleta.,O efeito borboleta.,gemmaX,sem_prompt,gemma3,prompt4,0.9168
291,a ray of hope,Um raio de esperança.,Um raio de luz na escuridão.,gemini,prompt2,gemma3,prompt4,0.9168
466,a storm in a teacup,"Uma tempestade num copo d""água.",uma tempestade num copo de chá,gemma3,prompt2,gemmaX,sem_prompt,0.9167
416,a blessing in disguise,Uma bênção disfarçada.,uma bênção disfarçada,gemini,prompt2,gpt,prompt2,0.9166
416,a blessing in disguise,Uma bênção disfarçada.,uma bênção disfarçada,gemini,prompt2,gemmaX,sem_prompt,0.9166
715,bird's eye view,visão de pássaro.,Visão de conjunto.,gpt,prompt2,gpt,prompt4,0.9166
560,adding insult to injury,Acrescentando insulto à injúria.,acrescentar insulto à lesão,gemmaX,sem_prompt,gpt,prompt2,0.9165
185,cat's out of the bag,O gato está fora do saco.,O gato saiu da sacola.,gemmaX,sem_prompt,gemini,prompt2,0.9164
628,climbing the walls,Subindo pelas paredes.,Escalando paredes.,gemini,prompt2,gpt,prompt4,0.9162
318,keep your eyes peeled,Fique de olhos bem abertos.,Fique de olho.,gemini,prompt2,gemma3,prompt2,0.9159
36,devil's advocate,Defensor do diabo.,Advogado do Diabo.,gemma3,prompt2,gemini,prompt4,0.9158
75,climbing up the ladder,subindo a escada.,Subindo na escada.,gpt,prompt2,gemma3,prompt4,0.9158
120,change of tune,Mudança de tom.,Mudar de tom.,gemini,prompt2,gemma3,prompt4,0.9157
327,better half,melhor metade.,A outra metade.,gemmaX,sem_prompt,gemma3,prompt4,0.9157
2,let the cat out of the bag,Deixar o gato sair do saco.,Deixe o gato sair da sacola,gpt,prompt2,gemmaX,sem_prompt,0.9156
281,dead in the water,morto na água.,Sem saída.,gpt,prompt2,gemma3,prompt4,0.9154
628,climbing the walls,Subindo pelas paredes.,Estar subindo pelas paredes,gemini,prompt2,gemini,prompt4,0.9153
389,like riding a bike,Como andar de bicicleta.,É como andar de bicicleta.,gemma3,prompt2,gemini,prompt4,0.9151
670,blind leading the blind,Cego guiando o cego.,Cegos conduzindo cegos.,gemmaX,sem_prompt,gemma3,prompt4,0.9151
494,as smooth as silk,suave como seda.,suave como seda,gpt,prompt2,gpt,prompt4,0.9146
704,frog in your throat,sapo na sua garganta.,"""Rã na garganta""",gemmaX,sem_prompt,gpt,prompt2,0.9146
