ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
better safe than sorry,"Mais vale prevenir do que remediar.
","Prevention is better than cure.
",33,41,292,559,489,335,79,1828
burnt to a crisp,"Queimado até virar carvão.
","Burnt to a crisp.
",1,41,142,4,320,426,130,1064
They are doing laundry in the basement.,"Eles estão lavando roupa no porão.
","They are doing laundry in the basement.
",1,1,3,78,118,74,32,307
as light as a feather,"Leve como uma pena
","Light as a feather
",6,41,162,336,413,398,141,1497
as fit as a fiddle,"Em plena forma
","In top form
",51,41,439,537,539,460,226,2293
They are going for a run in the morning.,"Eles vão correr de manhã.
","They will run in the morning.
",21,34,180,417,433,469,53,1607
adding insult to injury,"Piorar a situação
","To make the situation worse
",44,41,391,496,526,497,201,2196
apple of discord,"Maçã da discórdia
","Apple of discord
",1,41,3,227,299,636,174,1381
broken dreams,"Sonhos desfeitos
","Dreams Unravelled
",31,41,260,500,514,461,207,2014
bitten by the bug,"Picado pela curiosidade.
","Bitten by curiosity.
",27,41,284,554,629,606,218,2359
blown away,"Impressionado
","Impressed
",51,41,375,504,486,548,268,2273
big shoes to fill,"Grande responsabilidade.
","Great responsibility.
",51,41,369,584,560,132,249,1986
He is cleaning the garage.,"Ele está limpando a garagem.
","He is cleaning the garage.
",1,1,3,41,156,279,1,482
She played tennis with her brother.,"Ela jogou tênis com o irmão dela.
","She played tennis with her brother.
",1,1,3,256,58,43,1,363
grasp at straws,"Apegar-se a palhinhas
","Grasping at straws
",22,41,59,289,427,492,185,1515
coming up roses,"Florescendo com sucesso
","Flourishing successfully
",51,41,394,538,585,452,276,2337
The car stopped at the red light.,"O carro parou no sinal vermelho.
","The car stopped at the red light.
",1,1,3,112,120,282,1,520
They are sitting around the campfire.,"Eles estão sentados em volta da fogueira.
","They are sitting around the campfire.
",1,1,3,92,87,225,1,410
He is working out in the gym.,"Ele está se exercitando na academia.
","He is working out at the gym.
",9,27,18,302,198,361,1,916
She is playing with her cat.,"Ela está brincando com o gato dela.
","She is playing with her cat.
",1,1,3,236,73,163,1,478
He is fixing the car.,"Ele está consertando o carro.
","He is fixing the car.
",1,1,4,98,180,297,1,582
I like to read books in the evening.,"Eu gosto de ler livros à noite.
","I like to read books at night.
",22,29,78,326,293,5,1,754
They went to a museum last month.,"Eles foram a um museu mês passado.
","They went to a museum last month.
",1,1,3,149,39,68,1,262
They went to the library to borrow books.,"Eles foram à biblioteca para pegar livros emprestados.
","They went to the library to borrow books.
",1,1,3,212,124,379,1,721
flying off the handle,"Sair do sério
","To lose it
",51,41,396,622,659,637,350,2756
catch lightning in a bottle,"Capturar um raio em garrafa
","To catch lightning in a bottle
",5,5,97,320,382,530,118,1457
bare your soul,"Abra sua alma
","Open your soul.
",22,41,199,407,370,333,113,1485
They met their friends at the café.,"Eles encontraram seus amigos no café.
","They met their friends at the café.
",1,1,3,179,127,73,1,385
jump the gun,"Antecipar-se
","To anticipate
",51,41,430,613,631,552,352,2670
She worked on her project all afternoon.,"Ela trabalhou no projeto dela a tarde toda.
","She worked on her project all afternoon.
",1,1,4,166,15,292,1,480
bury the hatchet,"Enterrar o machado
","Bury the hatchet
",1,41,4,206,417,614,151,1434
They are watching TV in the living room.,"Eles estão assistindo TV na sala de estar.
","They are watching TV in the living room.
",1,1,3,57,84,60,1,207
They are eating lunch together.,"Eles estão almoçando juntos.
","They are having lunch together.
",11,41,44,298,192,182,1,769
He is taking a walk around the block.,"Ele está dando uma volta no quarteirão.
","He is walking around the block.
",19,37,104,370,389,526,64,1509
hit the nail on the head,"Acertar em cheio
","Hit the bullseye
",34,41,261,592,561,595,330,2414
He sent an email to his colleague.,"Ele enviou um e-mail para o colega dele.
","He sent an email to his colleague.
",1,1,4,231,175,36,1,449
carry a torch,"Manter acesa a chama
","Keep the flame alive
",51,41,303,552,542,401,172,2062
They took a bus to the city center.,"Eles pegaram um ônibus para o centro da cidade.
","They took a bus to the city center.
",1,1,4,161,105,98,32,402
eat your heart out,"Ria-se à vontade
","Laugh freely.
",51,41,415,493,610,141,357,2108
I did the laundry yesterday.,"Eu lavei a roupa ontem.
","I washed the clothes yesterday.
",26,41,163,411,398,272,1,1312
They are taking a walk along the beach.,"Eles estão passeando na praia.
","They are walking on the beach.
",27,41,143,376,373,246,32,1238
a weight on my shoulders,"Um peso nos meus ombros
","A weight on my shoulders
",1,13,4,43,187,250,1,499
can't cut the mustard,"Não ter capacidade.
","Lack of capacity.
",51,41,407,620,662,546,355,2682
come down to earth,"Voltar à realidade.
","Get back to reality.
",43,41,340,438,471,28,72,1433
She is writing a letter to her friend.,"Ela está escrevendo uma carta para a amiga dela.
","She is writing a letter to her friend.
",1,1,4,72,145,92,1,316
bad apple,"Maçã podre
","Rotten apple
",31,41,179,397,579,536,149,1912
apple of my eye,"Menina dos meus olhos
","Apple of my eye
",1,41,3,191,329,608,237,1410
She is making a salad for lunch.,"Ela está fazendo uma salada para o almoço.
","She is making a salad for lunch.
",1,1,4,49,74,66,1,196
He repaired the broken chair.,"Ele consertou a cadeira quebrada.
","He fixed the broken chair.
",11,24,62,356,275,114,1,843
icing on the cake,"Cereja no bolo
","The icing on the cake
",6,13,68,342,245,566,38,1278
She went to the dentist for a check-up.,"Ela foi ao dentista para uma consulta.
","She went to the dentist for a check-up.
",1,1,3,177,140,343,6,671
armed to the teeth,"Armado até os dentes
","Armed to the teeth
",1,41,3,3,170,387,163,768
Water boils at 100°C.,"A água ferve a 100°C.
","Water boils at 100°C.
",1,1,3,38,1,4,1,49
red herring,"Cortina de fumaça
","Smoke screen
",51,41,383,617,657,71,285,2105
have a lot on your plate,"Estar com muita coisa para fazer
","Having a lot to do
",38,41,272,484,444,504,206,1989
a clean slate,"Uma folha em branco
","A blank sheet
",39,41,231,472,493,405,168,1849
feeding the fire,"Alimentando o fogo
","Feeding the fire
",1,41,4,213,257,468,123,1107
finding a needle in a haystack,"Procurar uma agulha no palheiro
","Looking for a needle in a haystack
",16,18,51,373,385,406,60,1309
She is shopping for groceries.,"Ela está comprando mantimentos.
","She is buying groceries.
",23,41,58,350,256,317,1,1046
born with a silver spoon,"Nascido em berço de ouro
","Born with a silver spoon in their mouth
",15,39,175,378,453,640,307,2007
let the cat out of the bag,"Deixar escapar o segredo
","Let the secret slip
",37,41,308,633,522,371,255,2167
black mark,"Marca negativa
","Negative mark
",31,41,213,522,422,381,128,1738
call it a day,"Por hoje chega.
","That's enough for today.
",51,41,382,557,497,107,2,1637
batten down the hatches,"Apertar as escotilhas
","Seal the hatches
",27,41,184,412,419,359,202,1644
call it a night,"Vamos parar por hoje.
","Let's call it a day.
",26,41,248,479,509,328,34,1665
I worked on my computer for two hours.,"Eu trabalhei no meu computador por duas horas.
","I worked on my computer for two hours.
",1,1,3,89,23,254,32,403
man of the hour,"O homem do momento
","Man of the moment
",17,41,146,363,354,425,72,1418
from the bottom of my heart,"Do fundo do meu coração
","From the bottom of my heart
",1,5,1,16,188,65,1,277
beat around the bush,"Enrolar
","To roll
",51,41,357,653,650,646,401,2799
go the extra mile,"Ir além da obrigação
","Go beyond obligation
",41,41,321,550,524,419,104,2000
down to earth,"Pé no chão
","Down to earth
",1,41,3,79,210,288,54,676
They are chatting in the living room.,"Eles estão conversando na sala de estar.
","They are talking in the living room.
",9,21,21,283,304,155,1,794
The dog ran across the yard.,"O cachorro correu pelo quintal.
","The dog ran through the yard.
",10,41,22,359,272,362,51,1117
bigger fish to fry,"Peixe maior para assar.
","Larger fish for roasting.
",43,41,227,443,546,378,105,1783
climbing the walls,"Subir pelas paredes
","Climb the walls
",22,41,48,341,396,353,91,1292
as clear as day,"Claro como o dia.
","Clear as day.
",9,41,192,310,251,545,142,1490
like a fish out of water,"Como um peixe fora d'água
","Like a fish out of water
",1,5,3,129,220,88,1,447
"like father, like son","Tal pai, tal filho.
","Like father, like son.
",1,26,101,253,286,415,72,1154
blaze a trail,"Abrir caminho
","Pave the way
",51,41,299,429,545,356,117,1838
dare to dream,"Ouse sonhar
","Dare to dream
",1,41,2,267,335,544,24,1214
at your wit’s end,"No limite da paciência
","At the end of my patience
",38,41,278,546,504,499,71,1977
a piece of cake,"Uma barbada
","A piece of cake.
",1,41,141,172,306,654,224,1539
call the shots,"Dar as cartas
","To deal the cards
",41,41,300,581,615,529,301,2408
close call,"Por pouco.
","Close call.
",1,41,156,95,303,658,186,1440
against the clock,"Contra o tempo
","Against time
",36,41,241,453,609,161,37,1578
eye of the storm,"Olho do furacão
","Eye of the hurricane
",17,41,106,217,461,237,1,1080
don't count your chickens before they hatch,"Não crie expectativas antes da hora.
","Don't get your hopes up before it's time.
",33,41,250,595,642,575,263,2399
They are having a family gathering at home.,"Eles estão fazendo uma reunião familiar em casa.
","They are having a family gathering at home.
",1,1,3,240,54,166,32,497
big time,"Em grande estilo
","In style
",51,41,449,654,583,448,324,2550
a drop in the ocean,"Uma gota no oceano
","A drop in the ocean
",1,13,3,23,206,495,68,809
big fish in a small pond,"Peixe grande em lago pequeno.
","Big fish in a small pond.
",1,18,84,282,274,6,1,666
She studied for the test all week.,"Ela estudou para a prova a semana toda.
","She studied for the test all week.
",1,1,3,118,137,252,1,513
against all odds,"Contra todas as probabilidades
","Against all odds
",1,41,3,1,228,59,1,334
hit the nail on the head,"Acertar em cheio
","Hit the bullseye
",34,41,261,592,562,595,330,2415
back against the wall,"Encurralado
","Cornered
",51,41,447,636,633,605,335,2748
They watched the sunrise at the beach.,"Eles assistiram ao nascer do sol na praia.
","They watched the sunrise on the beach.
",9,27,12,316,203,228,1,796
butter wouldn't melt,"Não ter malícia.
","To be without malice.
",51,41,378,648,664,509,332,2623
a taste of their own medicine,"Um pouco do próprio veneno.
","A taste of their own medicine.
",1,18,87,134,300,449,8,997
She is organizing her closet.,"Ela está organizando seu armário.
","She is organizing her closet.
",1,1,3,44,14,137,1,201
She went to the gym for a workout.,"Ela foi à academia para treinar.
","She went to the gym to work out.
",24,30,139,371,324,226,1,1115
dropping like flies,"Caindo como moscas
","Falling like flies
",22,41,86,369,357,563,181,1619
a taste of freedom,"Um gostinho de liberdade
","A taste of freedom
",1,41,3,103,222,24,1,395
hold your horses,"Calma aí
","Hold on.
",36,41,403,551,566,484,253,2334
The weather is very cold today.,"O tempo está muito frio hoje.
","It's very cold today.
",29,31,178,365,355,388,1,1347
blood runs cold,"O sangue gela.
","My blood runs cold.
",9,41,210,278,233,610,184,1565
don't cry over spilled milk,"Não adianta chorar pelo leite derramado.
","There's no use crying over spilled milk.
",35,41,228,394,376,431,70,1575
back to basics,"De volta ao básico
","Back to basics
",1,41,3,276,20,70,1,412
go the extra mile,"Fazer um esforço extra.
","Make an extra effort.
",43,41,312,501,455,307,32,1691
carved in stone,"Esculpido em pedra
","Carved in stone
",1,41,3,189,129,325,1,689
She brushed her teeth before bed.,"Ela escovou os dentes antes de dormir.
","She brushed her teeth before bed.
",1,1,3,29,33,183,1,251
chip off the old block,"Tal pai, tal filho.
","Like father, like son.
",51,41,436,663,683,416,391,2681
cat nap,"Soneca.
","Nap.
",22,41,333,515,445,619,299,2274
chip on your shoulder,"Rancor
","Grudge
",51,41,440,589,654,594,388,2757
as gentle as a lamb,"Tão manso quanto um cordeiro.
","As gentle as a lamb.
",1,26,112,111,353,400,97,1100
They went to a theme park for the day.,"Eles foram a um parque temático por um dia.
","They went to a theme park for a day.
",7,9,63,333,190,198,32,832
burn the midnight oil,"Queimar pestana
","Burn the midnight oil
",1,41,4,271,332,657,134,1440
blind leading the blind,"Cegos guiando cegos.
","Blind leading the blind.
",1,41,118,226,323,528,227,1464
blue in the face,"Azul de tanto esforço
","Blue from so much effort
",44,41,399,573,533,493,195,2278
She is taking a picture of the flowers in the garden.,"Ela está tirando uma foto das flores no jardim.
","She is taking a picture of the flowers in the garden.
",1,1,3,246,107,296,32,686
They are having a barbecue in the garden.,"Eles estão fazendo um churrasco no jardim.
","They are having a barbecue in the garden.
",1,1,3,90,41,118,32,286
jump the gun,"Antecipar-se
","To anticipate
",51,41,430,613,631,552,352,2670
They are walking through the city streets.,"Eles estão andando pelas ruas da cidade.
","They are walking through the city streets.
",1,1,5,147,86,344,32,616
She reads a book every night.,"Ela lê um livro todas as noites.
","She reads a book every night.
",1,1,3,146,13,37,1,202
chained to the desk,"Preso à mesa
","Stuck to the table
",31,41,208,505,501,615,221,2122
He did some gardening in the afternoon.,"Ele fez jardinagem à tarde.
","He gardened in the afternoon.
",22,36,171,399,366,348,32,1374
They enjoyed a picnic in the park.,"Eles apreciaram um piquenique no parque.
","They enjoyed a picnic in the park.
",1,1,3,218,60,188,1,472
dive in headfirst,"Mergulhar de cabeça
","Dive headfirst
",12,41,114,387,390,592,161,1697
have the upper hand,"Levar vantagem
","To have an advantage
",43,41,324,450,502,487,189,2036
She is ironing her clothes.,"Ela está passando suas roupas.
","She is ironing her clothes.
",1,1,3,14,82,238,11,350
He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
","He plays soccer every weekend.
",1,1,3,99,2,165,1,272
at the drop of a hat,"Imediatamente
","Immediately
",51,41,431,596,626,390,349,2484
have a heart of stone,"Ter um coração de pedra.
","To have a heart of stone.
",5,18,168,372,345,162,66,1136
He worked on his computer for hours.,"Ele trabalhou no computador por horas.
","He worked on the computer for hours.
",9,27,49,308,235,304,1,933
airing dirty laundry,"Lavar roupa suja.
","To air dirty laundry.
",27,41,224,523,448,522,179,1964
dead in the water,"*   **À deriva**
","**Adrift**
",51,41,452,528,630,629,274,2605
another string to your bow,"Outra carta na manga.
","Another ace up the sleeve.
",46,41,310,649,593,519,251,2409
"easy come, easy go","Entra fácil, sai fácil.
","Easy come, easy go.
",1,26,102,56,158,527,140,1010
bend over backwards,"Se esforçar ao máximo
","To give it your all
",51,41,390,669,685,550,360,2746
bolt from the blue,"Trovão (ou raio) em céu azul
","Thunder (or lightning) in a blue sky
",48,41,355,601,519,100,199,1863
dropping the ball,"Deixar a desejar
","To be desired
",51,41,422,665,686,562,397,2824
born with a silver spoon,"Nascido em berço de ouro
","Born with a silver spoon in their mouth
",15,39,175,378,452,639,306,2004
as plain as day,"Claro como o dia.
","Clear as day.
",27,41,229,392,367,545,143,1744
like a fish to water,"Como peixe na água
","Like a fish in water
",11,41,132,405,360,156,28,1133
change your tune,"Mudar o discurso
","Change the narrative
",39,41,281,525,479,127,32,1524
adding fuel to the fire,"Colocar mais lenha na fogueira
","To add fuel to the fire
",18,26,82,323,327,214,144,1134
They are playing board games in the living room.,"Eles estão jogando jogos de tabuleiro na sala de estar.
","They are playing board games in the living room.
",1,1,3,171,98,146,1,421
dying to know,"Morrendo de curiosidade
","Dying of curiosity
",39,41,282,428,460,392,272,1914
She is making a smoothie for breakfast.,"Ela está fazendo um smoothie para o café da manhã.
","She is making a smoothie for breakfast.
",1,1,3,96,62,82,1,246
in the same boat,"No mesmo barco
","In the same boat
",1,41,3,251,155,142,1,594
better late than never,"Antes tarde do que nunca.
","Better late than never.
",1,41,140,32,160,45,15,434
frog in your throat,"Garganta seca
","Dry throat
",39,41,328,585,548,652,315,2508
down in the dumps,"Para baixo, deprimido
","Down, depressed
",39,41,334,625,590,590,300,2519
blood is thicker than water,"Sangue do meu sangue.
","Blood of my blood.
",44,41,309,652,601,442,393,2482
as high as a kite,"Alto pra caramba
","Really tall
",51,41,367,579,589,445,291,2363
foot in the door,"Pé na porta
","Foot in the door
",1,41,3,17,226,454,137,879
crying over spilled milk,"Chorar sobre o leite derramado.
","Don't cry over spilled milk.
",26,41,212,449,447,664,333,2172
He is studying for his exams.,"Ele está estudando para as provas.
","He is studying for the exams.
",10,28,56,314,292,305,1,1006
darkest before dawn,"Mais escuro antes do amanhecer.
","Darkest before dawn.
",1,41,151,248,224,500,21,1186
They are taking a family vacation.,"Eles estão de férias em família.
","They are on a family vacation.
",10,28,57,293,250,169,72,879
cat got your tongue,"O gato comeu sua língua.
","The cat's got your tongue.
",12,41,196,379,473,585,171,1857
barking up the wrong tree,"Estar enganado.
","To be mistaken.
",51,41,406,499,678,582,327,2584
bird's eye view,"Vista panorâmica
","Panoramic view
",39,41,304,437,474,12,63,1370
by a long shot,"De longe
","From afar
",51,41,413,539,614,395,167,2220
add insult to injury,"Agravar a situação
","To worsen the situation
",43,41,346,520,506,535,288,2279
