frases_ingles,metrica,modelo,score
He plays soccer every weekend.,ROUGE,gemma3,1.0
He plays soccer every weekend.,BLEU,gemma3,1.0
He plays soccer every weekend.,BERTSCORE,gemma3,1.0
He plays soccer every weekend.,BLEURT,gemma3,1.0815509557724
He plays soccer every weekend.,COMET22,gemma3,0.9864467978477478
He plays soccer every weekend.,KIWI-XL,gemma3,1.0185478925704956
He plays soccer every weekend.,XCOMET-XL,gemma3,1.0
He plays soccer every weekend.,ROUGE,gemmaX,1.0
He plays soccer every weekend.,BLEU,gemmaX,1.0
He plays soccer every weekend.,BERTSCORE,gemmaX,1.0
He plays soccer every weekend.,BLEURT,gemmaX,1.0815509557724
He plays soccer every weekend.,COMET22,gemmaX,0.9868389964103699
He plays soccer every weekend.,KIWI-XL,gemmaX,1.0292116403579712
He plays soccer every weekend.,XCOMET-XL,gemmaX,1.0
He plays soccer every weekend.,ROUGE,gpt,1.0
He plays soccer every weekend.,BLEU,gpt,1.0
He plays soccer every weekend.,BERTSCORE,gpt,1.0
He plays soccer every weekend.,BLEURT,gpt,1.0815509557724
He plays soccer every weekend.,COMET22,gpt,0.9869911074638367
He plays soccer every weekend.,KIWI-XL,gpt,1.0315077304840088
He plays soccer every weekend.,XCOMET-XL,gpt,1.0
He plays soccer every weekend.,ROUGE,llama,0.8000000000000002
He plays soccer every weekend.,BLEU,llama,0.0
He plays soccer every weekend.,BERTSCORE,llama,0.9793233871459961
He plays soccer every weekend.,BLEURT,llama,0.6902925968170166
He plays soccer every weekend.,COMET22,llama,0.9471357464790344
He plays soccer every weekend.,KIWI-XL,llama,1.0258582830429077
He plays soccer every weekend.,XCOMET-XL,llama,1.0
He plays soccer every weekend.,ROUGE,marian,0.8000000000000002
He plays soccer every weekend.,BLEU,marian,0.0
He plays soccer every weekend.,BERTSCORE,marian,0.9793233871459961
He plays soccer every weekend.,BLEURT,marian,0.6902925968170166
He plays soccer every weekend.,COMET22,marian,0.9452006220817566
He plays soccer every weekend.,KIWI-XL,marian,1.0571069717407227
He plays soccer every weekend.,XCOMET-XL,marian,1.0
He plays soccer every weekend.,ROUGE,meta,1.0
He plays soccer every weekend.,BLEU,meta,1.0
He plays soccer every weekend.,BERTSCORE,meta,1.0
He plays soccer every weekend.,BLEURT,meta,1.0815509557724
He plays soccer every weekend.,COMET22,meta,0.986446738243103
He plays soccer every weekend.,KIWI-XL,meta,1.018547773361206
He plays soccer every weekend.,XCOMET-XL,meta,1.0
He plays soccer every weekend.,ROUGE,mistral,0.8000000000000002
He plays soccer every weekend.,BLEU,mistral,0.0
He plays soccer every weekend.,BERTSCORE,mistral,0.9793233871459961
He plays soccer every weekend.,BLEURT,mistral,0.6902925968170166
He plays soccer every weekend.,COMET22,mistral,0.9477521777153015
He plays soccer every weekend.,KIWI-XL,mistral,1.0506272315979004
He plays soccer every weekend.,XCOMET-XL,mistral,1.0
He plays soccer every weekend.,ROUGE,qwen,0.8000000000000002
He plays soccer every weekend.,BLEU,qwen,0.0
He plays soccer every weekend.,BERTSCORE,qwen,0.9793233871459961
He plays soccer every weekend.,BLEURT,qwen,0.6902925968170166
He plays soccer every weekend.,COMET22,qwen,0.9477521777153015
He plays soccer every weekend.,KIWI-XL,qwen,1.0506274700164795
He plays soccer every weekend.,XCOMET-XL,qwen,1.0
He worked on his computer for hours.,ROUGE,gemini,0.8571428571428571
He worked on his computer for hours.,BLEU,gemini,0.5
He worked on his computer for hours.,BERTSCORE,gemini,0.9723283052444458
He worked on his computer for hours.,BLEURT,gemini,0.9544317126274109
He worked on his computer for hours.,COMET22,gemini,0.9501740336418152
He worked on his computer for hours.,KIWI-XL,gemini,1.0047777891159058
He worked on his computer for hours.,XCOMET-XL,gemini,1.0
He worked on his computer for hours.,ROUGE,gemma3,1.0
He worked on his computer for hours.,BLEU,gemma3,1.0
He worked on his computer for hours.,BERTSCORE,gemma3,0.9999999403953552
He worked on his computer for hours.,BLEURT,gemma3,1.0668331384658813
He worked on his computer for hours.,COMET22,gemma3,0.983274519443512
He worked on his computer for hours.,KIWI-XL,gemma3,1.0150502920150757
He worked on his computer for hours.,XCOMET-XL,gemma3,1.0
He worked on his computer for hours.,ROUGE,gemmaX,0.8571428571428571
He worked on his computer for hours.,BLEU,gemmaX,0.5
He worked on his computer for hours.,BERTSCORE,gemmaX,0.9723283052444458
He worked on his computer for hours.,BLEURT,gemmaX,0.9544317126274109
He worked on his computer for hours.,COMET22,gemmaX,0.9501740336418152
He worked on his computer for hours.,KIWI-XL,gemmaX,0.99088054895401
He worked on his computer for hours.,XCOMET-XL,gemmaX,1.0
He worked on his computer for hours.,ROUGE,gpt,0.8571428571428571
He worked on his computer for hours.,BLEU,gpt,0.5
He worked on his computer for hours.,BERTSCORE,gpt,0.9723283052444458
He worked on his computer for hours.,BLEURT,gpt,0.9544317126274109
He worked on his computer for hours.,COMET22,gpt,0.9501740336418152
He worked on his computer for hours.,KIWI-XL,gpt,0.9908803701400757
He worked on his computer for hours.,XCOMET-XL,gpt,1.0
He worked on his computer for hours.,ROUGE,llama,1.0
He worked on his computer for hours.,BLEU,llama,1.0
He worked on his computer for hours.,BERTSCORE,llama,0.9999999403953552
He worked on his computer for hours.,BLEURT,llama,1.0668331384658813
He worked on his computer for hours.,COMET22,llama,0.9834704995155334
He worked on his computer for hours.,KIWI-XL,llama,0.9799588918685913
He worked on his computer for hours.,XCOMET-XL,llama,1.0
He worked on his computer for hours.,ROUGE,marian,0.8571428571428571
He worked on his computer for hours.,BLEU,marian,0.5
He worked on his computer for hours.,BERTSCORE,marian,0.9723283052444458
He worked on his computer for hours.,BLEURT,marian,0.9544317126274109
He worked on his computer for hours.,COMET22,marian,0.9501034617424011
He worked on his computer for hours.,KIWI-XL,marian,1.0098189115524292
He worked on his computer for hours.,XCOMET-XL,marian,1.0
He worked on his computer for hours.,ROUGE,meta,0.3529411764705882
He worked on his computer for hours.,BLEU,meta,0.0
He worked on his computer for hours.,BERTSCORE,meta,0.8525865077972412
He worked on his computer for hours.,BLEURT,meta,-0.5515626072883606
He worked on his computer for hours.,COMET22,meta,0.6847257018089294
He worked on his computer for hours.,KIWI-XL,meta,0.11476243287324905
He worked on his computer for hours.,XCOMET-XL,meta,0.6617295742034912
He worked on his computer for hours.,ROUGE,mistral,0.8571428571428571
He worked on his computer for hours.,BLEU,mistral,0.5
He worked on his computer for hours.,BERTSCORE,mistral,0.9723283052444458
He worked on his computer for hours.,BLEURT,mistral,0.9544317126274109
He worked on his computer for hours.,COMET22,mistral,0.9501740336418152
He worked on his computer for hours.,KIWI-XL,mistral,0.99088054895401
He worked on his computer for hours.,XCOMET-XL,mistral,1.0
He worked on his computer for hours.,ROUGE,qwen,0.8571428571428571
He worked on his computer for hours.,BLEU,qwen,0.5
He worked on his computer for hours.,BERTSCORE,qwen,0.9723283052444458
He worked on his computer for hours.,BLEURT,qwen,0.9544317126274109
He worked on his computer for hours.,COMET22,qwen,0.9501740336418152
He worked on his computer for hours.,KIWI-XL,qwen,0.9908803701400757
He worked on his computer for hours.,XCOMET-XL,qwen,1.0
They are playing board games in the living room.,ROUGE,gemini,1.0
They are playing board games in the living room.,BLEU,gemini,1.0
They are playing board games in the living room.,BERTSCORE,gemini,1.0
They are playing board games in the living room.,BLEURT,gemini,1.0702470541000366
They are playing board games in the living room.,COMET22,gemini,0.9752779603004456
They are playing board games in the living room.,KIWI-XL,gemini,1.0623377561569214
They are playing board games in the living room.,XCOMET-XL,gemini,1.0
They are playing board games in the living room.,ROUGE,gemma3,1.0
They are playing board games in the living room.,BLEU,gemma3,1.0
They are playing board games in the living room.,BERTSCORE,gemma3,1.0
They are playing board games in the living room.,BLEURT,gemma3,1.0702470541000366
They are playing board games in the living room.,COMET22,gemma3,0.9752779603004456
They are playing board games in the living room.,KIWI-XL,gemma3,1.0723434686660767
They are playing board games in the living room.,XCOMET-XL,gemma3,1.0
They are playing board games in the living room.,ROUGE,gemmaX,0.8888888888888888
They are playing board games in the living room.,BLEU,gemmaX,0.7725505949016372
They are playing board games in the living room.,BERTSCORE,gemmaX,0.9741402864456177
They are playing board games in the living room.,BLEURT,gemmaX,1.0407885313034058
They are playing board games in the living room.,COMET22,gemmaX,0.9543437957763672
They are playing board games in the living room.,KIWI-XL,gemmaX,1.056054949760437
They are playing board games in the living room.,XCOMET-XL,gemmaX,1.0
They are playing board games in the living room.,ROUGE,gpt,1.0
They are playing board games in the living room.,BLEU,gpt,1.0
They are playing board games in the living room.,BERTSCORE,gpt,1.0
They are playing board games in the living room.,BLEURT,gpt,1.0702470541000366
They are playing board games in the living room.,COMET22,gpt,0.9752779603004456
They are playing board games in the living room.,KIWI-XL,gpt,1.0723434686660767
They are playing board games in the living room.,XCOMET-XL,gpt,1.0
They are playing board games in the living room.,ROUGE,llama,1.0
They are playing board games in the living room.,BLEU,llama,1.0
They are playing board games in the living room.,BERTSCORE,llama,1.0
They are playing board games in the living room.,BLEURT,llama,1.0702470541000366
They are playing board games in the living room.,COMET22,llama,0.9752779603004456
They are playing board games in the living room.,KIWI-XL,llama,1.0723434686660767
They are playing board games in the living room.,XCOMET-XL,llama,1.0
They are playing board games in the living room.,ROUGE,marian,0.8888888888888888
They are playing board games in the living room.,BLEU,marian,0.7725505949016372
They are playing board games in the living room.,BERTSCORE,marian,0.9741402864456177
They are playing board games in the living room.,BLEURT,marian,1.0407885313034058
They are playing board games in the living room.,COMET22,marian,0.9543437957763672
They are playing board games in the living room.,KIWI-XL,marian,1.056054711341858
They are playing board games in the living room.,XCOMET-XL,marian,1.0
They are playing board games in the living room.,ROUGE,meta,0.823529411764706
They are playing board games in the living room.,BLEU,meta,0.5506953149031837
They are playing board games in the living room.,BERTSCORE,meta,0.9454070925712585
They are playing board games in the living room.,BLEURT,meta,0.5610154867172241
They are playing board games in the living room.,COMET22,meta,0.9039623141288757
They are playing board games in the living room.,KIWI-XL,meta,0.9110877513885498
They are playing board games in the living room.,XCOMET-XL,meta,0.9819035530090332
They are playing board games in the living room.,ROUGE,mistral,1.0
They are playing board games in the living room.,BLEU,mistral,1.0
They are playing board games in the living room.,BERTSCORE,mistral,1.0
They are playing board games in the living room.,BLEURT,mistral,1.0702470541000366
They are playing board games in the living room.,COMET22,mistral,0.9727748036384583
They are playing board games in the living room.,KIWI-XL,mistral,1.0346605777740479
They are playing board games in the living room.,XCOMET-XL,mistral,1.0
They are playing board games in the living room.,ROUGE,qwen,1.0
They are playing board games in the living room.,BLEU,qwen,1.0
They are playing board games in the living room.,BERTSCORE,qwen,1.0
They are playing board games in the living room.,BLEURT,qwen,1.0702470541000366
They are playing board games in the living room.,COMET22,qwen,0.9763843417167664
They are playing board games in the living room.,KIWI-XL,qwen,1.077128291130066
They are playing board games in the living room.,XCOMET-XL,qwen,1.0
She is making a smoothie for breakfast.,ROUGE,gemini,1.0
She is making a smoothie for breakfast.,BLEU,gemini,1.0
She is making a smoothie for breakfast.,BERTSCORE,gemini,1.0
She is making a smoothie for breakfast.,BLEURT,gemini,1.0818748474121094
She is making a smoothie for breakfast.,COMET22,gemini,0.9780049920082092
She is making a smoothie for breakfast.,KIWI-XL,gemini,1.0858733654022217
She is making a smoothie for breakfast.,XCOMET-XL,gemini,1.0
She is making a smoothie for breakfast.,ROUGE,gemma3,0.8571428571428571
She is making a smoothie for breakfast.,BLEU,gemma3,0.7013967267997694
She is making a smoothie for breakfast.,BERTSCORE,gemma3,0.9794935584068298
She is making a smoothie for breakfast.,BLEURT,gemma3,1.0110810995101929
She is making a smoothie for breakfast.,COMET22,gemma3,0.951528012752533
She is making a smoothie for breakfast.,KIWI-XL,gemma3,1.0762068033218384
She is making a smoothie for breakfast.,XCOMET-XL,gemma3,1.0
She is making a smoothie for breakfast.,ROUGE,gemmaX,0.8571428571428571
She is making a smoothie for breakfast.,BLEU,gemmaX,0.7013967267997694
She is making a smoothie for breakfast.,BERTSCORE,gemmaX,0.9794935584068298
She is making a smoothie for breakfast.,BLEURT,gemmaX,1.0110810995101929
She is making a smoothie for breakfast.,COMET22,gemmaX,0.951528012752533
She is making a smoothie for breakfast.,KIWI-XL,gemmaX,1.0762065649032593
She is making a smoothie for breakfast.,XCOMET-XL,gemmaX,1.0
She is making a smoothie for breakfast.,ROUGE,gpt,1.0
She is making a smoothie for breakfast.,BLEU,gpt,1.0
She is making a smoothie for breakfast.,BERTSCORE,gpt,1.0
She is making a smoothie for breakfast.,BLEURT,gpt,1.0818748474121094
She is making a smoothie for breakfast.,COMET22,gpt,0.9780048131942749
She is making a smoothie for breakfast.,KIWI-XL,gpt,1.0932444334030151
She is making a smoothie for breakfast.,XCOMET-XL,gpt,1.0
She is making a smoothie for breakfast.,ROUGE,llama,0.5333333333333333
She is making a smoothie for breakfast.,BLEU,llama,0.0
She is making a smoothie for breakfast.,BERTSCORE,llama,0.9261590838432312
She is making a smoothie for breakfast.,BLEURT,llama,-0.01729471981525421
She is making a smoothie for breakfast.,COMET22,llama,0.8548651933670044
She is making a smoothie for breakfast.,KIWI-XL,llama,1.062766432762146
She is making a smoothie for breakfast.,XCOMET-XL,llama,0.9845534563064575
She is making a smoothie for breakfast.,ROUGE,marian,0.7142857142857143
She is making a smoothie for breakfast.,BLEU,marian,0.0
She is making a smoothie for breakfast.,BERTSCORE,marian,0.936543345451355
She is making a smoothie for breakfast.,BLEURT,marian,0.09259454905986786
She is making a smoothie for breakfast.,COMET22,marian,0.8680650591850281
She is making a smoothie for breakfast.,KIWI-XL,marian,1.0458029508590698
She is making a smoothie for breakfast.,XCOMET-XL,marian,0.979496955871582
She is making a smoothie for breakfast.,ROUGE,meta,0.8571428571428571
She is making a smoothie for breakfast.,BLEU,meta,0.7013967267997694
She is making a smoothie for breakfast.,BERTSCORE,meta,0.9794935584068298
She is making a smoothie for breakfast.,BLEURT,meta,1.0110810995101929
She is making a smoothie for breakfast.,COMET22,meta,0.9518420100212097
She is making a smoothie for breakfast.,KIWI-XL,meta,1.0606669187545776
She is making a smoothie for breakfast.,XCOMET-XL,meta,1.0
She is making a smoothie for breakfast.,ROUGE,mistral,1.0
She is making a smoothie for breakfast.,BLEU,mistral,1.0
She is making a smoothie for breakfast.,BERTSCORE,mistral,1.0
She is making a smoothie for breakfast.,BLEURT,mistral,1.0818748474121094
She is making a smoothie for breakfast.,COMET22,mistral,0.9780049920082092
She is making a smoothie for breakfast.,KIWI-XL,mistral,1.0932444334030151
She is making a smoothie for breakfast.,XCOMET-XL,mistral,1.0
She is making a smoothie for breakfast.,ROUGE,qwen,0.8571428571428571
She is making a smoothie for breakfast.,BLEU,qwen,0.8408964152537145
She is making a smoothie for breakfast.,BERTSCORE,qwen,0.952960729598999
She is making a smoothie for breakfast.,BLEURT,qwen,0.7741788625717163
She is making a smoothie for breakfast.,COMET22,qwen,0.9598565101623535
She is making a smoothie for breakfast.,KIWI-XL,qwen,0.7095971703529358
She is making a smoothie for breakfast.,XCOMET-XL,qwen,0.859752893447876
He is studying for his exams.,ROUGE,gemini,0.8333333333333334
He is studying for his exams.,BLEU,gemini,0.488923022434901
He is studying for his exams.,BERTSCORE,gemini,0.9686973690986633
He is studying for his exams.,BLEURT,gemini,0.9456281661987305
He is studying for his exams.,COMET22,gemini,0.9351470470428467
He is studying for his exams.,KIWI-XL,gemini,1.004522681236267
He is studying for his exams.,XCOMET-XL,gemini,1.0
He is studying for his exams.,ROUGE,gemma3,0.8333333333333334
He is studying for his exams.,BLEU,gemma3,0.488923022434901
He is studying for his exams.,BERTSCORE,gemma3,0.9686973690986633
He is studying for his exams.,BLEURT,gemma3,0.9456281661987305
He is studying for his exams.,COMET22,gemma3,0.9351471066474915
He is studying for his exams.,KIWI-XL,gemma3,0.9646647572517395
He is studying for his exams.,XCOMET-XL,gemma3,1.0
He is studying for his exams.,ROUGE,gemmaX,0.7272727272727272
He is studying for his exams.,BLEU,gemmaX,0.0
He is studying for his exams.,BERTSCORE,gemmaX,0.9230017066001892
He is studying for his exams.,BLEURT,gemmaX,0.8435094356536865
He is studying for his exams.,COMET22,gemmaX,0.9187843799591064
He is studying for his exams.,KIWI-XL,gemmaX,1.000704288482666
He is studying for his exams.,XCOMET-XL,gemmaX,1.0
He is studying for his exams.,ROUGE,gpt,1.0
He is studying for his exams.,BLEU,gpt,1.0
He is studying for his exams.,BERTSCORE,gpt,1.0
He is studying for his exams.,BLEURT,gpt,1.0823884010314941
He is studying for his exams.,COMET22,gpt,0.9743900299072266
He is studying for his exams.,KIWI-XL,gpt,1.0162909030914307
He is studying for his exams.,XCOMET-XL,gpt,1.0
He is studying for his exams.,ROUGE,llama,1.0
He is studying for his exams.,BLEU,llama,1.0
He is studying for his exams.,BERTSCORE,llama,1.0
He is studying for his exams.,BLEURT,llama,1.0823884010314941
He is studying for his exams.,COMET22,llama,0.9760854840278625
He is studying for his exams.,KIWI-XL,llama,1.022376537322998
He is studying for his exams.,XCOMET-XL,llama,1.0
He is studying for his exams.,ROUGE,marian,0.6666666666666666
He is studying for his exams.,BLEU,marian,0.0
He is studying for his exams.,BERTSCORE,marian,0.9227378368377686
He is studying for his exams.,BLEURT,marian,0.884806752204895
He is studying for his exams.,COMET22,marian,0.9266037940979004
He is studying for his exams.,KIWI-XL,marian,0.9781604409217834
He is studying for his exams.,XCOMET-XL,marian,1.0
He is studying for his exams.,ROUGE,meta,0.7272727272727272
He is studying for his exams.,BLEU,meta,0.0
He is studying for his exams.,BERTSCORE,meta,0.9230017066001892
He is studying for his exams.,BLEURT,meta,0.8435094356536865
He is studying for his exams.,COMET22,meta,0.9189447164535522
He is studying for his exams.,KIWI-XL,meta,1.0157544612884521
He is studying for his exams.,XCOMET-XL,meta,1.0
He is studying for his exams.,ROUGE,mistral,0.8333333333333334
He is studying for his exams.,BLEU,mistral,0.488923022434901
He is studying for his exams.,BERTSCORE,mistral,0.9686973690986633
He is studying for his exams.,BLEURT,mistral,0.9456281661987305
He is studying for his exams.,COMET22,mistral,0.9351470470428467
He is studying for his exams.,KIWI-XL,mistral,0.9646645784378052
He is studying for his exams.,XCOMET-XL,mistral,1.0
He is studying for his exams.,ROUGE,qwen,1.0
He is studying for his exams.,BLEU,qwen,1.0
He is studying for his exams.,BERTSCORE,qwen,1.0
He is studying for his exams.,BLEURT,qwen,1.0823884010314941
He is studying for his exams.,COMET22,qwen,0.9748877882957458
He is studying for his exams.,KIWI-XL,qwen,0.9994305372238159
He is studying for his exams.,XCOMET-XL,qwen,1.0
They are taking a family vacation.,ROUGE,gemini,0.8333333333333334
They are taking a family vacation.,BLEU,gemini,0.488923022434901
They are taking a family vacation.,BERTSCORE,gemini,0.9682187438011169
They are taking a family vacation.,BLEURT,gemini,0.9741051197052002
They are taking a family vacation.,COMET22,gemini,0.9461492896080017
They are taking a family vacation.,KIWI-XL,gemini,1.0545587539672852
They are taking a family vacation.,XCOMET-XL,gemini,0.9824000597000122
They are taking a family vacation.,ROUGE,gemma3,0.4615384615384615
They are taking a family vacation.,BLEU,gemma3,0.0
They are taking a family vacation.,BERTSCORE,gemma3,0.925558865070343
They are taking a family vacation.,BLEURT,gemma3,0.7488256692886353
They are taking a family vacation.,COMET22,gemma3,0.9064568877220154
They are taking a family vacation.,KIWI-XL,gemma3,1.0601568222045898
They are taking a family vacation.,XCOMET-XL,gemma3,1.0
They are taking a family vacation.,ROUGE,gemmaX,0.6666666666666666
They are taking a family vacation.,BLEU,gemmaX,0.43012508513132625
They are taking a family vacation.,BERTSCORE,gemmaX,0.9464216828346252
They are taking a family vacation.,BLEURT,gemmaX,0.9627735614776611
They are taking a family vacation.,COMET22,gemmaX,0.9281452298164368
They are taking a family vacation.,KIWI-XL,gemmaX,1.060220718383789
They are taking a family vacation.,XCOMET-XL,gemmaX,0.9912000298500061
They are taking a family vacation.,ROUGE,gpt,0.8333333333333334
They are taking a family vacation.,BLEU,gpt,0.6434588841607617
They are taking a family vacation.,BERTSCORE,gpt,0.977803647518158
They are taking a family vacation.,BLEURT,gpt,0.8623084425926208
They are taking a family vacation.,COMET22,gpt,0.910866379737854
They are taking a family vacation.,KIWI-XL,gpt,1.0141533613204956
They are taking a family vacation.,XCOMET-XL,gpt,0.9912000298500061
They are taking a family vacation.,ROUGE,llama,0.5
They are taking a family vacation.,BLEU,llama,0.0
They are taking a family vacation.,BERTSCORE,llama,0.9289292693138123
They are taking a family vacation.,BLEURT,llama,0.907874345779419
They are taking a family vacation.,COMET22,llama,0.9288294911384583
They are taking a family vacation.,KIWI-XL,llama,1.0492016077041626
They are taking a family vacation.,XCOMET-XL,llama,1.0
They are taking a family vacation.,ROUGE,marian,0.8333333333333334
They are taking a family vacation.,BLEU,marian,0.6431870218238024
They are taking a family vacation.,BERTSCORE,marian,0.9667647480964661
They are taking a family vacation.,BLEURT,marian,1.040544033050537
They are taking a family vacation.,COMET22,marian,0.9589293599128723
They are taking a family vacation.,KIWI-XL,marian,1.0576151609420776
They are taking a family vacation.,XCOMET-XL,marian,1.0
They are taking a family vacation.,ROUGE,meta,0.6666666666666666
They are taking a family vacation.,BLEU,meta,0.43012508513132625
They are taking a family vacation.,BERTSCORE,meta,0.9464216828346252
They are taking a family vacation.,BLEURT,meta,0.9627735614776611
They are taking a family vacation.,COMET22,meta,0.9260385036468506
They are taking a family vacation.,KIWI-XL,meta,1.0237425565719604
They are taking a family vacation.,XCOMET-XL,meta,1.0
They are taking a family vacation.,ROUGE,mistral,1.0
They are taking a family vacation.,BLEU,mistral,1.0
They are taking a family vacation.,BERTSCORE,mistral,1.0
They are taking a family vacation.,BLEURT,mistral,1.0937899351119995
They are taking a family vacation.,COMET22,mistral,0.9801215529441833
They are taking a family vacation.,KIWI-XL,mistral,1.0025835037231445
They are taking a family vacation.,XCOMET-XL,mistral,1.0
They are taking a family vacation.,ROUGE,qwen,1.0
They are taking a family vacation.,BLEU,qwen,1.0
They are taking a family vacation.,BERTSCORE,qwen,1.0
They are taking a family vacation.,BLEURT,qwen,1.0937899351119995
They are taking a family vacation.,COMET22,qwen,0.9809131026268005
They are taking a family vacation.,KIWI-XL,qwen,0.9140253067016602
They are taking a family vacation.,XCOMET-XL,qwen,1.0
crack the whip,ROUGE,gemini,0.4
crack the whip,BLEU,gemini,0.0
crack the whip,BERTSCORE,gemini,0.7898887991905212
crack the whip,BLEURT,gemini,-0.2939697206020355
crack the whip,COMET22,gemini,0.661628007888794
crack the whip,KIWI-XL,gemini,-0.1575784683227539
crack the whip,XCOMET-XL,gemini,0.7913318872451782
crack the whip,ROUGE,gemma3,0.3333333333333333
crack the whip,BLEU,gemma3,0.0
crack the whip,BERTSCORE,gemma3,0.7859494686126709
crack the whip,BLEURT,gemma3,-0.03931744396686554
crack the whip,COMET22,gemma3,0.6258023381233215
crack the whip,KIWI-XL,gemma3,0.854922890663147
crack the whip,XCOMET-XL,gemma3,0.8425433039665222
crack the whip,ROUGE,gemmaX,1.0
crack the whip,BLEU,gemmaX,0.0
crack the whip,BERTSCORE,gemmaX,1.0000001192092896
crack the whip,BLEURT,gemmaX,1.0400923490524292
crack the whip,COMET22,gemmaX,0.9835880398750305
crack the whip,KIWI-XL,gemmaX,-0.20323672890663147
crack the whip,XCOMET-XL,gemmaX,0.9667278528213501
crack the whip,ROUGE,gpt,1.0
crack the whip,BLEU,gpt,0.0
crack the whip,BERTSCORE,gpt,0.9246857762336731
crack the whip,BLEURT,gpt,1.0232185125350952
crack the whip,COMET22,gpt,0.8433519005775452
crack the whip,KIWI-XL,gpt,0.35519468784332275
crack the whip,XCOMET-XL,gpt,0.9456057548522949
crack the whip,ROUGE,llama,0.3333333333333333
crack the whip,BLEU,llama,0.0
crack the whip,BERTSCORE,llama,0.8064352869987488
crack the whip,BLEURT,llama,-0.020310357213020325
crack the whip,COMET22,llama,0.5598809719085693
crack the whip,KIWI-XL,llama,-0.2997841238975525
crack the whip,XCOMET-XL,llama,0.7434809803962708
crack the whip,ROUGE,marian,0.6666666666666666
crack the whip,BLEU,marian,0.0
crack the whip,BERTSCORE,marian,0.9596923589706421
crack the whip,BLEURT,marian,0.7808398008346558
crack the whip,COMET22,marian,0.9230865836143494
crack the whip,KIWI-XL,marian,0.2525276839733124
crack the whip,XCOMET-XL,marian,0.9502319097518921
crack the whip,ROUGE,meta,0.5
crack the whip,BLEU,meta,0.0
crack the whip,BERTSCORE,meta,0.814236044883728
crack the whip,BLEURT,meta,-0.18146266043186188
crack the whip,COMET22,meta,0.6718167662620544
crack the whip,KIWI-XL,meta,-0.090655118227005
crack the whip,XCOMET-XL,meta,0.8978275060653687
crack the whip,ROUGE,mistral,0.5714285714285715
crack the whip,BLEU,mistral,0.0
crack the whip,BERTSCORE,mistral,0.8383549451828003
crack the whip,BLEURT,mistral,-0.12474556267261505
crack the whip,COMET22,mistral,0.7345816493034363
crack the whip,KIWI-XL,mistral,-0.08147237449884415
crack the whip,XCOMET-XL,mistral,0.8843600749969482
crack the whip,ROUGE,qwen,0.6666666666666666
crack the whip,BLEU,qwen,0.0
crack the whip,BERTSCORE,qwen,0.9246665239334106
crack the whip,BLEURT,qwen,0.19111360609531403
crack the whip,COMET22,qwen,0.9301955103874207
crack the whip,KIWI-XL,qwen,-0.23611494898796082
crack the whip,XCOMET-XL,qwen,0.8458960056304932
blow off steam,ROUGE,gemini,0.0
blow off steam,BLEU,gemini,0.0
blow off steam,BERTSCORE,gemini,0.7783429622650146
blow off steam,BLEURT,gemini,-0.6185740232467651
blow off steam,COMET22,gemini,0.5101434588432312
blow off steam,KIWI-XL,gemini,0.10467812418937683
blow off steam,XCOMET-XL,gemini,0.7101629972457886
blow off steam,ROUGE,gemma3,0.0
blow off steam,BLEU,gemma3,0.0
blow off steam,BERTSCORE,gemma3,0.7783429622650146
blow off steam,BLEURT,gemma3,-0.6185740232467651
blow off steam,COMET22,gemma3,0.5101435780525208
blow off steam,KIWI-XL,gemma3,0.3279742896556854
blow off steam,XCOMET-XL,gemma3,0.7849441766738892
blow off steam,ROUGE,gemmaX,0.0
blow off steam,BLEU,gemmaX,0.0
blow off steam,BERTSCORE,gemmaX,0.7910667061805725
blow off steam,BLEURT,gemmaX,-0.3904845416545868
blow off steam,COMET22,gemmaX,0.510083019733429
blow off steam,KIWI-XL,gemmaX,0.5661439895629883
blow off steam,XCOMET-XL,gemmaX,0.8208860158920288
blow off steam,ROUGE,gpt,0.0
blow off steam,BLEU,gpt,0.0
blow off steam,BERTSCORE,gpt,0.7917833924293518
blow off steam,BLEURT,gpt,-0.316466361284256
blow off steam,COMET22,gpt,0.6281147003173828
blow off steam,KIWI-XL,gpt,0.8984612226486206
blow off steam,XCOMET-XL,gpt,0.8950433135032654
blow off steam,ROUGE,llama,0.0
blow off steam,BLEU,llama,0.0
blow off steam,BERTSCORE,llama,0.7621000409126282
blow off steam,BLEURT,llama,-0.44374194741249084
blow off steam,COMET22,llama,0.5993525981903076
blow off steam,KIWI-XL,llama,0.21740475296974182
blow off steam,XCOMET-XL,llama,0.97137051820755
blow off steam,ROUGE,marian,0.28571428571428575
blow off steam,BLEU,marian,0.0
blow off steam,BERTSCORE,marian,0.7833942770957947
blow off steam,BLEURT,marian,-0.5964497923851013
blow off steam,COMET22,marian,0.5205181837081909
blow off steam,KIWI-XL,marian,0.07324438542127609
blow off steam,XCOMET-XL,marian,0.5699865818023682
blow off steam,ROUGE,meta,0.4
blow off steam,BLEU,meta,0.0
blow off steam,BERTSCORE,meta,0.7997041940689087
blow off steam,BLEURT,meta,-0.49814555048942566
blow off steam,COMET22,meta,0.5932729244232178
blow off steam,KIWI-XL,meta,0.2704831659793854
blow off steam,XCOMET-XL,meta,0.8717671632766724
blow off steam,ROUGE,mistral,0.0
blow off steam,BLEU,mistral,0.0
blow off steam,BERTSCORE,mistral,0.6969138383865356
blow off steam,BLEURT,mistral,-1.561015248298645
