indice,dataset,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
275,manual_data,all in the same boat,todos no mesmo barco,gpt,prompt2,gemma3,prompt4,No mesmo barco.,0.9307
275,manual_data,all in the same boat,todos no mesmo barco,gpt,prompt2,gemmaX,sem_prompt,Todos no mesmo barco,0.9339
255,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gpt,prompt2,coração de pedra,0.95
255,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gpt,prompt4,coração de pedra,0.95
255,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gemini,prompt2,Coração de pedra,0.8659
255,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gemini,prompt4,Coração de pedra.,0.8428
255,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gemma3,prompt2,Coração de pedra,0.8659
255,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gemma3,prompt4,Coração de pedra.,0.8428
273,manual_data,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gpt,prompt4,Ele assistiu a um jogo de futebol na TV.,0.979
273,manual_data,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gemini,prompt2,Ele assistiu a uma partida de futebol na TV.,0.95
273,manual_data,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gemini,prompt4,Ele assistiu a um duelo de gigantes na telinha.,0.9525
273,manual_data,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gemma3,prompt2,Ele assistiu a uma partida de futebol na TV.,0.95
273,manual_data,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gemma3,prompt4,Ele acompanhou um espetáculo de embates em uma tela.,0.9174
273,manual_data,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gemmaX,sem_prompt,Ele assistiu a uma partida de futebol na TV.,0.95
513,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gpt,prompt2,coração de pedra,0.95
513,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gpt,prompt4,coração de pedra,0.95
513,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gemini,prompt2,Coração de pedra,0.8659
513,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gemini,prompt4,Coração de pedra.,0.8428
513,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gemma3,prompt2,Coração de pedra,0.8659
513,manual_data,heart of stone,coração de pedra,gemmaX,sem_prompt,gemma3,prompt4,Coração de pedra.,0.8428
342,manual_data,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,gemma3,prompt2,gpt,prompt2,Eles limparam a casa no sábado.,0.95
342,manual_data,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,gemma3,prompt2,gpt,prompt4,Eles deram uma geral na casa no sábado.,0.9563
342,manual_data,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,gemma3,prompt2,gemini,prompt2,Eles limparam a casa no sábado.,0.95
342,manual_data,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,gemma3,prompt2,gemini,prompt4,Eles colocaram a casa nos eixos no sábado.,0.9487
342,manual_data,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,gemma3,prompt2,gemma3,prompt4,Deixaram a casa brilhando no sábado.,0.9405
342,manual_data,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,gemma3,prompt2,gemmaX,sem_prompt,Limparam a casa no sábado.,0.9138
515,manual_data,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",gemma3,prompt2,gpt,prompt2,Eles estão disfrutando de uma xícara de café juntos.,0.9482
515,manual_data,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",gemma3,prompt2,gpt,prompt4,Eles estão dividindo uma xícara de café juntos.,0.9655
515,manual_data,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",gemma3,prompt2,gemini,prompt2,Eles estão apreciando uma xícara de café juntos.,0.9586
515,manual_data,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",gemma3,prompt2,gemini,prompt4,"Estão dividindo o pão, tomando um café.",0.9225
515,manual_data,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",gemma3,prompt2,gemma3,prompt4,Compartilham um instante de calor e aroma.,0.9024
515,manual_data,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",gemma3,prompt2,gemmaX,sem_prompt,Estão a desfrutar de uma chávena de café juntos.,0.9373
131,manual_data,They went for a swim at the pool.,"Eles foram nadar na piscina.
",gemini,prompt2,gpt,prompt2,Eles foram nadar na piscina.,0.9567
131,manual_data,They went for a swim at the pool.,"Eles foram nadar na piscina.
",gemini,prompt2,gpt,prompt4,Eles foram se refrescar na piscina.,0.9574
131,manual_data,They went for a swim at the pool.,"Eles foram nadar na piscina.
",gemini,prompt2,gemini,prompt4,Mergulharam na piscina da vida.,0.8818
131,manual_data,They went for a swim at the pool.,"Eles foram nadar na piscina.
",gemini,prompt2,gemma3,prompt2,Eles foram nadar na piscina.,0.9567
131,manual_data,They went for a swim at the pool.,"Eles foram nadar na piscina.
",gemini,prompt2,gemma3,prompt4,Eles mergulharam no frescor azul.,0.9045
131,manual_data,They went for a swim at the pool.,"Eles foram nadar na piscina.
",gemini,prompt2,gemmaX,sem_prompt,Eles foram nadar na piscina.,0.9567
570,manual_data,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",gemma3,prompt2,gpt,prompt2,O carro parou no semáforo vermelho.,0.9554
570,manual_data,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",gemma3,prompt2,gpt,prompt4,O carro parou no sinal vermelho.,0.9686
570,manual_data,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",gemma3,prompt2,gemini,prompt2,O carro parou no sinal vermelho.,0.9686
570,manual_data,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",gemma3,prompt2,gemini,prompt4,O carro sangrou no rubro.,0.9084
570,manual_data,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",gemma3,prompt2,gemma3,prompt4,O carro parou no sinal de alerta.,0.9664
570,manual_data,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",gemma3,prompt2,gemmaX,sem_prompt,O carro parou no sinal vermelho.,0.9686
464,manual_data,They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",gemini,prompt2,gpt,prompt2,Eles estão visitando seus amigos na cidade.,0.9544
464,manual_data,They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",gemini,prompt2,gpt,prompt4,Eles estão visitando os amigos na cidade.,0.9561
464,manual_data,They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",gemini,prompt2,gemini,prompt4,Eles estão de passagem pela cidade dos amigos.,0.959
464,manual_data,They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",gemini,prompt2,gemma3,prompt2,Eles estão visitando seus amigos na cidade.,0.9544
464,manual_data,They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",gemini,prompt2,gemma3,prompt4,Eles estão cortando uma escapada com os amigos na metrópole.,0.9117
464,manual_data,They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",gemini,prompt2,gemmaX,sem_prompt,Estão a visitar os amigos na cidade.,0.9348
269,manual_data,He visited the museum with his class.,Ele visitou o museu com sua classe.,gemmaX,sem_prompt,gpt,prompt2,Ele visitou o museu com sua turma.,0.9698
269,manual_data,He visited the museum with his class.,Ele visitou o museu com sua classe.,gemmaX,sem_prompt,gpt,prompt4,Ele visitou o museu com sua turma.,0.9698
269,manual_data,He visited the museum with his class.,Ele visitou o museu com sua classe.,gemmaX,sem_prompt,gemini,prompt2,Ele visitou o museu com a turma dele.,0.9693
269,manual_data,He visited the museum with his class.,Ele visitou o museu com sua classe.,gemmaX,sem_prompt,gemini,prompt4,Ele passeou pelo museu com sua turma.,0.9718
269,manual_data,He visited the museum with his class.,Ele visitou o museu com sua classe.,gemmaX,sem_prompt,gemma3,prompt2,Ele visitou o museu com sua turma.,0.9698
269,manual_data,He visited the museum with his class.,Ele visitou o museu com sua classe.,gemmaX,sem_prompt,gemma3,prompt4,Ele guiou a turma pelos corredores da história.,0.9161
435,manual_data,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,gemma3,prompt2,gpt,prompt2,Ele está bebendo chá de manhã.,0.95
435,manual_data,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,gemma3,prompt2,gpt,prompt4,Ele está saboreando o chá pela manhã.,0.949
435,manual_data,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,gemma3,prompt2,gemini,prompt2,Ele está bebendo chá de manhã.,0.95
435,manual_data,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,gemma3,prompt2,gemini,prompt4,Ele está tomando chá da rainha pela manhã.,0.9543
435,manual_data,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,gemma3,prompt2,gemma3,prompt4,Ele saboreia a aurora em xícaras.,0.8671
435,manual_data,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,gemma3,prompt2,gemmaX,sem_prompt,Ele está bebendo chá de manhã.,0.95
203,manual_data,They are making pizza together.,Eles estão fazendo pizza juntos.,gemma3,prompt2,gpt,prompt2,Eles estão fazendo pizza juntos.,0.95
203,manual_data,They are making pizza together.,Eles estão fazendo pizza juntos.,gemma3,prompt2,gpt,prompt4,Eles estão se unindo para criar algo especial.,0.8975
203,manual_data,They are making pizza together.,Eles estão fazendo pizza juntos.,gemma3,prompt2,gemini,prompt2,Eles estão fazendo pizza juntos.,0.95
203,manual_data,They are making pizza together.,Eles estão fazendo pizza juntos.,gemma3,prompt2,gemini,prompt4,Estão botando a mão na massa juntos.,0.8868
203,manual_data,They are making pizza together.,Eles estão fazendo pizza juntos.,gemma3,prompt2,gemma3,prompt4,Estão a moldar um pedaço de alegria juntos.,0.8797
203,manual_data,They are making pizza together.,Eles estão fazendo pizza juntos.,gemma3,prompt2,gemmaX,sem_prompt,Estão a fazer uma pizza juntos.,0.9331
78,manual_data,bleeding heart,coração sangrante,gpt,prompt2,gpt,prompt4,coração sensível,0.8668
78,manual_data,bleeding heart,coração sangrante,gpt,prompt2,gemini,prompt2,Coração mole,0.8671
78,manual_data,bleeding heart,coração sangrante,gpt,prompt2,gemini,prompt4,Coração mole.,0.8319
78,manual_data,bleeding heart,coração sangrante,gpt,prompt2,gemma3,prompt2,Coração mole.,0.8319
78,manual_data,bleeding heart,coração sangrante,gpt,prompt2,gemma3,prompt4,Coração mole.,0.8319
78,manual_data,bleeding heart,coração sangrante,gpt,prompt2,gemmaX,sem_prompt,coração sangrento,0.8687
668,manual_data,They went to a theme park for the day.,"Eles foram a um parque temático passar o dia.
",gemini,prompt2,gpt,prompt2,Eles foram a um parque de diversões por um dia.,0.9581
668,manual_data,They went to a theme park for the day.,"Eles foram a um parque temático passar o dia.
",gemini,prompt2,gpt,prompt4,Eles foram a um parque de diversões por um dia.,0.9581
668,manual_data,They went to a theme park for the day.,"Eles foram a um parque temático passar o dia.
",gemini,prompt2,gemini,prompt4,Eles foram a um parque de diversões por um dia.,0.9581
668,manual_data,They went to a theme park for the day.,"Eles foram a um parque temático passar o dia.
",gemini,prompt2,gemma3,prompt2,Eles foram para um parque temático por um dia.,0.9562
668,manual_data,They went to a theme park for the day.,"Eles foram a um parque temático passar o dia.
",gemini,prompt2,gemma3,prompt4,Passaram o dia num mundo de sonhos.,0.9079
668,manual_data,They went to a theme park for the day.,"Eles foram a um parque temático passar o dia.
",gemini,prompt2,gemmaX,sem_prompt,Eles foram para um parque temático durante o dia.,0.9666
58,manual_data,He is building a model airplane.,Ele está construindo um avião de modelo.,gemma3,prompt2,gpt,prompt2,Ele está construindo um modelo de avião.,0.9896
58,manual_data,He is building a model airplane.,Ele está construindo um avião de modelo.,gemma3,prompt2,gpt,prompt4,Ele está montando um aviãozinho de modelo.,0.9629
58,manual_data,He is building a model airplane.,Ele está construindo um avião de modelo.,gemma3,prompt2,gemini,prompt2,Ele está construindo um avião de brinquedo.,0.927
58,manual_data,He is building a model airplane.,Ele está construindo um avião de modelo.,gemma3,prompt2,gemini,prompt4,Ele está arquitetando um voo.,0.9263
58,manual_data,He is building a model airplane.,Ele está construindo um avião de modelo.,gemma3,prompt2,gemma3,prompt4,Ele está montando um sonho de papel.,0.9592
58,manual_data,He is building a model airplane.,Ele está construindo um avião de modelo.,gemma3,prompt2,gemmaX,sem_prompt,Ele está construindo um avião modelo.,0.9585
712,manual_data,They are taking a family vacation.,Eles estão fazendo férias em família.,gpt,prompt2,gpt,prompt4,Eles estão indo para um passeio em família.,0.9658
712,manual_data,They are taking a family vacation.,Eles estão fazendo férias em família.,gpt,prompt2,gemini,prompt2,Eles estão de férias em família.,0.9655
712,manual_data,They are taking a family vacation.,Eles estão fazendo férias em família.,gpt,prompt2,gemini,prompt4,Eles estão embarcando em um cruzeiro familiar.,0.9232
712,manual_data,They are taking a family vacation.,Eles estão fazendo férias em família.,gpt,prompt2,gemma3,prompt2,Eles estão tirando férias em família.,0.9146
712,manual_data,They are taking a family vacation.,Eles estão fazendo férias em família.,gpt,prompt2,gemma3,prompt4,Eles estão embarcando em uma pausa da rotina em família.,0.9278
712,manual_data,They are taking a family vacation.,Eles estão fazendo férias em família.,gpt,prompt2,gemmaX,sem_prompt,Eles estão tirando férias em família.,0.9146
383,manual_data,He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,gpt,prompt2,gpt,prompt4,Ele fez um lanche para o almoço.,0.9435
383,manual_data,He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,gpt,prompt2,gemini,prompt2,Ele fez um sanduíche para o almoço.,0.95
383,manual_data,He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,gpt,prompt2,gemini,prompt4,Ele preparou um lanche para o almoço.,0.9615
383,manual_data,He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,gpt,prompt2,gemma3,prompt2,Ele fez um sanduíche para o almoço.,0.95
383,manual_data,He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,gpt,prompt2,gemma3,prompt4,Ele montou um lanche para o almoço.,0.9578
383,manual_data,He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,gpt,prompt2,gemmaX,sem_prompt,Ele fez um sanduíche para o almoço.,0.95
350,manual_data,a sinking ship,um navio afundando,gpt,prompt2,gpt,prompt4,navio à deriva,0.8579
350,manual_data,a sinking ship,um navio afundando,gpt,prompt2,gemini,prompt2,Um navio afundando,0.9385
350,manual_data,a sinking ship,um navio afundando,gpt,prompt2,gemini,prompt4,Navio afundando.,0.931
350,manual_data,a sinking ship,um navio afundando,gpt,prompt2,gemma3,prompt2,Um navio afundando,0.9385
350,manual_data,a sinking ship,um navio afundando,gpt,prompt2,gemma3,prompt4,Navio à deriva.,0.8507
350,manual_data,a sinking ship,um navio afundando,gpt,prompt2,gemmaX,sem_prompt,um navio a afundar-se,0.8778
474,manual_data,They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,gemma3,prompt2,gpt,prompt2,Eles fizeram um churrasco no quintal.,0.95
474,manual_data,They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,gemma3,prompt2,gpt,prompt4,Eles fizeram um churrasco no fundo do quintal.,0.9654
474,manual_data,They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,gemma3,prompt2,gemini,prompt2,Eles fizeram um churrasco no quintal.,0.95
474,manual_data,They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,gemma3,prompt2,gemini,prompt4,Eles fizeram um churrasco no quintal.,0.95
474,manual_data,They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,gemma3,prompt2,gemma3,prompt4,Eles armaram um luau no quintal.,0.9265
474,manual_data,They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,gemma3,prompt2,gemmaX,sem_prompt,Eles fizeram um churrasco no quintal.,0.95
82,manual_data,hard pill to swallow,uma pílula difícil de engolir,gemmaX,sem_prompt,gpt,prompt2,difícil de aceitar,0.9249
82,manual_data,hard pill to swallow,uma pílula difícil de engolir,gemmaX,sem_prompt,gpt,prompt4,peso na consciência,0.8521
82,manual_data,hard pill to swallow,uma pílula difícil de engolir,gemmaX,sem_prompt,gemini,prompt2,Verdade difícil de engolir,0.9232
82,manual_data,hard pill to swallow,uma pílula difícil de engolir,gemmaX,sem_prompt,gemini,prompt4,Um osso duro de roer.,0.8606
82,manual_data,hard pill to swallow,uma pílula difícil de engolir,gemmaX,sem_prompt,gemma3,prompt2,Uma pílula difícil de engolir.,0.9178
82,manual_data,hard pill to swallow,uma pílula difícil de engolir,gemmaX,sem_prompt,gemma3,prompt4,Um osso duro de roer.,0.8606
497,manual_data,They went to a concert last night.,"Eles foram a um show ontem à noite.
",gemini,prompt2,gpt,prompt2,Eles foram a um show na noite passada.,0.9951
497,manual_data,They went to a concert last night.,"Eles foram a um show ontem à noite.
",gemini,prompt2,gpt,prompt4,Eles foram a um show ontem à noite.,0.9554
497,manual_data,They went to a concert last night.,"Eles foram a um show ontem à noite.
",gemini,prompt2,gemini,prompt4,Eles foram regar as plantas ontem à noite.,0.9476
497,manual_data,They went to a concert last night.,"Eles foram a um show ontem à noite.
",gemini,prompt2,gemma3,prompt2,Eles foram a um show ontem à noite.,0.9554
497,manual_data,They went to a concert last night.,"Eles foram a um show ontem à noite.
",gemini,prompt2,gemma3,prompt4,Eles se entregaram à música ontem à noite.,0.9483
497,manual_data,They went to a concert last night.,"Eles foram a um show ontem à noite.
",gemini,prompt2,gemmaX,sem_prompt,Eles foram a um show ontem à noite.,0.9554
193,manual_data,He is playing the guitar in the living room.,"Ele está tocando guitarra na sala de estar.
",gemini,prompt2,gpt,prompt2,Ele está tocando violão na sala de estar.,0.9548
193,manual_data,He is playing the guitar in the living room.,"Ele está tocando guitarra na sala de estar.
",gemini,prompt2,gpt,prompt4,Ele está dedilhando a guitarra na sala de estar.,0.9349
193,manual_data,He is playing the guitar in the living room.,"Ele está tocando guitarra na sala de estar.
",gemini,prompt2,gemini,prompt4,Ele está dedilhando a alma da sala.,0.9192
193,manual_data,He is playing the guitar in the living room.,"Ele está tocando guitarra na sala de estar.
",gemini,prompt2,gemma3,prompt2,Ele está tocando a guitarra na sala de estar.,0.9516
193,manual_data,He is playing the guitar in the living room.,"Ele está tocando guitarra na sala de estar.
",gemini,prompt2,gemma3,prompt4,Ele dedilha o violão na sala.,0.9136
193,manual_data,He is playing the guitar in the living room.,"Ele está tocando guitarra na sala de estar.
",gemini,prompt2,gemmaX,sem_prompt,Ele está tocando violão na sala de estar.,0.9548
37,manual_data,She went to the library to study.,Ela foi à biblioteca para estudar.,gpt,prompt2,gpt,prompt4,Ela foi à biblioteca para se aprofundar nos conhecimentos.,0.9462
37,manual_data,She went to the library to study.,Ela foi à biblioteca para estudar.,gpt,prompt2,gemini,prompt2,Ela foi à biblioteca para estudar.,0.95
37,manual_data,She went to the library to study.,Ela foi à biblioteca para estudar.,gpt,prompt2,gemini,prompt4,Ela foi à biblioteca para afiar o machado.,0.9248
37,manual_data,She went to the library to study.,Ela foi à biblioteca para estudar.,gpt,prompt2,gemma3,prompt2,Ela foi à biblioteca para estudar.,0.95
37,manual_data,She went to the library to study.,Ela foi à biblioteca para estudar.,gpt,prompt2,gemma3,prompt4,Ela foi à biblioteca buscar sabedoria.,0.9146
37,manual_data,She went to the library to study.,Ela foi à biblioteca para estudar.,gpt,prompt2,gemmaX,sem_prompt,Ela foi à biblioteca para estudar.,0.95
473,manual_data,She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
",gemini,prompt2,gpt,prompt2,Ela está se preparando para uma entrevista de emprego.,0.9535
473,manual_data,She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
",gemini,prompt2,gpt,prompt4,Ela está se preparando para uma entrevista de emprego.,0.9535
473,manual_data,She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
",gemini,prompt2,gemini,prompt4,Ela está afiando as garras para a entrevista.,0.9145
473,manual_data,She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
",gemini,prompt2,gemma3,prompt2,Ela está se preparando para uma entrevista de emprego.,0.9535
473,manual_data,She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
",gemini,prompt2,gemma3,prompt4,Ela está afinando a armadura para o embate.,0.9141
473,manual_data,She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
",gemini,prompt2,gemmaX,sem_prompt,Ela está se preparando para uma entrevista de emprego.,0.9535
304,manual_data,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",gemini,prompt2,gpt,prompt2,Uma onça de prevenção vale uma libra de cura.,0.927
304,manual_data,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",gemini,prompt2,gpt,prompt4,Uma medida de prevenção vale mais do que uma tonelada de remédio.,0.8965
304,manual_data,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",gemini,prompt2,gemini,prompt4,É melhor prevenir do que remediar.,0.8775
304,manual_data,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",gemini,prompt2,gemma3,prompt2,Uma onça de prevenção vale mais que uma libra de cura.,0.928
304,manual_data,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",gemini,prompt2,gemma3,prompt4,Uma onça de cuidado vale mais que um arroba de remédio.,0.9001
304,manual_data,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",gemini,prompt2,gemmaX,sem_prompt,uma onça de prevenção vale uma libra de cura,0.9014
482,manual_data,They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
",gemini,prompt2,gpt,prompt2,Eles foram ao zoológico com as crianças.,0.9547
482,manual_data,They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
",gemini,prompt2,gpt,prompt4,Eles foram ao zoológico com as crianças.,0.9547
482,manual_data,They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
",gemini,prompt2,gemini,prompt4,Foram ao zoológico com a prole.,0.9535
482,manual_data,They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
",gemini,prompt2,gemma3,prompt2,Eles foram ao zoológico com as crianças.,0.9547
482,manual_data,They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
",gemini,prompt2,gemma3,prompt4,Levaram os pequenos para o reino animal.,0.895
482,manual_data,They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
",gemini,prompt2,gemmaX,sem_prompt,Eles foram ao zoológico com as crianças.,0.9547
672,manual_data,She is taking a picture of the flowers in the garden.,Ela está tirando uma foto das flores no jardim.,gemmaX,sem_prompt,gpt,prompt2,Ela está tirando uma foto das flores no jardim.,0.95
672,manual_data,She is taking a picture of the flowers in the garden.,Ela está tirando uma foto das flores no jardim.,gemmaX,sem_prompt,gpt,prompt4,Ela está capturando a imagem das flores no jardim.,0.9751
672,manual_data,She is taking a picture of the flowers in the garden.,Ela está tirando uma foto das flores no jardim.,gemmaX,sem_prompt,gemini,prompt2,Ela está tirando uma foto das flores no jardim.,0.95
672,manual_data,She is taking a picture of the flowers in the garden.,Ela está tirando uma foto das flores no jardim.,gemmaX,sem_prompt,gemini,prompt4,Ela está roubando um pedaço do jardim.,0.9562
672,manual_data,She is taking a picture of the flowers in the garden.,Ela está tirando uma foto das flores no jardim.,gemmaX,sem_prompt,gemma3,prompt2,Ela está tirando uma foto das flores no jardim.,0.95
672,manual_data,She is taking a picture of the flowers in the garden.,Ela está tirando uma foto das flores no jardim.,gemmaX,sem_prompt,gemma3,prompt4,Ela está eternizando as flores no jardim.,0.9617
494,manual_data,as smooth as silk,suave como seda,gpt,prompt2,gpt,prompt4,suave como seda,0.95
494,manual_data,as smooth as silk,suave como seda,gpt,prompt2,gemini,prompt2,Macio como seda.,0.8909
494,manual_data,as smooth as silk,suave como seda,gpt,prompt2,gemini,prompt4,Macias como seda.,0.8841
494,manual_data,as smooth as silk,suave como seda,gpt,prompt2,gemma3,prompt2,Liso como seda.,0.8661
494,manual_data,as smooth as silk,suave como seda,gpt,prompt2,gemma3,prompt4,Sedoso como a seda.,0.8461
494,manual_data,as smooth as silk,suave como seda,gpt,prompt2,gemmaX,sem_prompt,suave como a seda,0.8605
315,manual_data,She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,gpt,prompt2,gpt,prompt4,Ela está preparando o jantar para os convidados.,0.95
315,manual_data,She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,gpt,prompt2,gemini,prompt2,Ela está preparando o jantar para os convidados.,0.95
315,manual_data,She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,gpt,prompt2,gemini,prompt4,Ela está botando a mesa para os convidados.,0.9459
315,manual_data,She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,gpt,prompt2,gemma3,prompt2,Ela está preparando o jantar para os convidados.,0.95
315,manual_data,She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,gpt,prompt2,gemma3,prompt4,Ela está orquestrando o banquete para os convidados.,0.9293
315,manual_data,She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,gpt,prompt2,gemmaX,sem_prompt,Ela está preparando o jantar para os convidados.,0.95
221,manual_data,She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,gemmaX,sem_prompt,gpt,prompt2,Ela está cuidando do jardim nos fundos da casa.,0.9207
221,manual_data,She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,gemmaX,sem_prompt,gpt,prompt4,Ela está cultivando vida no quintal.,0.962
221,manual_data,She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,gemmaX,sem_prompt,gemini,prompt2,Ela está jardinando no quintal.,0.9683
221,manual_data,She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,gemmaX,sem_prompt,gemini,prompt4,Ela está cultivando o seu jardim secreto.,0.907
221,manual_data,She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,gemmaX,sem_prompt,gemma3,prompt2,Ela está jardinando no quintal.,0.9683
221,manual_data,She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,gemmaX,sem_prompt,gemma3,prompt4,Ela cultiva a alma no quintal.,0.9299
679,manual_data,They enjoyed a picnic in the park.,Eles fizeram um piquenique no parque.,gemma3,prompt2,gpt,prompt2,Eles desfrutaram de um piquenique no parque.,0.9571
679,manual_data,They enjoyed a picnic in the park.,Eles fizeram um piquenique no parque.,gemma3,prompt2,gpt,prompt4,Eles desfrutaram de um piquenique no parque.,0.9571
679,manual_data,They enjoyed a picnic in the park.,Eles fizeram um piquenique no parque.,gemma3,prompt2,gemini,prompt2,Eles aproveitaram um piquenique no parque.,0.9591
679,manual_data,They enjoyed a picnic in the park.,Eles fizeram um piquenique no parque.,gemma3,prompt2,gemini,prompt4,Degustaram um piquenique no jardim da vida.,0.9168
679,manual_data,They enjoyed a picnic in the park.,Eles fizeram um piquenique no parque.,gemma3,prompt2,gemma3,prompt4,"Desfrutaram de um banquete ao ar livre, sob o céu.",0.8883
679,manual_data,They enjoyed a picnic in the park.,Eles fizeram um piquenique no parque.,gemma3,prompt2,gemmaX,sem_prompt,Eles desfrutaram de um piquenique no parque.,0.9571
308,manual_data,big league,grande liga,gpt,prompt2,gpt,prompt4,grande liga,0.95
308,manual_data,big league,grande liga,gpt,prompt2,gemini,prompt2,Liga principal,0.8512
308,manual_data,big league,grande liga,gpt,prompt2,gemini,prompt4,Liga principal,0.8512
