indice,dataset,ingles_original,portugues_traduzido,modelo,prompt,xcomet_xl,kiwi_xl,comet22,score_combinado,quartil
54,manual_data,He is planning his day ahead.,"Ele está planejando o dia dele.
",gemini,prompt2,1.0,0.9416,0.9067,0.9494,Q3
414,manual_data,They are jogging through the park.,"Eles estão correndo no parque.
",gemini,prompt2,1.0,0.9865,0.8615,0.9493,Q3
130,manual_data,as hungry as a wolf,tão faminto quanto um lobo,gpt,prompt2,0.9823,0.8843,0.9808,0.9491,Q3
207,manual_data,get out of hand,ficar fora de controle,gemmaX,sem_prompt,0.9912,0.9302,0.9255,0.949,Q3
563,manual_data,bitten by the bug,mordido pelo bicho,gpt,prompt2,0.981,0.8835,0.9812,0.9486,Q3
181,manual_data,He is cleaning the windows.,Ele está limpando as janelas.,gpt,prompt2,0.9971,0.877,0.9716,0.9485,Q3
560,manual_data,adding insult to injury,Acrescentando insulto à injúria,gemmaX,sem_prompt,1.0,0.9229,0.9193,0.9474,Q3
504,manual_data,left out in the cold,deixado de fora no frio,gpt,prompt2,1.0,0.8532,0.9867,0.9466,Q3
213,manual_data,between the devil and the deep blue sea,Entre o diabo e o mar azul profundo,gemmaX,sem_prompt,0.9839,0.9656,0.8893,0.9463,Q3
557,manual_data,as light as a feather,"Leve como uma pluma
",gemini,prompt2,0.972,1.0057,0.8613,0.9463,Q3
155,manual_data,face the music,enfrentar a realidade,gpt,prompt2,0.9809,1.0453,0.811,0.9457,Q3
105,manual_data,blind as a bat,"Cego de nascença.
",gemma3,prompt2,0.9948,1.1725,0.6691,0.9455,Q3
24,manual_data,color outside the lines,cor fora das linhas,gemmaX,sem_prompt,0.9973,0.8593,0.9779,0.9448,Q3
498,manual_data,cat got your tongue,O gato comeu a sua língua?,gemma3,prompt2,0.9943,1.0569,0.7821,0.9444,Q3
587,manual_data,He is taking a walk around the block.,Ele está dando uma volta pelo quarteirão.,gpt,prompt2,1.0,0.8643,0.9683,0.9442,Q3
531,manual_data,a far cry,um grito distante,gemmaX,sem_prompt,0.9197,1.1012,0.8107,0.9439,Q3
451,manual_data,hard as nails,duro como unhas,gemmaX,sem_prompt,0.9823,0.8561,0.9907,0.943,Q3
452,manual_data,kill two birds with one stone,matar dois pássaros com uma pedra,gemmaX,sem_prompt,0.9985,0.8601,0.9693,0.9427,Q3
419,manual_data,kill two birds with one stone,matar dois pássaros com uma pedra,gemmaX,sem_prompt,0.9985,0.8601,0.9693,0.9427,Q3
694,manual_data,born with a silver spoon,nascido com uma colher de prata,gemmaX,sem_prompt,0.9981,0.856,0.973,0.9424,Q3
613,manual_data,born with a silver spoon,nascido com uma colher de prata,gemmaX,sem_prompt,0.9981,0.856,0.973,0.9424,Q3
160,manual_data,as good as done,quase feito,gpt,prompt2,1.0,1.049,0.7735,0.9408,Q3
442,manual_data,bite your tongue,Morda a língua,gemmaX,sem_prompt,0.9608,0.9073,0.9535,0.9405,Q3
378,manual_data,cast a shadow,lançar uma sombra,gemmaX,sem_prompt,0.9895,0.8446,0.9867,0.9403,Q3
670,manual_data,blind leading the blind,Cego guiando o cego,gemmaX,sem_prompt,0.9698,0.909,0.9415,0.9401,Q3
305,manual_data,come apart at the seams,desfazer-se pelas costuras,gpt,prompt2,0.9884,0.9023,0.9297,0.9401,Q3
704,manual_data,frog in your throat,sapo na sua garganta,gemmaX,sem_prompt,0.981,0.8775,0.9614,0.94,Q3
629,manual_data,as clear as day,claro como o dia,gemmaX,sem_prompt,0.9895,0.8585,0.9715,0.9398,Q3
146,manual_data,as sharp as a tack,afiado como uma agulha,gemmaX,sem_prompt,0.9792,0.9851,0.8541,0.9394,Q3
204,manual_data,blown out of proportion,"Fora de proporção
",gemini,prompt2,0.939,0.9783,0.8992,0.9388,Q3
103,manual_data,a diamond in the rough,"Um diamante bruto.
",gemini,prompt2,0.9538,1.0232,0.8361,0.9377,Q3
510,manual_data,fighting a losing battle,lutando uma batalha perdida,gpt,prompt2,0.9824,0.9077,0.9207,0.9369,Q3
150,manual_data,carrying the weight of the world,carregando o peso do mundo,gpt,prompt2,1.0,0.8337,0.972,0.9352,Q3
232,manual_data,chase rainbows,"Correr atrás de arco-íris
",gemini,prompt2,0.9912,0.8977,0.9137,0.9342,Q3
265,manual_data,He cleaned the garage on Saturday.,"Ele limpou a garagem no sábado.
",gemini,prompt2,0.9983,0.8313,0.973,0.9342,Q3
597,manual_data,come down to earth,"Voltar à realidade.
",gemma3,prompt2,0.9824,1.0368,0.783,0.9341,Q3
70,manual_data,blown out of the water,expulsado da água,gemmaX,sem_prompt,0.9817,0.987,0.8327,0.9338,Q3
246,manual_data,be a fly on the wall,"Ser uma mosca na parede
",gemini,prompt2,0.9518,0.9463,0.9018,0.9333,Q3
260,manual_data,diamond in the rough,diamante em bruto,gemmaX,sem_prompt,0.8933,1.0687,0.8381,0.9333,Q3
33,manual_data,get the show on the road,Colocar o espetáculo na estrada.,gpt,prompt2,0.9636,0.9496,0.8848,0.9327,Q3
353,manual_data,burn the candle at both ends,Queimar a vela em ambas as extremidades,gemmaX,sem_prompt,0.9804,0.8968,0.9205,0.9326,Q3
667,manual_data,as gentle as a lamb,"Tão dócil quanto um cordeiro.
",gemini,prompt2,0.9765,0.9103,0.9108,0.9325,Q3
650,manual_data,butter wouldn't melt,a manteiga não derreteria,gemmaX,sem_prompt,0.9925,0.8571,0.9447,0.9314,Q3
471,manual_data,"if the shoe fits, wear it","Se o sapato serve, use-o.",gpt,prompt2,0.9823,0.8796,0.93,0.9307,Q3
461,manual_data,clear the air,limpar o ar,gemmaX,sem_prompt,0.9912,0.8521,0.9407,0.928,Q3
381,manual_data,face the music,enfrentar as consequências,gpt,prompt2,0.9765,1.0505,0.7552,0.9274,Q3
651,manual_data,a taste of their own medicine,um gostinho da própria medicina,gpt,prompt2,0.9912,0.8787,0.9117,0.9272,Q3
620,manual_data,man of the hour,"O homem do momento
",gemini,prompt2,0.9824,0.8962,0.9024,0.927,Q3
238,manual_data,bite your lip,Morda o seu lábio,gemmaX,sem_prompt,0.9624,0.8473,0.9711,0.9269,Q3
172,manual_data,give the green light,Dar sinal verde,gemma3,prompt2,0.9912,0.8154,0.9695,0.9254,Q3
478,manual_data,cut from the same cloth,cortados do mesmo pano,gpt,prompt2,1.0,0.8063,0.967,0.9244,Q3
695,manual_data,as plain as day,claro como o dia,gemmaX,sem_prompt,0.9912,0.8585,0.9227,0.9241,Q3
616,manual_data,call it a day,Basta por hoje.,gemma3,prompt2,1.0,1.0766,0.6952,0.9239,Q3
223,manual_data,call it a day,Basta por hoje.,gemma3,prompt2,1.0,1.0766,0.6952,0.9239,Q3
404,manual_data,make waves,fazer ondas,gemmaX,sem_prompt,0.9912,0.7929,0.9861,0.9234,Q3
320,manual_data,caught in the crossfire,"Pego no fogo cruzado
",gemini,prompt2,0.9774,0.8704,0.9213,0.923,Q3
708,manual_data,foot in the door,"Pé na porta
",gemini,prompt2,0.964,0.8528,0.9519,0.9229,Q3
545,manual_data,break a leg,Quebrar uma perna,gemmaX,sem_prompt,0.9856,0.8427,0.9389,0.9224,Q3
118,manual_data,break a leg,Quebrar uma perna,gemmaX,sem_prompt,0.9856,0.8427,0.9389,0.9224,Q3
492,manual_data,coming full circle,"Completar um ciclo
",gemini,prompt2,0.9618,1.0813,0.7238,0.9223,Q3
338,manual_data,bad blood,sangue ruim,gpt,prompt2,1.0,0.7785,0.9853,0.9213,Q3
717,manual_data,add insult to injury,Adicionar insulto à lesão.,gpt,prompt2,0.9938,0.8508,0.9191,0.9212,Q3
415,manual_data,backseat driver,motorista de banco de trás,gpt,prompt4,0.9605,0.8156,0.9853,0.9205,Q3
51,manual_data,back to the drawing board,de volta à prancheta,gemmaX,sem_prompt,0.9859,0.7999,0.9752,0.9204,Q3
610,manual_data,feeding the fire,alimentando o fogo,gpt,prompt2,0.9658,0.8129,0.9767,0.9185,Q3
344,manual_data,cut the mustard,cortar a mostarda,gemmaX,sem_prompt,1.0,0.7773,0.9778,0.9183,Q3
700,manual_data,dying to know,morrendo de vontade de saber,gemmaX,sem_prompt,0.9942,0.777,0.9822,0.9178,Q3
559,manual_data,They are going for a run in the morning.,Eles vão correr de manhã.,gemmaX,sem_prompt,1.0,0.8749,0.8777,0.9175,Q3
60,manual_data,burst your bubble,estourar sua bolha,gpt,prompt2,0.9866,0.7757,0.9896,0.9173,Q3
410,manual_data,burst your bubble,estourar sua bolha,gpt,prompt2,0.9866,0.7757,0.9896,0.9173,Q3
349,manual_data,caught between a rock and a hard place,Preso entre uma rocha e um lugar difícil,gemmaX,sem_prompt,0.9704,0.8432,0.9305,0.9147,Q3
707,manual_data,as high as a kite,alto como uma pipa,gpt,prompt2,0.9937,0.7708,0.9791,0.9145,Q3
345,manual_data,by the book,de acordo com o livro,gemmaX,sem_prompt,1.0,0.9494,0.7939,0.9145,Q3
364,manual_data,by the book,de acordo com o livro,gemmaX,sem_prompt,1.0,0.9494,0.7939,0.9145,Q3
19,manual_data,She wrote a report for work.,"Ela escreveu um relatório para o trabalho.
",gemini,prompt2,0.9997,0.7671,0.9743,0.9137,Q3
681,manual_data,have the upper hand,ter a vantagem,gpt,prompt4,0.9874,0.7705,0.9792,0.9123,Q3
484,manual_data,bad egg,O ovo estragado,gemma3,prompt2,0.9912,1.0002,0.7452,0.9122,Q3
284,manual_data,get a second wind,ter uma segunda oportunidade,gemmaX,sem_prompt,0.9869,1.023,0.7244,0.9114,Q3
200,manual_data,can't see the forest for the trees,Não consigo ver a floresta por causa das árvores,gemmaX,sem_prompt,0.9912,0.8006,0.9414,0.9111,Q3
579,manual_data,catch lightning in a bottle,"Capturar um raio em uma garrafa.
",gemma3,prompt2,0.9862,0.8957,0.8508,0.9109,Q3
654,manual_data,dropping like flies,caindo como moscas,gpt,prompt2,0.9612,0.8703,0.8986,0.91,Q3
11,manual_data,hold the fort,defenda o forte,gemmaX,sem_prompt,1.0,0.8025,0.9267,0.9097,Q3
333,manual_data,cut to the chase,Vá direto ao ponto.,gpt,prompt2,0.9479,1.0511,0.7272,0.9087,Q3
128,manual_data,cast iron stomach,"Estômago de aço
",gemini,prompt2,0.9712,1.048,0.6993,0.9062,Q3
299,manual_data,beyond the pale,"Além do limite.
",gemini,prompt2,0.9729,0.9934,0.7491,0.9051,Q3
374,manual_data,crash and burn,quebrar e queimar,gpt,prompt2,0.9824,0.9318,0.8007,0.905,Q3
261,manual_data,beat the clock,vencer o tempo,gpt,prompt4,0.9747,0.7686,0.9709,0.9047,Q3
226,manual_data,chill to the bone,frio até aos ossos,gemmaX,sem_prompt,0.9697,0.8048,0.935,0.9032,Q3
280,manual_data,cook up a storm,preparar uma grande refeição,gpt,prompt2,0.8573,1.0587,0.793,0.903,Q3
444,manual_data,eyes in the back of your head,olhos na parte de trás da sua cabeça,gemmaX,sem_prompt,1.0,0.7657,0.9412,0.9023,Q3
554,manual_data,better safe than sorry,Mais vale prevenir do que remediar.,gemma3,prompt2,0.9895,1.0051,0.7059,0.9001,Q3
117,manual_data,going down in flames,Caindo em chamas,gemma3,prompt2,0.9559,0.8328,0.9116,0.9001,Q3
548,manual_data,below the belt,abaixo da cintura,gpt,prompt2,0.9881,1.0307,0.6812,0.9,Q3
480,manual_data,alive and kicking,"Vivo e forte
",gemini,prompt2,0.9512,0.9816,0.7659,0.8996,Q3
298,manual_data,blood from a stone,"Sangue de pedra
",gemini,prompt2,0.9533,1.0579,0.6869,0.8993,Q3
643,manual_data,a drop in the ocean,"Uma gota no oceano
",gemini,prompt2,0.9847,0.7564,0.956,0.899,Q3
249,manual_data,bottom line,"Resultado final
",gemini,prompt2,0.9822,1.0514,0.6632,0.899,Q3
687,manual_data,airing dirty laundry,lavagem de roupa suja,gemmaX,sem_prompt,0.9775,1.0357,0.6823,0.8985,Q3
253,manual_data,chasing your tail,"Correndo atrás do próprio rabo
",gemini,prompt2,0.9496,0.8617,0.8836,0.8983,Q3
151,manual_data,cogs in the machine,peças na engrenagem,gpt,prompt4,0.9878,0.7311,0.9725,0.8972,Q3
433,manual_data,get the ball rolling,começar a rolar a bola,gemmaX,sem_prompt,0.972,0.8432,0.8692,0.8948,Q3
689,manual_data,another string to your bow,mais uma corda ao seu arco,gpt,prompt4,0.9772,0.7367,0.9703,0.8947,Q3
530,manual_data,cost an arm and a leg,custar um braço e uma perna,gemmaX,sem_prompt,0.9924,0.7189,0.9728,0.8947,Q3
167,manual_data,honest as the day is long,Honesto como o dia é comprido.,gemma3,prompt2,0.9695,0.8409,0.8721,0.8942,Q3
446,manual_data,back on your feet,De pé novamente.,gpt,prompt4,0.9814,0.7497,0.9516,0.8942,Q3
555,manual_data,burnt to a crisp,"Queimado até virar carvão.
",gemma3,prompt2,0.9541,0.8479,0.8746,0.8922,Q3
10,manual_data,leave no stone unturned,Não deixe pedra sobre pedra.,gpt,prompt2,0.9904,0.7772,0.9065,0.8914,Q3
206,manual_data,birds of a feather flock together,pássaros da mesma espécie voam juntos,gemmaX,sem_prompt,0.9409,1.0424,0.6854,0.8896,Q3
45,manual_data,spill the beans,revelar o segredo,gpt,prompt2,0.9749,1.0347,0.6559,0.8885,Q3
632,manual_data,blaze a trail,abrir um caminho,gpt,prompt2,0.9601,1.0186,0.6825,0.8871,Q4
57,manual_data,antsy as a cat on a hot tin roof,inquieto como um gato em um telhado de lata quente,gemmaX,sem_prompt,0.9334,0.8237,0.9031,0.8867,Q4
217,manual_data,once in a blue moon,uma vez em uma lua azul,gemmaX,sem_prompt,0.9948,0.6842,0.9784,0.8858,Q4
110,manual_data,finding your feet,"Encontrar o seu lugar.
",gemma3,prompt2,0.9448,0.9595,0.7523,0.8855,Q4
341,manual_data,get your ducks in a row,Coloque suas coisas em ordem.,gpt,prompt2,0.951,1.0503,0.6498,0.8837,Q4
618,manual_data,call it a night,Vamos dar por encerrada a noite.,gemma3,prompt2,1.0,0.8436,0.8,0.8812,Q4
475,manual_data,bite the bullet,Encarar a realidade.,gpt,prompt2,0.9947,1.0732,0.5752,0.881,Q4
15,manual_data,beggars can’t be choosers,"""Quem está em necessidade não pode escolher.""",gpt,prompt2,0.9904,0.9837,0.6682,0.8808,Q4
677,manual_data,chained to the desk,acorrentado à secretária,gemmaX,sem_prompt,0.939,0.8157,0.8834,0.8794,Q4
159,manual_data,mind over matter,"Mente sobre matéria
",gemini,prompt2,0.9914,0.7038,0.9426,0.8793,Q4
693,manual_data,dropping the ball,"Deixar a peteca cair
",gemini,prompt2,0.9705,0.8152,0.8486,0.8781,Q4
376,manual_data,bare bones,essencial,gpt,prompt2,0.9451,1.0205,0.6677,0.8778,Q4
337,manual_data,bare your soul,abra sua alma,gpt,prompt2,0.9853,0.7449,0.9008,0.877,Q4
496,manual_data,burst at the seams,estourar nas costuras,gpt,prompt2,0.9368,0.759,0.9309,0.8756,Q4
373,manual_data,bring to the table,trazer para a mesa,gemmaX,sem_prompt,0.988,0.6549,0.981,0.8746,Q4
53,manual_data,as right as rain,como se estivesse tudo bem,gemmaX,sem_prompt,0.8477,1.022,0.7536,0.8744,Q4
661,manual_data,go the extra mile,ir além do necessário,gpt,prompt2,0.9774,0.8996,0.7416,0.8729,Q4
502,manual_data,against the grain,"Contra a corrente
",gemini,prompt2,0.9377,0.9777,0.7028,0.8727,Q4
8,manual_data,dime a dozen,Uma dúzia.,gemma3,prompt2,0.9794,0.9575,0.6775,0.8715,Q4
76,manual_data,early bird catches the worm,o pássaro que acorda mais cedo pega o verme,gemmaX,sem_prompt,0.9738,0.9146,0.7253,0.8712,Q4
356,manual_data,chase your tail,perseguir o próprio rabo,gpt,prompt2,0.9841,0.852,0.776,0.8707,Q4
692,manual_data,bolt from the blue,relâmpago do céu azul,gpt,prompt2,0.982,0.8567,0.7728,0.8705,Q4
634,manual_data,at your wit’s end,à beira de um colapso emocional,gpt,prompt2,0.9747,1.0064,0.6284,0.8698,Q4
26,manual_data,blind as a bat,"Cego como um morcego
",gemini,prompt2,0.985,0.6887,0.9357,0.8698,Q4
229,manual_data,blind as a bat,"Cego como um morcego
",gemini,prompt2,0.985,0.6887,0.9357,0.8698,Q4
43,manual_data,all bark and no bite,apenas latido e nenhum ataque,gpt,prompt2,0.9159,0.83,0.8616,0.8691,Q4
569,manual_data,coming up roses,Tudo está indo bem.,gemma3,prompt2,0.8677,1.0886,0.6492,0.8685,Q4
32,manual_data,apple of my eye,melhor coisa da minha vida,gpt,prompt2,0.9718,1.029,0.6029,0.8679,Q4
603,manual_data,icing on the cake,O toque final,gemma3,prompt2,0.9888,0.8926,0.7218,0.8678,Q4
525,manual_data,feeling under the weather,"Sentindo-se mal.
",gemini,prompt2,0.9549,0.9678,0.6798,0.8675,Q4
132,manual_data,blow a fuse,queimar um fusível,gemmaX,sem_prompt,0.9823,0.6363,0.9826,0.8671,Q4
343,manual_data,at death's door,à porta da morte,gpt,prompt2,1.0,0.7918,0.806,0.8659,Q4
137,manual_data,bare bones,esqueleto básico,gpt,prompt2,0.9251,1.0307,0.639,0.865,Q4
372,manual_data,bend the rules,"Flexibilizar as regras
",gemini,prompt2,0.9676,0.8057,0.8155,0.8629,Q4
222,manual_data,blind as a bat,Cego como um morcego.,gemma3,prompt2,0.9773,0.7,0.9077,0.8617,Q4
250,manual_data,bet the farm,apostar tudo,gpt,prompt2,0.959,0.9404,0.6853,0.8616,Q4
247,manual_data,changing gears,"Mudando de marcha
",gemini,prompt2,0.9912,0.7947,0.7955,0.8605,Q4
399,manual_data,come up against a brick wall,Encontrar uma barreira intransponível.,gemma3,prompt2,0.9483,1.0475,0.5856,0.8604,Q4
16,manual_data,card up your sleeve,cartão na manga,gemmaX,sem_prompt,0.9682,0.6496,0.9628,0.8602,Q4
627,manual_data,bigger fish to fry,"Problemas maiores para resolver
",gemini,prompt2,0.9869,1.0246,0.5685,0.86,Q4
138,manual_data,bottom of the totem pole,fundo da hierarquia,gpt,prompt2,0.9737,1.0209,0.5815,0.8587,Q4
13,manual_data,fit as a fiddle,em forma como um violino,gpt,prompt2,0.9545,0.8936,0.7277,0.8586,Q4
216,manual_data,over the moon,À lua e de volta.,gemma3,prompt4,0.9431,0.8911,0.7413,0.8585,Q4
517,manual_data,cooking up a storm,cozinhar como louco,gemmaX,sem_prompt,0.9512,0.9642,0.6584,0.8579,Q4
180,manual_data,ants in your pants,formigas nas calças,gemmaX,sem_prompt,0.9842,0.6223,0.9664,0.8576,Q4
360,manual_data,ants in your pants,formigas nas calças,gemmaX,sem_prompt,0.9842,0.6223,0.9664,0.8576,Q4
648,manual_data,back against the wall,costas contra a parede,gpt,prompt2,0.9773,0.6147,0.9796,0.8572,Q4
684,manual_data,at the drop of a hat,"Imediatamente
",gemini,prompt4,0.9842,0.675,0.9079,0.8557,Q4
170,manual_data,by the seat of your pants,pelo assento de suas calças,gemmaX,sem_prompt,0.9531,0.7306,0.8832,0.8556,Q4
549,manual_data,caught red-handed,pego em flagrante,gemmaX,sem_prompt,0.9181,0.9177,0.7302,0.8553,Q4
297,manual_data,caught red-handed,pego em flagrante,gpt,prompt2,0.9181,0.9177,0.7302,0.8553,Q4
523,manual_data,go the extra mile,ir além do esperado,gpt,prompt2,0.99,0.8641,0.7109,0.855,Q4
355,manual_data,bite the bullet,Encarar a situação.,gpt,prompt2,0.9217,1.0203,0.6137,0.8519,Q4
533,manual_data,chew the fat,mastigar a gordura,gemmaX,sem_prompt,0.983,0.5963,0.9737,0.851,Q4
111,manual_data,give someone a run for their money,"Dar trabalho a alguém.
",gemini,prompt2,0.8845,1.0878,0.5796,0.8507,Q4
139,manual_data,face the music,"Assumir as consequências.
",gemma3,prompt2,0.9766,0.8665,0.7084,0.8505,Q4
370,manual_data,all thumbs,todos os polegares,gemmaX,sem_prompt,0.941,0.7214,0.8837,0.8487,Q4
230,manual_data,all thumbs,todos os polegares,gemmaX,sem_prompt,0.941,0.7214,0.8837,0.8487,Q4
454,manual_data,how the cookie crumbles,como as coisas acontecem,gpt,prompt2,0.9663,0.899,0.6775,0.8476,Q4
509,manual_data,a snowball's chance in hell,a chance de uma bola de neve no inferno,gemmaX,sem_prompt,0.9783,0.7247,0.838,0.847,Q4
429,manual_data,face like thunder,cara de trovão,gemmaX,sem_prompt,0.9313,0.7958,0.8121,0.8464,Q4
144,manual_data,all ears,tô ouvindo,gpt,prompt2,0.9508,0.9905,0.5961,0.8458,Q4
565,manual_data,big shoes to fill,"Grandes responsabilidades
",gemini,prompt2,0.9567,0.9197,0.6592,0.8452,Q4
124,manual_data,come out of the woodwork,sair do armário,gemmaX,sem_prompt,0.9185,0.953,0.6628,0.8448,Q4
456,manual_data,all bark and no bite,tudo é conversa e nada de ação,gemmaX,sem_prompt,0.9025,0.9343,0.6886,0.8418,Q4
671,manual_data,blue in the face,azul na face,gpt,prompt2,0.9977,0.5452,0.9814,0.8414,Q4
600,manual_data,apple of my eye,a joia dos meus olhos,gpt,prompt4,0.9901,0.5874,0.9462,0.8412,Q4
550,manual_data,make a mountain out of a molehill,"Fazer uma montanha de um grão de areia.
",gemma3,prompt2,0.9405,0.6535,0.9285,0.8408,Q4
512,manual_data,hit the ground running,começar de imediato,gemmaX,sem_prompt,0.9107,0.903,0.7084,0.8407,Q4
220,manual_data,ace in the hole,"Trunfo na manga
",gemini,prompt2,0.9605,0.7459,0.8147,0.8404,Q4
330,manual_data,dead as a doornail,morto como um doornail,gpt,prompt4,0.9348,0.6144,0.9698,0.8397,Q4
328,manual_data,He is eating dinner with his family.,"Ele está jantando com a família dele.
",gemini,prompt2,1.0,0.5638,0.9526,0.8388,Q4
302,manual_data,follow your nose,siga seu instinto,gpt,prompt4,0.9593,0.7134,0.8418,0.8382,Q4
608,manual_data,have a lot on your plate,"Ter muito o que fazer.
",gemma3,prompt2,0.9619,0.83,0.7219,0.8379,Q4
384,manual_data,hit the books,"Estudar bastante.
",gemini,prompt2,0.9729,0.8829,0.6543,0.8367,Q4
363,manual_data,cat's meow,miau do gato,gemmaX,sem_prompt,0.9642,0.5665,0.9779,0.8362,Q4
656,manual_data,hold your horses,"Calma aí!
",gemini,prompt2,0.9063,1.0254,0.5723,0.8346,Q4
143,manual_data,batten down the hatches,"Abaixar as escotilhas.
",gemini,prompt2,0.9531,0.746,0.8041,0.8344,Q4
387,manual_data,couch potato,"Batata de sofá.
",gemini,prompt4,0.958,0.727,0.8161,0.8337,Q4
49,manual_data,close to the vest,Em segredo.,gemma3,prompt2,0.916,1.0205,0.5591,0.8318,Q4
458,manual_data,be on cloud nine,estar nas nuvens,gemmaX,sem_prompt,0.9522,0.8727,0.667,0.8307,Q4
290,manual_data,call a spade a spade,Chamar as coisas pelos seus nomes.,gemma3,prompt2,0.9786,1.0796,0.4311,0.8298,Q4
163,manual_data,another one bites the dust,Mais um morre,gemmaX,sem_prompt,0.8186,0.9226,0.7467,0.8293,Q4
642,manual_data,big time,grande estilo,gpt,prompt2,0.818,0.9647,0.7016,0.8281,Q4
450,manual_data,ace in the hole,um trunfo oculto,gemmaX,sem_prompt,0.9202,0.9751,0.5854,0.8269,Q4
558,manual_data,as fit as a fiddle,em forma de um violino,gpt,prompt4,0.9564,0.8279,0.6916,0.8253,Q4
479,manual_data,full plate,"Armadura completa
",gemini,prompt4,0.9791,0.8095,0.6808,0.8231,Q4
40,manual_data,falling through the cracks,Caindo entre as frestas,gemma3,prompt2,0.9445,0.577,0.9469,0.8228,Q4
420,manual_data,at the drop of a hat,a qualquer momento,gpt,prompt2,0.9773,0.9866,0.5034,0.8224,Q4
500,manual_data,behind the eight ball,atrás da oitava bola,gemmaX,sem_prompt,0.9446,0.6322,0.885,0.8206,Q4
396,manual_data,beat a hasty retreat,deram uma retirada precipitada,gemmaX,sem_prompt,0.9103,0.7607,0.7903,0.8204,Q4
633,manual_data,dare to dream,atreva-se a sonhar,gpt,prompt2,0.9983,0.5602,0.8988,0.8191,Q4
564,manual_data,blown away,deixado de lado,gemmaX,sem_prompt,0.9829,0.933,0.5391,0.8183,Q4
227,manual_data,broad strokes,"Em linhas gerais
",gemini,prompt2,0.8291,0.9578,0.6643,0.8171,Q4
607,manual_data,red herring,isca vermelha,gemmaX,sem_prompt,0.9512,0.781,0.7178,0.8167,Q4
561,manual_data,apple of discord,maçã da discórdia,gpt,prompt4,0.961,0.501,0.9853,0.8158,Q4
44,manual_data,apple of discord,maçã da discórdia,gpt,prompt4,0.961,0.501,0.9853,0.8158,Q4
393,manual_data,barking up the wrong tree,Apontando para a árvore errada.,gpt,prompt2,0.9397,0.7486,0.7576,0.8153,Q4
278,manual_data,break the back of it,"Superar a parte mais difícil.
",gemma3,prompt2,0.922,0.9495,0.5737,0.8151,Q4
421,manual_data,by a hair's breadth,por uma questão de cabelo,gemmaX,sem_prompt,0.9438,0.9065,0.5895,0.8133,Q4
680,manual_data,dive in headfirst,"Mergulhar de cabeça
",gemini,prompt2,0.9315,0.6174,0.8878,0.8122,Q4
93,manual_data,blind alley,Rua sem saída,gemma3,prompt2,0.8519,0.9334,0.6487,0.8113,Q4
351,manual_data,drive me up the wall,me deixa louco,gemmaX,sem_prompt,0.9011,0.8665,0.6663,0.8113,Q4
234,manual_data,get a grip,"Mantenha a calma.
",gemini,prompt4,0.9924,0.8277,0.6132,0.8111,Q4
409,manual_data,hit the sack,Ir para a cama,gemma3,prompt2,0.8177,1.0348,0.5786,0.8104,Q4
112,manual_data,have a bone to pick,ter uma questão a resolver,gpt,prompt4,0.9415,0.8487,0.6386,0.8096,Q4
314,manual_data,fall on deaf ears,cair em ouvidos surdos,gpt,prompt4,0.962,0.485,0.9762,0.8077,Q4
1,manual_data,blow off steam,"Soltar a pressão.
",gemma3,prompt4,0.9781,0.5535,0.8868,0.8061,Q4
123,manual_data,burning the midnight oil,queimar o óleo da meia-noite,gpt,prompt2,0.9614,0.5709,0.8831,0.8051,Q4
552,manual_data,burn a hole in your pocket,"Fazer um buraco no bolso.
",gemini,prompt4,0.9814,0.5018,0.9298,0.8043,Q4
716,manual_data,by a long shot,por uma grande margem,gemmaX,sem_prompt,0.9929,0.658,0.7603,0.8037,Q4
636,manual_data,call the shots,"Dar as cartas
",gemini,prompt2,0.9394,0.9338,0.5291,0.8008,Q4
666,manual_data,chip on your shoulder,"Complexo de inferioridade.
",gemma3,prompt2,0.9118,1.0929,0.3935,0.7994,Q4
169,manual_data,be in hot water,estar encrencado,gpt,prompt4,0.9679,0.5384,0.8868,0.7977,Q4
617,manual_data,batten down the hatches,"Arriar as escotilhas
",gemini,prompt2,0.899,0.7406,0.747,0.7956,Q4
268,manual_data,happy as a clam,"Feliz como um marisco.
",gemini,prompt4,0.98,0.4916,0.9065,0.7927,Q4
240,manual_data,into thin air,no ar rarefeito,gemmaX,sem_prompt,0.9023,0.7112,0.7562,0.7899,Q4
94,manual_data,cutting corners,cortar cantos,gemmaX,sem_prompt,0.9843,0.4955,0.8847,0.7882,Q4
529,manual_data,cutting corners,cortar cantos,gemmaX,sem_prompt,0.9843,0.4955,0.8847,0.7882,Q4
518,manual_data,fall through the cracks,cair nas lacunas,gpt,prompt4,0.9902,0.5865,0.7798,0.7855,Q4
340,manual_data,go down in flames,ir para o chão em chamas,gpt,prompt4,0.9594,0.4153,0.9807,0.7852,Q4
38,manual_data,fit as a fiddle,em forma excelente,gpt,prompt2,0.9379,0.796,0.6099,0.7813,Q4
199,manual_data,at the end of the day,"No fim das contas.
",gemma3,prompt2,0.9483,0.689,0.705,0.7808,Q4
405,manual_data,bury the hatchet,"Enterrar a machadinha.
",gemini,prompt4,0.9401,0.5651,0.8153,0.7735,Q4
457,manual_data,beef up,reforçar,gpt,prompt2,0.9086,0.9161,0.4925,0.7724,Q4
637,manual_data,close call,quase acidente,gpt,prompt2,0.9367,0.6971,0.682,0.7719,Q4
