indice,ingles_original,portugues_traduzido,label,dataset,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl
434,He went to the gym for a workout session.,"Ele foi à academia para uma sessão de treino.
",0,manual_data,gemma3,prompt2,0.9776,1.0,0.9517210721969604,0.9809828996658325
435,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,0,manual_data,gemma3,prompt2,1.0069,1.0,0.974439799785614,1.046378493309021
436,They enjoyed a family dinner together.,"Eles apreciaram um jantar em família juntos.
",0,manual_data,gemini,prompt2,1.0003,1.0,0.977898359298706,1.0230847597122192
437,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,0,manual_data,gemmaX,sem_prompt,1.0142,1.0,0.9590446352958679,1.0834320783615112
439,flying high,"Voando alto
",1,manual_data,gemini,prompt2,0.9811,1.0,0.9677116870880127,0.9755638837814331
440,bring home the bacon,trazer o pão para casa,1,manual_data,gpt,prompt2,0.9808,1.0,0.9823120832443237,0.9601123929023743
441,give someone the cold shoulder,dar a alguém o ombro frio,1,manual_data,gemmaX,sem_prompt,0.9913,0.9983440637588501,0.9682740569114685,1.007422924041748
442,bite your tongue,Morda a língua,1,manual_data,gemmaX,sem_prompt,0.9405,0.9608120918273926,0.9535307288169861,0.9072723984718323
443,all in a day's work,"Tudo em um dia de trabalho.
",1,manual_data,gemini,prompt2,0.9835,0.9797326326370239,0.9550060033798218,1.0158008337020874
444,eyes in the back of your head,olhos na parte de trás da sua cabeça,1,manual_data,gemmaX,sem_prompt,0.9023,1.0,0.9411945939064026,0.7657376527786255
445,He ate his breakfast quickly.,Ele comeu seu café da manhã rapidamente.,0,manual_data,gemmaX,sem_prompt,0.9722,1.0,0.9816641211509705,0.9348477125167847
446,back on your feet,De pé novamente.,1,manual_data,gpt,prompt4,0.8942,0.9813961982727051,0.9516150951385498,0.749692976474762
447,"blood, sweat, and tears","Sangue, suor e lágrimas.",1,manual_data,gemma3,prompt2,1.0349,1.0,0.9736478924751282,1.1310433149337769
448,They are driving to the countryside.,Eles estão dirigindo para o interior.,0,manual_data,gpt,prompt2,0.977,1.0,0.9629115462303162,0.9680471420288086
449,She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,0,manual_data,gemma3,prompt2,1.012,1.0,0.978672444820404,1.0573290586471558
451,hard as nails,duro como unhas,1,manual_data,gemmaX,sem_prompt,0.943,0.982251763343811,0.9906759262084961,0.8561093211174011
453,black and blue,preto e azul,1,manual_data,gpt,prompt2,1.029,1.0,0.9940990805625916,1.0928452014923096
454,how the cookie crumbles,como as coisas acontecem,1,manual_data,gpt,prompt2,0.8476,0.9663209319114685,0.677544116973877,0.8990066051483154
455,He played video games all evening.,Ele jogou video games a noite toda.,0,manual_data,gemmaX,sem_prompt,1.0211,1.0,0.9680101871490479,1.0952616930007935
457,beef up,reforçar,1,manual_data,gpt,prompt2,0.7724,0.908572256565094,0.4925009310245514,0.9160706996917725
458,be on cloud nine,estar nas nuvens,1,manual_data,gemmaX,sem_prompt,0.8307,0.9522465467453003,0.6670307517051697,0.8726908564567566
459,They traveled to the mountains for vacation.,Eles viajaram para as montanhas nas férias.,0,manual_data,gpt,prompt2,0.9966,1.0,0.956134021282196,1.0336178541183472
460,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,0,manual_data,gpt,prompt2,0.9898,1.0,0.951689600944519,1.0178180932998657
461,clear the air,limpar o ar,1,manual_data,gemmaX,sem_prompt,0.928,0.9912000298500061,0.9406710267066956,0.8520721197128296
462,cat got your tongue,O gato comeu sua língua?,1,manual_data,gemma3,prompt2,0.951,0.9942845106124878,0.791006863117218,1.067672848701477
463,as busy as a bee,"Tão ocupado como uma abelha.
",1,manual_data,gemini,prompt2,0.9521,0.9380872249603271,0.9292823672294617,0.988910973072052
464,They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",0,manual_data,gemini,prompt2,1.007,0.9912000298500061,0.9773280024528503,1.0524252653121948
465,come out of your shell,"Saia da sua concha.
",1,manual_data,gemini,prompt2,0.9518,0.9632747173309326,0.951841413974762,0.9404085874557495
466,a storm in a teacup,Uma tempestade num copo d'água.,1,manual_data,gemma3,prompt2,0.9931,0.9993736743927002,0.925629198551178,1.0542752742767334
467,a tower of strength,uma torre de força,1,manual_data,gemmaX,sem_prompt,0.9844,1.0,0.9861269593238831,0.9671326875686646
468,all's fair in love and war,Tudo é justo no amor e na guerra,1,manual_data,gemmaX,sem_prompt,1.0043,1.0,0.9625515341758728,1.0504169464111328
469,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,0,manual_data,gemmaX,sem_prompt,0.9893,0.9795606136322021,0.9665258526802063,1.0218425989151
470,all the world's a stage,Todo o mundo é um palco,1,manual_data,gemmaX,sem_prompt,1.0093,1.0,0.9582616090774536,1.0696256160736084
471,"if the shoe fits, wear it","Se o sapato serve, use-o.",1,manual_data,gpt,prompt2,0.9307,0.9823393821716309,0.9300318360328674,0.8796136379241943
472,They have three children.,Eles têm três filhos.,0,manual_data,gpt,prompt2,1.0277,1.0,0.9865394830703735,1.096514344215393
473,She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
",0,manual_data,gemini,prompt2,1.0058,1.0,0.9802358150482178,1.037231206893921
474,They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,0,manual_data,gemma3,prompt2,1.0061,1.0,0.9753580689430237,1.043075442314148
475,bite the bullet,Encarar a realidade.,1,manual_data,gpt,prompt2,0.881,0.994675874710083,0.575158417224884,1.0732425451278687
476,They went hiking in the mountains.,Eles foram fazer trilha nas montanhas.,0,manual_data,gpt,prompt2,1.0084,1.0,0.9755762815475464,1.0496959686279297
477,keep your chin up,Mantenha a cabeça erguida.,1,manual_data,gemma3,prompt2,0.9686,0.9912000298500061,0.8921305537223816,1.0225260257720947
478,cut from the same cloth,cortados do mesmo pano,1,manual_data,gpt,prompt2,0.9244,1.0,0.9669749140739441,0.8063122034072876
479,full plate,"Armadura completa
",1,manual_data,gemini,prompt4,0.8231,0.979101836681366,0.6808364987373352,0.8094851970672607
480,alive and kicking,"Vivo e forte
",1,manual_data,gemini,prompt2,0.8996,0.9511970281600952,0.76591557264328,0.9816278219223022
481,a place in the sun,Um lugar ao sol,1,manual_data,gemmaX,sem_prompt,0.9959,1.0,0.963469922542572,1.02432119846344
482,They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
",0,manual_data,gemini,prompt2,1.0058,1.0,0.9477550983428955,1.0696911811828613
483,I took a photo of the beautiful sunset.,Tirei uma foto do lindo pôr do sol.,0,manual_data,gemmaX,sem_prompt,0.9946,1.0,0.9500065445899963,1.03389573097229
484,bad egg,O ovo estragado,1,manual_data,gemma3,prompt2,0.9122,0.9912000298500061,0.7451856136322021,1.0001952648162842
485,back to square one,De volta à estaca zero.,1,manual_data,gemma3,prompt2,1.0151,1.0,0.9655810594558716,1.0797053575515747
486,break the ice,"Quebrar o gelo
",1,manual_data,gemini,prompt2,1.0016,0.9912000298500061,0.9466816186904907,1.0669844150543213
487,The train arrived at the station on time.,"O trem chegou à estação na hora certa.
",0,manual_data,gemini,prompt2,1.023,1.0,0.9779856204986572,1.09114408493042
488,She took a nap after lunch.,Ela tirou uma soneca depois do almoço.,0,manual_data,gemma3,prompt2,0.9674,1.0,0.980903148651123,0.9212323427200317
489,He is watering the plants.,"Ele está regando as plantas.
",0,manual_data,gemini,prompt2,0.9941,1.0,0.97048419713974,1.0119606256484985
490,at the helm,ao leme,1,manual_data,gemmaX,sem_prompt,0.7237,0.9644632339477539,0.9682808518409729,0.2382718026638031
491,The dog is playing outside.,"O cachorro está brincando lá fora.
",0,manual_data,gemma3,prompt2,1.0267,1.0,0.9758135676383972,1.1043001413345337
492,coming full circle,"Completar um ciclo
",1,manual_data,gemini,prompt2,0.9223,0.9618440866470337,0.7237880825996399,1.081288456916809
494,as smooth as silk,suave como seda,1,manual_data,gpt,prompt2,1.0055,1.0,0.9494194388389587,1.0672155618667603
495,a shot in the dark,"Um tiro no escuro
",1,manual_data,gemini,prompt2,0.9997,1.0,0.9673404097557068,1.0317991971969604
496,burst at the seams,estourar nas costuras,1,manual_data,gpt,prompt2,0.8756,0.9368358850479126,0.930908739566803,0.7590078711509705
497,They went to a concert last night.,"Eles foram a um show ontem à noite.
",0,manual_data,gemini,prompt2,1.0059,1.0,0.9802564978599548,1.0374113321304321
499,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,0,manual_data,gpt,prompt2,1.0137,1.0,0.9785884022712708,1.062653660774231
500,behind the eight ball,atrás da oitava bola,1,manual_data,gemmaX,sem_prompt,0.8206,0.9446392059326172,0.8849900364875793,0.6322215795516968
501,She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,0,manual_data,gpt,prompt2,0.9919,1.0,0.9729944467544556,1.002743124961853
502,against the grain,"Contra a corrente
",1,manual_data,gemini,prompt2,0.8727,0.9376653432846069,0.7027885317802429,0.9777259826660156
503,She is typing on her computer.,Ela está digitando em seu computador.,0,manual_data,gemmaX,sem_prompt,1.0044,1.0,0.9812178015708923,1.0320760011672974
504,left out in the cold,deixado de fora no frio,1,manual_data,gpt,prompt2,0.9466,1.0,0.9867302775382996,0.8531724214553833
505,don't judge a book by its cover,"Não julgue um livro pela capa.
",1,manual_data,gemma3,prompt2,1.033,1.0,0.959353506565094,1.139675259590149
506,bend over backward,dobrar para trás,1,manual_data,gemmaX,sem_prompt,0.745,0.9658557772636414,0.9176310896873474,0.35140228271484375
507,back to the grind,De volta à rotina.,1,manual_data,gemma3,prompt2,1.0241,0.9737918376922607,0.9216047525405884,1.1767820119857788
508,let sleeping dogs lie,Deixe os cães dormirem,1,manual_data,gemmaX,sem_prompt,0.98,1.0,0.8551791310310364,1.0848571062088013
509,a snowball's chance in hell,a chance de uma bola de neve no inferno,1,manual_data,gemmaX,sem_prompt,0.847,0.9783494472503662,0.8380403518676758,0.724657416343689
510,fighting a losing battle,lutando uma batalha perdida,1,manual_data,gpt,prompt2,0.9369,0.9824000597000122,0.9207392930984497,0.907679557800293
511,a fish out of water,"Um peixe fora d'água
",1,manual_data,gemini,prompt2,1.0227,1.0,0.96318119764328,1.1048671007156372
512,hit the ground running,começar de imediato,1,manual_data,gemmaX,sem_prompt,0.8407,0.9106655120849609,0.7083848118782043,0.9030264019966125
514,He took a walk in the park.,"Ele deu um passeio no parque.
",0,manual_data,gemini,prompt2,1.0043,1.0,0.9778249859809875,1.0350971221923828
515,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",0,manual_data,gemma3,prompt2,1.0073,1.0,0.975312352180481,1.0465596914291382
516,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,0,manual_data,gemma3,prompt2,1.0128,1.0,0.945885181427002,1.0923815965652466
517,cooking up a storm,cozinhar como louco,1,manual_data,gemmaX,sem_prompt,0.8579,0.9511622190475464,0.6583602428436279,0.9642308950424194
518,fall through the cracks,cair nas lacunas,1,manual_data,gpt,prompt4,0.7855,0.9901645183563232,0.7798212170600891,0.5864778161048889
520,dance with the devil,"Dançar com o diabo.
",1,manual_data,gemma3,prompt2,0.9692,0.981807291507721,0.8671702146530151,1.058686375617981
521,dark horse,cavalo escuro,1,manual_data,gemmaX,sem_prompt,1.0165,1.0,0.9872961640357971,1.0622750520706177
522,She enjoys walking in the park.,"Ela gosta de caminhar no parque.
",0,manual_data,gemini,prompt2,1.0021,1.0,0.9363914728164673,1.069921612739563
524,He is looking out the window at the rain.,"Ele está olhando pela janela para a chuva.
",0,manual_data,gemma3,prompt2,0.994,1.0,0.973869800567627,1.0081852674484253
525,feeling under the weather,"Sentindo-se mal.
",1,manual_data,gemini,prompt2,0.8675,0.9548693895339966,0.6797519326210022,0.9678090214729309
527,clear as crystal,"Claro como cristal
",1,manual_data,gemini,prompt2,1.0132,1.0,0.982745349407196,1.0568978786468506
529,cutting corners,cortar cantos,1,manual_data,gemmaX,sem_prompt,0.7882,0.9843111038208008,0.8846967816352844,0.4954524040222168
530,cost an arm and a leg,custar um braço e uma perna,1,manual_data,gemmaX,sem_prompt,0.8947,0.992431640625,0.9728193879127502,0.7188631296157837
531,a far cry,um grito distante,1,manual_data,gemmaX,sem_prompt,0.9439,0.919709324836731,0.8107305765151978,1.1012108325958252
532,carry the torch,carregar a tocha,1,manual_data,gpt,prompt2,0.9514,1.0,0.971929132938385,0.882222056388855
533,chew the fat,mastigar a gordura,1,manual_data,gemmaX,sem_prompt,0.851,0.9829832315444946,0.9736513495445251,0.5963057279586792
534,at a snail's pace,a um ritmo de lesma,1,manual_data,gemmaX,sem_prompt,0.9985,0.9992117881774902,0.9750942587852478,1.0211275815963745
535,He is taking a nap on the couch.,Ele está tirando uma soneca no sofá.,0,manual_data,gemma3,prompt2,0.9777,0.9998399019241333,0.9605469107627869,0.9727116823196411
536,dressed to kill,vestida para matar,1,manual_data,gpt,prompt2,0.9941,1.0,0.9879860281944275,0.9944289922714233
537,all in your head,Tudo na sua cabeça.,1,manual_data,gemma3,prompt2,1.0152,1.0,0.9255477786064148,1.1199396848678589
538,He is writing a story for school.,"Ele está escrevendo uma história para a escola.
",0,manual_data,gemini,prompt2,1.0016,1.0,0.9777756333351135,1.0270577669143677
539,She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,0,manual_data,gemma3,prompt2,1.0023,1.0,0.9774584174156189,1.0293519496917725
540,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,1,manual_data,gemmaX,sem_prompt,0.986,0.9839228391647339,0.9635074138641357,1.0105959177017212
541,She is visiting her grandmother in the hospital.,Ela está visitando a avó dela no hospital.,0,manual_data,gpt,prompt2,1.0094,1.0,0.9710153937339783,1.057268500328064
542,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",0,manual_data,gemma3,prompt2,1.0119,1.0,0.9708013534545898,1.0647860765457153
543,She is knitting a scarf for winter.,Ela está tricotando um cachecol para o inverno.,0,manual_data,gpt,prompt2,1.0002,1.0,0.9701080322265625,1.03050696849823
544,She took the train to the city.,"Ela pegou o trem para a cidade.
",0,manual_data,gemma3,prompt2,1.0249,1.0,0.9703924655914307,1.1042271852493286
546,They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,0,manual_data,gemma3,prompt2,1.0047,1.0,0.9799908399581909,1.0341507196426392
547,They went for a walk in the park.,Eles foram passear no parque.,0,manual_data,gpt,prompt2,1.0183,1.0,0.9803269505500793,1.0746599435806274
548,below the belt,abaixo da cintura,1,manual_data,gpt,prompt2,0.9,0.9880825281143188,0.681205153465271,1.0306618213653564
549,caught red-handed,pego em flagrante,1,manual_data,gemmaX,sem_prompt,0.8553,0.9180928468704224,0.7302303314208984,0.9176878929138184
550,make a mountain out of a molehill,"Fazer uma montanha de um grão de areia.
",1,manual_data,gemma3,prompt2,0.8408,0.9404768943786621,0.9285354018211365,0.6534610390663147
551,burning bridges,"Queimando pontes
",1,manual_data,gemini,prompt2,1.014,1.0,0.9341097474098206,1.1080259084701538
552,burn a hole in your pocket,"Fazer um buraco no bolso.
",1,manual_data,gemini,prompt4,0.8043,0.981378972530365,0.9297921061515808,0.5018243789672852
553,He is waiting for the bus.,"Ele está esperando o ônibus.
",0,manual_data,gemini,prompt2,0.9817,1.0,0.9721582531929016,0.9728164672851562
554,better safe than sorry,Mais vale prevenir do que remediar.,1,manual_data,gemma3,prompt2,0.9001,0.989456057548523,0.7058534026145935,1.0050901174545288
555,burnt to a crisp,"Queimado até virar carvão.
",1,manual_data,gemma3,prompt2,0.8922,0.9541319608688354,0.8745683431625366,0.8479310870170593
556,They are doing laundry in the basement.,"Eles estão lavando roupa no porão.
",0,manual_data,gemini,prompt2,1.0179,0.9912000298500061,0.9732339978218079,1.0894101858139038
557,as light as a feather,"Leve como uma pluma
",1,manual_data,gemini,prompt2,0.9463,0.9720377326011658,0.8612571954727173,1.0056910514831543
558,as fit as a fiddle,em forma de um violino,1,manual_data,gpt,prompt4,0.8253,0.9563963413238525,0.6915745139122009,0.8278960585594177
559,They are going for a run in the morning.,Eles vão correr de manhã.,0,manual_data,gemmaX,sem_prompt,0.9175,1.0,0.8777009844779968,0.8749059438705444
560,adding insult to injury,Acrescentando insulto à injúria,1,manual_data,gemmaX,sem_prompt,0.9474,1.0,0.919258713722229,0.9228915572166443
562,broken dreams,sonhos quebrados,1,manual_data,gpt,prompt2,1.0156,1.0,0.9845481514930725,1.0622838735580444
563,bitten by the bug,mordido pelo bicho,1,manual_data,gpt,prompt2,0.9486,0.9810216426849365,0.9811751246452332,0.8834844827651978
564,blown away,deixado de lado,1,manual_data,gemmaX,sem_prompt,0.8183,0.9829237461090088,0.5390564799308777,0.9330316781997681
565,big shoes to fill,"Grandes responsabilidades
",1,manual_data,gemini,prompt2,0.8452,0.9567288756370544,0.6591784358024597,0.9196627140045166
566,He is cleaning the garage.,"Ele está limpando a garagem.
",0,manual_data,gemini,prompt2,0.9956,1.0,0.9700957536697388,1.0167419910430908
567,She played tennis with her brother.,"Ela jogou tênis com o irmão dela.
",0,manual_data,gemini,prompt2,1.027,1.0,0.978213906288147,1.1026759147644043
568,grasp at straws,"Aferrar-se a uma palhinha
",1,manual_data,gemini,prompt2,0.7633,0.9310919046401978,0.5528227686882019,0.805979311466217
569,coming up roses,Tudo está indo bem.,1,manual_data,gemma3,prompt2,0.8685,0.8676552772521973,0.6492000818252563,1.0885647535324097
570,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",0,manual_data,gemma3,prompt2,1.0071,1.0,0.9729037284851074,1.0483721494674683
571,They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",0,manual_data,gemini,prompt2,1.0034,1.0,0.9771553874015808,1.0331765413284302
572,He is working out in the gym.,Ele está se exercitando na academia.,0,manual_data,gemma3,prompt2,0.9525,1.0,0.9589912295341492,0.8983891606330872
573,She is playing with her cat.,"Ela está brincando com seu gato.
",0,manual_data,gemini,prompt2,1.0096,1.0,0.976249635219574,1.0525569915771484
574,He is fixing the car.,"Ele está consertando o carro.
",0,manual_data,gemini,prompt2,0.9911,1.0,0.9651122093200684,1.0082321166992188
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,0,manual_data,gpt,prompt2,1.0245,1.0,0.9348077774047852,1.1386107206344604
576,They went to a museum last month.,Eles foram a um museu no mês passado.,0,manual_data,gpt,prompt2,1.0229,1.0,0.9779029488563538,1.090797781944275
577,They went to the library to borrow books.,Eles foram à biblioteca para pegar emprestado livros.,0,manual_data,gemmaX,sem_prompt,0.9935,1.0,0.9728890061378479,1.007665991783142
578,flying off the handle,perder a cabeça,1,manual_data,gpt,prompt2,0.664,0.7611177563667297,0.418972373008728,0.8118101358413696
579,catch lightning in a bottle,"Capturar um raio em uma garrafa.
",1,manual_data,gemma3,prompt2,0.9109,0.9861853718757629,0.8507615923881531,0.8956965208053589
580,bare your soul,revele sua alma,1,manual_data,gpt,prompt2,0.965,0.9900572299957275,0.8672249913215637,1.037655234336853
581,They met their friends at the café.,"Eles encontraram seus amigos no café.
",0,manual_data,gemini,prompt2,1.0208,1.0,0.9728277325630188,1.089510440826416
582,jump the gun,sair na frente,1,manual_data,gpt,prompt4,0.7165,0.883933424949646,0.5856976509094238,0.6797424554824829
583,She worked on her project all afternoon.,"Ela trabalhou no projeto a tarde toda.
",0,manual_data,gemini,prompt2,0.9674,1.0,0.9458512663841248,0.9564957618713379
585,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",0,manual_data,gemini,prompt2,1.0257,1.0,0.975910484790802,1.10108482837677
586,They are eating lunch together.,"Eles estão almoçando juntos.
",0,manual_data,gemini,prompt2,1.004,1.0,0.9608668088912964,1.0509916543960571
587,He is taking a walk around the block.,Ele está dando uma volta pelo quarteirão.,0,manual_data,gpt,prompt2,0.9442,1.0,0.9683477878570557,0.8643102645874023
589,He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,0,manual_data,gpt,prompt2,1.035,1.0,0.970501184463501,1.1346182823181152
590,carry a torch,carregar uma tocha,1,manual_data,gpt,prompt2,0.9851,1.0,0.9769085049629211,0.9784202575683594
591,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,0,manual_data,gpt,prompt2,1.0156,1.0,0.9741829037666321,1.072520136833191
592,eat your heart out,Coma seu coração!,1,manual_data,gpt,prompt4,0.754,0.9374823570251465,0.9225046038627625,0.4020363986492157
593,I did the laundry yesterday.,Eu fiz a lavanderia ontem.,0,manual_data,gpt,prompt2,1.0279,1.0,0.9722957015037537,1.1115398406982422
594,They are taking a walk along the beach.,Estão a dar um passeio na praia.,0,manual_data,gemmaX,sem_prompt,0.9968,1.0,0.9431703090667725,1.047179937362671
595,a weight on my shoulders,um peso sobre os meus ombros,1,manual_data,gpt,prompt2,0.9987,1.0,0.9800447225570679,1.0159423351287842
596,can't cut the mustard,não consegue se destacar,1,manual_data,gpt,prompt2,0.7702,0.8471977710723877,0.5574361681938171,0.9060284495353699
597,come down to earth,"Voltar à realidade.
",1,manual_data,gemma3,prompt2,0.9341,0.9824000597000122,0.7830039858818054,1.0368273258209229
598,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,0,manual_data,gpt,prompt2,1.0174,1.0,0.9725314974784851,1.0797218084335327
599,bad apple,Uma maçã podre,1,manual_data,gemma3,prompt2,0.7676,0.978965163230896,0.5619942545890808,0.7619742155075073
601,She is making a salad for lunch.,Ela está fazendo uma salada para o almoço.,0,manual_data,gpt,prompt2,1.0235,1.0,0.976865828037262,1.093579649925232
602,He repaired the broken chair.,"Ele consertou a cadeira quebrada.
",0,manual_data,gemini,prompt2,1.0029,1.0,0.9375722408294678,1.0710680484771729
603,icing on the cake,O toque final,1,manual_data,gemma3,prompt2,0.8678,0.9888420104980469,0.7218010425567627,0.8926385641098022
604,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,0,manual_data,gpt,prompt2,0.9879,1.0,0.9740048050880432,0.989778459072113
605,armed to the teeth,"Armado até os dentes
",1,manual_data,gemini,prompt2,0.9512,0.9539881944656372,0.9685569405555725,0.9311898946762085
606,Water boils at 100°C.,"A água ferve a 100°C.
",0,manual_data,gemini,prompt2,1.0456,1.0,0.9886383414268494,1.1482065916061401
607,red herring,isca vermelha,1,manual_data,gemmaX,sem_prompt,0.8167,0.9512382745742798,0.7178134918212891,0.7809518575668335
608,have a lot on your plate,"Ter muito o que fazer.
",1,manual_data,gemma3,prompt2,0.8379,0.961890459060669,0.7219347953796387,0.8299763798713684
609,a clean slate,um novo começo,1,manual_data,gemmaX,sem_prompt,0.9515,1.0,0.7774666547775269,1.07716965675354
610,feeding the fire,alimentando o fogo,1,manual_data,gpt,prompt2,0.9185,0.9658223390579224,0.9767115116119385,0.8129104375839233
611,finding a needle in a haystack,Encontrar uma agulha num palheiro,1,manual_data,gemmaX,sem_prompt,0.9588,0.9934009313583374,0.9254155158996582,0.9576141238212585
612,She is shopping for groceries.,Ela está comprando mantimentos.,0,manual_data,gemmaX,sem_prompt,0.9826,1.0,0.9314225316047668,1.0162606239318848
615,black mark,marca negra,1,manual_data,gpt,prompt2,0.9838,1.0,0.9923593401908875,0.958969235420227
618,call it a night,Vamos dar por encerrada a noite.,1,manual_data,gemma3,prompt2,0.8812,1.0,0.7999672293663025,0.8435921669006348
619,I worked on my computer for two hours.,Eu trabalhei no meu computador por duas horas.,0,manual_data,gemmaX,sem_prompt,1.0049,1.0,0.981340229511261,1.0334150791168213
620,man of the hour,"O homem do momento
",1,manual_data,gemini,prompt2,0.927,0.9824000597000122,0.9023950695991516,0.8962037563323975
621,from the bottom of my heart,"Do fundo do meu coração
",1,manual_data,gemini,prompt2,1.0184,1.0,0.9623145461082458,1.0929374694824219
623,go the extra mile,"Fazer um esforço extra.
",1,manual_data,gemma3,prompt2,0.9615,1.0,0.9610846042633057,0.9232943654060364
624,down to earth,"Pé no chão
",1,manual_data,gemini,prompt2,0.9851,0.9879707098007202,0.9547284245491028,1.0124744176864624
625,They are chatting in the living room.,Eles estão conversando na sala de estar.,0,manual_data,gpt,prompt2,0.9973,1.0,0.9280722141265869,1.063742995262146
626,The dog ran across the yard.,O cão correu pelo quintal.,0,manual_data,gemmaX,sem_prompt,0.9659,1.0,0.9374843835830688,0.9603114724159241
627,bigger fish to fry,"Problemas maiores para resolver
",1,manual_data,gemini,prompt2,0.86,0.986885130405426,0.5685113072395325,1.0245846509933472
628,climbing the walls,"Subindo pelas paredes
",1,manual_data,gemini,prompt2,0.9553,0.9912000298500061,0.8819481134414673,0.992779016494751
629,as clear as day,claro como o dia,1,manual_data,gemmaX,sem_prompt,0.9398,0.9894982576370239,0.9715069532394409,0.858484148979187
630,like a fish out of water,"Como um peixe fora d'água.
",1,manual_data,gemma3,prompt2,1.0093,1.0,0.9436777830123901,1.0841031074523926
631,"like father, like son","Assim como pai, assim como filho.",1,manual_data,gpt,prompt2,0.967,0.9912000298500061,0.9430350065231323,0.9667649865150452
632,blaze a trail,abrir um caminho,1,manual_data,gpt,prompt2,0.8871,0.9601342678070068,0.68250572681427,1.0185807943344116
633,dare to dream,atreva-se a sonhar,1,manual_data,gpt,prompt2,0.8191,0.9982752799987793,0.8988140225410461,0.5601750016212463
634,at your wit’s end,à beira de um colapso emocional,1,manual_data,gpt,prompt2,0.8698,0.9746828079223633,0.6283673048019409,1.00641930103302
635,a piece of cake,um pedaço de bolo,1,manual_data,gemmaX,sem_prompt,1.0096,1.0,0.9799816608428955,1.0487697124481201
636,call the shots,"Dar as cartas
",1,manual_data,gemini,prompt2,0.8008,0.939415693283081,0.529138445854187,0.9338038563728333
637,close call,quase acidente,1,manual_data,gpt,prompt2,0.7719,0.9366632699966431,0.6820074915885925,0.6970833539962769
638,against the clock,contra o relógio,1,manual_data,gemmaX,sem_prompt,0.985,1.0,0.9801246523857117,0.9749637246131897
639,eye of the storm,"Olho do furacão
",1,manual_data,gemini,prompt2,0.9739,1.0,0.9425883889198303,0.9790744781494141
640,don't count your chickens before they hatch,Não conte os seus pintinhos antes de eles nascerem.,1,manual_data,gpt,prompt2,0.9725,1.0,0.9326743483543396,0.9847970008850098
641,They are having a family gathering at home.,"Eles estão fazendo uma reunião familiar em casa.
",0,manual_data,gemini,prompt2,1.0085,0.9912000298500061,0.9783932566642761,1.0559650659561157
642,big time,grande estilo,1,manual_data,gpt,prompt2,0.8281,0.8180055618286133,0.7015811204910278,0.9647356867790222
643,a drop in the ocean,"Uma gota no oceano
",1,manual_data,gemini,prompt2,0.899,0.9846806526184082,0.9559746384620667,0.7563643455505371
644,big fish in a small pond,"Peixe grande em lago pequeno
",1,manual_data,gemini,prompt2,1.0264,1.0,0.9549999833106995,1.1242280006408691
645,She studied for the test all week.,Ela estudou para o teste a semana toda.,0,manual_data,gpt,prompt2,1.0092,1.0,0.9741004109382629,1.053594708442688
646,against all odds,"Contra todas as probabilidades
",1,manual_data,gemini,prompt2,1.0162,1.0,0.9517173767089844,1.0970066785812378
647,hit the nail on the head,Acertou em cheio.,1,manual_data,gemma3,prompt4,0.7697,0.9421569108963013,0.9472429752349854,0.41960689425468445
649,They watched the sunrise at the beach.,"Eles assistiram o nascer do sol na praia.
",0,manual_data,gemini,prompt2,0.9992,1.0,0.9591997265815735,1.038402795791626
650,butter wouldn't melt,a manteiga não derreteria,1,manual_data,gemmaX,sem_prompt,0.9314,0.9925121068954468,0.9447210431098938,0.8571135997772217
651,a taste of their own medicine,um gostinho da própria medicina,1,manual_data,gpt,prompt2,0.9272,0.9912000298500061,0.9117228388786316,0.8786885738372803
652,She is organizing her closet.,Ela está organizando seu armário.,0,manual_data,gpt,prompt2,1.0172,1.0,0.9822463393211365,1.0693961381912231
