indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl
309,manual_data,gemma3,prompt4,She is packing her suitcase for a trip.,Ela está a reunir as suas memórias numa mala de viagem.,0,185
557,manual_data,gpt,prompt4,as light as a feather,leve como uma pluma,1,183
27,manual_data,gemini,prompt4,change of heart,"Mudar de ideia.
",1,183
381,manual_data,gemini,prompt4,face the music,"Arrumar a mala.
",1,181
241,manual_data,gpt,prompt4,don’t cry over spilled milk,Não adianta chorar sobre o leite derramado.,1,177
359,manual_data,gemma3,prompt4,black as coal,Negro como o carvão.,1,176
325,manual_data,gpt,prompt4,climbing the ladder,subindo na vida,1,171
640,manual_data,gpt,prompt4,don't count your chickens before they hatch,Não conte com o ovo no cu da galinha.,1,170
659,manual_data,gpt,prompt4,don't cry over spilled milk,Não adianta chorar sobre o leite derramado.,1,169
321,manual_data,gemini,prompt4,a blessing in disguise,"Um mal que veio para o bem.
",1,167
416,manual_data,gemini,prompt4,a blessing in disguise,"Um mal que veio para o bem.
",1,167
291,manual_data,gpt,prompt4,a ray of hope,raio de esperança,1,166
251,manual_data,gpt,prompt4,as free as a bird,livre como um pássaro,1,165
513,manual_data,gemma3,prompt4,heart of stone,Coração de pedra.,1,164
624,manual_data,gpt,prompt2,down to earth,pé no chão,1,163
267,manual_data,gpt,prompt2,down to earth,pé no chão,1,163
106,manual_data,gemma3,prompt4,light at the end of the tunnel,Uma luz no fim do túnel.,1,160
257,manual_data,gemini,prompt4,a taste of your own medicine,"Provar do próprio veneno.
",1,160
64,manual_data,gemma3,prompt4,cool as a cucumber,Frio como gelo.,1,154
191,manual_data,gemini,prompt4,blessing in disguise,"Um mal que veio para o bem.
",1,150
438,manual_data,gemma3,prompt4,"blood, sweat, and tears","Lágrimas, suor e sangue.",1,147
602,manual_data,gemma3,prompt4,He repaired the broken chair.,Ele resgatou a cadeira partida.,0,144
655,manual_data,gemma3,prompt4,a taste of freedom,Um sopro de alívio.,1,143
101,manual_data,gemini,prompt4,chasing shadows,"Correndo atrás de fantasmas.
",1,142
685,manual_data,gpt,prompt4,have a heart of stone,ter coração de pedra,1,141
150,manual_data,gpt,prompt4,carrying the weight of the world,carregar o peso do mundo,1,140
698,manual_data,gemini,prompt4,adding fuel to the fire,"Botar lenha na fogueira.
",1,132
676,manual_data,gemma3,prompt4,She reads a book every night.,Ela se alimenta de histórias todas as noites.,0,132
255,manual_data,gemini,prompt2,heart of stone,"Coração de pedra
",1,131
403,manual_data,gemma3,prompt4,an uphill battle,Uma luta de Davi contra Golias.,1,128
272,manual_data,gemini,prompt4,crack the code,"Desvendar o enigma
",1,124
466,manual_data,gemma3,prompt4,a storm in a teacup,Uma tempestade num copo d'água.,1,120
259,manual_data,gemma3,prompt4,cloud of suspicion,"Nuvem de suspeita.
",1,119
324,manual_data,gemma3,prompt2,a new lease on life,Um novo fôlego de vida.,1,113
478,manual_data,gemma3,prompt4,cut from the same cloth,Ser da mesma laia.,1,112
219,manual_data,gemini,prompt4,break the mold,"Romper barreiras.
",1,104
621,manual_data,gemma3,prompt4,from the bottom of my heart,Do fundo da alma.,1,102
534,manual_data,gpt,prompt4,at a snail's pace,a passo de lesma,1,101
212,manual_data,gpt,prompt4,"if you can't stand the heat, get out of the kitchen","Se você não aguenta a pressão, saia da cozinha.",1,100
258,manual_data,gemini,prompt4,break the ice,"Quebrar o gelo.
",1,98
486,manual_data,gemini,prompt4,break the ice,"Quebrar o gelo.
",1,98
526,manual_data,gemini,prompt4,bridge the gap,"Pontear as distâncias
",1,90
156,manual_data,gemma3,prompt4,a heart of gold,Coração de ouro.,1,87
188,manual_data,gemini,prompt4,bridge the gap,"Pontear as distâncias
",1,87
711,manual_data,gemini,prompt4,darkest before dawn,"A noite mais escura precede o amanhecer.
",1,85
148,manual_data,gpt,prompt2,don't put all your eggs in one basket,Não coloque todos os ovos em uma só cesta.,1,84
595,manual_data,gemini,prompt4,a weight on my shoulders,"Um peso nas costas.
",1,81
108,manual_data,gpt,prompt4,break the ice,quebrar o gelo,1,70
198,manual_data,gpt,prompt4,break the ice,quebrar o gelo,1,70
275,manual_data,gemma3,prompt2,all in the same boat,Todos no mesmo barco.,1,66
304,manual_data,gemma3,prompt4,an ounce of prevention is worth a pound of cure,Uma onça de cuidado vale mais que um arroba de remédio.,1,65
115,manual_data,gpt,prompt4,ball is in your court,A bola está com você.,1,57
127,manual_data,gemini,prompt4,bigger than life,"Maior que a vida.
",1,55
468,manual_data,gpt,prompt4,all's fair in love and war,Vale tudo em amor e guerra.,1,49
380,manual_data,gpt,prompt4,don’t put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,1,48
358,manual_data,gpt,prompt4,don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,1,48
361,manual_data,gpt,prompt2,don't bite the hand that feeds you,Não morda a mão que te alimenta.,1,46
644,manual_data,gpt,prompt4,big fish in a small pond,grande peixe em um pequeno aquário,1,44
61,manual_data,gpt,prompt4,all eyes on you,Todos os olhares estão voltados para você.,1,41
481,manual_data,gemini,prompt2,a place in the sun,"Um lugar ao sol
",1,36
495,manual_data,gemma3,prompt2,a shot in the dark,"Um palpite no escuro.
",1,33
703,manual_data,gpt,prompt4,better late than never,Antes tarde do que nunca.,1,30
630,manual_data,gemma3,prompt4,like a fish out of water,Um peixe fora d'água.,1,29
447,manual_data,gemini,prompt4,"blood, sweat, and tears","Sangue, suor e lágrimas.
",1,20
74,manual_data,gemma3,prompt4,actions speak louder than words,As ações valem mais que as promessas.,1,11
511,manual_data,gemini,prompt4,a fish out of water,"Peixe fora d'água.
",1,7
67,manual_data,gemma3,prompt4,butterfly effect,"O efeito borboleta.
",1,6
528,manual_data,gemma3,prompt4,actions speak louder than words,As ações valem mais que as palavras.,1,5
470,manual_data,gemma3,prompt4,all the world's a stage,O mundo é um palco.,1,3
505,manual_data,gpt,prompt2,don't judge a book by its cover,Não julgue um livro pela capa.,1,1
21,manual_data,gpt,prompt2,an open book,um livro aberto,1,1
56,manual_data,gpt,prompt2,best of both worlds,o melhor dos dois mundos,1,1
646,manual_data,gpt,prompt2,against all odds,contra todas as probabilidades,1,1
91,manual_data,gpt,prompt2,boiling point,ponto de ebulição,1,1
537,manual_data,gpt,prompt2,all in your head,tudo na sua cabeça,1,1
