frase,score
"Why Did the State Department Pay $$100,000 For Tiffany Trump and Her Mother's Vacation Car Rentals?",5481
Pregnant woman in a crop top denied service at Washington restaurant for ‘violating the health code’,5480
FBI Interviewed NYC Terrorist About His Ties to Terrorism Before the Attack,5478
The Arrested Saudi Prince Alwaleed Owns These 12 US Companies,5476
Gene Therapy Creates Replacement Skin to Save a Dying Boy,5472
Netflix Made a Super Creepy Version of Its TV App and It Is Glorious,5450
Bloomberg-Funded Everytown Gives $$1 Million to Gun Control Candidates in Virginia,5438
"Until Elected Officials Champion Medicare for All, They Can Expect Nurses at Their Offices — and in Their Seats",5438
A rebel shell kills 6 in Damascus shortly after Assad’s “victory” speech,5429
Pennsylvania: Muslim who shot police officer arrived in US via chain migration,5417
"WaPo: Trump’s business sought deal on a Trump Tower in Moscow, while he ran for president",5415
Breakking NEWS – U.S. successfully intercepts a long-range missile for the first time,5408
The Senate Tax Bill Threatens Access to Health Care,5401
"Sydney experiencing massive heat wave, huge contrast with North America",5400
Experts Are Calling This Newly Discovered Roman Town in France a ‘Little Pompeii’,5397
"Level of Affection Given to a Baby Physically Affects their DNA, Research Finds",5379
"Israeli Labor Party Tries a New Leader: Gabbay, Self-Made Millionaire",5374
‘I want to hear all of it’: Congressional investigators call for Don Jr.’s phone records,5373
15000 and counting scientists sign letter of warning to humanity.,5372
United States Supreme Court rejected stay of execution for Mexican national,5369
Unions files a labor complaint against Tesla for firing members,5366
Former FBI Head Comey Calling His Book 'A Higher Loyalty',5364
Alex Jones hyped fake news about ‘black gangs’ looting after Hurricane Harvey,5357
Burger King Russia Introduces The “Whoppercoin” – The Fast-Food Industry’s First Digital Currency,5356
Homosexual Ellen DeGeneres faces backlash over Katy Perry tweet,5356
The US Military Will Not Solve the Venezuela Crisis,5355
China Announces Their Official Threats Against President Trump’s Economic Security Policy…,5347
"As Yemen Cholera Cases Reach 500,000, US and UK Condemned for Complicity",5345
What Do You Mean The Occult? A Brief Introduction,5343
Photogallery - Andy Murray will remain number one after Wimbledon 2017 concludes,5343
U.S. Bombers Carry Out Exercise in South Korea in Show of Force to North,5336
Palestinian Police Chief Says Hamas Must Give up Gaza Arms,5328
Jimmy Fallon Picked Up a Stranger in the Middle of Storm,5325
GOP Congress Authorizes $$500 Million In Security Assistance For Ukraine,5321
McClatchy: Trump Could Lose Hispanic Support Over Merit-Based Immigration,5297
Philadelphia Mom Who Wanted To Join ISIS Sentenced To Eight Years In Jail,5292
Dragon Ball Super' leaked spoilers reveal Jiren's intention to fight Hit,5289
Apple to Spend $$1 Billion on Original Content—Netflix and Amazon Are Unimpressed,5286
"Donald Trump Jr. says daddy wouldn't help him, made him talk to his assistant",5277
Fox pundit says Trump failed to redeem himself: ‘It’s impossible to be a good Jew and support Donald Trump’,5269
Lufthansa to Buy Units of Air Berlin for $249 Million,5249
CoCo Vandeweghe Leads the U.S. Team in the Fed Cup Final,5242
LeBron James compliments Lonzo Ball after breaking his record,5238
Pit Bulls save children from copperhead snake lurking in their yard,5230
Tom Brady has new backup and Broncos have new starter,5229
"Trump to Disavow Iran Nuclear Deal, Not Abandon It",5222
President Trump rescinds DACA mostly on false pretenses that are obvious,5218
How abstinence-only sex ed keeps some people from reporting their sexual assaults,5215
Future Apple Macs to make adjusting volume very easy,5212
Midpoint Holdings Ltd chief now has around 14% of share capital,5208
We'll make sure Barbara Comstock won't serve another term; first make her vote against the tax bill,5206
Facebook is going to release 3000 ads used by Russians,5205
American Peace Activist Is Denied Entry to South Korea,5203
Justice Department Announces Compensation Process for Western Union Fraud Victims With Funds Recovered Through Asset Forfeiture,5200
SMEs see banks as utility providers not business partners – and banks agree,5199
Ex-congressman who nominated radical Kaepernick supporter to West Point speaks out,5199
Five things restaurant servers wish they could tell you,5194
Los Angeles police are arresting people for speaking 20 seconds over their allotted time at city meetings,5189
Conservative Republicans plotting to oust Paul Ryan — and elect Gingrich or Santorum as new house speaker,5188
The Cryptocurrency Phenomenon - What You Need To Know Moving Forward,5183
Photogallery - Channing Frye shares his amazement over Derrick Rose,5172
"Henry Help Raise Over $$70,000 For Sick 14-Year-Old Volunteer Firefighter",5170
Liberal student claims access to the outdoors is now a form of white supremacy,5166
Pence blew a Christianist dog whistle before the Knesset,5166
GOP Senate candidate Josh Mandel embraces far right Pizzagate conspiracy theorists,5164
"With one tweet, Bernie Sanders exposes the cowardly Republican tax scam",5164
"ISIS Has Lost Raqqa, Where Will It Go Next?",5153
"North Korea Surrounded by US Warships, Bombers, Missiles and 80,000 Soldiers Ready",5152
Republican representative: Taking down Confederate monuments will lead to closing Holocaust museum,5152
Arizona Supreme Court Upholds Statute Forbidding Destruction of Valuable Guns,5143
Bill Maher trolls Donald Trump presidency with his Christmas tweet,5133
More Than Sports: Stadiums Try Video Games and Surfing,5114
It Begins. Owner of Historic US Clothing Company Pulls Ads from NFL Games,5108
‘Trump Wants to End Legal Immigration to the U.S.’,5107
Madison Square Garden Is Seeking to Sell the Liberty,5101
Photogallery - Why can’t the Duggars use social media before marriage?,5096
Denver high school students stage massive walkout to protest Trump's DACA repeal,5094
"In Trump’s America, There is No Difference Between Partisan and Racial Gerrymandering",5088
"Steve Scalise Praises God on the House Floor, Showing the Power of Prayer",5088
"A fourth woman has come forward to say George H.W. Bush groped her, this time during a 2006 photo op",5078
"Though They Apologized to Hannity, Keurig Still Boycotting Breitbart",5077
How a Radical Left-Wing Historian Birthed the Anti-Columbus Crusade,5075
Mitch McConnell doesn't appreciate his party's president interfering in government,5068
Ben Affleck spotted house hunting with Lindsay Shookus in Los Angeles,5064
Court denies all Peanut Corp. of America criminal appeals,5063
Nolte: Yahoo Sportswriter Shames Black NHL Star Who Refuses to Protest National Anthem,5062
Senate Intelligence Committee Is Reportedly Investigating Jill Stein Over Russia Ties,5062
Brien Lundin sees “considerable” potential at Balmoral’s Martiniere property,5061
Gov. Terry McAuliffe Refuses to Denounce Antifa Attacks on Journalists,5057
Rubio and the GOP are STILL trying to use the tax bill to take away reproductive rights.,5044
“Al Jazeera is running a jihad out of Jerusalem”,5025
Green Energy Coalition Compares Solar Tariff Supporters To Obama’s Solyndra,5019
Billy Joel wears big Star of David onstage at Madison Square Garden to protest white supremacy,5017
Mike Pence's chief of staff asks donors to 'purge' Republicans not loyal to Trump,5016
"Far from Winner’s Circle, Saratoga Track Workers Fear Deportation",5009
Photogallery - Apple is expected to unveil the iOS 11 & iPhone 8 next month,5004
The Good Doctor' Spoilers: Dr. Shaun and Claire perform major operation,5004
How universal background checks could have stopped Sutherland Springs,4981
U.S. Has Bombed More Afghan Jihadists in 2017 Than Any Year Since 2012,4973
Vatican Urges Online Protections for Kids amid Porn Scandal,4965
Reunion in New England: Patriots claim former tight end Martellus Bennett,4962
Russia's Data Access Means US Must Rethink Cybersecurity — Now,4949
New York City Ballet Reclaims Lincoln Center to Start the Season,4947
Ralph Northam Did Better Among Virginia Women Than Hillary Clinton Did,4941
Brad refuses Angelina Jolie's invitation to trick-or-treat with the kids,4931
“Don’t name them” – Criminologist asks journalists to help stop mass shootings,4925
‘This is SICK’! Actor Michael McKean attacks the VICTIMS of #SutherlandSprings,4924
Jax Taylor debuts Mrs. Taylor on Instagram during visit to Florida,4907
"New-Media Journalist Mike Cernovich Predicts ""A Change in Season"" -",4897
Sandy Hook victims’ families to argue case in Connecticut Supreme Court,4893
"Food has a major impact on getting pregnant faster, study says",4885
Photogallery - REPORT: LeBron tried to bring Spurs Star to Cleveland but...,4869
Watch: Jason Aldean Opens SNL With Tom Petty’s ‘I Won’t Back Down’,4848
Iran accuses the US of breaching nuclear accord by new sanctions,4829
MSNBC twists Las Vegas shooting to advocate for national gun registry – TheBlaze,4827
Teacher at Mormon University Loses Job Over Pro-LGBT Facebook Post,4820
What Trump Is Doing in Jerusalem and Why He Is Doing It,4819
Trump privately doubted Moore’s accusers and drew parallels between sexual misconduct allegations levied against him in 2016,4813
Reese Witherspoon’s Makeup Artist Is Promoting Self-Love With Jewelry,4810
Niall Horan denies dating Olympia Valance: Here's what he has to say,4799
Israel's Netanyahu Expresses Hope for US Peace Push in Middle East,4797
“Something Is Very Wrong With The Global Economy”: Richest 1% Made 82% Of Global Wealth In 2017,4787
The Boston Globe seems surprised that Mitt Romney is living like a private citizen,4786
Ferguson Drops Charges Against Man Cited in Justice Dept. Report,4780
New York City is going to create solar rooftops on public housing for community use,4775
"North Korea Fires a Ballistic Missile, in a Further Challenge to Trump",4768
US agency probes Interior Secretary Ryan Zinke for possible Hatch Act violation,4741
Japanese Princess Mako leaves royal status after marrying a commoner,4737
Crooked Clinton Foundation Won't Return ONE PENNY of Harvey Weinstein Donations,4726
WATCH: Jim Acosta tries to get Sarah Huckabee Sanders to admit collusion with Russia,4721
Senator John McCain Opposes Any Attempt at Obamacare Repeal…,4708
DARPA unveils gene editing infrastructure to build genetically engineered “super soldiers”,4702
Mike Pence laughably defends Trump against credible reports of an affair with a porn star,4689
Teacher crosses out ‘men’ in Declaration of Independence; 4th-graders recite gender-neutral version,4677
Jeff Bezos donates $33 million to fund college scholarships for ‘Dreamers’,4664
Sophie Turner and Joe Jonas have adopted a husky,4656
Alan Dershowitz: 'I Don't See a Crime' With Don Jr.,4654
Indiana: Muslims enraged by billboard telling truth about Muhammad,4651
Starbucks Employees Will Reap The Benefits Of The Trump Tax Cuts,4635
After 72 Years the Sea Finally Gives Up This Historic Shipwreck (VIDEO),4614
Cavaliers should consider other trade packages for Kyrie Irving,4602
Major German Parties Leave Migrant Issues out of Campaign,4598
More U.S. Parks and Attractions Are Offering Online Reservations,4596
Marshawn Lynch Gives The Media A Taste Of Beast Mode,4589
Exxon Fined $$2 Million For Violating Russia Sanctions While Tillerson Was CEO,4578
Matt Ryan leads Falcons to 23-17 win over Chicago Bears,4572
Even old Samsung phones are beating out the iPhone 8,4568
Does Anyone Actually Go Diving With a Dive Watch?,4566
FBI Cites “Black Identity Extremists” as Domestic Terror Threat,4559
These Democrats can make Virginia history and bring much-needed progressive views to the statehouse,4553
K.K.R. to Buy WebMD and Take Majority Stake in Nature’s Bounty,4549
Donna Brazile Tells Her Critics Where They Can Go,4546
Senate Republicans to make another attempt at Obamacare repeal,4538
Iron Man is real: Richard Browning sets jet suit speed record,4534
The Kurds Want A “Federal” Regime Change In Syria,4530
The Occupant throws his AG completely under the bus in interview with New York Times.,4517
Marco Rubio: We Need to Reward Work Instead of Collecting Welfare for Having Children,4507
BOOM: Byron York explains the FusionGPS story and predicts the next big question,4504
Why Are We Paying Millions for Betsy DeVos to Be Protected By US Marshals?,4503
Governments have collected UFO information in the highest secrecy.Video,4502
Edinburgh Student Who Ridiculed ISIS Online Investigated for Islamophobia,4492
"Denouncing Iran As A Terrorist State, Trump Refuses To Recertify Nuclear Accord – Countercurrents",4486
New York doctor reveals horrifying tale of what abortions looked like during the 1950’s before Roe v. Wade,4486
Buffett’s Berkshire To Reap $37 Billion Benefit From Trump Tax Cuts,4469
Chester Bennington's wife deletes shocking tweets after death of rock icon,4468
Israeli spies found Russians using Kaspersky software for hacks — and warned US two years ago,4466
"AARP: Some seniors could pay more than $$30,000 per year to keep their plans under Graham-Cassidy",4455
"Trump's team forgot to book a hotel, so they're crashing on Hamburg's couch for the G20",4449
"New study finds aluminum in vaccines triggers autism, esp. in boys",4442
Poland ‘Will Accept Migrants From Europe—but Not Africa or Middle East’,4434
If You are a John Mellencamp fan there is a article @Salon you might want to read.,4432
South Africa converts to Islam plotted jihad attacks on Jewish institutions,4426
Why Should You Build Carports in Your Home? Top Reasons You Cannot Ignore!,4421
Jimmy Kimmel Now Blaming 2nd Amendment Supporters for Las Vegas,4408
Poll: 40% Of Americans Think Global Warming Will Make Humans Go Extinct,4404
Who Did Saudi Arabia Detain Last Night in Anti-Corruption Move?,4387
Hate Group's Email Uses Nazi Imagery to Denounce LGBT People,4375
Chicago Cubs coaching staff expected to lose Dave Martinez,4368
Photogallery - Why Andy Murray tennis fans should not ignore Tim Henman's comments,4365
"Riton USA Announces the Launch of a New, Easy to Use Website",4362
US military has been covering up civilian death counts from its bombing raids.,4347
"U.S. Put 92 Somalis on a Deportation Flight, Then Brought Them Back",4336
Photogallery - The US needs another Deng Xiaoping in North Korea,4331
People Are Destroying Their Keurig Coffee Makers in Bizarre Show of Support for Sean Hannity,4318
UK student receives 6-year sentence for planned school shooting spree,4311
Photogallery - LeBron James compliments Lonzo Ball after breaking his record,4306
"If You Don’t Trust People, Then You Shouldn’t Trust Politics",4297
Trump administration lied when it said DHS had vetted their bogus and racist terror report,4290
Maintenance Man Recalls His Time On The 32nd Floor Before Las Vegas Shooting,4286
"Bride calls off wedding, donates $$30,000 reception to the homeless",4285
PressTV-‘Russia has right to retaliate against US property seizure’,4276
How Banks are Working to Improve the Customer Experience,4274
Donald Trump seeks to punish teachers with 'morally bankrupt' tax plan,4264
Photogallery - Google accidentally shuts down half of Japan’s Internet,4256
Judge strikes down Texas law to limit second-trimester abortions,4255
Trump administration threatens Alaska's energy industry over Murkowski's Trumpcare vote,4249
Roy Moore Campaign to Gloria Allred: Release the Evidence,4223
Liev Schreiber and Fergie Attended a Weekend-Long Party in the Bahamas,4220
"A Mysterious 3,000-Year-Old Castle Was Discovered Underwater In A Turkish Lake",4205
How Sam Shepard Hit Downtown New York and Reinvented Himself,4190
Iran’s President Rouhani accuses US of undermining nuclear deal,4172
Drug Enforcement Administration Collects Record Number of Unused Pills as Part of its 14th Prescription Drug Take Back Day,4170
"How organizers raised over $233,000 in one day to bail hundreds out of jail",4168
Christian Videographers Challenge Law Forcing Them to Record Same-Sex Weddings,4152
"Jeff Sessions doesn't recall anything about Papadopoulos, then remembers something, something",4145
Corrupt Politicians Make Way for Muslims to Attack America +Videos,4141
Graphic Video Shows Minneapolis Cop Shooting Two Innocent Service Dogs,4138
BTS enters Billboard's Hot 100 charts with title track 'DNA',4127
Photogallery - Evangelical Christians continue to support Donald Trump and Steve Bannon,4127
"Union Urges Gay Teachers to Come Out in the Classroom, Teach LGBT Experiences",4121
"PressTV-S Korea, US begin joint military drills amid tension on Korean Peninsula",4121
Trump Isn't Serious About Opioids If He Won't Legalize Marijuana,4116
70 Percent Of Italians Think The Country Has Taken Too Many Migrants,4113
"Hurricane Harvey poised to disproportionately impact blacks in Texas, but no one is talking about it",4096
MSNBC and CNN guests look to blame Manhattan truck terror on anything but jihad,4091
Tory MP caught red-handed sharing pro-Brexit fake news on social media,4080
NBA Star Chris Paul May Have Threatened The President of The United States,4077
EPA abandons changes to U.S. biofuel program after lawmaker pressure,4063
"New study backs up reports of near-death experiences, claiming that consciousness continues to work",4050
"I didn't want her to be blindsided, so I leaked the debate questions to Hillary ahead of the debate!",4044
#Nuclearban: How Will China Play Its Hand? – Antiwar.com Blog,4038
White House says Trump is considering Russia sanctions legislation,4036
Did I Miss It? Or was there no Saturday Morning Bucket today?,4036
VIDEO PROOF: There Were At Least 7 Different Shooters During The Las Vegas Massacre,4036
McCain tells Clinton to ‘shut up’ like he did,4033
Should I create a separate blog focused on Domaining?,4028
Claire McCaskill’s Pharma Advertising Amendment Could Kill Tax Reform,4014
DISGUSTING: Linda Sarsour is soliciting donations for a liberal political group masquerading as a Harvey relief fund,4012
"At a Public School in Denver, Refugee Children Find Hope and Frustration",4011
Both Parties Have Failed to Learn the Lessons of 2016,3997
This Simple Shopping Trick Will Save You Loads of Money,3996
"One Tree Planting Drone Will Plant 36,000 Trees in a Day",3994
Hillary Clinton… She Actually Did it and Here Is the Proof,3966
"Mr. President, the Tax Plan Needs a Big Fix!",3961
Whoa! Trump Just Said Health Insurance Costs $$12 A Year!,3957
New Findings Could Save Lives of More Stroke Patients,3948
Why I’m Traveling 710 Miles to Attend the March for Life,3932
"ISIS releases new video, bragging that Las Vegas shooting is REVENGE for US attacks against their ‘caliphate’",3930
Where Are The Statues Honoring The 1.25 Million Europeans Enslaved By African Muslims?,3926
18 states are suing Betsy DeVos for putting for-profit college fraudsters over student borrowers,3918
Sony Takes Home Top Honors at the Red Dot Awards,3915
European Union threatens retaliation over US sanctions bill against Russia,3904
When did the ‘Mall of America’ in Minnesota become the ‘Mall of Mogadishu?’,3899
ISIS Declares It Is Sending Secret Brigades Of Fighters To Terrorize Europe,3897
We Answered Your Questions About Writing for The Edit,3893
"Photogallery - Derrick Rose tried to recruit LeBron, Wade, Bosh to Chicago in 2010",3875
Rhode Island lawmakers delay decision on raw milk until 2018,3869
How a Republican Idea for Reducing Medicare Costs Could Affect You,3825
Fox News host: Trump family 'has done more for this country than any Democratic elected official',3819
New York City Will Miss a Deadline to Accommodate 5 New Charter Schools,3818
At Least 6 White House Advisers Used Private Email Accounts,3813
Trump's 'fake news' awards put him in dictator territory,3811
Congress has spent $$17 million to settle sexual harassment claims,3806
Photogallery - Disney to end streaming partnership with Netflix by 2019,3800
Activists replace statue of Robert E. Lee with statue of a pregnant black woman in Baltimore,3790
WATCH: Cuban Violinist Performs U.S. National Anthem at Trump Speech,3785
Weinstein sex scandal may negatively impact Michael Moore and Quentin Tarantino,3784
Ivanka Trump Just Humiliated Her Dad On Father’s Day,3773
"A Revolution in Jazz? An Avant-Garde Festival Makes History, but Not Community",3771
America Cannot Afford to Have Afghanistan Become the New Vietnam,3765
Police Used Private Security Aircraft for Surveillance in Standing Rock No-Fly Zone,3764
The Government Of Ohio Bans Abortion For Children With Down Syndrome,3760
Kurt Russell Walks Off 2nd Interview on Gun Control [2 separate interviews here] (Video),3756
Pizza Hut is giving away free pizza for life,3745
HACKED? CNN is investigating who accessed @AndersonCooper’s account and called Trump a ‘pathetic loser’,3742
Harvey has knocked out a significant portion of the nation’s oil refining capacity,3736
Photogallery - Kevin Durant says LeBron James will finish his career with the Cavaliers,3726
"Marc Kasowitz, Trump Lawyer, Also Represents a Russian Bank",3719
Apple is reducing the accuracy of Face ID for quicker iPhone X production,3685
Supreme Court Justice Ruth Bader Ginsburg Speaks About #MeToo And Her Own Experience Being Sexually Harassed,3682
"Donald Trump's lawyer equates Lee and Washington, says FBI and BLM are run by terrorists",3680
UN Health Agency: Measles Has Killed 35 Children in Europe,3668
"David Madden, Former Fox Executive, Is Taking Over Programming at AMC",3666
Why Everyone is Wearing Black at the Golden Globes,3658
Suspect Identified In NYC Terror Attack That Left 8 Dead; Pled Allegiance To ISIS,3657
Politicians Could Learn a Lot From Greg Kraut Campaign,3652
Reporter Who Exposed BBC Child Abuse Cover Up Found Dead,3649
"Turner Prize Goes to Lubaina Himid, Whose Work Depicts African Diaspora",3629
"ICE Agents Eat Breakfast, Then Arrest Three Workers At Restaurant [WATCH]",3626
GOP Tax Plan Would Eliminate Key Deduction for Many in Nursing Homes,3624
Tamra Judge's birthday brings out interesting social media comments,3619
Egypt isn’t the country with the most Pyramids in the world—Sudan has more than 250,3615
"Trump's Bombing Campaign In Middle East Has Already Killed At Least 2,200 Civilians",3613
The U.S. Should Support Kurdish Independence for Moral and Practical Reasons,3601
Actors in a World Series Drama Are Now Gracing a New Stage,3594
"As Critiques of UN Peacekeeping Missions Grow, Africa Seeks Peace on its own Terms",3583
How Funboy Floats Became the Ultimate Status Symbol on Instagram,3580
Sen. Al Franken broke down in tears describing the impact of government policies in his own family,3567
Speaker Ryan Transferred $$2M to House Republican Campaigns in August,3567
Video from 2012: What did Jimmy Kimmel know about Harvey Weinstein and when did he know it?,3563
"Pokemon Go' is bringing the Legendary Birds, Unown, and Mr. Mime in a new event",3558
Why Is the UN Setting up Operations in Various Locations Inside the US?,3558
Google sets up cloud computing data center in London,3540
Barney Smith Is Selling the Contents of His Toilet Seat Art Museum,3530
Bill Maher blames Fox News for white supremacy violence in Charlottesville,3522
Study Exposes Dark Side of Coffee Cultivation in Uganda,3519
Trump Administration Says States May Impose Work Requirements for Medicaid,3505
"Long Before the New York Attack, FBI Agents Were Targeting Uzbek Immigrants",3484
The Mercers play both sides of the climate change issue,3482
Garbine Muguruza crushes Venus Williams in the 2017 Wimbledon women's final,3481
WITCH HUNT: Congressional Investigators Want Donald Trump Jr.'s Phone Records,3476
Satanists Are Trying to Force Christian Bakers to Make Satanic Cakes,3474
Right-wing groups are waging online campaign against new Star Wars films because ... too many women,3463
Trump working hard to ensure USA remains most hated country in the world,3449
"Arizona would lose $$1.7 billion under Graham-Cassidy, fully a third of its federal funding",3448
Apparently CBS News has a problem with the word ‘cowboy’,3440
Sprint rolling out update for BlackBerry KEYone devices on its network,3413
What Is the Iran Nuclear Deal? And Why Does Trump Hate It?,3404
LeBron James tried to bring Spurs star to Cleveland,3378
Big Brother 19' spoilers: Alex wants Josh to win HOH this week,3352
Russia and China backed crippling UN sanctions against North Korea,3349
New York Times interview: Trump insists there was no collusion with Russia ... sixteen times,3349
"How Jim Willie Sees the Fall of the House of Saud, Finally",3345
Surgeons Remove 263 Coins And 100 Nails From One Man’s Stomach,3343
"Wait, what? Cory Booker says instead of building wall on the southern border we should build tunnels",3329
Germans Sentence Syrian Fighter to Three Years in Prison,3326
"Trump's health secretary has spent more than $$300,000 on private plane flights since May",3325
Steve Wynn Claims Gun Free Zone Would Have Prevented The Vegas Shooting,3324
Yankees Acquire Todd Frazier and David Robertson in Trade With White Sox,3323
"Overwatch' sets new milestone for Blizzard, acquires 46 million users",3319
"Catalonia Refuses to Halt Independence Referendum, Defying Spanish Court",3311
FEMA director heads to Puerto Rico amid reports of apocalyptic conditions; Hillary Clinton says ‘send the Navy’,3307
"Country Music Association Tells Journalists Not to Talk About Guns, Politics or Las Vegas",3300
Trump's NYT Interview Is Raising More Questions About His Mental Health,3299
‘This is not our America’: Hispanic CEO quits Trump’s diversity council,3297
Teen says she was denied work at Pet World because of her dreadlocks,3282
The project of the West has failed | Colonel Cassad,3272
Eating Horse Meat Could Soon Become Legal In The US,3269
"President Trump, Air Force One, Left Japan – Approaching North Korea",3268
Does Anyone Really Want to Pick Apples with the Neighbors?,3252
Al Franken Uses The Word ‘I’ 61 Times During Resignation Speech,3250
Apple iPhone X showcases the future of smartphone capabilities,3246
"People Died in Red Bluff, California and There are No Easy Solutions",3229
Starbucks interviewing refugees in California for jobs as baristas – Dr. Rich Swier,3213
Why is the CIA allowing such open leaking about what Trump administration knew and when it knew it?,3203
You Can Buy Pat McGrath Makeup on Maggie Lindemann’s Spotify Channel,3193
Ellen DeGeneres' birthday greeting to Katy Perry received Twitter backlash,3186
She loved Sushi Wooshi like no little boy had ever been loved before,3179
Russia Is Now Calling On The US To Leave Syria (Video),3165
10 Ways My Wife And I Cut Our Grocery Bill By 75 Percent,3156
"‘Massive military response’: After meeting with Trump, Gen. Mattis strongly warns North Korea",3144
CIA Director Pompeo contradicts Trump: Russia meddled with 2016 election,3144
Trump claims Republican healthcare bill covers pre-existing conditions. False. Untrue. Fake.,3137
Star Trek' Introduces Its First Gay Couple to the Universe,3121
We Hear You: The Failure of Republicans to Repeal or Replace Obamacare,3110
"Chinese hotel is fined £1,700 for accepting Muslim guests during political Congress",3101
"Las Vegas Survivors Speak Out, Multiple Shooters in Multiple Locations",3099
Scarborough: Ted Cruz Should Tell His Donors To ‘Go Straight To Hell’ [VIDEO],3086
"Dear white women, there is nothing heroic about not having sex with Nazis",3085
Tax Cuts Will Ensure A Bountiful Harvest For Our Farmers And Our Nation,3076
Canada Wants a New Nafta to Include Gender and Indigenous Rights,3066
Tillerson Says the U.S. Will Never Accept Crimea Annexation,3059
Senators Klobuchar and Warner demonstrate how easily the Russians could hijack Facebook ads,3037
FATIMA: The Third Secret Predicts World War III and Worse?,3036
Drug Company Under Fire After Revealing Dengue Vaccine May Harm Some,3029
1824: Congress decides outcome of presidential election on this day in history,3020
"‘If you support the racist, you are the racist’: Michael Moore holds Trump backers accountable for Charlottesville",3003
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",3000
"Trump Is Endangering Nuclear Deal, Says Iranian Foreign Minister",2994
University of Texas at Austin removes its Confederate statues overnight,2972
"After Trump tweeted a meme about her fallen husband and the anthem, Pat Tillman's widow speaks out",2957
Trump Has Killed More Civilians with Illegal Drone Strikes in 9 Months Than Obama Did in 8 Years,2949
Democrats Propose More Gun Bans & Where are the Republicans?,2947
Social Media Is Designed to Sell You to Advertisers,2942
American service members rate white nationalism as a larger security threat than Syria or Iraq,2923
"FHFH Receives $$30,000 From Walmart to Support Indiana Hunger Relief",2919
"This is a Michigan story, or is it? We need more Guns in Bars , churches and schools.",2892
Patriots vs Bucs Live Stream: How To Watch Thursday Night Football Online,2888
The Boston Islamic Seminary Is Training the Next Generation of Extremists,2887
"Security Flaws Put Virtually All Phones, Computers at Risk",2871
The Founding Fathers designed impeachment for someone exactly like Donald Trump,2861
"Less than one day after terror attack, Trump's campaign accuses the media of attacking the president",2852
"North Korea Does Not Threaten World Peace, the US Does",2850
Opioid addicts must experience the consequences of their actions,2844
Politicians who lie and knowingly effect laws that kill should be prosecuted,2843
How Hugh Hefner and Playboy Paved the Way for The Advocate,2840
Research shows barriers for girls and students of color negatively impacts innovation in the US,2821
"Russian firm bought $100,000 in Facebook ads during 2016 election season",2808
Stephen Colbert is Launching a Donald Trump Parody Show on Showtime,2807
Harvard Study Identifies The Gateway Pundit As One of the Most Influential Conservative Media Outlets in 2016,2806
Missouri Man Faces Terrorism Charges for Attempted Train Hijacking,2784
A reporter asked Trump what his health care plan is. He didn't know,2783
Trump Just Named Five New Possible Supreme Court Nominees,2782
"President Donald J. Trump is Taking Action to Improve Access, Increase Choices, and Lower Costs for Healthcare",2780
"I Was In The Illuminati…now I Am Telling All (obama, Space Flights, Denver, Aliens)",2773
A Taste of Indian Nostalgia Finds an Eager Audience,2750
Donald Jr. violated Federal Law when coordinating with Wikileaks,2737
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster",2731
Yankees Hope to Have Holliday and Castro Back Next Weekend,2725
Simona Halep reaches 2nd round of the 2017 Citi Open in Washington,2716
These Two Reports Reveal New Details About Trump Associates’ Contacts With Russia,2697
Photogallery - Nintendo Switch has surpassed 4.7 million units sold worldwide,2695
Trump defends Roy Moore by saying 'Access Hollywood' tape could be fake,2684
Lawmaker makes shocking claim about the Vegas massacre (video),2674
Dragon Ball Super' fans have uncovered the identity of the new Super Warrior,2669
Megyn Kelly tells Seth Myers that she doesn't miss talking to politicians,2669
"A month after Trump declared opioids a 'national emergency,' his team still has no plan",2658
Maddow reveals that Sater & Cohen may have violated the Trading with the Enemy Act,2639
Trump sharply criticizes China while Melania is still there,2634
Photogallery - Can Dominic Thiem be considered a title contender at the 2017 US Open?,2621
The Plaza Loses Its Luster as a Real Estate Investment,2615
Damascus: Syrian Army Poised to Retake Last Al-Qaeda Held District,2608
"91 Volcanoes Found Under Arctic Ice, Big Blow to Climate Alarmists",2596
White House male employees paid more than women: study,2595
"Leonardo da Vinci Painting Sells for $450.3 Million, Shattering Auction Highs",2590
Switch expected to outsell Wii U within a year,2579
Cleveland Cavaliers news: Several teams want Shumpert but under one condition,2577
"High school students are protesting the Pledge of Allegiance, and now schools are getting sued",2568
How Russia recruited wannabe YouTube stars to convince Black Lives Matter activists to vote for Trump,2557
Donald Trump took $$107 million promised to charities ... and kept it,2555
Rand Paul says that there was no reason for the violence that he endured,2547
CBS News: Congress Wants Phone Records of Trump Jr.-Russia Meeting,2496
So Many People Want to See the Tommies and the Johnnies,2494
The Cavaliers could consider trading their superstar for DeAndre Jordan,2492
Apple’s new ad shows how iPads are going to replace laptops,2486
Rich NYC residents use terrorism as an excuse against subway elevators for people with disabilities,2478
Trump administration to open up new areas for oil and gas exploration,2467
‘What???’ This update to the Vegas shooting case raises EVEN MORE questions,2461
Cowardly Republicans ban the Rev. William Barber from North Carolina legislative building,2419
"Violent hailstorms hit Italy, covering beaches in white – Infinite Unknown",2409
