frase,score
Immigrant teenager at center of US legal fight has abortion,5436
Photogallery - 'Westworld' season 2 trailer shows a violent robot uprising,5432
"Overwatch' sets new milestone for Blizzard, acquires 46 million users",5428
ACA Repeal Would Have Disproportionately Harmed Women of Color,5427
University of Minnesota Teamsters approve strike authorization vote by large margin,5412
Does Anyone Really Want to Pick Apples with the Neighbors?,5404
Denver high school students stage massive walkout to protest Trump's DACA repeal,5400
"Israeli Labor Party Tries a New Leader: Gabbay, Self-Made Millionaire",5398
Ariana Grande Spent the Holidays In This Lavish Colorado Mansion,5394
Seattle Mayor Steps Down Following Fifth Allegation Of Child Sex Abuse,5368
Watch: Jason Aldean Opens SNL With Tom Petty’s ‘I Won’t Back Down’,5366
Crooked Clinton Foundation Won't Return ONE PENNY of Harvey Weinstein Donations,5362
GOP Senator Receives Death Threat to Oppose Obamacare Repeal,5358
Big Government and Environmentalists Are Causing Massive Fires in Western States,5354
Comic book company pulls cover showing lynching and castration of man of color,5348
The Arrested Saudi Prince Alwaleed Owns These 12 US Companies,5337
Trump privately doubted Moore’s accusers and drew parallels between sexual misconduct allegations levied against him in 2016,5330
Vogue model spent years in Muslim billionaire’s harem as his “pleasure wife”,5326
CANADA: Judge (who appears to be a Muslim) strikes down section of Quebec law that bans Muslim face-coverings,5322
China Announces Their Official Threats Against President Trump’s Economic Security Policy…,5321
Treasury Inspector General Finds No Political Meddling in Tax Analysis,5311
"Gov't reports far fewer new jobs created in December than economists expected: 148,000",5302
Berkeley Mayor Jesse Arreguin Tells Conservatives: No Free Speech On MY Watch,5301
Garbine Muguruza crushes Venus Williams in the 2017 Wimbledon women's final,5295
Tom Brady has new backup and Broncos have new starter,5283
"Though They Apologized to Hannity, Keurig Still Boycotting Breitbart",5270
Fox News host: Trump family 'has done more for this country than any Democratic elected official',5268
Alex Jones hyped fake news about ‘black gangs’ looting after Hurricane Harvey,5248
"The GOP deserves this tax bill, but America doesn't.",5240
US military has been covering up civilian death counts from its bombing raids.,5226
Netflix Made a Super Creepy Version of Its TV App and It Is Glorious,5223
Rich NYC residents use terrorism as an excuse against subway elevators for people with disabilities,5211
"Woman diagnosed with hematohidrosis, a rare disease that causes blood sweat",5208
These Democrats can make Virginia history and bring much-needed progressive views to the statehouse,5203
Are Helicopter Parents Raising Their Children To Be Unemployable?,5199
Twitter employee on last day at work deactivates Trump's account,5196
United States Supreme Court rejected stay of execution for Mexican national,5191
Tory MP caught red-handed sharing pro-Brexit fake news on social media,5180
Can I Test the Health of My Gut Microbiota?,5161
Iraqi Politicians Considering Law Allowing Legal Marriage for Nine-Year-Old Girls,5161
"Sixers lose a close one to Wizards, but they played to win",5148
"WaPo: Trump’s business sought deal on a Trump Tower in Moscow, while he ran for president",5131
Pit Bulls save children from copperhead snake lurking in their yard,5130
Pregnant woman in a crop top denied service at Washington restaurant for ‘violating the health code’,5121
Sony Takes Home Top Honors at the Red Dot Awards,5106
Lufthansa to Buy Units of Air Berlin for $249 Million,5106
Mike Pence's chief of staff asks donors to 'purge' Republicans not loyal to Trump,5099
"Diet Rich in Apples and Tomatoes May Help Repair Lungs of Ex-Smokers, Study Suggests",5098
Photogallery - The US has the greatest number of billionaires in the world,5098
Photogallery - Google accidentally shuts down half of Japan’s Internet,5094
Ben Affleck spotted house hunting with Lindsay Shookus in Los Angeles,5081
Photogallery - Donald Trump will not visit London to declare open the new US embassy,5075
Former FBI Head Comey Calling His Book 'A Higher Loyalty',5070
Facebook is going to release 3000 ads used by Russians,5061
It Begins. Owner of Historic US Clothing Company Pulls Ads from NFL Games,5057
Justice Department Announces Compensation Process for Western Union Fraud Victims With Funds Recovered Through Asset Forfeiture,5052
Photogallery - Apple plans to build an Iowa data center that fully runs with renewable energy,5051
American Peace Activist Is Denied Entry to South Korea,5048
NFL's Chris Long will be donating all of his 2017 football salary to education charity,5038
McClatchy: Trump Could Lose Hispanic Support Over Merit-Based Immigration,5035
Bitcoin vs Gold: Most pick bitcoin in a survey tweeted by Ron Paul,5032
"35 years ago today, The Young Ones made their debut on the BBC",5028
How a Radical Left-Wing Historian Birthed the Anti-Columbus Crusade,5025
Real Housewives of Orange County' Tamra Judge has skin cancer again,5007
Trump Appears to Endorse Path to Citizenship for Millions of Immigrants,5006
PressTV-‘Russia has right to retaliate against US property seizure’,5001
Paul Newman’s Rolex Daytona watch sells for world record $$17.8 million,4967
FBI Cites “Black Identity Extremists” as Domestic Terror Threat,4963
“Al Jazeera is running a jihad out of Jerusalem”,4962
‘Trump Wants to End Legal Immigration to the U.S.’,4962
Dragon Ball Super' leaked spoilers reveal Jiren's intention to fight Hit,4948
We Answered Your Questions About Writing for The Edit,4941
More Than Sports: Stadiums Try Video Games and Surfing,4922
Iron Man is real: Richard Browning sets jet suit speed record,4920
Disneyland water cooling towers shut down after Legionnaire’s disease cases reported,4910
Fobus Holster Announces Launch of its Summer Carry Giveaway,4908
This Simple Shopping Trick Will Save You Loads of Money,4907
FBI Interviewed NYC Terrorist About His Ties to Terrorism Before the Attack,4903
U.S. Bombers Carry Out Exercise in South Korea in Show of Force to North,4901
"North Korea Fires a Ballistic Missile, in a Further Challenge to Trump",4897
GOP Congress Authorizes $$500 Million In Security Assistance For Ukraine,4896
A rebel shell kills 6 in Damascus shortly after Assad’s “victory” speech,4896
"Violent hailstorms hit Italy, covering beaches in white – Infinite Unknown",4892
Patriots vs Bucs Live Stream: How To Watch Thursday Night Football Online,4891
How universal background checks could have stopped Sutherland Springs,4883
Teen Mom 2': Kailyn Lowry bans baby daddy from seeing son after he gets violent,4878
We'll make sure Barbara Comstock won't serve another term; first make her vote against the tax bill,4875
Virginia needs Ralph Northam as its next governor. Here's why,4869
Bill Maher trolls Donald Trump presidency with his Christmas tweet,4868
Apple is reducing the accuracy of Face ID for quicker iPhone X production,4860
Gov. Terry McAuliffe Refuses to Denounce Antifa Attacks on Journalists,4859
Broncos' Brock Osweiler would be replacing Trevor Siemian as the starter,4851
Photogallery - Will Surface Phone do the same for mobile?,4844
Rubio and the GOP are STILL trying to use the tax bill to take away reproductive rights.,4842
WATCH: Jim Acosta tries to get Sarah Huckabee Sanders to admit collusion with Russia,4818
Man shot by Chicago police officer is awarded $$44.7 million,4813
Trump administration lied when it said DHS had vetted their bogus and racist terror report,4806
K.K.R. to Buy WebMD and Take Majority Stake in Nature’s Bounty,4797
Los Angeles Libertarians Plan a Large Presence at Third Annual Politicon,4787
Philadelphia Mom Who Wanted To Join ISIS Sentenced To Eight Years In Jail,4776
The US Military Will Not Solve the Venezuela Crisis,4772
ISIS Declares It Is Sending Secret Brigades Of Fighters To Terrorize Europe,4760
Brien Lundin sees “considerable” potential at Balmoral’s Martiniere property,4756
"PressTV-S Korea, US begin joint military drills amid tension on Korean Peninsula",4756
Even Republicans assume Trump leaked Kislyak intercepts to force out Jeff Sessions,4752
"Pelicans worked out Josh Smith, Martell Webster and Chase Budinger",4752
"New study finds aluminum in vaccines triggers autism, esp. in boys",4747
BOOM: Byron York explains the FusionGPS story and predicts the next big question,4726
FLOTUS Sends Out Well Wishes to Hurricane Irma Victims,4720
‘What???’ This update to the Vegas shooting case raises EVEN MORE questions,4714
"Union Urges Gay Teachers to Come Out in the Classroom, Teach LGBT Experiences",4710
‘This is not our America’: Hispanic CEO quits Trump’s diversity council,4700
Iran accuses the US of breaching nuclear accord by new sanctions,4700
DARPA unveils gene editing infrastructure to build genetically engineered “super soldiers”,4698
Israel's Netanyahu Expresses Hope for US Peace Push in Middle East,4685
Photogallery - REPORT: LeBron tried to bring Spurs Star to Cleveland but...,4685
Reese Witherspoon’s Makeup Artist Is Promoting Self-Love With Jewelry,4670
Moon Express wants to mine the moon for minerals,4669
US agency probes Interior Secretary Ryan Zinke for possible Hatch Act violation,4663
"ISIS releases new video, bragging that Las Vegas shooting is REVENGE for US attacks against their ‘caliphate’",4655
Los Angeles Clippers defeated The Utah Jazz with a score of 102-84,4645
"Far from Winner’s Circle, Saratoga Track Workers Fear Deportation",4631
"‘Massive military response’: After meeting with Trump, Gen. Mattis strongly warns North Korea",4623
Australia Exported Most Of Its Natural Gas As Citizens Dealt With Prolonged Power Outages,4622
A Taste of Indian Nostalgia Finds an Eager Audience,4619
Japanese Princess Mako leaves royal status after marrying a commoner,4610
Police chiefs association refutes Trump’s speech that endorsed officer brutality,4609
More U.S. Parks and Attractions Are Offering Online Reservations,4609
Conservative Republicans plotting to oust Paul Ryan — and elect Gingrich or Santorum as new house speaker,4599
EPA abandons changes to U.S. biofuel program after lawmaker pressure,4590
Republican representative: Taking down Confederate monuments will lead to closing Holocaust museum,4586
Even old Samsung phones are beating out the iPhone 8,4582
Antifa Website Admitted To Pouring Concrete On Amtrak Tracks – Could This Have Caused Derailment?,4581
Toyota and Mazda Are Said to Pick Alabama for $1.6 Billion Plant,4577
How a Republican Idea for Reducing Medicare Costs Could Affect You,4567
"Hezbollah, Al-Qaeda Reach Ceasefire Near Syrian Border After Fighting Leaves Dozens Dead",4565
Jax Taylor debuts Mrs. Taylor on Instagram during visit to Florida,4565
The Boston Globe seems surprised that Mitt Romney is living like a private citizen,4556
"ISIS Has Lost Raqqa, Where Will It Go Next?",4555
Drug Enforcement Administration Collects Record Number of Unused Pills as Part of its 14th Prescription Drug Take Back Day,4547
10 Ways My Wife And I Cut Our Grocery Bill By 75 Percent,4527
Cavaliers should consider other trade packages for Kyrie Irving,4526
Ferguson Drops Charges Against Man Cited in Justice Dept. Report,4523
Does Anyone Actually Go Diving With a Dive Watch?,4521
Muslims Fear Backlash After Minneapolis Cop Shoots Australian Woman,4517
These Two Reports Reveal New Details About Trump Associates’ Contacts With Russia,4516
"Pokemon Go' is bringing the Legendary Birds, Unown, and Mr. Mime in a new event",4510
Tamra Judge's birthday brings out interesting social media comments,4509
GOP Senate candidate Josh Mandel embraces far right Pizzagate conspiracy theorists,4509
WITCH HUNT: Congressional Investigators Want Donald Trump Jr.'s Phone Records,4498
Will Chiwetel Ejiofor play Scar in 'The Lion King' live-action?,4498
How Funboy Floats Became the Ultimate Status Symbol on Instagram,4493
The Kurds Want A “Federal” Regime Change In Syria,4492
Just A Reminder: It Was Ivanka Who Insisted Daddy Appoint Mike Flynn,4484
"David Madden, Former Fox Executive, Is Taking Over Programming at AMC",4462
Teacher at Mormon University Loses Job Over Pro-LGBT Facebook Post,4454
Nolte: Yahoo Sportswriter Shames Black NHL Star Who Refuses to Protest National Anthem,4451
"A fourth woman has come forward to say George H.W. Bush groped her, this time during a 2006 photo op",4442
Sophie Turner and Joe Jonas have adopted a husky,4430
Marshawn Lynch Gives The Media A Taste Of Beast Mode,4398
"As Yemen Cholera Cases Reach 500,000, US and UK Condemned for Complicity",4397
Jordan Peele Continues Social Thriller Focus With Nazi Hunter TV Series,4391
Super Mario Odyssey Nintendo sampled every Mario game to form a masterpiece.,4376
Fox pundit says Trump failed to redeem himself: ‘It’s impossible to be a good Jew and support Donald Trump’,4376
Court denies all Peanut Corp. of America criminal appeals,4368
"For $350 in Rent, a Tenant Becomes a Landlord’s Helper",4355
Trump claims Republican healthcare bill covers pre-existing conditions. False. Untrue. Fake.,4347
Lawmaker makes shocking claim about the Vegas massacre (video),4342
Ralph Northam Did Better Among Virginia Women Than Hillary Clinton Did,4336
Hate Group's Email Uses Nazi Imagery to Denounce LGBT People,4334
Vatican Urges Online Protections for Kids amid Porn Scandal,4332
Major German Parties Leave Migrant Issues out of Campaign,4327
3 Ways GOP Tax Bill Could Change Your Life Insurance,4323
New Findings Could Save Lives of More Stroke Patients,4318
Senate Republicans to make another attempt at Obamacare repeal,4316
"Riton USA Announces the Launch of a New, Easy to Use Website",4312
New Audio Book: The American Mercury on Leo Frank – Frank Takes the Stand,4306
Starbucks Employees Will Reap The Benefits Of The Trump Tax Cuts,4306
Police Used Private Security Aircraft for Surveillance in Standing Rock No-Fly Zone,4295
"AARP: Some seniors could pay more than $$30,000 per year to keep their plans under Graham-Cassidy",4295
Project Veritas Drops Another Video Bomb Of CNN Producer Mocking Chris Cuomo [VIDEO],4289
"Trump blames Texas mass shooting on mental illness. With 26 dead, it 'isn't a guns situation'",4279
ISIS Is Now Using Female Sex Slaves To Recruit Rapists,4262
Texas Clinics Offer ‘No-Cost Abortions’ for Victims of Hurricane Harvey,4250
"Bride calls off wedding, donates $$30,000 reception to the homeless",4241
Charlie Rose Suspended After 8 Women Accuse Him of Groping,4239
Poland ‘Will Accept Migrants From Europe—but Not Africa or Middle East’,4233
Arizona Supreme Court Upholds Statute Forbidding Destruction of Valuable Guns,4232
The Senate Tax Bill Threatens Access to Health Care,4230
Photogallery - LeBron James compliments Lonzo Ball after breaking his record,4224
Mike Pence laughably defends Trump against credible reports of an affair with a porn star,4221
LeBron James tried to bring Spurs star to Cleveland,4221
Who Did Saudi Arabia Detain Last Night in Anti-Corruption Move?,4219
"California: lawmaker shelves health care proposal, receives death threat",4218
McConnell won't let his senators face constituents until the end of August,4218
President Trump rescinds DACA mostly on false pretenses that are obvious,4190
Please Raise Your Hand If You’re Not a Sexual Predator (Audio),4188
Corrupt Politicians Make Way for Muslims to Attack America +Videos,4187
She loved Sushi Wooshi like no little boy had ever been loved before,4162
Bill Maher humiliates Donald Trump after threatening to nuke North Korea,4161
Did I Miss It? Or was there no Saturday Morning Bucket today?,4160
"Jared Kushner updated his security form, suddenly remembered more than 100 foreign contacts",4160
Army of Us: Queer Soldiers Do Battle Against ISIS,4159
Whoa! Trump Just Said Health Insurance Costs $$12 A Year!,4157
Supreme Court Justice Ruth Bader Ginsburg Speaks About #MeToo And Her Own Experience Being Sexually Harassed,4155
Liev Schreiber and Fergie Attended a Weekend-Long Party in the Bahamas,4136
Florida sets its next death row execution in August,4128
Nevada rancher Cliven Bundy violated law in 2014 armed standoff: prosecutor,4121
Maintenance Man Recalls His Time On The 32nd Floor Before Las Vegas Shooting,4114
What Trump Is Doing in Jerusalem and Why He Is Doing It,4114
American Invasion: Imported Crawfish Are Taking Over a Park in Berlin,4106
Photogallery - Samsung to pay you for finding vulnerabilities in their devices,4102
#Nuclearban: How Will China Play Its Hand? – Antiwar.com Blog,4101
Roy Moore Campaign to Gloria Allred: Release the Evidence,4091
"If You Don’t Trust People, Then You Shouldn’t Trust Politics",4089
New York City Will Miss a Deadline to Accommodate 5 New Charter Schools,4075
"A Mysterious 3,000-Year-Old Castle Was Discovered Underwater In A Turkish Lake",4060
Leader Who Rebuilt Time Warner Empire Prepares an Exit,4057
Exxon Fined $$2 Million For Violating Russia Sanctions While Tillerson Was CEO,4057
70 Percent Of Italians Think The Country Has Taken Too Many Migrants,4056
Jimmy Kimmel Now Blaming 2nd Amendment Supporters for Las Vegas,4051
Graphic Video Shows Minneapolis Cop Shooting Two Innocent Service Dogs,4036
"Henry Help Raise Over $$70,000 For Sick 14-Year-Old Volunteer Firefighter",4008
Matt Ryan leads Falcons to 23-17 win over Chicago Bears,4000
"For some victims, reporting a rape can bring doubt, abuse — and even prosecution",4000
"I Was In The Illuminati…now I Am Telling All (obama, Space Flights, Denver, Aliens)",3994
VIDEO PROOF: There Were At Least 7 Different Shooters During The Las Vegas Massacre,3979
Christian Videographers Challenge Law Forcing Them to Record Same-Sex Weddings,3974
Interview: Man Who Stopped Texas Shooting Is Being Harassed by the Mainstream Media (Video),3971
Donald Trump seeks to punish teachers with 'morally bankrupt' tax plan,3971
Jeff Bezos donates $33 million to fund college scholarships for ‘Dreamers’,3963
White House says Trump is considering Russia sanctions legislation,3959
At Least 6 White House Advisers Used Private Email Accounts,3956
"I didn't want her to be blindsided, so I leaked the debate questions to Hillary ahead of the debate!",3932
New Google Pixel Buds Can Translate 40 Languages In Real Time,3925
"Photogallery - Derrick Rose tried to recruit LeBron, Wade, Bosh to Chicago in 2010",3913
Iran’s President Rouhani accuses US of undermining nuclear deal,3911
We Hear You: The Failure of Republicans to Repeal or Replace Obamacare,3905
Trump Isn't Serious About Opioids If He Won't Legalize Marijuana,3897
"One Tree Planting Drone Will Plant 36,000 Trees in a Day",3895
"Arizona would lose $$1.7 billion under Graham-Cassidy, fully a third of its federal funding",3882
"At a Public School in Denver, Refugee Children Find Hope and Frustration",3880
Research shows barriers for girls and students of color negatively impacts innovation in the US,3877
Bombs Will Not Defeat ISIS (but Maybe the Internet Will),3874
If You are a John Mellencamp fan there is a article @Salon you might want to read.,3868
Senate Intelligence Committee Warns Russia Will Upend Local Elections,3863
Where Are The Statues Honoring The 1.25 Million Europeans Enslaved By African Muslims?,3841
The Grande Dame of Documentary Is Leaving Her Home at HBO,3839
Photogallery - Can Dominic Thiem be considered a title contender at the 2017 US Open?,3828
Photogallery - Disney to end streaming partnership with Netflix by 2019,3826
Surgeons Remove 263 Coins And 100 Nails From One Man’s Stomach,3824
Star Trek' Introduces Its First Gay Couple to the Universe,3816
Rhode Island lawmakers delay decision on raw milk until 2018,3810
Reporter Who Exposed BBC Child Abuse Cover Up Found Dead,3808
"Country Music Association Tells Journalists Not to Talk About Guns, Politics or Las Vegas",3801
Chicago Cubs coaching staff expected to lose Dave Martinez,3756
Photogallery - Apple is expected to unveil the iOS 11 & iPhone 8 next month,3747
Should I create a separate blog focused on Domaining?,3741
HACKED? CNN is investigating who accessed @AndersonCooper’s account and called Trump a ‘pathetic loser’,3732
Al Franken Uses The Word ‘I’ 61 Times During Resignation Speech,3729
Yankees Acquire Todd Frazier and David Robertson in Trade With White Sox,3716
Pizza Hut is giving away free pizza for life,3713
Video from 2012: What did Jimmy Kimmel know about Harvey Weinstein and when did he know it?,3712
UN Health Agency: Measles Has Killed 35 Children in Europe,3705
Scarborough: Ted Cruz Should Tell His Donors To ‘Go Straight To Hell’ [VIDEO],3704
NBC: Green Berets Were Chasing ISIS Terrorist in Niger,3694
Activists replace statue of Robert E. Lee with statue of a pregnant black woman in Baltimore,3693
"Democratic senator: Reports are true. Trump said 'hate-filled, vile, and racist' things.",3690
Trump's 'fake news' awards put him in dictator territory,3689
Justice Department Agrees To Pay Tea Party Victims In Obama IRS Targeting Scandal,3672
"North Korea Does Not Threaten World Peace, the US Does",3661
MSNBC and CNN guests look to blame Manhattan truck terror on anything but jihad,3659
The Government Of Ohio Bans Abortion For Children With Down Syndrome,3655
Hobby Historian Claims to Have Discovered Forgotten 80-Meter Section of the Berlin Wall,3653
Edinburgh Student Who Ridiculed ISIS Online Investigated for Islamophobia,3650
New York Times interview: Trump insists there was no collusion with Russia ... sixteen times,3643
Weinstein sex scandal may negatively impact Michael Moore and Quentin Tarantino,3640
Ivanka Trump Just Humiliated Her Dad On Father’s Day,3639
Trump Administration Says States May Impose Work Requirements for Medicaid,3638
Republicans Want Trump And Corker To Please SHUT UP,3626
"Marc Kasowitz, Trump Lawyer, Also Represents a Russian Bank",3625
Brutal Russian Nightclub Fight Turns Into Dramatic Shooting [VIDEO],3613
America Cannot Afford to Have Afghanistan Become the New Vietnam,3610
Alan Dershowitz: 'I Don't See a Crime' With Don Jr.,3606
"Mr. President, the Tax Plan Needs a Big Fix!",3600
Bulgaria Government Shocked To Discover It Owns $$3 Billion In Bitcoin,3585
Why Are We Paying Millions for Betsy DeVos to Be Protected By US Marshals?,3579
The U.S. Should Support Kurdish Independence for Moral and Practical Reasons,3576
Unions files a labor complaint against Tesla for firing members,3576
Russia Is Now Calling On The US To Leave Syria (Video),3574
SMEs see banks as utility providers not business partners – and banks agree,3573
"Audi Engineer Implicates Superiors in Diesel Case, Lawyer Says",3566
Catholics encounter the homeless on the streets of Hollywood,3562
Israeli spies found Russians using Kaspersky software for hacks — and warned US two years ago,3543
Tropical Storm Nate Expected to Hit Gulf Coast as a Hurricane,3516
"After Trump tweeted a meme about her fallen husband and the anthem, Pat Tillman's widow speaks out",3513
BMW will be bringing a Tesla Model 3 opponent with the i5,3510
Has NASA Lost Its Way? | 1993 Washington Post Article by Peter Carlson,3504
"As Critiques of UN Peacekeeping Missions Grow, Africa Seeks Peace on its own Terms",3489
Trump defends Roy Moore by saying 'Access Hollywood' tape could be fake,3484
"Q: Do you feel safer walking at night on a brightly lit street? If yes, you agree with Rick Perry",3480
McCain tells Clinton to ‘shut up’ like he did,3478
Google sets up cloud computing data center in London,3454
the Democratic Party is not going to save America in the coming years,3445
Pennsylvania: Muslim who shot police officer arrived in US via chain migration,3435
Study Exposes Dark Side of Coffee Cultivation in Uganda,3434
VIDEO: Why we no longer need the mainstream media – Dr. Rich Swier,3433
People Are Destroying Their Keurig Coffee Makers in Bizarre Show of Support for Sean Hannity,3423
You Can Buy Pat McGrath Makeup on Maggie Lindemann’s Spotify Channel,3417
The Mercers play both sides of the climate change issue,3410
Apple’s new ad shows how iPads are going to replace laptops,3393
Bill Maher blames Fox News for white supremacy violence in Charlottesville,3384
Why Is the UN Setting up Operations in Various Locations Inside the US?,3380
Photogallery - Kevin Durant says LeBron James will finish his career with the Cavaliers,3370
What Is the Iran Nuclear Deal? And Why Does Trump Hate It?,3362
Harvey has knocked out a significant portion of the nation’s oil refining capacity,3352
Sen. Al Franken broke down in tears describing the impact of government policies in his own family,3330
Trump working hard to ensure USA remains most hated country in the world,3320
Judge strikes down Texas law to limit second-trimester abortions,3312
"Trump's health secretary has spent more than $$300,000 on private plane flights since May",3309
"Why Did the State Department Pay $$100,000 For Tiffany Trump and Her Mother's Vacation Car Rentals?",3302
Barney Smith Is Selling the Contents of His Toilet Seat Art Museum,3297
Chester Bennington's wife deletes shocking tweets after death of rock icon,3291
American service members rate white nationalism as a larger security threat than Syria or Iraq,3285
"Jeff Sessions doesn't recall anything about Papadopoulos, then remembers something, something",3280
A scientist just destroyed the conservative myth that inequality is necessary for economic motivation,3260
"John McCain's surgery would cost at least $$76,000—on Medicare",3253
Burger King Russia Introduces The “Whoppercoin” – The Fast-Food Industry’s First Digital Currency,3249
"Leonardo da Vinci Painting Sells for $450.3 Million, Shattering Auction Highs",3248
"Wait, what? Cory Booker says instead of building wall on the southern border we should build tunnels",3247
University of Florida students shut down white supremacist Richard Spencer,3244
ROGER STONE: Cabinet Members Are Plotting To Remove President Trump From Office,3237
Apparently CBS News has a problem with the word ‘cowboy’,3231
"Food has a major impact on getting pregnant faster, study says",3230
"‘If you support the racist, you are the racist’: Michael Moore holds Trump backers accountable for Charlottesville",3229
CIA Director Pompeo contradicts Trump: Russia meddled with 2016 election,3225
Teen says she was denied work at Pet World because of her dreadlocks,3224
Steve Wynn Claims Gun Free Zone Would Have Prevented The Vegas Shooting,3219
Most workers will see pay hike in February under new tax law,3204
Congress has spent $$17 million to settle sexual harassment claims,3182
Eating Horse Meat Could Soon Become Legal In The US,3179
"Denouncing Iran As A Terrorist State, Trump Refuses To Recertify Nuclear Accord – Countercurrents",3158
Stephen Curry thinks the Boston Celtics could make the NBA Finals,3151
"How Jim Willie Sees the Fall of the House of Saud, Finally",3150
"Turner Prize Goes to Lubaina Himid, Whose Work Depicts African Diaspora",3145
"U.S. Put 92 Somalis on a Deportation Flight, Then Brought Them Back",3140
"Chinese hotel is fined £1,700 for accepting Muslim guests during political Congress",3139
Satanists Are Trying to Force Christian Bakers to Make Satanic Cakes,3130
CyberBerkut publishes email of Democrat plot to blame Russia for hacking 2016 election,3117
Trump administration threatens Alaska's energy industry over Murkowski's Trumpcare vote,3113
The project of the West has failed | Colonel Cassad,3113
Starbucks interviewing refugees in California for jobs as baristas – Dr. Rich Swier,3100
ISIS calls on Muslims to commit jihad attacks at hurricane relief centers,3093
"91 Volcanoes Found Under Arctic Ice, Big Blow to Climate Alarmists",3090
Detroit Tigers hire Ron Gardenhire to be their next manager,3084
"FHFH Receives $$30,000 From Walmart to Support Indiana Hunger Relief",3070
Photogallery - The US needs another Deng Xiaoping in North Korea,3067
Niall Horan denies dating Olympia Valance: Here's what he has to say,3064
Miami Art Professor Turns American Flags into KKK Hoods Causing Outrage,3063
"Apple Watch may soon introduce boxing, surfing, pilates workouts and more",3056
NBA Star Chris Paul May Have Threatened The President of The United States,3051
"Long Before the New York Attack, FBI Agents Were Targeting Uzbek Immigrants",3038
Handful of House Democrats introduce bill to fix Obamacare,3032
FEMA director heads to Puerto Rico amid reports of apocalyptic conditions; Hillary Clinton says ‘send the Navy’,3031
"Catalonia Refuses to Halt Independence Referendum, Defying Spanish Court",3024
India is building an Israel-developed fence along its Pakistan border,3010
"Hurricane Harvey poised to disproportionately impact blacks in Texas, but no one is talking about it",2989
Ellen DeGeneres' birthday greeting to Katy Perry received Twitter backlash,2981
Tillerson Says the U.S. Will Never Accept Crimea Annexation,2980
"Dear white women, there is nothing heroic about not having sex with Nazis",2968
"High school students are protesting the Pledge of Allegiance, and now schools are getting sued",2968
"People Died in Red Bluff, California and There are No Easy Solutions",2963
Harvard Study Identifies The Gateway Pundit As One of the Most Influential Conservative Media Outlets in 2016,2953
Photogallery - Evangelical Christians continue to support Donald Trump and Steve Bannon,2924
Tax Cuts Will Ensure A Bountiful Harvest For Our Farmers And Our Nation,2924
Speaker Ryan Transferred $$2M to House Republican Campaigns in August,2921
Canada Wants a New Nafta to Include Gender and Indigenous Rights,2919
Trump Has Killed More Civilians with Illegal Drone Strikes in 9 Months Than Obama Did in 8 Years,2888
Egypt isn’t the country with the most Pyramids in the world—Sudan has more than 250,2872
Why Everyone is Wearing Black at the Golden Globes,2864
South Dakota: Landowners and Hunters Asked to Report Dead Deer,2836
Xbox shows off its powerful Project Scorpio Xbox Development Kit in new video,2828
"Trump's Bombing Campaign In Middle East Has Already Killed At Least 2,200 Civilians",2816
Republicans make absurd policy change in their fight against reproductive rights,2813
Yankees Hope to Have Holliday and Castro Back Next Weekend,2810
The Boston Islamic Seminary Is Training the Next Generation of Extremists,2799
"Donald Trump Jr. says daddy wouldn't help him, made him talk to his assistant",2772
"Security Flaws Put Virtually All Phones, Computers at Risk",2766
Department of Homeland Security is Collecting Social Media Data on All Immigrants,2757
How Banks are Working to Improve the Customer Experience,2753
Right-wing groups are waging online campaign against new Star Wars films because ... too many women,2746
Cleveland Cavaliers news: Several teams want Shumpert but under one condition,2744
"Less than one day after terror attack, Trump's campaign accuses the media of attacking the president",2738
The Nation Hates Thanksgiving More Than Ever This Year,2731
Stephen Colbert is Launching a Donald Trump Parody Show on Showtime,2726
CBS News: Congress Wants Phone Records of Trump Jr.-Russia Meeting,2690
Opioid addicts must experience the consequences of their actions,2690
Rand Paul says that there was no reason for the violence that he endured,2688
"Las Vegas Survivors Speak Out, Multiple Shooters in Multiple Locations",2673
Los Angeles police are arresting people for speaking 20 seconds over their allotted time at city meetings,2673
The Founding Fathers designed impeachment for someone exactly like Donald Trump,2672
A reporter asked Trump what his health care plan is. He didn't know,2671
Hillary Clinton… She Actually Did it and Here Is the Proof,2662
"Toronto Maple Leafs may need to trade Leo Komarov, Tyler Bozak, or Matt Martin",2661
Photogallery - Nintendo Switch has surpassed 4.7 million units sold worldwide,2658
The Lost Sphinx of Giza—Experts claim there was a SECOND Sphinx near the Pyramids,2653
Dragon Ball Super' fans have uncovered the identity of the new Super Warrior,2633
Judge read out names of 20 murdered cats before sentencing their killer to 16 years in prison,2619
Politicians Could Learn a Lot From Greg Kraut Campaign,2592
The Warriors sign Nick Young while Dion Waiters stays in Miami,2591
The Plaza Loses Its Luster as a Real Estate Investment,2583
Simona Halep reaches 2nd round of the 2017 Citi Open in Washington,2582
University of Texas at Austin removes its Confederate statues overnight,2574
"Danny Sjursen Discusses “Apartheid New York” at the College of Staten Island July 20, 2017",2571
Maddow reveals that Sater & Cohen may have violated the Trading with the Enemy Act,2563
1824: Congress decides outcome of presidential election on this day in history,2539
Donald Trump took $$107 million promised to charities ... and kept it,2538
WSJ: Facebook Takes the Next Step to Monetize WhatsApp,2529
Donald Jr. violated Federal Law when coordinating with Wikileaks,2494
"Donald Trump's lawyer equates Lee and Washington, says FBI and BLM are run by terrorists",2476
