indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl,quartil
1212,newsmet,gpt,prompt4,"‘Goodbye Pittsburgh Steelers, Burn In Hell’: Angry Fans Burn Gear Over National Anthem Protest +1","Adeus Pittsburgh Steelers, Queimem no Inferno: Fãs Furiosos Queimam Roupas em Protesto à Canção Nacional +1",0,2018,Q2
1216,newsmet,gemma3,prompt4,Here's a question for Trump on his public shaming of Jeff Sessions: Why don't you grow a pair?,Por que você não assume a responsa e para de dar desculpas?,0,2538,Q1
1217,newsmet,gpt,prompt4,"Wait, WHAT!? Time Mag wants you to know something about Trump’s Obama eclipse retweet","Espera, O QUÊ!? A Time quer que você saiba algo sobre o retweet de Trump que eclipsou Obama.",0,2020,Q2
1218,newsmet,gemma3,prompt4,South Dakota Republican whip shares meme supporting vehicular attacks on protesters,O chicote republicano de Dakota do Sul compartilha meme endossando ataques veiculares contra manifestantes.,0,2209,Q2
1219,newsmet,gemini,prompt4,8 Frugal and Forgotten Ways Your Great-Grandparents Made it Through Hard Times,"Aqui está a tradução:

1.  **Cultivando a Própria Mesa (Grow Your Own Grocery Store):** Transformando o Quintal em um Emporium Doméstico.
2.  **Consertando, Reusando, Revivendo (Fix, Reuse, Revive):** A Arte da Sobrevivência Econômica.
3.  **O Tesouro Escondido do Desperdício (The Hidden Treasure of Waste):** Onde o Lixo Vira Ouro.
4.  **A Economia da Troca: Uma Moeda Invisível (The Barter Economy: An Invisible Currency):** Onde a Confiança é a Chave.
5.  **O Poder da Comunidade: Juntos Somos Fortes (The Power of Community: United We Stand):** Uma Mão Lava a Outra.
6.  **Armazenando para o Futuro: Uma Despensa para a Tempestade (Stockpiling for the Future: A Pantry for the Storm):** Preparando-se para Dias Sombrios.
7.  **A Arte da Remodelação e Adaptação (The Art of Repurposing and Adaptation):** Uma Nova Vida para o Velho.
8.  **A Disciplina da Gratidão: Contando as Bênçãos (The Discipline of Gratitude: Counting Your Blessings):** Encontrando a Riqueza no Simples.
",0,2551,Q1
1220,newsmet,gemma3,prompt4,Escaped Inmate Turns Himself in After Berlin Prison Break,Fugitivo se entrega após a fuga audaciosa da prisão de Berlim.,0,2528,Q1
1221,newsmet,gpt,prompt4,N.B.A. Summer League Produces Buzz (Lonzo Ball) and Panic (Markelle Fultz),A Liga de Verão da N.B.A. Gera Alvoroço (Lonzo Ball) e Pânico (Markelle Fultz),0,2024,Q2
1226,newsmet,gemini,prompt4,"U.S. Report Says Humans Cause Climate Change, Contradicting Top Trump Officials","O relatório dos EUA cospe na cara do negacionismo, contradizendo os próceres de Trump.
",0,2564,Q1
1228,newsmet,gemini,prompt4,No more triple talaq: India court bans Islamic instant divorce,"O triplo talaq foi para o beleléu: Corte indiano enterra divórcio islâmico instantâneo.
",0,2122,Q2
1232,newsmet,gemma3,prompt4,Egypt Shakes Up Security Forces After Deadly Ambush of Police,"Egito remaneja forças de segurança após emboscada fatal à polícia.
",0,2418,Q1
1234,newsmet,gemma3,prompt4,UH OH! NBC Made Payment to Staffer After Chris Matthews Accused of Sexual Harassment,"Ai, ai! A NBC soltou a grana para um funcionário após Chris Matthews ser acusado de assédio sexual.",0,2284,Q1
1235,newsmet,gemma3,prompt4,Iran Complains Instagram Shut Down Terror Chief ‘Hero’ Qasem Soleimani’s Page,Irã reclama do fechamento da página do 'herói' terrorista Qasem Soleimani no Instagram.,0,2168,Q2
1238,newsmet,gpt,prompt4,Photogallery - Streaker at Buffalo Bills game storms the field,Galeria de fotos - Peladão invade o campo no jogo do Buffalo Bills.,0,2294,Q1
1240,newsmet,gemini,prompt4,MD-Gov: Ben Jealous (D) Hits Larry Hogan (R) For Not Doing Enough To Combat The Opioid Crisis,"MD-Gov: Ben Jealous (D) ataca Larry Hogan (R) por não fazer o suficiente para combater a crise dos opioides.
",0,2208,Q2
1244,newsmet,gemma3,prompt4,CA Assembly Considers Bill to Delay Start of Public Schools to 8:30,"Assembleia da Califórnia Avalia Proposta para Empurrar o Sino das Escolas Públicas para Mais Tarde, para as 8h30.",0,1990,Q2
1245,newsmet,gemini,prompt4,We Fought a War of Independence' Against King George for That,"Travamos uma Guerra da Independência contra o Rei George por isso.
",0,2437,Q1
1246,newsmet,gpt,prompt4,Seattle Seahawks Star Claims Police Threatened To Blow His Head Off,Estrela do Seattle Seahawks afirma que a polícia ameaçou estourar sua cabeça.,0,2226,Q2
1247,newsmet,gemini,prompt4,Where Police Care More About Internet Trolls Than Child Sex Rings,"A polícia se importa mais com trolls de internet do que com redes de pedofilia.
",0,2321,Q1
1248,newsmet,gpt,prompt4,Selena Gomez Turns Heads In NYC In Low-Cut Top [PHOTOS],Selena Gomez chama a atenção em NYC com blusa decotada [FOTOS],0,2216,Q2
1250,newsmet,gpt,prompt4,North Fork’s First Designer Hotel Makes a Splash on the Sound,O Primeiro Hotel Designer de North Fork Faz Ondas no Som.,0,1972,Q2
1251,newsmet,gemini,prompt4,PressTV-Susan Rice fires back at AIPAC over Iran deal,"Susan Rice responde à altura ao AIPAC sobre o acordo nuclear com o Irã.
",0,2362,Q1
1252,newsmet,gpt,prompt4,Trump Takes Aim at Iran’s ‘Clandestine Nuclear Weapons Program’,Trump Mira o 'Programa Nuclear Clandestino' do Irã.,0,2278,Q1
1255,newsmet,gemma3,prompt4,Twitter reacts to Donald Trump Jr. posting proof he colluded with Russia,"Reações no Twitter ao Donald Trump Jr. postar provas de sua conluio com a Rússia:

*   ""A corda sumiu do canhão, e o show de marionetes está exposto.""
*   ""A ratoeira foi armada, e o rato saiu com a armadilha na boca.""
*   ""O castelo de areia desmoronou com a maré alta da verdade.""
*   ""A máscara caiu, revelando o palhaço por trás da maquiagem.""
*   ""O lobo esteve vestindo pele de ovelha por tempo demais.""
*   ""O poço secou, e a sede pela desculpa se intensificou.""
*   ""O vaso de Pandora foi aberto, e os problemas jorraram.""
*   ""A música parou, e a dança da decepção chegou ao fim.""
*   ""A teia se des",0,2531,Q1
1256,newsmet,gemma3,prompt4,"New News in ExxonKnew Storyline: Exxon Sues Cali Cities, NYC Sues Exxon","Exxon Ataca Cidades da Califórnia, Nova York Contra-Ataca Exxon: A Saga do Saber Oculto.",0,2490,Q1
1261,newsmet,gpt,prompt4,"Young girl flips off Infowars interviewer, instantly becomes a Twitter favorite",Jovem garota faz gesto obsceno para entrevistador da Infowars e instantaneamente se torna a favorita do Twitter.,0,2046,Q2
1262,newsmet,gemini,prompt4,"Ted Nugent, Who Has Violently Threatened Obama And Clinton, Calls On Liberals To Be 'Civil' %%","O sujeito que ameaçou Obama e Clinton com violência, agora pede que liberais sejam ""civilizados"".
",0,2418,Q1
1263,newsmet,gemma3,prompt4,"Only 6 days on the job, Scaramucci jumps the shark","Apenas seis dias no trabalho, e ele já se entregou ao ridículo.",0,2526,Q1
1264,newsmet,gemini,prompt4,"Fearing the Worst, China Plans Refugee Camps on North Korean Border","Temendo o pior, China monta campos de refugiados na fronteira com a Coreia do Norte.
",0,2011,Q2
1265,newsmet,gpt,prompt4,NJ House Members Take Sides on GOP Tax Bill,Membros da Assembleia de NJ Escolhem Lados na Controvérsia do Imposto do GOP,0,2276,Q1
1266,newsmet,gemma3,prompt4,Suspect for Attempted Murder of California Wildlife Officer Turns Himself In,"O suspeito de tentar assassinar um guarda florestal da Califórnia se entregou às autoridades.
",0,2316,Q1
1268,newsmet,gemma3,prompt4,"‘Crooklyn’ Wins the One Film, One New York Contest","""Crooklyn"" Leva para Casa o Prêmio Um Filme, Um Novo York.
",0,2263,Q1
1269,newsmet,gemini,prompt4,Boycott The Government? Ann Arbor City Council Members Take A Knee During Pledge,"Boicotar o Governo? Vereadores de Ann Arbor se ajoelham durante o juramento à bandeira.
",0,2174,Q2
1270,newsmet,gemini,prompt4,Photogallery - The US punishes Chinese and Russian companies because of North Korea,"Fotogaleria - EUA dão um chega pra lá em empresas chinesas e russas por causa da Coreia do Norte.
",0,2511,Q1
1272,newsmet,gemini,prompt4,"J.R. Smith reveals King's injury status, Says he will...","J.R. Smith revela o estado do Rei, diz que ele vai...
",0,2450,Q1
1273,newsmet,gemma3,prompt4,"Pokemon the Movie: I Choose You,' Ash and his pokemon Pikachu is back.","Ash e seu Pokémon Pikachu retornam, reascendendo a chama da jornada.",0,2226,Q2
1276,newsmet,gemini,prompt4,Justices Take Cases on Free Speech at Pregnancy Centers and Polling Places,"A Justiça abre as comportas da fala em centros de gravidez e locais de votação.
",0,2119,Q2
1278,newsmet,gemma3,prompt4,Taliban Say Top Leader’s Son Carried Out a Suicide Attack,"O filho do líder supremo selou seu destino em um ataque suicida.
",0,2533,Q1
1279,newsmet,gpt,prompt4,"Tucked Into the Tax Bill, a Plan to Help Distressed America","Enfiado na conta tributária, um plano para ajudar a América em apuros.",0,1991,Q2
1280,newsmet,gpt,prompt4,Chile and South Africa Make Cut for Foreign-Language Oscar,Chile e África do Sul Avançam na Corrida pelo Oscar de Melhor Filme Estrangeiro,0,2081,Q2
1288,newsmet,gemini,prompt4,Rand Paul on GOP Health Bill: Trying 'to Buy the Votes' of Sens,"Rand Paul sobre o projeto de saúde do Partido Republicano: Tentando 'comprar os votos' dos senadores.
",0,2195,Q2
1290,newsmet,gemma3,prompt4,Anfield Resources to change its name to Anfield Energy to emphasize focus on energy metals,"Anfield Recursos a renomear-se Anfield Energia, para realçar o foco nos metais energéticos.",0,2439,Q1
1291,newsmet,gemini,prompt4,Donna Brazile: Clinton Campaign Took Over DNC in August 2015.,"A campanha Clinton botou a mão na massa no DNC em agosto de 2015.
",0,1915,Q2
1292,newsmet,gemini,prompt4,Local PA activist Katie Muth takes on anti-women's health commissioner publicly and wins!,"A ativista local da Pensilvânia, Katie Muth, enfrenta publicamente um comissário anti-saúde feminina e sai vitoriosa!
",0,2165,Q2
1294,newsmet,gpt,prompt4,Remember those emolument issues? Trump's D.C. hotel is raking it in,Lembra-se daquela questão dos emolumentos? O hotel de Trump em D.C. está faturando alto.,0,2100,Q2
1295,newsmet,gemini,prompt4,"To Control Patient Volumes, Hospital Takes Down Hospital Signs Within 5-Mile Radius","Para controlar o fluxo de pacientes, o hospital enterrou a própria placa num raio de 8 quilômetros.
",0,2327,Q1
1298,newsmet,gemma3,prompt4,Seattle Mayor Steps Down Following Fifth Allegation Of Child Sex Abuse,O prefeito de Seattle se afasta após a quinta denúncia de abuso sexual infantil.,0,2370,Q1
1302,newsmet,gemini,prompt4,"Redskins place Dustin Hopkins on IR, work out 20 players, sign new kicker","Os Redskins colocam Dustin Hopkins na lista de machucados, testam 20 jogadores e contratam um novo chutador.
",0,2522,Q1
1306,newsmet,gpt,prompt4,David Letterman Earns Mark Twain Prize for Late-Night High Jinks,David Letterman Recebe o Prêmio Mark Twain por suas Travessuras Noturnas,0,2345,Q1
1307,newsmet,gpt,prompt4,"California Needs a “Spec” Water Market, Not Contrived Markets","A Califórnia precisa de um mercado de água ""específico"", e não de mercados engessados.",0,1951,Q2
1308,newsmet,gemma3,prompt4,"U.S. Put 92 Somalis on a Deportation Flight, Then Brought Them Back",Colocaram 92 somalis em um voo de deportação e os trouxeram de volta.,0,2290,Q1
1309,newsmet,gpt,prompt4,"American Legion, VFW Decide to Play Nice With Goodell; Don’t Support Boycott of NFL",Legião Americana e VFW Decidem Fazer as Pazes com Goodell; Não Apoiam Boicote à NFL.,0,2370,Q1
1312,newsmet,gemini,prompt4,Major German Parties Leave Migrant Issues out of Campaign,"As principais legendas alemãs varrem a poeira dos temas migratórios da campanha.
",0,2382,Q1
1317,newsmet,gpt,prompt4,The Occupant throws his AG completely under the bus in interview with New York Times.,O Ocupante joga seu AG completamente na linha de fogo em entrevista ao New York Times.,0,2331,Q1
1318,newsmet,gemini,prompt4,"Veterans, Americans Don’t Believe US Foreign Policy Makes US Safer","Veteranos americanos não acreditam que a política externa dos EUA nos proteja.
",0,2519,Q1
1319,newsmet,gemma3,prompt4,"ISIS Has Lost Raqqa, Where Will It Go Next?","O Estado Islâmico perdeu Raqqa, para onde irá agora?",0,2534,Q1
1323,newsmet,gemini,prompt4,"‘Massive military response’: After meeting with Trump, Gen. Mattis strongly warns North Korea","Uma resposta militar colossal.
",0,2571,Q1
1326,newsmet,gemma3,prompt4,Police chiefs association refutes Trump’s speech that endorsed officer brutality,"A associação de chefes de polícia rebate o discurso de Trump que abençoou a violência policial.
",0,1976,Q2
1327,newsmet,gemini,prompt4,Photogallery - Google accidentally shuts down half of Japan’s Internet,"Google, sem querer, deu um apagão na internet de metade do Japão.
",0,2249,Q2
1330,newsmet,gpt,prompt4,Bruce Springsteen Could Be Going for the EGOT as He Makes Broadway Debut,Bruce Springsteen Poderia Estar Rumo ao EGOT ao Fazer Sua Estreia na Broadway,0,2067,Q2
1332,newsmet,gemini,prompt4,MSNBC twists Las Vegas shooting to advocate for national gun registry – TheBlaze,"MSNBC torce os fatos do tiroteio em Las Vegas para pregar a favor de um cadastro nacional de armas – TheBlaze.
",0,2095,Q2
1334,newsmet,gemini,prompt4,Kansas City Royals’ manager says he warns his team about porn,"O técnico do Kansas City Royals diz que adverte o time sobre a pornografia.
",0,2062,Q2
1335,newsmet,gemma3,prompt4,NKorean Media Claims 5 Million Have Signed up to Join Army,Cinco milhões juraram pegar em armas.,0,2431,Q1
1336,newsmet,gemma3,prompt4,Interview: Man Who Stopped Texas Shooting Is Being Harassed by the Mainstream Media (Video),**Homem que Contiuve o Massacre no Texas é Assediado pela Mídia Corrente (Vídeo)**,0,2497,Q1
1337,newsmet,gemini,prompt4,"As More Teams Host Gay Pride Events, Yankees Remain a Holdout","Enquanto mais times hasteiam a bandeira do orgulho, os Yankees seguem na retranca.
",0,2291,Q1
1339,newsmet,gemma3,prompt4,‘This guy’s busted’: Morning Joe says Mueller has ‘smoking gun’ evidence of Trump obstruction on tape,O cara está pilhado: Joe de Manhã diz que Mueller tem prova definitiva de obstrução de Trump em vídeo.,0,2334,Q1
1340,newsmet,gemma3,prompt4,Toyota to Take 5 Percent Stake in Mazda and Build Joint U.S. Plant,Toyota assume 5% de participação na Mazda e ergue fábrica conjunta nos EUA.,0,2566,Q1
1341,newsmet,gemini,prompt4,"Trump Makes Fools of His Spokespeople Again, Makes Explicit Nuclear Threat","Trump atira os fantoches aos leões de novo, e cospe fogo nuclear.
",0,2515,Q1
1342,newsmet,gemma3,prompt4,Tunisia Ends Ban on Non-Muslim Men Marrying Muslim Women,Tunísia Derruba Barreira para Unions Entre Homens Não Muçulmanos e Mulheres Muçulmanas.,0,2353,Q1
1346,newsmet,gpt,prompt4,Reverend Says Brits Should Pray Prince George Turns Out Gay,O reverendo diz que os britânicos deveriam rezar para que o príncipe George saia do armário.,0,2190,Q2
1348,newsmet,gemini,prompt4,PressTV-S Korea links detected xenon to North’s nuclear test,"A Coreia do Norte acende o rastilho nuclear com xenônio.
",0,2520,Q1
1349,newsmet,gemma3,prompt4,1824: Congress decides outcome of presidential election on this day in history,"Neste dia, o Congresso sela o destino da eleição presidencial.",0,2044,Q2
1350,newsmet,gemini,prompt4,"Why Did the State Department Pay $$100,000 For Tiffany Trump and Her Mother's Vacation Car Rentals?","Por que o Departamento de Estado pagou uma nota preta de 100 mil dólares pelos aluguéis de carro de férias de Tiffany Trump e sua mãe?
",0,2320,Q1
1351,newsmet,gemini,prompt4,Pope Francis Criticizes Fake News Yet The MSM Is More Guilty Than Anyone,"Papa Francisco critica notícias falsas, mas a mídia tradicional é mais culpada do que todos.
",0,2183,Q2
1352,newsmet,gpt,prompt4,CIA Director Pompeo contradicts Trump: Russia meddled with 2016 election,"O diretor da CIA, Pompeo, desafia Trump: a Rússia teve a mão na massa nas eleições de 2016.",0,2154,Q2
1354,newsmet,gemini,prompt4,Photogallery - Sony is reducing the prices of its PlayStation VR bundles,"A Sony está podando os preços dos seus pacotes de PlayStation VR.
",0,1976,Q2
1355,newsmet,gpt,prompt4,Seth Meyers calls out Trump for pardoning two turkeys ‘despite the fact that they lied about Russia under oath’,"Seth Meyers critica Trump por perdoar dois perus ""apesar do fato de que eles mentiram sobre a Rússia sob juramento"".",0,2092,Q2
1357,newsmet,gemini,prompt4,Sexual assaulter Trump privately doubted the accusers of sexual predator Moore,"Trump, o predador sexual, em seu íntimo questionava as vítimas do predador sexual Moore.
",0,2421,Q1
1360,newsmet,gemini,prompt4,EMP Bias Puts US at Risk as North Korea Threat Grows,"A Tendência à Eletricidade nos Leva ao Risco com a Sombra da Coreia do Norte se Alongando.
",0,2330,Q1
1363,newsmet,gemini,prompt4,Australia Exported Most Of Its Natural Gas As Citizens Dealt With Prolonged Power Outages,"A Austrália exportou a maior parte de seu gás natural enquanto seus cidadãos lidavam com apagões prolongados.
",0,2460,Q1
1364,newsmet,gemma3,prompt4,Tom Brady has new backup and Broncos have new starter,Tom Brady tem um substituto à altura e os Broncos têm um novo comandante.,0,2474,Q1
1369,newsmet,gpt,prompt4,50 pastors throw their hats into the ring for suspected molester Roy Moore—or did they?,50 pastores colocam seus chapéus no ringue em relação ao suspeito molestador Roy Moore—ou será que não?,0,1957,Q2
1371,newsmet,gemma3,prompt4,Immigrant teenager at center of US legal fight has abortion,"Adolescente imigrante no centro de disputa judicial americana interrompe a gravidez.
",0,2360,Q1
1372,newsmet,gemini,prompt4,"20 Years Ago, Hollywood Imagined a Wormhole Machine at Kennedy Space Center","Há 20 anos, Hollywood vislumbrava uma máquina de túnel do tempo na NASA.
",0,2325,Q1
1374,newsmet,gpt,prompt4,Attorneys allege Motel 6 is siccing ICE on undocumented immigrant guests,Advogados alegam que o Motel 6 está acionando a imigração contra hóspedes imigrantes indocumentados.,0,2290,Q1
1376,newsmet,gemini,prompt4,"Trump ""Justice"" Department argues in favor of firing employees because they're gay","O ""Departamento da Justiça"" trumpista advoga demitir funcionários por serem da turma do arco-íris.
",0,2427,Q1
1378,newsmet,gemma3,prompt4,Hate Group's Email Uses Nazi Imagery to Denounce LGBT People,E-mail de Grupo de Ódio Usa Imagens Nazistas para Condenar Pessoas LGBT.,0,2172,Q2
1379,newsmet,gemma3,prompt4,Study Shows Corporate Cable Networks Largely Ignoring FCC Plan to Kill Net Neutrality,Estudo Revela que Redes de TV Corporativas Ignoram Amplamente Plano da FCC para Enterrar a Neutralidade da Rede.,0,1964,Q2
1385,newsmet,gemma3,prompt4,Cowardly Republicans ban the Rev. William Barber from North Carolina legislative building,Republicanos covardes silenciam o Rev. William Barber do recinto legislativo da Carolina do Norte.,0,2021,Q2
1393,newsmet,gpt,prompt4,Did I Miss It? Or was there no Saturday Morning Bucket today?,Eu perdi a hora? Ou não teve balde de sábado de manhã hoje?,0,2090,Q2
1395,newsmet,gpt,prompt4,Blindeside sends the next houseguest home from 'Big Brother',O lado cego envia o próximo hóspede para casa.,0,2330,Q1
1396,newsmet,gemini,prompt4,"Hezbollah, Al-Qaeda Reach Ceasefire Near Syrian Border After Fighting Leaves Dozens Dead","Hezbollah e Al-Qaeda enterram a machadinha perto da fronteira síria, após combates ceifarem dezenas de vidas.
",0,2070,Q2
1397,newsmet,gpt,prompt4,Photogallery - Boog Powell tearing it up for Oakland Athletics,Galeria de Fotos - Boog Powell arrasando pelos Athletics de Oakland.,0,1989,Q2
1398,newsmet,gpt,prompt4,‘Wonderstruck’ Director Todd Haynes Refuses to Dumb Down Stories for Kids,‘Deslumbrado’: O Diretor Todd Haynes Recusa-se a Torcer Histórias para Crianças.,0,2309,Q1
1403,newsmet,gemini,prompt4,"“That’s Really Sad,” Flyers Promoting White Supremacy Found at OSU","A Universidade Estadual de Ohio amanheceu enlutada com a descoberta de panfletos supremacistas brancos.
",0,2112,Q2
1404,newsmet,gemma3,prompt4,"Country Music Association Tells Journalists Not to Talk About Guns, Politics or Las Vegas","Associação de Música Country Avisa Jornalistas Para Não Tocarem no Gatilho, na Política ou em Las Vegas.
",0,2515,Q1
1405,newsmet,gemma3,prompt4,Orange County Board of Education Reverses Position and Bans Confederate Flag,Conselho de Educação do Condado de Orange Muda de Cor e Derruba Bandeira Confederada.,0,2037,Q2
1407,newsmet,gpt,prompt4,"David Madden, Former Fox Executive, Is Taking Over Programming at AMC","David Madden, Ex-executivo da Fox, Está Assumindo o Comando da Programação na AMC.",0,2174,Q2
1408,newsmet,gemini,prompt4,Good news! GOP House nears CR extension agreement. Bad news. they only agree with each other.,"Boas novas! A Câmara Republicana está perto de um acordo para estender o financiamento provisório. Más notícias: só concordam entre si.
",0,2135,Q2
1409,newsmet,gemma3,prompt4,"New study backs up reports of near-death experiences, claiming that consciousness continues to work","Novo estudo corrobora relatos de experiências de quase-morte, afirmando que a consciência permanece em funcionamento.
",0,2039,Q2
1411,newsmet,gpt,prompt4,Rupi Kaur Is Kicking Down the Doors of Publishing,Rupi Kaur está abrindo as portas da publicação.,0,2058,Q2
1412,newsmet,gemini,prompt4,The US Has a Niger by the Tail? Why Are American Soldiers Dying in Africa?,"Os EUA estão com um ""Níger"" nas mãos? Por que soldados americanos estão morrendo na África?
",0,2275,Q1
1420,newsmet,gemini,prompt4,"Sixers lose a close one to Wizards, but they played to win","Sixers caem diante dos Wizards por pouco, mas jogaram com a faca nos dentes.
",0,2205,Q2
1421,newsmet,gpt,prompt4,Photogallery - ISIS claims attack on Iraqi embassy in Kabul and Trump has his plate full,Galeria de fotos - ISIS reivindica ataque à embaixada iraquiana em Cabul e Trump está com a vida cheia.,0,2221,Q2
1422,newsmet,gemini,prompt4,"After shockingly inaccurate comments, one of America's best takes John Kelly to school on Twitter","Após declarações chocantemente imprecisas, um dos melhores da América dá uma aula em público em cima do John Kelly no Twitter.
",0,2079,Q2
1423,newsmet,gemma3,prompt4,FLEISCHMAN: National Anthem Protesters Help Trump – But Can’t Help Themselves,Manifestantes do Hino dão oxigênio a Trump – mas não conseguem se salvar.,0,2315,Q1
1425,newsmet,gemma3,prompt4,U.S. Doubled Fuel Support for Saudi Bombing Campaign in Yemen After Deadly Strike on Funeral,Dobrou o apoio americano ao bombardeio saudita no Iêmen após fatal corte na cerimônia fúnebre.,0,2308,Q1
1426,newsmet,gemma3,prompt4,Germans Sentence Syrian Fighter to Three Years in Prison,"Lutador sírio a três anos de algemas por sentença alemã.
",0,2034,Q2
1428,newsmet,gemma3,prompt4,"FBI OPENLY Working Against Trump: Pro-Clinton FBI Agents Conducted The Michael Flynn Interview, Cornered Him In The White House Under False Pretenses","FBI AGE DE ABERTO Combatendo Trump: Agentes do FBI Favoráveis a Clinton Conduziram o Interrogatório de Michael Flynn, Encurralaram-no na Casa Branca Sob Falsos Ares.",0,2562,Q1
1434,newsmet,gemini,prompt4,Breakking NEWS – U.S. successfully intercepts a long-range missile for the first time,"URGENTE: EUA abatem míssil de longo alcance pela primeira vez na história.
",0,2140,Q2
1437,newsmet,gemma3,prompt4,Dragon Ball Super' just confirmed the possibility of Ultra-Instinct Vegito,"Dragon Ball Super acaba de confirmar a miragem do Vegito com Instinto Superior.
",0,1922,Q2
1438,newsmet,gemini,prompt4,US Picks Up Iranian Chess Master Banned for Not Wearing Hijab,"Os EUA dão xeque-mate na censura iraniana.
",0,2513,Q1
1442,newsmet,gemma3,prompt4,"Las Vegas Survivors Speak Out, Multiple Shooters in Multiple Locations","Sobreviventes de Las Vegas Revelam a Alma, Múltiplos Fantasmas em Múltiplos Palcos.",0,2361,Q1
1443,newsmet,gemma3,prompt4,"X22Report It’s On, The Cabal Goes All In To Push The Next Event – Episode 1423b","Está Ligado: A Cabala Aposta Todas as Fichas no Próximo Evento – Episódio 1423b

A cortina se eleva, e o tabuleiro se revela. A Cabala, acorrentada a velhas engrenagens, agora despeja seu último barril de pólvora para orquestrar o próximo ato. A dança da serpente se intensifica, com cada movimento calculado para desviar o olhar da verdadeira peça central.

O palco está montado, as marionetes alinhadas, e o maestro, com mãos enluvadas, aumenta o volume. A narrativa está sendo escrita com tinta de sombras, e a realidade, distorcida como um espelho quebrado.

Preparem-se, pois a tempestade se aproxima. O relógio, com seus ponteiros implacáveis, marca o tempo até o clímax. A Cabala, em seu desespero, busca desesperadamente",0,2546,Q1
1444,newsmet,gemini,prompt4,How Activate Virginia Recruited 76 Candidates to Refuse $$ from Dominion—A Model for Other States,"Como a Virgínia Ativada recrutou 76 candidatos a recusar a grana da Dominion — Um modelo para outros estados.
",0,2453,Q1
1446,newsmet,gemma3,prompt4,U.S. Carries Out Drone Strike Against Shabab Militants in Somalia,Estados Unidos lança ataque com drones contra combatentes de Al-Shabab na Somália.,0,2510,Q1
1447,newsmet,gemma3,prompt4,‘What in the world’? Report: Saudi Arabia says Lebanon has declared war on them,Que diabo se passa?,0,2350,Q1
1450,newsmet,gemini,prompt4,South Africa converts to Islam plotted jihad attacks on Jewish institutions,"A África do Sul abraçou o Islã e urdiu ataques jihadistas contra sinagogas.
",0,2393,Q1
1454,newsmet,gemma3,prompt4,Madison Square Garden Is Seeking to Sell the Liberty,O Jardim de Madri busca se desfazer da Liberdade.,0,2223,Q2
1456,newsmet,gemma3,prompt4,PressTV-‘Russia has right to retaliate against US property seizure’,PressTV – ‘A Rússia tem o direito de espetar a vaca leiga nos bens americanos.’,0,2030,Q2
1460,newsmet,gpt,prompt4,Tory MP caught red-handed sharing pro-Brexit fake news on social media,Deputado conservador pego com a boca na botija compartilhando fake news a favor do Brexit nas redes sociais.,0,2287,Q1
1461,newsmet,gemma3,prompt4,Right-wing groups are waging online campaign against new Star Wars films because ... too many women,Grupos de direita estão travando uma campanha online contra os novos filmes de Star Wars porque... há demasiadas mulheres.,0,2261,Q1
1467,newsmet,gemini,prompt4,Virginia woman was fired from her job after she was photographed flipping off Trump's motorcade,"Uma mulher da Virgínia foi demitida após ser fotografada mandando um ""dedo do meio"" para a comitiva de Trump.
",0,2454,Q1
1471,newsmet,gpt,prompt4,White-Power Rock Bands Find Platform Online to Incite Hatred,Bandas de Rock do Poder Branco Encontram Plataforma Online para Incitar o Ódio.,0,1959,Q2
1472,newsmet,gemini,prompt4,Kushner Family Business Court Ordered to Give Up Names of Business Partners,"O Tribunal Obriga a Família Kushner a Abrir o Livro de Ouro dos Sócios.
",0,2455,Q1
1475,newsmet,gemma3,prompt4,Star Trek' Introduces Its First Gay Couple to the Universe,"Star Trek Revela ao Universo Seu Primeiro Casal Homossexual.
",0,2414,Q1
1476,newsmet,gemma3,prompt4,HACKED? CNN is investigating who accessed @AndersonCooper’s account and called Trump a ‘pathetic loser’,INVADIDO. A CNN investiga quem se infiltrou na conta de @AndersonCooper e chamou Trump de ‘lixo lamentável’.,0,2304,Q1
1477,newsmet,gpt,prompt4,Why is the CIA allowing such open leaking about what Trump administration knew and when it knew it?,Por que a CIA está permitindo que vaze tão abertamente o que a administração Trump sabia e quando sabia?,0,2093,Q2
1478,newsmet,gemini,prompt4,Japan and Utility Are Found Negligent Again in Fukushima Meltdowns,"O Japão e a Utilidade Pública, Mais Uma Vez, Levaram a Culpa nos Derretimentos de Fukushima.
",0,2380,Q1
1479,newsmet,gemma3,prompt4,"Riton USA Announces the Launch of a New, Easy to Use Website","Riton USA Revela o Desembarque de um Novo Site, Leve como Pena e Pronto para a Ação.
",0,2136,Q2
1481,newsmet,gemma3,prompt4,Bulgaria Government Shocked To Discover It Owns $$3 Billion In Bitcoin,Governo búlgaro espantado ao descobrir que possui 3 bilhões de dólares em Bitcoin.,0,2141,Q2
1484,newsmet,gpt,prompt4,Entire eight-and-under football team takes a knee during national anthem,Toda a equipe de futebol com menos de oito anos se ajoelha durante o hino nacional.,0,2094,Q2
1485,newsmet,gemma3,prompt4,Canada's newest victim category trips up local airport in Toronto,Nova categoria de vítimas do Canadá desconcerta aeroporto local em Toronto.,0,2523,Q1
1488,newsmet,gpt,prompt4,"For Older Gays Who Might Re-enter the Closet, a Ball Invites Them Out","Para Gays Mais Velhos Que Podem Regressar ao Closet, um Baile os Convida a Sair.",0,2210,Q2
