indice,ingles_original,portugues_traduzido,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl,quartil,origem,parascore
499,They are having a discussion in the classroom.,"Estão a trocar ideias na sala de aula.
",gemini,prompt4,0.5434,0.7859456539154053,0.5737090706825256,0.2705655097961426,Q2,parascore,0.9399
499,They are having a discussion in the classroom.,Um diálogo floresce na sala de aula.,gemma3,prompt4,0.8696,0.9628003835678101,0.8080529570579529,0.8379029035568237,Q2,parascore,0.9469
515,They are enjoying a cup of coffee together.,Eles estão disfrutando de uma xícara de café juntos.,gpt,prompt2,1.0052,1.0,0.9752140641212463,1.040486216545105,Q2,parascore,0.9445
515,They are enjoying a cup of coffee together.,Eles estão dividindo uma xícara de café juntos.,gpt,prompt4,0.9356,1.0,0.9374940991401672,0.8692291975021362,Q2,parascore,0.9623
515,They are enjoying a cup of coffee together.,"Eles estão apreciando uma xícara de café juntos.
",gemini,prompt2,1.0039,0.9912000298500061,0.9756632447242737,1.0448247194290161,Q2,parascore,0.9551
515,They are enjoying a cup of coffee together.,"Estão dividindo o pão, tomando um café.
",gemini,prompt4,0.7341,0.8368220329284668,0.7495651841163635,0.6159230470657349,Q2,parascore,0.9225
515,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",gemma3,prompt2,1.0073,1.0,0.975312352180481,1.0465596914291382,Q2,dataset_final,
515,They are enjoying a cup of coffee together.,Compartilham um instante de calor e aroma.,gemma3,prompt4,0.5,0.42979148030281067,0.47858837246894836,0.5917211771011353,Q2,parascore,0.9024
515,They are enjoying a cup of coffee together.,Estão a desfrutar de uma chávena de café juntos.,gemmaX,sem_prompt,1.0047,1.0,0.9717951416969299,1.0423393249511719,Q2,parascore,0.9373
516,I made a cup of tea for myself.,Eu fiz uma xícara de chá para mim mesmo.,gpt,prompt2,1.0108,1.0,0.9403658509254456,1.0921353101730347,Q2,parascore,0.9882
516,I made a cup of tea for myself.,Preparei uma xícara de chá para mim.,gpt,prompt4,0.9325,0.9813125133514404,0.9514588117599487,0.8646443486213684,Q2,parascore,0.9499
516,I made a cup of tea for myself.,"Fiz uma xícara de chá para mim.
",gemini,prompt2,1.0044,1.0,0.944739580154419,1.0683355331420898,Q2,parascore,0.9783
516,I made a cup of tea for myself.,"Preparei um chá para mim.
",gemini,prompt4,0.6623,0.7898884415626526,0.777786910533905,0.419116735458374,Q2,parascore,0.9585
516,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,gemma3,prompt2,1.0128,1.0,0.945885181427002,1.0923815965652466,Q2,dataset_final,
516,I made a cup of tea for myself.,Preparei um chá para me acalmar.,gemma3,prompt4,0.6226,0.7334080934524536,0.6141749620437622,0.5202892422676086,Q2,parascore,0.9255
516,I made a cup of tea for myself.,Fiz uma chávena de chá para mim.,gemmaX,sem_prompt,1.0039,1.0,0.9787481427192688,1.032995581626892,Q2,parascore,0.9477
541,She is visiting her grandmother in the hospital.,Ela está visitando a avó dela no hospital.,gpt,prompt2,1.0094,1.0,0.9710153937339784,1.057268500328064,Q2,dataset_final,
541,She is visiting her grandmother in the hospital.,Ela está visitando a avó no hospital.,gpt,prompt4,0.9391,0.9996780157089233,0.9705333709716797,0.8470808267593384,Q2,parascore,0.9681
541,She is visiting her grandmother in the hospital.,"Ela está visitando sua avó no hospital.
",gemini,prompt2,1.0035,0.9912000298500061,0.9705668091773987,1.048833966255188,Q2,parascore,0.9616
541,She is visiting her grandmother in the hospital.,"Ela está visitando a avó na UTI.
",gemini,prompt4,0.4219,0.6007852554321289,0.6095206141471863,0.055484846234321594,Q2,parascore,0.974
541,She is visiting her grandmother in the hospital.,"Ela está levando flores para a casa de repouso da avó.
",gemma3,prompt4,0.3578,0.2898450791835785,0.4898454248905182,0.2937217950820923,Q2,parascore,0.931
542,She had a meeting with her boss.,Ela teve uma conversa com seu chefe.,gpt,prompt4,0.7829,0.9539685249328613,0.6255126595497131,0.7693619728088379,Q2,parascore,0.9771
542,She had a meeting with her boss.,"Ela teve um encontro com o leão.
",gemini,prompt4,0.5719,0.547683835029602,0.5008652210235596,0.6670532822608948,Q2,parascore,0.9559
542,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",gemma3,prompt2,1.0119,1.0,0.9708013534545898,1.064786076545715,Q2,dataset_final,
542,She had a meeting with her boss.,"Ela teve um desfile com o patrão.
",gemma3,prompt4,0.4841,0.6152398586273193,0.5238868594169617,0.3130526542663574,Q2,parascore,0.9539
544,She took the train to the city.,"Ela embarcou na locomotiva para a metrópole.
",gemini,prompt4,0.4891,0.6471145153045654,0.6226682066917419,0.19749382138252258,Q1,parascore,0.9067
544,She took the train to the city.,"Ela pegou o trem para a cidade.
",gemma3,prompt2,1.0249,1.0,0.9703924655914308,1.1042271852493286,Q1,dataset_final,
547,They went for a walk in the park.,Eles foram passear no parque.,gpt,prompt2,1.0183,1.0,0.9803269505500792,1.0746599435806274,Q1,dataset_final,
547,They went for a walk in the park.,Eles foram dar uma volta no parque.,gpt,prompt4,0.9384,1.0,0.9504210948944092,0.8647544980049133,Q1,parascore,0.9661
547,They went for a walk in the park.,"Deram um passeio no parque da vida.
",gemini,prompt4,0.844,0.9449265003204346,0.8191635012626648,0.7679271101951599,Q1,parascore,0.9301
547,They went for a walk in the park.,"Passearam um pouco na praça da vida.
",gemma3,prompt4,0.6349,0.8234301209449768,0.5750503540039062,0.5060843229293823,Q1,parascore,0.9009
547,They went for a walk in the park.,Eles foram dar uma caminhada no parque.,gemmaX,sem_prompt,1.0144,1.0,0.981073260307312,1.0621272325515747,Q1,parascore,0.9693
556,They are doing laundry in the basement.,Eles estão lavando roupa suja no porão.,gpt,prompt4,0.8154,0.9202882051467896,0.7540958523750305,0.7717022895812988,Q1,parascore,0.9459
556,They are doing laundry in the basement.,"Eles estão lavando roupa no porão.
",gemini,prompt2,1.0179,0.991200029850006,0.973233997821808,1.0894101858139038,Q1,dataset_final,
556,They are doing laundry in the basement.,"Estão lavando roupa suja no porão.
",gemini,prompt4,0.7797,0.9124190807342529,0.7417443990707397,0.6850254535675049,Q1,parascore,0.9518
556,They are doing laundry in the basement.,"Eles estão varrendo a sujeira no porão.
",gemma3,prompt4,0.516,0.7173852920532227,0.5109906196594238,0.3195442259311676,Q1,parascore,0.9318
556,They are doing laundry in the basement.,Estão a lavar roupa na cave.,gemmaX,sem_prompt,1.0018,1.0,0.9526190757751465,1.0527548789978027,Q1,parascore,0.9268
567,She played tennis with her brother.,Ela jogou tênis com seu irmão.,gpt,prompt2,1.0216,1.0,0.9786390662193298,1.0861315727233887,Q1,parascore,0.9789
567,She played tennis with her brother.,Ela jogou tênis com o irmão.,gpt,prompt4,0.9545,1.0,0.9771762490272522,0.886455774307251,Q1,parascore,0.976
567,She played tennis with her brother.,"Ela jogou tênis com o irmão dela.
",gemini,prompt2,1.027,1.0,0.978213906288147,1.1026759147644043,Q1,dataset_final,
567,She played tennis with her brother.,"Ela duelou tênis com o irmão.
",gemini,prompt4,0.6784,0.830004096031189,0.7134250998497009,0.49185577034950256,Q1,parascore,0.9525
567,She played tennis with her brother.,Ela jogava tênis com seu irmão.,gemmaX,sem_prompt,1.0175,1.0,0.9794848561286926,1.0729715824127197,Q1,parascore,0.9839
570,The car stopped at the red light.,O carro parou no sinal vermelho.,gpt,prompt4,0.9186,0.9970850944519043,0.8983667492866516,0.8603346347808838,Q2,parascore,0.9643
570,The car stopped at the red light.,"O carro sangrou no rubro.
",gemini,prompt4,0.6438,0.8418534994125366,0.41486963629722595,0.6747021675109863,Q2,parascore,0.9084
570,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",gemma3,prompt2,1.0071,1.0,0.9729037284851074,1.0483721494674685,Q2,dataset_final,
570,The car stopped at the red light.,O carro parou no sinal de alerta.,gemma3,prompt4,0.5522,0.6703948974609375,0.6490592360496521,0.3370799720287323,Q2,parascore,0.9664
573,She is playing with her cat.,Ela está se divertindo com seu gato.,gpt,prompt4,0.8975,1.0,0.8587210774421692,0.8336783647537231,Q2,parascore,0.9473
573,She is playing with her cat.,"Ela está brincando com seu gato.
",gemini,prompt2,1.0096,1.0,0.976249635219574,1.0525569915771484,Q2,dataset_final,
573,She is playing with her cat.,"Ela está brincando com o gato dela.
",gemini,prompt4,0.9316,1.0,0.9225517511367798,0.8722701668739319,Q2,parascore,0.9582
573,She is playing with her cat.,Ela tece laços com seu felino.,gemma3,prompt4,0.7351,0.9230337738990784,0.5383847951889038,0.7440103888511658,Q2,parascore,0.9206
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,gpt,prompt2,1.0245,1.0,0.9348077774047852,1.1386107206344604,Q1,dataset_final,
575,I like to read books in the evening.,Gosto de mergulhar em livros à noite.,gpt,prompt4,0.8831,0.9876423478126526,0.8448395133018494,0.8168038129806519,Q1,parascore,0.9239
575,I like to read books in the evening.,"Gosto de ler livros à noite.
",gemini,prompt2,1.0242,1.0,0.933826744556427,1.1388481855392456,Q1,parascore,0.9338
576,They went to a museum last month.,Eles foram a um museu no mês passado.,gpt,prompt2,1.0229,1.0,0.9779029488563538,1.090797781944275,Q1,dataset_final,
576,They went to a museum last month.,Eles visitaram um museu no mês passado.,gpt,prompt4,0.8859,0.9824000597000122,0.8152479529380798,0.8600577712059021,Q1,parascore,0.9654
576,They went to a museum last month.,"No mês passado, eles fizeram uma visita ao templo das musas.
",gemini,prompt4,0.6254,0.7779787182807922,0.6894126534461975,0.408954381942749,Q1,parascore,0.9384
576,They went to a museum last month.,Visitaram um espelho do tempo no mês passado.,gemma3,prompt4,0.304,0.3113563656806946,0.4521975517272949,0.14833208918571472,Q1,parascore,0.9353
581,They met their friends at the café.,Eles se encontraram com os amigos no café.,gpt,prompt2,0.9846,1.0,0.8939564228057861,1.059871792793274,Q1,parascore,0.9452
581,They met their friends at the café.,"Eles encontraram seus amigos no café.
",gemini,prompt2,1.0208,1.0,0.9728277325630188,1.089510440826416,Q1,dataset_final,
581,They met their friends at the café.,"Encontraram seus amigos no café.
",gemini,prompt4,0.8685,0.9101152420043945,0.8823865652084351,0.8130683898925781,Q1,parascore,0.9151
581,They met their friends at the café.,Encontraram-se com os amigos no café.,gemma3,prompt4,0.5211,0.7549282312393188,0.6103797554969788,0.1981310248374939,Q1,parascore,0.9235
585,They are watching TV in the living room.,Eles estão assistindo TV na sala de estar.,gpt,prompt2,1.025,1.0,0.9760773777961731,1.0990722179412842,Q1,parascore,0.9669
585,They are watching TV in the living room.,Eles estão assistindo à televisão na sala de estar.,gpt,prompt4,0.9421,0.9988534450531006,0.9547585844993591,0.8726094961166382,Q1,parascore,0.979
585,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",gemini,prompt2,1.0257,1.0,0.975910484790802,1.10108482837677,Q1,dataset_final,
585,They are watching TV in the living room.,Eles estão grudados na telinha na sala.,gemma3,prompt4,0.7766,0.9207135438919067,0.6954167485237122,0.7137259244918823,Q1,parascore,0.9176
589,He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,gpt,prompt2,1.035,1.0,0.970501184463501,1.1346182823181152,Q1,dataset_final,
589,He sent an email to his colleague.,Ele enviou uma mensagem ao seu colega.,gpt,prompt4,0.9295,1.0,0.9297334551811218,0.8586461544036865,Q1,parascore,0.9719
589,He sent an email to his colleague.,"Ele enviou um email para o colega dele.
",gemini,prompt2,1.0184,1.0,0.9679796695709229,1.0871233940124512,Q1,parascore,0.9663
589,He sent an email to his colleague.,"Ele disparou um e-mail para o colega.
",gemini,prompt4,0.727,0.8487584590911865,0.7108979821205139,0.6213372349739075,Q1,parascore,0.9622
589,He sent an email to his colleague.,"Ele lançou um e-mail para o colega.
",gemma3,prompt4,0.8017,0.9126889705657959,0.75641930103302,0.7360304594039917,Q1,parascore,0.9467
591,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,1.0156,1.0,0.974182903766632,1.072520136833191,Q2,dataset_final,
591,They took a bus to the city center.,Eles pegaram um ônibus rumo ao coração da cidade.,gpt,prompt4,0.9291,1.0,0.9128608703613281,0.8744994401931763,Q2,parascore,0.9546
591,They took a bus to the city center.,"Pegaram o busão rumo ao coração da cidade.
",gemini,prompt4,0.8483,0.9422794580459595,0.8460527062416077,0.7564288973808289,Q2,parascore,0.9214
591,They took a bus to the city center.,Eles engataram o ônibus rumo ao coração da cidade.,gemma3,prompt4,0.8198,0.9241112470626831,0.7330151200294495,0.8022643327713013,Q2,parascore,0.9497
593,I did the laundry yesterday.,Eu fiz a lavanderia ontem.,gpt,prompt2,1.0279,1.0,0.9722957015037536,1.1115398406982422,Q1,dataset_final,
593,I did the laundry yesterday.,Eu lavei a roupa ontem.,gpt,prompt4,0.9438,1.0,0.9723402261734009,0.859074592590332,Q1,parascore,0.9578
593,I did the laundry yesterday.,"Lavei a roupa suja ontem.
",gemini,prompt4,0.7263,0.9186993837356567,0.5889726281166077,0.671244740486145,Q1,parascore,0.9366
593,I did the laundry yesterday.,"Eu ajudei as roupas a renascerem ontem.
",gemma3,prompt4,0.6461,0.7441375255584717,0.564825177192688,0.6293138265609741,Q1,parascore,0.911
598,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,1.0174,1.0,0.9725314974784852,1.0797218084335327,Q2,dataset_final,
598,She is writing a letter to her friend.,"Ela está escrevendo uma carta para a amiga dela.
",gemini,prompt2,1.0171,1.0,0.9707538485527039,1.0804120302200317,Q2,parascore,0.9599
598,She is writing a letter to her friend.,"Ela despeja palavras no papel para a amiga.
",gemini,prompt4,0.7582,0.8618934154510498,0.6901939511299133,0.7226423621177673,Q2,parascore,0.9401
598,She is writing a letter to her friend.,Ela tece palavras para sua amiga.,gemma3,prompt4,0.7677,0.930128812789917,0.6361081004142761,0.7367941737174988,Q2,parascore,0.9484
601,She is making a salad for lunch.,Ela está fazendo uma salada para o almoço.,gpt,prompt2,1.0235,1.0,0.976865828037262,1.093579649925232,Q1,dataset_final,
601,She is making a salad for lunch.,Ela está preparando uma salada para o almoço.,gpt,prompt4,0.8724,0.9677600860595703,0.9047626256942749,0.7446463704109192,Q1,parascore,0.964
601,She is making a salad for lunch.,Ela está montando um banquete verde para o almoço.,gemma3,prompt4,0.6022,0.7466588020324707,0.5579394698143005,0.5020955801010132,Q1,parascore,0.9528
606,Water boils at 100°C.,"A água ferve a 100°C.
",gemini,prompt2,1.0456,1.0,0.9886383414268494,1.14820659160614,Q1,dataset_final,
606,Water boils at 100°C.,A água ferve aos cem graus.,gemma3,prompt4,0.4587,0.6819154024124146,0.5110815167427063,0.18300756812095642,Q1,parascore,0.9411
641,They are having a family gathering at home.,Eles estão tendo um encontro familiar em casa.,gpt,prompt2,1.0077,1.0,0.9781872630119324,1.0449308156967163,Q2,parascore,0.9618
641,They are having a family gathering at home.,"Eles estão fazendo uma reunião familiar em casa.
",gemini,prompt2,1.0085,0.991200029850006,0.978393256664276,1.0559650659561155,Q2,dataset_final,
641,They are having a family gathering at home.,Eles estão tendo uma reunião de família em casa.,gemmaX,sem_prompt,0.9968,1.0,0.9272114038467407,1.0631486177444458,Q2,parascore,0.9402
645,She studied for the test all week.,Ela estudou para o teste a semana toda.,gpt,prompt2,1.0092,1.0,0.9741004109382628,1.053594708442688,Q2,dataset_final,
645,She studied for the test all week.,Ela se preparou para a prova a semana inteira.,gpt,prompt4,0.8475,0.9813269376754761,0.8755854368209839,0.6854754090309143,Q2,parascore,0.9188
645,She studied for the test all week.,"Ela estudou para a prova a semana toda.
",gemini,prompt2,1.0002,1.0,0.9718787670135498,1.0288567543029785,Q2,parascore,0.9543
645,She studied for the test all week.,"Ela mergulhou nos estudos a semana inteira.
",gemini,prompt4,0.6556,0.8193289041519165,0.6262540817260742,0.5212658047676086,Q2,parascore,0.9084
645,She studied for the test all week.,Ela estudou para o teste a semana inteira.,gemmaX,sem_prompt,1.0066,1.0,0.9721686840057373,1.0475257635116577,Q2,parascore,0.923
652,She is organizing her closet.,Ela está organizando seu armário.,gpt,prompt2,1.0172,1.0,0.9822463393211364,1.0693961381912231,Q2,dataset_final,
652,She is organizing her closet.,Ela está organizando sua vida.,gpt,prompt4,0.7568,0.839722216129303,0.6630358099937439,0.7676941156387329,Q2,parascore,0.9614
652,She is organizing her closet.,"Ela está organizando o armário dela.
",gemini,prompt2,1.0085,1.0,0.9816141724586487,1.0440282821655273,Q2,parascore,0.9668
652,She is organizing her closet.,"Ela está colocando a vida em ordem.
",gemini,prompt4,0.7492,0.8683788776397705,0.5914734601974487,0.7878657579421997,Q2,parascore,0.9408
652,She is organizing her closet.,Ela está organizando seu guarda-roupa.,gemma3,prompt2,1.0136,1.0,0.9788966774940491,1.0620485544204712,Q2,parascore,0.9256
652,She is organizing her closet.,"Ela está colocando a casa em ordem.
",gemma3,prompt4,0.8299,0.958358883857727,0.7044224143028259,0.8268660306930542,Q2,parascore,0.9485
657,The weather is very cold today.,"O tempo está muito frio hoje.
",gemini,prompt2,1.0193,1.0,0.9781306385993958,1.0796711444854736,Q1,dataset_final,
657,The weather is very cold today.,"O frio hoje corta a carne.
",gemini,prompt4,0.5507,0.7597801685333252,0.5054219365119934,0.3869107663631439,Q1,parascore,0.9288
657,The weather is very cold today.,O inverno mordeu forte hoje.,gemma3,prompt4,0.7447,0.8468416929244995,0.7203011512756348,0.6669631600379944,Q1,parascore,0.9149
663,She brushed her teeth before bed.,"Escovou a alma antes de dormir.
",gemini,prompt4,0.7308,0.8363242745399475,0.7592172622680664,0.5969425439834595,Q1,parascore,0.9365
663,She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,gemma3,prompt2,1.0219,1.0,0.9803842902183532,1.0854326486587524,Q1,dataset_final,
663,She brushed her teeth before bed.,Ela escoou os dentes antes de dormir.,gemmaX,sem_prompt,0.9841,1.0,0.9445237517356873,1.007729411125183,Q1,parascore,0.9388
673,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,1.0156,1.0,0.979587733745575,1.0673025846481323,Q2,dataset_final,
673,They are having a barbecue in the garden.,"Estão assando um sol no quintal.
",gemini,prompt4,0.4462,0.6687335968017578,0.4684672951698303,0.201305091381073,Q2,parascore,0.9097
676,She reads a book every night.,Ela lê um livro todas as noites.,gpt,prompt2,1.0313,1.0,0.9822731614112854,1.111493468284607,Q1,dataset_final,
676,She reads a book every night.,Ela mergulha em um livro todas as noites.,gpt,prompt4,0.8863,0.9903922080993652,0.8615444898605347,0.8069140911102295,Q1,parascore,0.9364
676,She reads a book every night.,"Ela se alimenta de livros todas as noites.
",gemini,prompt4,0.8521,0.9831904172897339,0.8292933106422424,0.7437528371810913,Q1,parascore,0.9638
676,She reads a book every night.,Ela se alimenta de histórias todas as noites.,gemma3,prompt4,0.7724,0.9513789415359497,0.6202819347381592,0.7456702589988708,Q1,parascore,0.9535
683,He plays soccer every weekend.,Ele joga bola todo fim de semana.,gpt,prompt4,0.7847,0.8982741832733154,0.72428959608078,0.7314276099205017,Q2,parascore,0.9616
683,He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
",gemini,prompt2,1.0145,1.0,0.9869911074638368,1.056413173675537,Q2,dataset_final,
683,He plays soccer every weekend.,"Ele veste a camisa todo fim de semana.
",gemini,prompt4,0.7931,0.8292802572250366,0.6796059012413025,0.8704590797424316,Q2,parascore,0.9726
683,He plays soccer every weekend.,"Ele dribla o fim de semana a cada sábado e domingo.
",gemma3,prompt4,0.4601,0.5846484899520874,0.5128647089004517,0.28287333250045776,Q2,parascore,0.9215
683,He plays soccer every weekend.,Ele joga futebol todo final de semana.,gemmaX,sem_prompt,1.0054,1.0,0.9868389964103699,1.0292116403579712,Q2,parascore,0.9573
699,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,1.0159,1.0,0.9752779603004456,1.0723434686660769,Q2,dataset_final,
699,They are playing board games in the living room.,Eles estão jogando os dados da vida na sala de estar.,gpt,prompt4,0.7317,0.8164985179901123,0.5955001711845398,0.7830934524536133,Q2,parascore,0.956
699,They are playing board games in the living room.,"Estão navegando no tabuleiro da vida na sala.
",gemini,prompt4,0.7472,0.834087073802948,0.679158091545105,0.728441596031189,Q2,parascore,0.9292
699,They are playing board games in the living room.,"Eles estão desdobrando o mundo sobre a mesa na sala.
",gemma3,prompt4,0.6109,0.6325846910476685,0.48709437251091003,0.7130835056304932,Q2,parascore,0.9387
699,They are playing board games in the living room.,Estão a jogar jogos de tabuleiro na sala de estar.,gemmaX,sem_prompt,1.0035,1.0,0.9543437957763672,1.056054949760437,Q2,parascore,0.9449
701,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,1.0237,1.0,0.9780049920082092,1.0932444334030151,Q1,dataset_final,
701,She is making a smoothie for breakfast.,Ela está preparando um batido para o café da manhã.,gpt,prompt4,0.9114,0.9764867424964905,0.9010728001594543,0.8567354679107666,Q1,parascore,0.9625
701,She is making a smoothie for breakfast.,"Ela está preparando um raio de sol para o café da manhã.
",gemini,prompt4,0.5899,0.7087305784225464,0.646087646484375,0.41494446992874146,Q1,parascore,0.9442
701,She is making a smoothie for breakfast.,"Ela está preparando um elixir matinal.
",gemma3,prompt4,0.5005,0.7494184970855713,0.5011940598487854,0.25081998109817505,Q1,parascore,0.9284
