indice,ingles_original,melhor_trad,outra_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,parascore
657,The weather is very cold today.,O tempo está muito frio hoje.,O tempo está muito frio hoje.,gemini,prompt2,gemmaX,sem_prompt,0.95
663,She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,Ela escovou os dentes antes de dormir.,gemma3,prompt2,gpt,prompt2,0.95
663,She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,Ela escovou os dentes antes de dormir.,gemma3,prompt2,gpt,prompt4,0.95
663,She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,Ela escovou os dentes antes de dormir.,gemma3,prompt2,gemini,prompt2,0.95
673,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gpt,prompt4,0.95
673,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gemini,prompt2,0.95
673,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gemma3,prompt2,0.95
673,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gemmaX,sem_prompt,0.95
676,She reads a book every night.,Ela lê um livro todas as noites.,Ela lê um livro todas as noites.,gpt,prompt2,gemini,prompt2,0.95
676,She reads a book every night.,Ela lê um livro todas as noites.,Ela lê um livro todas as noites.,gpt,prompt2,gemma3,prompt2,0.95
676,She reads a book every night.,Ela lê um livro todas as noites.,Ela lê um livro todas as noites.,gpt,prompt2,gemmaX,sem_prompt,0.95
683,He plays soccer every weekend.,Ele joga futebol todo fim de semana.,Ele joga futebol todo fim de semana.,gemini,prompt2,gpt,prompt2,0.95
683,He plays soccer every weekend.,Ele joga futebol todo fim de semana.,Ele joga futebol todo fim de semana.,gemini,prompt2,gemma3,prompt2,0.95
699,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,gemini,prompt2,0.95
699,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,gemma3,prompt2,0.95
701,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gemini,prompt2,0.95
701,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gemma3,prompt2,0.95
701,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,Ela está fazendo um smoothie para o café da manhã.,gpt,prompt2,gemmaX,sem_prompt,0.95
237,He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,Ele está preparando o chá no coração da casa.,gemini,prompt2,gemma3,prompt4,0.9499
455,He played video games all evening.,Ele jogou video games a noite toda.,Ele jogou videogames a noite toda.,gemmaX,sem_prompt,gpt,prompt2,0.9499
516,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,Preparei uma xícara de chá para mim.,gemma3,prompt2,gpt,prompt4,0.9499
332,I am playing video games in my room.,Estou jogando video games no meu quarto.,Estou jogando videogame no meu quarto.,gemini,prompt2,gemma3,prompt2,0.9497
332,I am playing video games in my room.,Estou jogando video games no meu quarto.,Estou jogando videogame no meu quarto.,gemini,prompt2,gemmaX,sem_prompt,0.9497
591,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,Eles engataram o ônibus rumo ao coração da cidade.,gpt,prompt2,gemma3,prompt4,0.9497
201,He is doing his homework in the study room.,Ele está fazendo sua lição de casa na sala de estudo.,Ele está fazendo a lição de casa na sala de estudos.,gemmaX,sem_prompt,gpt,prompt2,0.9492
201,He is doing his homework in the study room.,Ele está fazendo sua lição de casa na sala de estudo.,Ele está fazendo a lição de casa na sala de estudos.,gemmaX,sem_prompt,gemma3,prompt2,0.9492
472,They have three children.,Eles têm três filhos.,Têm três filhos.,gpt,prompt2,gemmaX,sem_prompt,0.9492
69,She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,Ela está preparando a noite para dormir.,gemma3,prompt2,gemini,prompt4,0.949
435,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,Ele está saboreando o chá pela manhã.,gemma3,prompt2,gpt,prompt4,0.949
342,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,Eles colocaram a casa nos eixos no sábado.,gemma3,prompt2,gemini,prompt4,0.9487
652,She is organizing her closet.,Ela está organizando seu armário.,Ela está colocando a casa em ordem.,gpt,prompt2,gemma3,prompt4,0.9485
598,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,Ela tece palavras para sua amiga.,gpt,prompt2,gemma3,prompt4,0.9484
87,She is talking to her friend on the phone.,Ela está falando com sua amiga ao telefone.,Ela está falando com sua amiga no telefone.,gemma3,prompt2,gemini,prompt2,0.9481
292,They are painting the walls of their house.,Eles estão pintando as paredes da casa deles.,Eles estão dando cor à vida da casa.,gpt,prompt2,gemini,prompt4,0.948
431,She is wearing a red dress.,Ela está vestindo um vestido vermelho.,Ela está vestindo um vestido de fogo.,gemini,prompt2,gemini,prompt4,0.948
22,She is giving a presentation at work.,Ela está fazendo uma apresentação no trabalho.,Ela está dando uma apresentação no trabalho.,gemma3,prompt2,gemmaX,sem_prompt,0.9478
516,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,Fiz uma chávena de chá para mim.,gemma3,prompt2,gemmaX,sem_prompt,0.9477
368,She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,Ela passeou pelos quadros no domingo.,gpt,prompt2,gemini,prompt4,0.9476
65,He took the bus to work.,Ele pegou o ônibus para o trabalho.,Ele pegou a carruagem para o labor.,gemini,prompt2,gemma3,prompt4,0.9474
573,She is playing with her cat.,Ela está brincando com seu gato.,Ela está se divertindo com seu gato.,gemini,prompt2,gpt,prompt4,0.9473
306,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,Ela está arrumando flores em um vaso.,gemma3,prompt2,gpt,prompt2,0.9471
431,She is wearing a red dress.,Ela está vestindo um vestido vermelho.,Ela está usando um vestido vermelho.,gemini,prompt2,gemmaX,sem_prompt,0.9471
455,He played video games all evening.,Ele jogou video games a noite toda.,Ele jogou videogame a noite toda.,gemmaX,sem_prompt,gemini,prompt2,0.9471
455,He played video games all evening.,Ele jogou video games a noite toda.,Ele jogou videogame a noite toda.,gemmaX,sem_prompt,gemma3,prompt2,0.9471
401,She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,Ela está tecendo palavras para sua amiga.,gemmaX,sem_prompt,gemma3,prompt4,0.947
208,He called his parents yesterday.,Ele chamou os pais dele ontem.,Ele ligou para os pais dele ontem.,gpt,prompt2,gemini,prompt2,0.9469
208,He called his parents yesterday.,Ele chamou os pais dele ontem.,Ele ligou para os pais dele ontem.,gpt,prompt2,gemma3,prompt2,0.9469
208,He called his parents yesterday.,Ele chamou os pais dele ontem.,Ele ligou para os pais dele ontem.,gpt,prompt2,gemmaX,sem_prompt,0.9469
499,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,Um diálogo floresce na sala de aula.,gpt,prompt2,gemma3,prompt4,0.9469
4,He likes to watch movies in his free time.,Ele gosta de assistir filmes em seu tempo livre.,Ele gosta de assistir a filmes em seu tempo livre.,gemini,prompt2,gpt,prompt4,0.9468
270,I visited my parents last weekend.,Visitei meus pais no fim de semana passado.,Passei para ver meus pais no fim de semana que foi.,gemini,prompt2,gemma3,prompt4,0.9467
589,He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,Ele lançou um e-mail para o colega.,gpt,prompt2,gemma3,prompt4,0.9467
187,He read a book before bed.,Ele leu um livro antes de dormir.,Ele mergulhou em páginas antes de dormir.,gemini,prompt2,gemma3,prompt4,0.9463
69,She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,Ela está escovando as estrelas antes de dormir.,gemma3,prompt2,gemma3,prompt4,0.9462
402,He is checking his email.,Ele está verificando seu e-mail.,Ele está checando seus e-mails.,gemma3,prompt2,gemini,prompt2,0.9461
288,She had a cup of soup for lunch.,Ela tomou uma xícara de sopa no almoço.,Ela comeu uma xícara de sopa no almoço.,gemmaX,sem_prompt,gemini,prompt2,0.9459
556,They are doing laundry in the basement.,Eles estão lavando roupa no porão.,Eles estão lavando roupa suja no porão.,gemini,prompt2,gpt,prompt4,0.9459
487,The train arrived at the station on time.,O trem chegou à estação na hora certa.,O trem chegou à estação pontualmente.,gemini,prompt2,gpt,prompt4,0.9457
187,He read a book before bed.,Ele leu um livro antes de dormir.,Ele mergulhou em um livro antes de dormir.,gemini,prompt2,gpt,prompt4,0.9455
427,She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,Ela arrumou a cozinha depois do jantar.,gemini,prompt2,gpt,prompt4,0.9454
581,They met their friends at the café.,Eles encontraram seus amigos no café.,Eles se encontraram com os amigos no café.,gemini,prompt2,gpt,prompt2,0.9452
581,They met their friends at the café.,Eles encontraram seus amigos no café.,Eles se encontraram com os amigos no café.,gemini,prompt2,gpt,prompt4,0.9452
316,He is writing an essay for school.,Ele está escrevendo uma redação para a escola.,Ele está tecendo palavras para a escola.,gemma3,prompt2,gemma3,prompt4,0.945
407,She is putting on her shoes.,Ela está calçando os sapatos.,Ela está colocando os sapatos.,gemini,prompt2,gpt,prompt2,0.945
407,She is putting on her shoes.,Ela está calçando os sapatos.,Ela está colocando os sapatos.,gemini,prompt2,gemmaX,sem_prompt,0.945
402,He is checking his email.,Ele está verificando seu e-mail.,Ele está checando seu e-mail.,gemma3,prompt2,gemmaX,sem_prompt,0.9449
699,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,Estão a jogar jogos de tabuleiro na sala de estar.,gpt,prompt2,gemmaX,sem_prompt,0.9449
147,She bought a new phone last week.,Ela comprou um telefone novo na semana passada.,Ela estreou um celular novo semana passada.,gpt,prompt2,gemini,prompt4,0.9448
515,They are enjoying a cup of coffee together.,Eles estão aproveitando uma xícara de café juntos.,Eles estão disfrutando de uma xícara de café juntos.,gemma3,prompt2,gpt,prompt2,0.9445
491,The dog is playing outside.,O cachorro está brincando lá fora.,O cachorro está brincando do lado de fora.,gemma3,prompt2,gpt,prompt2,0.9444
331,She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,"Ela brinca com os filhos no jardim, tecendo a vida.",gemini,prompt2,gemini,prompt4,0.9443
701,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,Ela está preparando um raio de sol para o café da manhã.,gpt,prompt2,gemini,prompt4,0.9442
332,I am playing video games in my room.,Estou jogando video games no meu quarto.,Estou me perdendo em pixels no meu quarto.,gemini,prompt2,gemma3,prompt4,0.944
430,I am learning how to cook.,Estou aprendendo a cozinhar.,Estou aprendendo a arte da culinária.,gemini,prompt2,gpt,prompt4,0.9438
87,She is talking to her friend on the phone.,Ela está falando com sua amiga ao telefone.,Ela está falando com uma amiga no telefone.,gemma3,prompt2,gemmaX,sem_prompt,0.9437
208,He called his parents yesterday.,Ele chamou os pais dele ontem.,Ele entrou em contato com os pais ontem.,gpt,prompt2,gpt,prompt4,0.9434
270,I visited my parents last weekend.,Visitei meus pais no fim de semana passado.,Fui visitar meus pais no fim de semana passado.,gemini,prompt2,gemini,prompt4,0.9432
375,They are playing chess at the table.,Eles estão jogando xadrez na mesa.,Estão jogando xadrez na mesa.,gpt,prompt2,gemini,prompt4,0.9431
196,I went to the beach for vacation.,Eu fui para a praia de férias.,Fui à praia para relaxar.,gpt,prompt2,gpt,prompt4,0.9426
375,They are playing chess at the table.,Eles estão jogando xadrez na mesa.,Estão a jogar xadrez na mesa.,gpt,prompt2,gemmaX,sem_prompt,0.9425
177,He is reading a newspaper.,Ele está lendo um jornal.,Ele está devorando o jornal.,gpt,prompt2,gemini,prompt4,0.9423
306,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,Ela está lapidando a beleza.,gemma3,prompt2,gemini,prompt4,0.9418
196,I went to the beach for vacation.,Eu fui para a praia de férias.,Mergulhei na praia para as férias.,gpt,prompt2,gemini,prompt4,0.9416
390,They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,Eles estão se divertindo na areia.,gemini,prompt2,gpt,prompt4,0.9415
368,She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,Ela passeou pelo templo das cores no domingo.,gpt,prompt2,gemma3,prompt4,0.9414
491,The dog is playing outside.,O cachorro está brincando lá fora.,O cão está brincando lá fora.,gemma3,prompt2,gemmaX,sem_prompt,0.9412
606,Water boils at 100°C.,A água ferve a 100°C.,A água ferve aos cem graus.,gemini,prompt2,gemma3,prompt4,0.9411
652,She is organizing her closet.,Ela está organizando seu armário.,Ela está colocando a vida em ordem.,gpt,prompt2,gemini,prompt4,0.9408
342,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,Deixaram a casa brilhando no sábado.,gemma3,prompt2,gemma3,prompt4,0.9405
641,They are having a family gathering at home.,Eles estão fazendo uma reunião familiar em casa.,Eles estão tendo uma reunião de família em casa.,gemini,prompt2,gemmaX,sem_prompt,0.9402
346,She played cards with her friends.,Ela jogou cartas com as amigas dela.,Ela passou a tarde se divertindo com as cartas e as amigas.,gemini,prompt2,gemma3,prompt4,0.9401
598,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,Ela despeja palavras no papel para a amiga.,gpt,prompt2,gemini,prompt4,0.9401
499,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,Estão a trocar ideias na sala de aula.,gpt,prompt2,gemini,prompt4,0.9399
42,She is talking on the phone.,Ela está falando ao telefone.,Ela está no fio.,gemini,prompt2,gemini,prompt4,0.9393
663,She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,Ela escoou os dentes antes de dormir.,gemma3,prompt2,gemmaX,sem_prompt,0.9388
699,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,Eles estão desdobrando o mundo sobre a mesa na sala.,gpt,prompt2,gemma3,prompt4,0.9387
69,She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,Ela está escoando os dentes antes de dormir.,gemma3,prompt2,gemmaX,sem_prompt,0.9386
375,They are playing chess at the table.,Eles estão jogando xadrez na mesa.,Eles estão jogando xadrez à mesa.,gpt,prompt2,gpt,prompt4,0.9386
153,They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,"No fim de semana, eles se embalaram num filme.",gemini,prompt2,gemini,prompt4,0.9384
576,They went to a museum last month.,Eles foram a um museu no mês passado.,"No mês passado, eles fizeram uma visita ao templo das musas.",gpt,prompt2,gemini,prompt4,0.9384
352,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,Estiquei o fio da noite até o meu amigo.,gpt,prompt2,gemma3,prompt4,0.938
202,They planted flowers in the garden.,Eles plantaram flores no jardim.,Eles semearam flores no jardim.,gemma3,prompt2,gpt,prompt4,0.9378
515,They are enjoying a cup of coffee together.,Eles estão aproveitando uma xícara de café juntos.,Estão a desfrutar de uma chávena de café juntos.,gemma3,prompt2,gemmaX,sem_prompt,0.9373
9,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,Eles estão tendo um piquenique no parque.,gpt,prompt2,gemmaX,sem_prompt,0.9368
72,I like to drink coffee in the morning.,Eu gosto de tomar café de manhã.,Gosto de tomar café de manhã.,gemini,prompt2,gemmaX,sem_prompt,0.9366
593,I did the laundry yesterday.,Eu fiz a lavanderia ontem.,Lavei a roupa suja ontem.,gpt,prompt2,gemini,prompt4,0.9366
663,She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,Escovou a alma antes de dormir.,gemma3,prompt2,gemini,prompt4,0.9365
676,She reads a book every night.,Ela lê um livro todas as noites.,Ela mergulha em um livro todas as noites.,gpt,prompt2,gpt,prompt4,0.9364
5,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,Ela gosta de pintar em seu tempo livre.,gemma3,prompt2,gpt,prompt2,0.9361
5,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,Ela gosta de pintar em seu tempo livre.,gemma3,prompt2,gemmaX,sem_prompt,0.9361
285,He is working on his laptop.,Ele está trabalhando em seu laptop.,Ele está digitando em seu laptop.,gemini,prompt2,gpt,prompt4,0.9354
576,They went to a museum last month.,Eles foram a um museu no mês passado.,Visitaram um espelho do tempo no mês passado.,gpt,prompt2,gemma3,prompt4,0.9353
4,He likes to watch movies in his free time.,Ele gosta de assistir filmes em seu tempo livre.,Ele se delicia com filmes nos tempos livres.,gemini,prompt2,gemini,prompt4,0.9349
422,They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,Eles estão traçando rotas para o Velho Mundo.,gemini,prompt2,gemma3,prompt4,0.9348
22,She is giving a presentation at work.,Ela está fazendo uma apresentação no trabalho.,Ela está expondo suas cartas no trabalho.,gemma3,prompt2,gemma3,prompt4,0.9346
256,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,Eles vão se perder nas sombras da tela esta noite.,gpt,prompt2,gemma3,prompt4,0.9344
382,She is practicing yoga in the park.,Ela está praticando ioga no parque.,Ela está praticando yoga no parque.,gemini,prompt2,gpt,prompt2,0.9343
382,She is practicing yoga in the park.,Ela está praticando ioga no parque.,Ela está praticando yoga no parque.,gemini,prompt2,gemma3,prompt2,0.9343
382,She is practicing yoga in the park.,Ela está praticando ioga no parque.,Ela está praticando yoga no parque.,gemini,prompt2,gemmaX,sem_prompt,0.9343
331,She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,"Ela tece sorrisos no jardim, embalada pelos seus filhos.",gemini,prompt2,gemma3,prompt4,0.9339
9,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,Estão fazendo um piquenique na vida.,gpt,prompt2,gemini,prompt4,0.9338
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,Gosto de ler livros à noite.,gpt,prompt2,gemini,prompt2,0.9338
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,Gosto de ler livros à noite.,gpt,prompt2,gemmaX,sem_prompt,0.9338
203,They are making pizza together.,Eles estão fazendo pizza juntos.,Estão a fazer uma pizza juntos.,gemma3,prompt2,gemmaX,sem_prompt,0.9331
84,They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,Eles vão passear nos olhos da tarde por um museu.,gpt,prompt2,gemini,prompt4,0.9326
292,They are painting the walls of their house.,Eles estão pintando as paredes da casa deles.,Estão a pintar as paredes da sua casa.,gpt,prompt2,gemmaX,sem_prompt,0.9325
87,She is talking to her friend on the phone.,Ela está falando com sua amiga ao telefone.,Ela está bordando uma conversa com a amiga ao telefone.,gemma3,prompt2,gemma3,prompt4,0.9324
187,He read a book before bed.,Ele leu um livro antes de dormir.,Ele se afogou em palavras antes de dormir.,gemini,prompt2,gemini,prompt4,0.9319
455,He played video games all evening.,Ele jogou video games a noite toda.,Ele passou a noite mergulhado em videogames.,gemmaX,sem_prompt,gpt,prompt4,0.9319
464,They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,Estão a visitar os amigos na cidade.,gemini,prompt2,gemmaX,sem_prompt,0.9318
556,They are doing laundry in the basement.,Eles estão lavando roupa no porão.,Eles estão varrendo a sujeira no porão.,gemini,prompt2,gemma3,prompt4,0.9318
244,He went fishing with his friends.,Ele foi pescar com seus amigos.,Partiu à pesca com a turma.,gemini,prompt2,gemma3,prompt4,0.9313
394,They are visiting the zoo.,Eles estão visitando o zoológico.,Eles estão passeando pelo reino selvagem.,gemini,prompt2,gemma3,prompt4,0.9311
65,He took the bus to work.,Ele pegou o ônibus para o trabalho.,Ele pegou o busão para o trabalho.,gemini,prompt2,gemini,prompt4,0.931
85,They are swimming at the pool.,Eles estão nadando na piscina.,Eles estão mergulhando na piscina.,gemini,prompt2,gpt,prompt4,0.931
541,She is visiting her grandmother in the hospital.,Ela está visitando a avó dela no hospital.,Ela está levando flores para a casa de repouso da avó.,gpt,prompt2,gemma3,prompt4,0.931
254,She plays the piano beautifully.,Ela toca piano lindamente.,Ela toca piano com maestria.,gemini,prompt2,gpt,prompt4,0.9306
80,She is drinking water.,Ela está bebendo água.,Ela está saciando a sede.,gpt,prompt2,gemma3,prompt4,0.9304
316,He is writing an essay for school.,Ele está escrevendo uma redação para a escola.,Ele está botando as tripas no papel.,gemma3,prompt2,gemini,prompt4,0.9303
382,She is practicing yoga in the park.,Ela está praticando ioga no parque.,Ela está se alongando com a natureza.,gemini,prompt2,gemini,prompt4,0.9301
547,They went for a walk in the park.,Eles foram passear no parque.,Deram um passeio no parque da vida.,gpt,prompt2,gemini,prompt4,0.9301
79,She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,Ela está varrendo os rastros do banquete.,gemini,prompt2,gemma3,prompt4,0.9299
430,I am learning how to cook.,Estou aprendendo a cozinhar.,Estou desvendando os segredos da cozinha.,gemini,prompt2,gemma3,prompt4,0.9295
39,They went to the theater to watch a play.,Eles foram ao teatro para assistir a uma peça.,Foram ao teatro para testemunhar a encenação da vida.,gpt,prompt2,gemini,prompt4,0.9293
699,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,Estão navegando no tabuleiro da vida na sala.,gpt,prompt2,gemini,prompt4,0.9292
382,She is practicing yoga in the park.,Ela está praticando ioga no parque.,Ela está desdobrando a alma no parque.,gemini,prompt2,gemma3,prompt4,0.9291
208,He called his parents yesterday.,Ele chamou os pais dele ontem.,Ele telefonou para os pais no ontem.,gpt,prompt2,gemma3,prompt4,0.929
657,The weather is very cold today.,O tempo está muito frio hoje.,O frio hoje corta a carne.,gemini,prompt2,gemini,prompt4,0.9288
437,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,Eles estão se divertindo à toa no quintal.,gemmaX,sem_prompt,gemma3,prompt4,0.9286
701,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,Ela está preparando um elixir matinal.,gpt,prompt2,gemma3,prompt4,0.9284
556,They are doing laundry in the basement.,Eles estão lavando roupa no porão.,Estão a lavar roupa na cave.,gemini,prompt2,gemmaX,sem_prompt,0.9268
208,He called his parents yesterday.,Ele chamou os pais dele ontem.,Ele ligou para a base ontem.,gpt,prompt2,gemini,prompt4,0.9262
652,She is organizing her closet.,Ela está organizando seu armário.,Ela está organizando seu guarda-roupa.,gpt,prompt2,gemma3,prompt2,0.9256
516,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,Preparei um chá para me acalmar.,gemma3,prompt2,gemma3,prompt4,0.9255
375,They are playing chess at the table.,Eles estão jogando xadrez na mesa.,Eles estão travando uma batalha de estratégia à mesa.,gpt,prompt2,gemma3,prompt4,0.9254
437,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,Eles estão duelando cestas no quintal.,gemmaX,sem_prompt,gemini,prompt4,0.9253
391,He is playing soccer with his friends.,Ele está jogando futebol com os amigos dele.,Ele está driblando a vida com a turma.,gemini,prompt2,gemma3,prompt4,0.9246
455,He played video games all evening.,Ele jogou video games a noite toda.,Ele se perdeu no labirinto digital da noite toda.,gemmaX,sem_prompt,gemma3,prompt4,0.9239
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,Gosto de mergulhar em livros à noite.,gpt,prompt2,gpt,prompt4,0.9239
136,I met my friends for lunch.,Eu encontrei meus amigos para almoçar.,Encontrei meus amigos para um banquete de palavras.,gemma3,prompt2,gemini,prompt4,0.9236
581,They met their friends at the café.,Eles encontraram seus amigos no café.,Encontraram-se com os amigos no café.,gemini,prompt2,gemma3,prompt4,0.9235
394,They are visiting the zoo.,Eles estão visitando o zoológico.,Estão no zoológico da vida.,gemini,prompt2,gemini,prompt4,0.9234
136,I met my friends for lunch.,Eu encontrei meus amigos para almoçar.,Encontrei-me com os meus amigos para almoçar.,gemma3,prompt2,gemmaX,sem_prompt,0.9231
645,She studied for the test all week.,Ela estudou para o teste a semana toda.,Ela estudou para o teste a semana inteira.,gpt,prompt2,gemmaX,sem_prompt,0.923
515,They are enjoying a cup of coffee together.,Eles estão aproveitando uma xícara de café juntos.,"Estão dividindo o pão, tomando um café.",gemma3,prompt2,gemini,prompt4,0.9225
201,He is doing his homework in the study room.,Ele está fazendo sua lição de casa na sala de estudo.,Ele está debruçado sobre os livros no escritório.,gemmaX,sem_prompt,gemini,prompt4,0.9221
683,He plays soccer every weekend.,Ele joga futebol todo fim de semana.,Ele dribla o fim de semana a cada sábado e domingo.,gemini,prompt2,gemma3,prompt4,0.9215
591,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,Pegaram o busão rumo ao coração da cidade.,gpt,prompt2,gemini,prompt4,0.9214
55,She took a shower in the morning.,Ela tomou um banho de manhã.,Ela lavou a alma pela manhã.,gpt,prompt2,gemma3,prompt4,0.9212
573,She is playing with her cat.,Ela está brincando com seu gato.,Ela tece laços com seu felino.,gemini,prompt2,gemma3,prompt4,0.9206
136,I met my friends for lunch.,Eu encontrei meus amigos para almoçar.,Encontrei meus amigos para almoçar.,gemma3,prompt2,gpt,prompt4,0.9197
136,I met my friends for lunch.,Eu encontrei meus amigos para almoçar.,Encontrei meus amigos para almoçar.,gemma3,prompt2,gemini,prompt2,0.9197
39,They went to the theater to watch a play.,Eles foram ao teatro para assistir a uma peça.,Foram ao palco assistir à encenação.,gpt,prompt2,gemma3,prompt4,0.919
52,She went to the post office to send a package.,Ela foi à agência dos correios para enviar um pacote.,Ela foi aos correios despachar um pedaço de saudade.,gemmaX,sem_prompt,gemini,prompt4,0.9189
645,She studied for the test all week.,Ela estudou para o teste a semana toda.,Ela se preparou para a prova a semana inteira.,gpt,prompt2,gpt,prompt4,0.9188
455,He played video games all evening.,Ele jogou video games a noite toda.,Ele devorou videogames a noite inteira.,gemmaX,sem_prompt,gemini,prompt4,0.9184
294,The sun rises in the east.,O sol nasce no leste.,O sol desponta no oriente.,gemini,prompt2,gemini,prompt4,0.918
237,He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,Ele está botando a chaleira pra cantar na cozinha.,gemini,prompt2,gemini,prompt4,0.9177
585,They are watching TV in the living room.,Eles estão assistindo TV na sala.,Eles estão grudados na telinha na sala.,gemini,prompt2,gemma3,prompt4,0.9176
273,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,Ele acompanhou um espetáculo de embates em uma tela.,gpt,prompt2,gemma3,prompt4,0.9174
390,They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,"Eles estão se divertindo na areia, buscando o ponto.",gemini,prompt2,gemma3,prompt4,0.917
209,He wrote a letter to his friend.,Ele escreveu uma carta para o amigo dele.,Ele desfolhou um bilhete para o amigo.,gemini,prompt2,gemma3,prompt4,0.9169
332,I am playing video games in my room.,Estou jogando video games no meu quarto.,Estou navegando em mundos virtuais no meu refúgio.,gemini,prompt2,gemini,prompt4,0.9168
307,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,Foram às compras para trocar de pele.,gemma3,prompt2,gemini,prompt4,0.9167
158,She made a salad for lunch.,Ela fez uma salada para o almoço.,Ela juntou um arco-íris no prato para o almoço.,gpt,prompt2,gemma3,prompt4,0.9166
269,He visited the museum with his class.,Ele visitou o museu com sua classe.,Ele guiou a turma pelos corredores da história.,gemmaX,sem_prompt,gemma3,prompt4,0.9161
201,He is doing his homework in the study room.,Ele está fazendo sua lição de casa na sala de estudo.,Ele está se dedicando aos seus estudos no refúgio do saber.,gemmaX,sem_prompt,gemma3,prompt4,0.9159
81,They are having coffee at the café.,Eles estão tomando café no café.,Eles estão se aquecendo na cafeteria.,gpt,prompt2,gemma3,prompt4,0.9152
