ingles_original,portugues_traduzido,ingles_traduzido,modelo_prompt,XCOMET-XL
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,gemma3/prompt1,1.0
He is fixing the car.,"Ele está consertando o carro.
",He is fixing the car.,gemma3/prompt2,1.0
He is fixing the car.,Ele está consertando o carro.,He's fixing the car.,gemmaX/,1.0
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,gpt/prompt1,1.0
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,gpt/prompt2,1.0
He is fixing the car.,Ele está reparando o carro.,He is fixing the car.,llama/prompt1,1.0
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,llama/prompt2,1.0
He is fixing the car.,Ele está a arranjar o carro.,He's fixing the car.,marian/,1.0
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,mistral/prompt1,1.0
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,mistral/prompt2,1.0
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,qwen/prompt1,1.0
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,qwen/prompt2,1.0
a leopard can't change its spots,A natureza não muda.,The river keeps flowing.,gemma3/prompt4,0.50273311138153
a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,A leopardo não pode mudar suas manchas.,mistral/prompt2,0.811625003814697
a leopard can't change its spots,Um leopardo não pode mudar suas pintas.,"A phrase traduzida para o inglês é: ""A leopard cannot change its spots.""",mistral/prompt1,0.8219859600067131
a leopard can't change its spots,Cobra velha não muda a pele.,An old snake doesn't shed its skin.,gpt/prompt3,0.8643360137939451
a leopard can't change its spots,Leopardo não muda as manchas,"""Leopardo does not change its spots.""",mistral/prompt3,0.8752228617668151
a leopard can't change its spots,Um leão marinho não pode mudar seu pelame.,"""A sea lion cannot change its coat.""",llama/prompt3,0.90632688999176
a leopard can't change its spots,"Apesar das aparências, a zebra não muda suas listras.
","Despite outward appearances, a leopard can't change its spots.",gemini/prompt4,0.9358267784118651
a leopard can't change its spots,um tigre não muda suas listras.,A tiger doesn’t change its stripes.,gpt/prompt4,0.9460235834121701
a leopard can't change its spots,um leão não pode mudar seu laranja,A lion cannot change its orange color.,qwen/prompt1,0.9474211335182191
a leopard can't change its spots,O leão não muda suas manchas.,The lion cannot change its spots.,qwen/prompt3,0.965484023094177
a leopard can't change its spots,uma pantera não pode mudar suas manchas,A leopard can't change its spots,qwen/prompt4,0.9698907732963561
a leopard can't change its spots,"A cobra não muda de pele.
",A leopard doesn't change its spots.,gemini/prompt3,0.9713186025619501
a leopard can't change its spots,Um felino não muda a pelagem.,A leopard can't change its spots.,gemma3/prompt3,0.9752719402313231
a leopard can't change its spots,Um leão-das-neves não pode mudar suas manchas.,A polar bear cannot change its spots.,llama/prompt2,0.9838252067565911
a leopard can't change its spots,"Uma onça não muda suas manchas.
","A leopard can't change its spots.
",gemini/prompt1,0.985278367996215
a leopard can't change its spots,Um leão não pode mudar sua pele.,A leopard cannot change its spots.,llama/prompt1,0.9877295494079591
a leopard can't change its spots,Um leopardo não muda suas manchas.,A leopard cannot change its spots.,gemma3/prompt1,0.9912000298500061
a leopard can't change its spots,Um leopardo não pode mudar suas manchas,A leopard cannot change its spots,gemmaX/,0.9912000298500061
a leopard can't change its spots,um leopardo não pode mudar suas manchas,A leopard cannot change its spots.,gpt/prompt1,0.9912000298500061
a leopard can't change its spots,Um leopardo não pode mudar de manchas.,A leopard cannot change its spots.,meta/,0.9912000298500061
a leopard can't change its spots,um leopardo não pode mudar suas manchas,a leopard cannot change its spots,qwen/prompt2,0.9912000298500061
a leopard can't change its spots,Um leão não pode mudar as suas manchas.,A leopard can't change its spots.,llama/prompt4,0.9943938255310051
a leopard can't change its spots,O leopardo não pode mudar suas manchas.,The leopard cannot change its spots.,mistral/prompt4,0.9956872463226311
a leopard can't change its spots,Um leopardo não muda suas manchas.,A leopard doesn't change its spots.,gemma3/prompt2,0.997230410575866
a leopard can't change its spots,Um leopardo não pode mudar as suas manchas.,A leopard can't change his spots.,marian/,0.9987801313400261
a leopard can't change its spots,"""A onça não muda suas manchas.""
","""The leopard doesn't change its spots.""
",gemini/prompt2,1.0
a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,"""A leopard cannot change its spots.""",gpt/prompt2,1.0
They are doing laundry in the basement.,Eles estão fazendo a lavagem das suas almas no porão.,"They're washing their souls in the basement.

(Lembre-se de que as metáforas são subjacentes, e a tradução traduz o significado geral, embora não exija um equivalente idiomático exato.)",llama/prompt4,0.392586141824722
They are doing laundry in the basement.,Estão batendo as portas.,knocking on the doors,qwen/prompt4,0.503789067268371
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are washing clothes in the basement. (Metaphorically: They are digging deep to tackle their issues.),qwen/prompt3,0.6692174673080441
They are doing laundry in the basement.,Estão esgotando as mágoas no porão.,They’re airing out the grievances in the basement.,gemma3/prompt3,0.713495373725891
They are doing laundry in the basement.,"Eles estão varrendo a sujeira no porão.
",They’re sweeping secrets under the rug.,gemma3/prompt4,0.7173852920532221
They are doing laundry in the basement.,Eles estão fazendo a roupa na garagem.,They are making the clothing in the garage.,mistral/prompt1,0.805907845497131
They are doing laundry in the basement.,"Estão lavando a alma no porão.
",They're scrubbing their souls in the basement.,gemini/prompt3,0.8138104677200311
They are doing laundry in the basement.,Eles estão lavando roupa na basílica.,They are doing laundry at the basilica.,mistral/prompt3,0.8204153776168821
They are doing laundry in the basement.,Estão lavando roupa no porão.,Are washing clothes in the basement.,mistral/prompt2,0.8747946023941041
They are doing laundry in the basement.,Eles estão lavando as roupas no subsolo.,They are washing their dirty laundry in the basement.,gpt/prompt3,0.912380218505859
They are doing laundry in the basement.,"Estão lavando roupa suja no porão.
",They're airing their dirty laundry in the basement.,gemini/prompt4,0.912419080734252
They are doing laundry in the basement.,Eles estão lavando roupa suja no porão.,They're airing their dirty laundry in the basement.,gpt/prompt4,0.9202882051467891
They are doing laundry in the basement.,Estão lavando roupa no porão.,'They're washing dirty laundry in the basement.',mistral/prompt4,0.939959526062011
They are doing laundry in the basement.,Eles estão lavando a sujeira do passado no porão da alma.,"Eles estão lavando a sujeira do passado no porão da alma. 

(They are washing the stains of the past in the basement of the soul.)",llama/prompt3,0.941746890544891
They are doing laundry in the basement.,Eles estão a lavar a roupa na cave.,-They're doing the laundry in the basement.,meta/,0.9737269878387451
They are doing laundry in the basement.,"Eles estão lavando roupa no porão.
","They are doing laundry in the basement.
",gemini/prompt1,0.9912000298500061
They are doing laundry in the basement.,"Eles estão lavando roupa no porão.
","They are doing laundry in the basement.
",gemini/prompt2,0.9912000298500061
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are washing clothes in the basement.,gemma3/prompt1,1.0
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are doing laundry in the basement.,gemma3/prompt2,1.0
They are doing laundry in the basement.,Estão a lavar roupa na cave.,They're doing laundry in the basement.,gemmaX/,1.0
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are washing clothes in the basement.,gpt/prompt1,1.0
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are washing clothes in the basement.,gpt/prompt2,1.0
They are doing laundry in the basement.,Eles estão fazendo a lavanderia no porão.,They are doing the laundry in the basement.,llama/prompt1,1.0
They are doing laundry in the basement.,Eles estão fazendo a lavanderia no porão.,They're doing laundry in the basement.,llama/prompt2,1.0
They are doing laundry in the basement.,Estão a lavar roupa na cave.,They're washing clothes in the basement.,marian/,1.0
They are doing laundry in the basement.,Eles estão lavando roupa no sótão.,They are washing clothes in the attic.,qwen/prompt1,1.0
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are washing clothes in the basement.,qwen/prompt2,1.0
He is planning his day ahead.,Ele está afixando o mapa em seu quadro de planejamento.,Ele está fixando o curso em sua vida de mapa.,llama/prompt3,0.66053020954132
He is planning his day ahead.,Ele está planejando os tons de sua vida.,He is coloring the tones of his life.,qwen/prompt3,0.828856468200683
He is planning his day ahead.,Ele está traçando a rota do seu dia.,He's charting his day's course.,gemma3/prompt3,0.9187432527542111
He is planning his day ahead.,"Ele está traçando o mapa do dia.
",He's charting the course of the day.,gemini/prompt3,0.9233089685440061
He is planning his day ahead.,Ele está esboçando o mapa do seu dia.,He is sketching the map of his day.,gpt/prompt3,0.9357025623321531
He is planning his day ahead.,Está planejando seu dia de antemão.,She's planning her day ahead of time.,llama/prompt2,0.9464443922042841
He is planning his day ahead.,"Ele está traçando o mapa do seu dia.
",He's charting the course of his day.,gemini/prompt4,0.9494049549102781
He is planning his day ahead.,Ele está traçando o mapa do seu dia.,He’s charting his day.,gemma3/prompt4,0.9538887739181511
He is planning his day ahead.,Ele está traçando o seu mapa de navegação para o dia.,Ele está traçando seu itinerário para o dia.,llama/prompt4,0.9552980661392211
He is planning his day ahead.,Ele está arquitetando seu dia adiante.,He is designing his day ahead.,qwen/prompt4,0.9610480070114131
He is planning his day ahead.,>> pt<< Ele planeia o seu dia no futuro.,He plans his day out ahead.,meta/,0.9651473760604851
He is planning his day ahead.,Ele está traçando seu dia.,He's mapping out his day.,gpt/prompt4,0.9674239158630371
He is planning his day ahead.,Estará planejando seu dia à frente.,He will be planning his day ahead.,mistral/prompt4,0.9806653261184691
He is planning his day ahead.,"Ele está planejando o dia dele.
",He is planning his day.,gemma3/prompt2,0.98472386598587
He is planning his day ahead.,"Ele está planejando o dia dele.
","He is planning his day.
",gemini/prompt1,0.9885449409484861
He is planning his day ahead.,Ele está planejando seu dia à frente.,He is planning his day ahead.,gpt/prompt2,0.989256978034973
He is planning his day ahead.,Ele está planejando seu dia à frente.,He is planning his day ahead.,mistral/prompt1,0.989256978034973
He is planning his day ahead.,Ele está planejando seu dia à frente.,He is planning his day ahead.,mistral/prompt2,0.989256978034973
He is planning his day ahead.,Ele está planejando seu dia à frente.,He is planning his day ahead.,qwen/prompt1,0.989256978034973
He is planning his day ahead.,Ele está planejando o dia dele.,He's planning his day.,gemma3/prompt1,0.9912000298500061
He is planning his day ahead.,Ele está traçando seu dia adiante.,He is planning his day ahead.,mistral/prompt3,0.992658138275146
He is planning his day ahead.,Ele está planejando seu dia.,He is planning his day.,gpt/prompt1,0.993523836135864
He is planning his day ahead.,Ele está planejando seu dia.,He is planning his day.,gemmaX/,0.993523955345153
He is planning his day ahead.,Ele está planejando seu dia adiante.,He is planning his day ahead.,qwen/prompt2,0.9983417987823481
He is planning his day ahead.,"Ele está planejando o dia dele.
","He's planning his day.
",gemini/prompt2,1.0
He is planning his day ahead.,Ele está planejando sua agenda para o dia.,He is planning his schedule for the day.,llama/prompt1,1.0
He is planning his day ahead.,Ele está a planear o seu dia à frente.,He's planning his day ahead.,marian/,1.0
He is cleaning the windows.,"Ele está limpando a barra.
",He's clearing his name.,gemini/prompt4,0.753425657749176
He is cleaning the windows.,Ele está clareando as ideias.,He's shedding light on his thoughts.,gpt/prompt3,0.781455039978027
He is cleaning the windows.,"Ele está lustrando a transparência.
",He's polishing clarity.,gemma3/prompt3,0.8288716077804561
He is cleaning the windows.,"Ele está lustrando a transparência.
",He's polishing clarity.,gemma3/prompt4,0.8288716673851011
He is cleaning the windows.,Ele está limpando os vidros.,Ele está limando os vidros.,llama/prompt3,0.8685303926467891
He is cleaning the windows.,"Ele está limpando os olhos do mundo.
",He is clearing the world's vision.,gemini/prompt3,0.873068451881408
He is cleaning the windows.,Ele está limpando as janelas da alma.,He is cleansing the windows of his soul.,qwen/prompt3,0.8747698664665221
He is cleaning the windows.,Ele está limpando as janelas da alma.,He's wiping the windows of the soul.,llama/prompt4,0.8847043514251701
He is cleaning the windows.,Ele está limpando a janela.,"""Cleaning the window""",mistral/prompt4,0.903155922889709
He is cleaning the windows.,Ele está limpando os horizontes.,He is clearing the horizons.,gpt/prompt4,0.928962588310241
He is cleaning the windows.,Ele está limpando os vidros da alma.,He is cleaning the windows of the soul.,mistral/prompt3,0.9325618743896481
He is cleaning the windows.,Ele está varrendo as janelas.,He is sweeping the windows.,qwen/prompt4,0.9431301355361931
He is cleaning the windows.,Está a lavar as janelas.,He's washing the windows.,meta/,0.9912000298500061
He is cleaning the windows.,Ele está a limpar as janelas.,He's cleaning the windows.,marian/,0.9919548034667961
He is cleaning the windows.,"Ele está limpando as janelas.
",He is cleaning the windows.,gemma3/prompt1,0.9932026863098141
He is cleaning the windows.,Ele está limpando as janelas.,He's cleaning the windows.,gemmaX/,0.9965319633483881
He is cleaning the windows.,"Ele está limpando as janelas.
","He is cleaning the windows.
",gemini/prompt1,0.9968041181564331
He is cleaning the windows.,"Ele está limpando as janelas.
","He is cleaning the windows.
",gemini/prompt2,0.9968041181564331
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,gemma3/prompt2,0.997063398361206
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,gpt/prompt1,0.997063398361206
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,gpt/prompt2,0.997063398361206
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,llama/prompt1,0.997063398361206
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,llama/prompt2,0.997063398361206
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,mistral/prompt1,0.997063398361206
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,mistral/prompt2,0.997063398361206
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,qwen/prompt1,0.997063398361206
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,qwen/prompt2,0.997063398361206
caught in a web,"""Nenhum animal foi apanhado","""No animal was taken.",meta/,0.677780330181121
caught in a web,"Preso na teia.
",Caught in a web.,gemini/prompt3,0.8802878856658931
caught in a web,Ficou preso em uma teia.,Got caught in a trap.,llama/prompt2,0.898844361305236
caught in a web,Encontrar-se preso em uma teia de aranha,Get caught in a web,mistral/prompt4,0.9053792953491211
caught in a web,Enredo em uma rede.,Plot in a net.,mistral/prompt2,0.9174537658691401
caught in a web,"Enredado na teia.
",Caught in the web.,gemini/prompt4,0.9209960699081421
caught in a web,Preso num tecido de aranha,Coberto por um tecido de aranha,llama/prompt3,0.9266029596328731
caught in a web,Preso em uma teia.,Ensnared in a web.,llama/prompt4,0.946099638938903
caught in a web,Enredado na teia,Entangled in the web.,mistral/prompt3,0.9578815698623651
caught in a web,Pego em uma rede,I'm caught in a net,mistral/prompt1,0.9579577445983881
caught in a web,Enredado em uma teia,Caught in a web,gemma3/prompt2,0.958011984825134
caught in a web,"Enredado em uma teia.
",Caught in a web.,gemma3/prompt3,0.9592614769935601
caught in a web,Enredado numa teia.,Caught in a web.,gemma3/prompt4,0.960359811782836
caught in a web,Emaranhado em uma teia.,Ensnared in a web.,llama/prompt1,0.9643692970275871
caught in a web,Enredado numa teia,Caught in a web,gemma3/prompt1,0.9659728407859801
caught in a web,perdido em uma rede,lost in a web,qwen/prompt4,0.9798424243927001
caught in a web,"Preso em uma teia
","Caught in a web
",gemini/prompt1,0.9808689355850221
caught in a web,"Preso em uma teia
","Caught in a web
",gemini/prompt2,0.9808690547943111
caught in a web,capturado em uma teia,caught in a web,gpt/prompt3,0.9827723503112791
caught in a web,enrolado em uma rede,wrapped in a net,qwen/prompt1,0.983020484447479
caught in a web,enrolado em uma rede,entangled in a web,qwen/prompt3,0.9846813678741451
caught in a web,Preso numa teia,Trapped in a web,gemmaX/,0.988022565841674
caught in a web,pegos em uma teia,caught in a web,gpt/prompt4,0.988777160644531
caught in a web,capturado em uma teia,caught in a web,marian/,0.9891259670257561
caught in a web,cativado em uma teia,captivated in a web,gpt/prompt1,0.991137981414794
caught in a web,preso em uma teia,caught in a web,qwen/prompt2,0.9936971664428711
caught in a web,pegos em uma teia,caught in a web,gpt/prompt2,0.9942712783813471
a tower of strength,Fortaleza,Bulwark,mistral/prompt3,0.617682814598083
a tower of strength,Uma torre de força,"A phrase translate to English would be: ""A tower of strength"".",mistral/prompt2,0.830232262611389
a tower of strength,"Pilastra de firmeza.
",Anchor of Steadfastness.,gemma3/prompt4,0.884254038333892
a tower of strength,Torre de força,Stronghold,llama/prompt4,0.912863075733184
a tower of strength,uma torre de força,a power line tower,qwen/prompt1,0.942312121391296
a tower of strength,Fortaleza inabalável.,Unshakable stronghold.,gemma3/prompt3,0.952219247817993
a tower of strength,"Torre de Fortaleza
",Tower of Strength,gemini/prompt3,0.9572401642799371
a tower of strength,Uma torre de força,A Pillar of Strength,llama/prompt1,0.963108420372009
a tower of strength,Pilar de força,Beacon of strength,mistral/prompt4,0.96744555234909
a tower of strength,"Uma torre de força
","A power tower
",gemini/prompt1,0.9804476499557491
a tower of strength,"Uma torre de força
","A power tower
",gemini/prompt2,0.9804476499557491
a tower of strength,Uma torre de força,A power tower,gemma3/prompt1,0.980875551700592
a tower of strength,Uma torre de força,A power tower,gemma3/prompt2,0.980875551700592
a tower of strength,uma torre de força,a power tower,gpt/prompt1,0.9852409958839411
a tower of strength,uma torre de força,a power tower,qwen/prompt2,0.9852409958839411
a tower of strength,Um reduto de força,A fortress of force,meta/,0.9876139163970941
a tower of strength,Pilar de força,Pillar of strength,llama/prompt3,0.990690946578979
a tower of strength,torre de força,tower of strength,gpt/prompt3,0.9912000298500061
a tower of strength,pilar de força,pillar of strength,gpt/prompt4,0.9912000298500061
a tower of strength,um baluarte de força,A fortress of strength,mistral/prompt1,0.9912000298500061
a tower of strength,coluna de força,pillar of strength,qwen/prompt3,0.9912000298500061
a tower of strength,coluna de força,pillar of strength,qwen/prompt4,0.9912000298500061
a tower of strength,"Uma torre de sustentação.
",A pillar of support.,gemini/prompt4,0.9941470623016351
a tower of strength,uma torre de força,a tower of force,marian/,0.9989857673645021
a tower of strength,uma torre de força,a tower of strength,gemmaX/,1.0
a tower of strength,uma torre de força,a tower of strength,gpt/prompt2,1.0
a tower of strength,Uma torre de força.,A tower of strength.,llama/prompt2,1.0
The kids played in the playground.,As crianças brincaram no playground.,Children kicked the bucket.,mistral/prompt4,0.6728857755661011
The kids played in the playground.,Os pequeninos dançaram no tabuleiro de xadrez da vida.,"""The tiny ones danced on the chessboard of life.""",llama/prompt3,0.6869260072708131
The kids played in the playground.,As crianças bailavam no palco da rua.,Children danced upon the street's stage.,gemma3/prompt3,0.7326618432998651
The kids played in the playground.,"As crianças se esbaldaçavam no reino da diversão.
",The children were reveling in the kingdom of glee.,gemma3/prompt4,0.746728181838989
The kids played in the playground.,Os filhotes brincaram no zoológico.,The cubs played in the zoo.,qwen/prompt4,0.75861918926239
The kids played in the playground.,"As crianças brincaram no quintal da vida.
",The children frolicked in life's backyard.,gemini/prompt3,0.790360748767852
The kids played in the playground.,"As crianças brincaram no paraíso da infância.
",The children frolicked in the Eden of their childhood.,gemini/prompt4,0.8375381827354431
The kids played in the playground.,As crianças brincaram no reino da fantasia.,The children played in the realm of imagination.,gpt/prompt3,0.862034738063812
The kids played in the playground.,Os garotos brincaram no parque da juventude.,The boys played in the park of eternal youth.,qwen/prompt3,0.9010958671569821
The kids played in the playground.,Os bebês brincaram no parque de diversões.,Babies frolicked in the amusement park.,llama/prompt4,0.932821214199066
The kids played in the playground.,Os miúdos jogavam no recinto.,My kids used to play on the playground.,meta/,0.972769320011138
The kids played in the playground.,Os crianças brincaram na calçada de recreio.,The children played on the playground pavement.,llama/prompt1,0.9822453260421751
The kids played in the playground.,Os孩子们在游乐场玩耍。,The children are playing at the amusement park.,qwen/prompt1,0.9912000298500061
The kids played in the playground.,"As crianças brincaram no parquinho.
","The children played at the playground.
",gemini/prompt1,1.0
The kids played in the playground.,"As crianças brincaram no parquinho.
","The children played at the playground.
",gemini/prompt2,1.0
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the playground.,gemma3/prompt1,1.0
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the playground.,gemma3/prompt2,1.0
The kids played in the playground.,As crianças brincavam no parque infantil.,The children were playing in the playground.,gemmaX/,1.0
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the playground.,gpt/prompt1,1.0
The kids played in the playground.,As crianças brincaram no parque infantil.,The children played in the playground.,gpt/prompt2,1.0
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the playground.,gpt/prompt4,1.0
The kids played in the playground.,Os crianças brincaram na playground.,The children played at the playground.,llama/prompt2,1.0
The kids played in the playground.,As crianças brincaram no parque infantil.,The kids played in the playground.,marian/,1.0
The kids played in the playground.,As crianças jogaram no parquinho.,The children played in the park.,mistral/prompt1,1.0
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the park.,mistral/prompt2,1.0
The kids played in the playground.,As crianças brincaram no pátio.,The children played in the playground.,mistral/prompt3,1.0
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the playground.,qwen/prompt2,1.0
blessing in disguise,luongo em disfarce,longue in disguise,qwen/prompt1,0.790079832077026
blessing in disguise,"Mal que vem para o bem.
","Every cloud has a silver lining.
",gemini/prompt2,0.837365388870239
blessing in disguise,"Mal que vem para o bem.
","Every cloud has a silver lining.
",gemini/prompt1,0.837365448474884
blessing in disguise,benção disfarçada,blessed disguise,gpt/prompt1,0.841174125671386
blessing in disguise,sorte escondida,hidden fortune,qwen/prompt4,0.9466471076011651
blessing in disguise,"Um mal que veio para o bem.
",A blessing in disguise.,gemini/prompt3,0.9666163921356201
blessing in disguise,"Um mal que veio para o bem.
",A blessing in disguise.,gemini/prompt4,0.9666163921356201
blessing in disguise,Presente de Deus,Bênção do Céu,llama/prompt3,0.9809677600860591
blessing in disguise,Benção disfarçada,Disguised blessing.,llama/prompt1,0.9824000597000121
blessing in disguise,bênção disfarçada,disguised blessing,qwen/prompt3,0.9824000597000121
blessing in disguise,"""Benação mascarada"".","""Blessing in disguise.",meta/,0.985406041145324
blessing in disguise,A benção disfarçada.,A disguised blessing.,gemma3/prompt3,0.9912000298500061
blessing in disguise,bênção disfarçada,blessing disguised,marian/,0.9912000298500061
blessing in disguise,benção disfarçada,Disguised blessing,mistral/prompt2,0.9912000298500061
blessing in disguise,Bênção disfarçada,Blessing in disguise,qwen/prompt2,0.9912000298500061
blessing in disguise,Um presente de Deus.,A gift from God.,llama/prompt2,0.9930222034454341
blessing in disguise,Benção disfarçada.,Bênção disfarçada. -  Blessing in disguise,llama/prompt4,0.9967234134674071
blessing in disguise,"Uma bênção disfarçada.
",A blessing in disguise.,gemma3/prompt1,1.0
blessing in disguise,Uma bênção disfarçada.,A blessing in disguise.,gemma3/prompt2,1.0
blessing in disguise,"Uma bênção disfarçada.
",A blessing in disguise.,gemma3/prompt4,1.0
blessing in disguise,benção disfarçada,a blessing in disguise,gemmaX/,1.0
blessing in disguise,benção disfarçada,blessing in disguise,gpt/prompt2,1.0
blessing in disguise,Bênção disfarçada.,Blessing in disguise.,gpt/prompt3,1.0
blessing in disguise,benção disfarçada,blessing in disguise,gpt/prompt4,1.0
blessing in disguise,bênção em disfarce,blessing in disguise,mistral/prompt1,1.0
blessing in disguise,bênção disfarçada,"""A blessing in disguise""",mistral/prompt3,1.0
blessing in disguise,benção disfarçada,blessing in disguise,mistral/prompt4,1.0
born with a silver spoon,"Nascido em berço de ouro
","Born with a silver spoon in their mouth
",gemini/prompt1,0.7991281747817991
born with a silver spoon,Nasceu com colher de prata.,Nursed on a silver spoon.,llama/prompt4,0.806573033332824
born with a silver spoon,"Nascido em berço de ouro.
","Born with a silver spoon in their mouth.
",gemini/prompt2,0.8258483409881591
born with a silver spoon,"Nascer em berço de ouro.
",Born with a silver spoon in their mouth.,gemini/prompt3,0.86469292640686
born with a silver spoon,"Nascer em berço de ouro.
",Born with a silver spoon in their mouth.,gemini/prompt4,0.86469292640686
born with a silver spoon,Nascido em berço de ouro.,Born with a silver spoon in one's mouth.,gemma3/prompt3,0.8808023929595941
born with a silver spoon,Nascido em berço de ouro.,Born with a silver spoon in his mouth.,gpt/prompt3,0.8961188793182371
born with a silver spoon,Nascido com uma colher de ouro na boca.,Born with a silver spoon in one's mouth.,gemma3/prompt4,0.911498129367828
born with a silver spoon,Nascido com uma colher de ouro na boca.,Born with a silver spoon in one's mouth.,gemma3/prompt1,0.926312804222106
born with a silver spoon,nascido em berço de ouro,born with a silver spoon in his mouth,gpt/prompt4,0.937690317630767
born with a silver spoon,Nascido com uma colher de prata na boca.,Born with a silver spoon in one's mouth.,gemma3/prompt2,0.9379497766494751
born with a silver spoon,nascido em berço de ouro,born with a silver spoon in his mouth,gpt/prompt1,0.9383192062377931
born with a silver spoon,nascido em berço de ouro,born with a silver spoon in his mouth,gpt/prompt2,0.9383192062377931
born with a silver spoon,Nascido com a colher de prata.,Born with a silver spoon in his mouth.,mistral/prompt3,0.9409123659133911
born with a silver spoon,Nasceu com colher de prata.,Nasceu com um prato de prata na mão.,llama/prompt3,0.9493976831436151
born with a silver spoon,Nascido com uma colher de prata.,"""Born with a silver spoon in his mouth.""",mistral/prompt2,0.954461574554443
born with a silver spoon,nascido com uma colher de prata,born with a silver spoon in one's mouth,mistral/prompt1,0.9586132764816281
born with a silver spoon,nascer com um garfo de prata na boca,born with a silver spoon in his mouth,qwen/prompt4,0.9751833081245421
born with a silver spoon,Nascido com colher de prata.,Born with a silver spoon.,llama/prompt2,0.9838672876358031
born with a silver spoon,nascido com um garfo de prata na boca,born with a silver spoon in his mouth,qwen/prompt3,0.987883329391479
born with a silver spoon,nascido com uma colher de prata,Born with a silver spoon,mistral/prompt4,0.990724325180053
born with a silver spoon,nascido com uma colher de prata.,Born with a silver spoon.,llama/prompt1,0.9933224916458131
born with a silver spoon,nascido com um garfo de prata,born with a silver spoon,qwen/prompt1,0.9962885379791261
born with a silver spoon,Nasceu com uma colher de prata,Born with a silver spoon,meta/,0.997355341911315
born with a silver spoon,Nascido com uma colher de prata,Born with a silver spoon,qwen/prompt2,0.997355341911315
born with a silver spoon,nascido com uma colher de prata,born with a silver spoon,gemmaX/,0.9980698823928831
born with a silver spoon,nascido com uma colher de prata,born with a silver spoon,marian/,0.9980698823928831
come out of your shell,Desabrochar.,To blossom.,gemma3/prompt3,0.720382928848266
come out of your shell,"Sair da concha, se desinchar, emergir de sua armadura de concha.","Emerging from your shell, deflating, bursting free from your armor of a shell.",llama/prompt4,0.7439303994178771
come out of your shell,Saí de sua casca.,Shed my shell.,llama/prompt2,0.78125512599945
come out of your shell,Sair da toca.,Emerge from the burrow.,gemma3/prompt4,0.8644384145736691
come out of your shell,Despertar do seu caracol.,"""Emerging from your shell.""",llama/prompt3,0.895226716995239
come out of your shell,sair do casulo,emerge from the chrysalis,gpt/prompt4,0.9091503620147701
come out of your shell,sair da sua casca,"""Come out of his shell""",mistral/prompt3,0.924825549125671
come out of your shell,"Sair da concha
",To come out of one's shell,gemini/prompt4,0.935942292213439
come out of your shell,*Saia do seu shell*,♪ Out of your shell ♪,meta/,0.9439920186996461
come out of your shell,saia da sua concha,step out of your shell,qwen/prompt3,0.9580852389335631
come out of your shell,Saia da sua concha.,Get out of your shell.,marian/,0.9594812989234921
come out of your shell,"Saia da sua concha.
","Come out of your shell.
",gemini/prompt1,0.9632747173309321
come out of your shell,"Saia da sua concha.
","Come out of your shell.
",gemini/prompt2,0.9632747173309321
come out of your shell,virar a página,turn the page,qwen/prompt4,0.966687560081481
come out of your shell,"Sair da casca.
",Break out of your shell.,gemini/prompt3,0.976126074790954
come out of your shell,"Saia da sua concha.
",Come out of your shell.,gemma3/prompt1,0.9775537252426141
come out of your shell,"Saia da sua concha.
",Come out of your shell.,gemma3/prompt2,0.9775537252426141
come out of your shell,Saia da sua casca.,"""Break out of your shell.""",gpt/prompt3,0.9776953458786011
come out of your shell,saia da sua concha,come out of your shell,gemmaX/,0.9823503494262691
come out of your shell,saia da sua concha,come out of your shell,qwen/prompt1,0.9823503494262691
