indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl
839,newsmet,gemini,prompt4,Students Are Bringing Capitalism to Latin America: New at Reason,"Estudantes Desembarcam o Capitalismo na América Latina: Uma Nova Onda na Reason.
",0,2098
33,newsmet,gemma3,prompt4,NBA coach Popovich lambastes ‘unfit’ Trump as a ‘soulless coward’ for not calling families of slain soldiers,"Popovich destila fogo no exílio contra Trump, um “covarde sem alma” por ignorar o luto das famílias de soldados caídos.
",0,2098
1857,newsmet,gemma3,prompt4,How a Radical Left-Wing Historian Birthed the Anti-Columbus Crusade,Como um Historiador Radical da Esquerda Deu à Luz à Cruzada Anti-Colombo.,0,2097
554,newsmet,gpt,prompt4,Late-Stage Abortion Provider Won’t Succumb to Protesters Who Forced Him Out of His Last Maryland Clinic,Fornecedor de Aborto em Estágio Avançado Não Se Deixará Abater pelos Protestadores que o Expeliram de sua Última Clínica em Maryland.,0,2097
2286,newsmet,gemma3,prompt4,"Afghanistan, Trump indicated a troop surge but number and role not specified","Afeganistão, Trump sinalizou um reforço de tropas, mas número e papel permanecem em aberto.",0,2096
1155,newsmet,gemini,prompt4,PHOTOS: Kim Kardashian Showed An Insane Amount Of Skin During Snack Run,"PHOTOS: Kim Kardashian Exibiu Pele em Demasia Durante um Lanche.
",0,2096
65,newsmet,gpt,prompt4,"Gaffney: On North Korea, ‘Strategic Patience’ Has Enabled Strategic Blackmail","Gaffney: Sobre a Coreia do Norte, a ‘Paciência Estratégica’ Permitindo o Chantageamento Estratégico.",0,2095
1332,newsmet,gemini,prompt4,MSNBC twists Las Vegas shooting to advocate for national gun registry – TheBlaze,"MSNBC torce os fatos do tiroteio em Las Vegas para pregar a favor de um cadastro nacional de armas – TheBlaze.
",0,2095
508,newsmet,gemma3,prompt4,New Democratic ad turns the words of Roy Moore's own party against him,Novo anúncio da campanha democrata usa a própria corda do enforcamento de Roy Moore.,0,2094
2199,newsmet,gemini,prompt4,"Irma shifts west, expected to cross the Keys, strike near Cape Coral; Tampa in sights","Irma muda a direção, rumando para oeste, com previsão de cruzar as Keys e atingir as proximidades de Cape Coral; Tampa no horizonte.
",0,2094
1484,newsmet,gpt,prompt4,Entire eight-and-under football team takes a knee during national anthem,Toda a equipe de futebol com menos de oito anos se ajoelha durante o hino nacional.,0,2094
1477,newsmet,gpt,prompt4,Why is the CIA allowing such open leaking about what Trump administration knew and when it knew it?,Por que a CIA está permitindo que vaze tão abertamente o que a administração Trump sabia e quando sabia?,0,2093
1355,newsmet,gpt,prompt4,Seth Meyers calls out Trump for pardoning two turkeys ‘despite the fact that they lied about Russia under oath’,"Seth Meyers critica Trump por perdoar dois perus ""apesar do fato de que eles mentiram sobre a Rússia sob juramento"".",0,2092
2545,newsmet,gemma3,prompt4,"Patreon Bans Journalist Lauren Southern, Claims She Will Get People Killed","Patreon expulsa jornalista Lauren Southern, alegando que ela colocará pessoas em perigo.",0,2092
505,newsmet,gemma3,prompt4,Rep. Steve Scalise says his shooting fortified his views on gun rights; Liberal hate also fortified,O tiro endureceu suas convicções sobre o direito a armas; o ódio liberal também cimentou.,0,2091
46,newsmet,gemini,prompt4,What factors are affecting the strength of competition in Global Dermatology Drugs Market? What will be the size of the Dermatology Drugs Market in 2024?,"Quais ventos sopram sobre a arena competitiva do Mercado Global de Medicamentos Dermatológicos? Qual será o tamanho do tesouro do Mercado de Medicamentos Dermatológicos em 2024?
",0,2091
1393,newsmet,gpt,prompt4,Did I Miss It? Or was there no Saturday Morning Bucket today?,Eu perdi a hora? Ou não teve balde de sábado de manhã hoje?,0,2090
1073,newsmet,gemma3,prompt4,Mooch chose to be with Trump instead of wife giving birth,Mooch preferiu o brilho de Trump ao calor do parto da esposa.,0,2090
1788,newsmet,gemma3,prompt4,America is desperately failing Puerto Rico in the wake of Hurricane Maria,"A América está abandonando, à deriva, Porto Rico após o furacão Maria.",0,2089
2358,newsmet,gemma3,prompt4,Photogallery - Kevin Durant says LeBron James will finish his career with the Cavaliers,Galeria de Fotos – Kevin Durant diz que LeBron James pendurará as chuteiras com os Cavaliers.,0,2088
1691,newsmet,gemma3,prompt4,"High school students are protesting the Pledge of Allegiance, and now schools are getting sued","Alunos do ensino médio estão questionando o juramento de fidelidade, e agora as escolas estão na berlinda judicial.",0,2087
1760,newsmet,gemini,prompt4,Democrats set to question Jeff Sessions on another ‘clarification’ around meetings with Russians,"Democratas prontos para tirar mais um coelho da cartola sobre reuniões de Jeff Sessions com russos.
",0,2086
2245,newsmet,gemini,prompt4,"Donald Trump Jr. says daddy wouldn't help him, made him talk to his assistant","Donald Trump Jr. disse que o papai não lhe deu cobertura, mandou que ele falasse com a assessora.
",0,2085
2526,newsmet,gpt,prompt4,Matt Groening Is Creating a New Show for Netflix,Matt Groening está criando um novo espetáculo para a Netflix.,0,2085
1959,newsmet,gpt,prompt4,"With one tweet, Bernie Sanders exposes the cowardly Republican tax scam","Com um tweet, Bernie Sanders revela a farsa covarde do imposto republicano.",0,2084
1898,newsmet,gpt,prompt4,"Congressman Tells All: Secret Society In The FBI, FISA Memo Lists Names, DOJ Wants Trump Taken Out…","O congressista revela tudo: sociedade secreta no FBI, o memorando FISA lista nomes, o DOJ quer eliminar Trump…",0,2083
510,newsmet,gemma3,prompt4,Sen. McCain Expresses Dismay 'We Are a Unicameral Govt',"Sen. McCain Manifesta Contrição: ""Somos um Governo de Um Olho Só.""",0,2083
797,newsmet,gemma3,prompt4,MORE ‘special exceptions’ being given to muslims in the States,"Cada vez mais, brechas são abertas aos muçulmanos nos Estados Unidos.
",0,2082
83,newsmet,gemini,prompt4,University of Missouri struggles to recruit students two years after protests about racial injustice,"A Universidade do Missouri luta para atrair estudantes dois anos após as chamas da injustiça racial.
",0,2082
1125,newsmet,gpt,prompt4,This Restauranteur Has Somehow Upgraded the Workout and Brunch Combo,Este Restaurateur De Alguma Forma Aprimorou a Combinação de Treino e Brunch.,0,2082
1280,newsmet,gpt,prompt4,Chile and South Africa Make Cut for Foreign-Language Oscar,Chile e África do Sul Avançam na Corrida pelo Oscar de Melhor Filme Estrangeiro,0,2081
1771,newsmet,gemini,prompt4,Liberal org vows to pressure Fox News’ advertisers in boycott over this story about Roy Moore,"Liberais prometem incendiar a fogueira dos anunciantes da Fox News em protesto pela matéria sobre Roy Moore.
",0,2081
532,newsmet,gemma3,prompt4,Teen Mom 2': Kailyn Lowry changing her son's last name amid custody drama?,"""Mãe Adolescente 2: Kailyn Lowry trocando o sobrenome do filho em meio à batalha pela guarda.""",0,2081
321,newsmet,gpt,prompt4,"Trump's laughably unqualified judicial nominee loves ghost hunting, guns, and secrecy","O risivelmente despreparado indicado judicial de Trump adora caçar fantasmas, armas e mistério.",0,2080
2058,newsmet,gemma3,prompt4,"A month after Trump declared opioids a 'national emergency,' his team still has no plan","Um mês depois de Trump declarar os opioides uma 'emergência nacional', sua equipe ainda não tem um norte.",0,2080
1422,newsmet,gemini,prompt4,"After shockingly inaccurate comments, one of America's best takes John Kelly to school on Twitter","Após declarações chocantemente imprecisas, um dos melhores da América dá uma aula em público em cima do John Kelly no Twitter.
",0,2079
1930,newsmet,gemma3,prompt4,We Need a Truly Grassroots Democratic Party: A Call for DNC Chair Tom Perez To Implement Findings Of #UnityReformCommission,"Precisamos de um Partido Democrático Verdadeiramente de Raiz: Um Chamado para que o Presidente do DNC, Tom Perez, Implemente as Conclusões da Comissão #ReformulaçãoUnida.",0,2079
592,newsmet,gemini,prompt4,What?! Sally Kohn defends Linda Sarsour AFTER her smear of Jake Tapper,"O quê?! Sally Kohn sai em defesa de Linda Sarsour DEPOIS dela ter jogado lama em Jake Tapper.
",0,2078
1877,newsmet,gpt,prompt4,The Arrested Saudi Prince Alwaleed Owns These 12 US Companies,"O Príncipe Saudita Alwaleed, Detido, É Dono Destes 12 Empreendimentos Americanos.",0,2077
2482,newsmet,gemma3,prompt4,Photogallery - REPORT: LeBron tried to bring Spurs Star to Cleveland but...,"Galeria de Fotos – RELATO: LeBron tentou trazer a estrela dos Spurs para Cleveland, mas…",0,2077
389,newsmet,gemini,prompt4,"A year after Don the Con promised to save their jobs, Carrier Corp. employees face more layoffs","Um ano depois que ""Dom o Trapaceiro"" prometeu salvar seus empregos, os funcionários da Carrier Corp. encaram mais demissões.
",0,2077
984,newsmet,gpt,prompt4,Chilling! UK Acid Attack Victim Speaks Out (Shocking Video),Frio na espinha! Vítima de ataque ácido no Reino Unido se pronuncia (Vídeo chocante),0,2076
1625,newsmet,gemini,prompt4,"Marshawn Lynch, Michael Bennett sit out national anthem during weekend NFL games","Marshawn Lynch e Michael Bennett ficaram na moita durante o hino nacional nos jogos da NFL do fim de semana.
",0,2076
497,newsmet,gpt,prompt4,"Pressure on Manafort grows as feds track more income, possible money laundering",A pressão sobre Manafort aumenta à medida que os federais rastreiam mais renda e possível lavagem de dinheiro.,0,2075
1097,newsmet,gemini,prompt4,Justin Bieber cancels tour to have sustainable career and lifestyle,"Justin Bieber enterra a turnê para plantar raízes em uma carreira e estilo de vida sustentáveis.
",0,2075
34,newsmet,gemma3,prompt4,Judge Not Inclined to Reinstate Trump Sanctuary Cities Order,Relutância em reerguer a ordem das cidades-santuário de Trump.,0,2075
1500,newsmet,gemini,prompt4,"Photogallery - Pittsburgh Steelers dropped the ball, lost to New England Patriots","Photogallery - Pittsburgh Steelers: Os Steelers pisaram na bola, perderam para os Patriots.
",0,2074
1866,newsmet,gpt,prompt4,in the past they died more readily and then at that point they are not posing a risk.,"No passado, eles partiam com mais facilidade e, nesse momento, não representam mais um risco.",0,2074
1150,newsmet,gemini,prompt4,Sean Spicer and Chelsea Manning Join Harvard as Visiting Fellows,"Sean Spicer e Chelsea Manning juntam-se a Harvard como companheiros de viagem.
",0,2073
663,newsmet,gemma3,prompt4,Millions of Americans Are Ingesting a Chemical Some Experts Believe Has No Safe Exposure Level,Milhões de americanos estão absorvendo uma substância que alguns especialistas acreditam não ter limite de segurança.,0,2073
188,newsmet,gemini,prompt4,‘Fire Emblem Heroes’ dataminers uncover a future hero coming from 'Echoes',"Caçadores de dados de Fire Emblem Heroes desvendam um futuro herói vindo de 'Echoes'.
",0,2072
520,newsmet,gemma3,prompt4,PressTV-‘Iran not crossing red lines in cooperating with IAEA’,Irã não ultrapassa o limite da tolinha ao colaborar com a AIEA.,0,2072
1071,newsmet,gemini,prompt4,"POTUS Proposes ‘Fake News Awards’, French Conservatives Have Been Doing it For Years and It’s Hilarious","POTUS propõe um ""Oscar da Mentira"", conservadores franceses já fazem isso há anos e é hilário.
",0,2071
1396,newsmet,gemini,prompt4,"Hezbollah, Al-Qaeda Reach Ceasefire Near Syrian Border After Fighting Leaves Dozens Dead","Hezbollah e Al-Qaeda enterram a machadinha perto da fronteira síria, após combates ceifarem dezenas de vidas.
",0,2070
2024,newsmet,gpt,prompt4,"Mother And Daughter Record Disgusting Adult Film Together, Think Nothing Of It [WATCH]","Mãe e Filha Gravando Filme Adulto Repulsivo Juntas, Sem Dar Importância [ASSISTA]",0,2070
1834,newsmet,gemma3,prompt4,Brutal Russian Nightclub Fight Turns Into Dramatic Shooting [VIDEO],"Noite de Clubbing Russa se Transforma em Balé de Tiros [VÍDEO]
",0,2069
2087,newsmet,gpt,prompt4,GOP Senator Receives Death Threat to Oppose Obamacare Repeal,Senador republicano recebe ameaças de morte para não opor à revogação do Obamacare.,0,2069
2356,newsmet,gemini,prompt4,Photogallery - NBA: How will Kyrie Irving do now that he has his own team?,"NBA: Kyrie Irving terá a bola toda, e agora?
",0,2068
1330,newsmet,gpt,prompt4,Bruce Springsteen Could Be Going for the EGOT as He Makes Broadway Debut,Bruce Springsteen Poderia Estar Rumo ao EGOT ao Fazer Sua Estreia na Broadway,0,2067
630,newsmet,gemini,prompt4,US Supreme Court rejects stay of execution for Ohio convict,"A Suprema Corte dos EUA joga a pá de cal sobre a execução de um condenado em Ohio.
",0,2067
415,newsmet,gemma3,prompt4,BREAKING: Paul Manafort Offered To Give Campaign Briefings To A Pro-Kremlin Businessman (VIDEO/TWEET),URGENTE: Paul Manafort se ofereceu para fornecer informes de campanha a um empresário pró-Kremlin (VÍDEO/TWEET).,0,2067
764,newsmet,gemini,prompt4,Bowe Bergdahl Expected to Make His Plea in Court Today,"Hoje, Bowe Bergdahl fará sua confissão no tribunal.
",0,2065
1026,newsmet,gpt,prompt4,Net Neutrality Activists Launch Crowdfunded Billboards Targeting Key Members Of Congress During August Recess,Ativistas da Neutralidade da Rede Lançam Outdoors Financiados Coletivamente Mirando Membros Chave do Congresso Durante o Recesso de Agosto.,0,2065
1193,newsmet,gemma3,prompt4,Hawkins: Good Guy with a Gun Could Have Stopped Stephen Paddock Before Mass Shooting,Um Bom Cara com Arma Poderia Ter Impedido Stephen Paddock Antes do Massacre.,0,2064
2550,newsmet,gemini,prompt4,Pitcher Ervin Santana Lifts the Twins With His Arm and Bat,"Ervin Santana ergue os Twins com braço e taco.
",0,2064
1844,newsmet,gpt,prompt4,"Joy Reid shreds Trump’s ‘racist, fear-mongering’ ad claiming Democrats will be ‘complicit in murders’","Joy Reid despedaça o anúncio 'racista e aterrorizante' de Trump, que afirma que os democratas serão 'cúmplices de assassinatos'.",0,2064
2403,newsmet,gpt,prompt4,Ben Affleck spotted house hunting with Lindsay Shookus in Los Angeles,Ben Affleck foi visto à caça de um lar com Lindsay Shookus em Los Angeles.,0,2063
36,newsmet,gemma3,prompt4,Rand Paul and John McCain Might Have Killed the GOP’s Obamacare Repeal Bill,Rand Paul e John McCain Teriam Enterrado o GOP no Tumulo da Reforma do Obamacare.,0,2063
484,newsmet,gemma3,prompt4,Goldfish make alcohol to survive the winter without oxygen,Os peixinhos dourados fabricam licor para enfrentar o inverno sem ar.,0,2062
1334,newsmet,gemini,prompt4,Kansas City Royals’ manager says he warns his team about porn,"O técnico do Kansas City Royals diz que adverte o time sobre a pornografia.
",0,2062
2101,newsmet,gpt,prompt4,ZOMG! Obvious Photoshop of Trump saving cats in Hurricane Harvey flood water goes viral,ZOMG! Obviamente uma montagem do Trump salvando gatos nas águas da inundação do furacão Harvey se torna um fenômeno viral.,0,2062
808,newsmet,gemini,prompt4,Nazi Sympathizer Profiled by The Times Loses His Job,"O simpatizante nazista desce do pedestal, demitido pelo The Times.
",0,2061
934,newsmet,gpt,prompt4,Designer of Roy Halladay Plane Died While Flying One Earlier This Year,Designer do avião de Roy Halladay morreu enquanto voava com um anterior este ano.,0,2060
1594,newsmet,gpt,prompt4,"Hurricane Harvey closes on Texas coast, slow-moving storm set to trigger massive floods","O furacão Harvey se aproxima da costa do Texas, tempestade vagarosa prestes a desencadear inundações gigantescas.",0,2059
2305,newsmet,gemini,prompt4,Proof Surfaces Insurance Company Pays Massive Bonuses to Doctors for Vaccinating Babies,"A Seguradora de Superfícies de Prova paga gordos bônus aos médicos por vacinar bebês.
",0,2059
2515,newsmet,gemini,prompt4,"How organizers raised over $233,000 in one day to bail hundreds out of jail","Num piscar de olhos, organizadores juntaram mais de $233.000 para tirar às centenas da cadeia.
",0,2058
1411,newsmet,gpt,prompt4,Rupi Kaur Is Kicking Down the Doors of Publishing,Rupi Kaur está abrindo as portas da publicação.,0,2058
1770,newsmet,gemma3,prompt4,Why does it take so long to get an apartment?,Por que a procura por um lar demora tanto a florescer?,0,2057
574,newsmet,gpt,prompt4,Sean Spicer trolled for tweet ripping WaPo for ignoring Harvey Weinstein scandal,Sean Spicer é zuado por tuíte criticando o WaPo por ignorar o escândalo Harvey Weinstein.,0,2056
1995,newsmet,gemma3,prompt4,Gov. Terry McAuliffe Refuses to Denounce Antifa Attacks on Journalists,O governador Terry McAuliffe se recusa a condenar os ataques de Antifa a jornalistas.,0,2056
12,newsmet,gpt,prompt4,In case you forgot: Donald Trump still has the 'nuclear football',Caso você tenha esquecido: Donald Trump ainda tem o 'botijão nuclear'.,0,2055
1761,newsmet,gemini,prompt4,Scaramucci Memo Leaked: Shows 'Communication Plan' For WH Staff Before His Firing,"Memorando de Scaramucci Vaza: Revela o 'Plano de Ataque' à Comunicação da Casa Branca Antes de Sua Queda
",0,2055
381,newsmet,gemma3,prompt4,Trump says O. J. Simpson was framed and the LAPD planted evidence in newly released transcripts,"Trump diz que O. J. Simpson foi injustiçado e a polícia de Los Angeles forjou evidências em transcrições recém-divulgadas.
",0,2053
613,newsmet,gpt,prompt4,Arkansas Teacher Hilariously Sends Insurance Agency Photos Of Herself Instead Of Her Car,Professora do Arkansas Envia de Forma Engraçada Fotos de Si Mesma Para Agência de Seguros em Vez do Carro.,0,2053
763,newsmet,gemini,prompt4,People Are Saying 'We Don't Like Hatred and Bigotry',"O povo está com a boca cheia de ""Fora o ódio e a intolerância"".
",0,2052
2446,newsmet,gpt,prompt4,The Plaza Loses Its Luster as a Real Estate Investment,A Praça Perde Seu Brilho como Investimento Imobiliário.,0,2052
790,newsmet,gpt,prompt4,American automakers plan joint ventures to make electric cars in China,Fabricantes de automóveis americanos planejam parcerias para gerar eletricidade sobre rodas na China.,0,2051
841,newsmet,gemini,prompt4,Loretta Lynch Lackey: She Only Let Bill Clinton on Her Plane Because It Was Too Hot and He Was Too Old (VIDEO),"A pau mandado de Loretta Lynch: Ela só deixou o Bill Clinton entrar no avião dela porque estava calor demais e ele já era muito velho (VÍDEO).
",0,2051
967,newsmet,gemma3,prompt4,P.S. I Love You: Postscripts a Powerful Marketing Tool,"P.S. Eu Te Amo: Pós-escritos, Uma Ferramenta de Marketing Poderosa.
",0,2050
1557,newsmet,gemini,prompt4,Multi-Year Breakout in Gold at $1400 Could Boost Junior Miners,"A Ruptura Multianual do Ouro em $1400 Pode Impulsionar as Mineradoras Júnior.
",0,2049
923,newsmet,gpt,prompt4,Cindy Crawford and Rande Gerber Just Bought Another Incredible Home,Cindy Crawford e Rande Gerber Acabaram de Adquirir Outra Casa Espetacular.,0,2049
2344,newsmet,gemini,prompt4,BOOM: Byron York explains the FusionGPS story and predicts the next big question,"BOOM: Byron York destrava a bomba da FusionGPS e prevê a próxima faísca.
",0,2048
1037,newsmet,gpt,prompt4,Injustice League: Rose McGowan Claims She Told Ben Affleck About Alleged Harvey Weinstein Rape,Liga da Injustiça: Rose McGowan Afirma que Contou a Ben Affleck sobre Suposta Violação de Harvey Weinstein,0,2048
1713,newsmet,gemma3,prompt4,"Israeli Labor Party Tries a New Leader: Gabbay, Self-Made Millionaire","O Partido Trabalhista Israelense Tenta um Novo Timoneiro: Gabbay, um Magnata Forjado à Fornalha.
",0,2047
410,newsmet,gemma3,prompt4,"NBA recap: The Utah Jazz beat the Oklahoma City Thunder on Saturday, 96-87","No sábado, o Utah Jazz superou o Oklahoma City Thunder, 96 a 87, em uma batalha onde a melodia do triunfo soou mais alta.",0,2046
960,newsmet,gemini,prompt4,Alibaba Co-Founder Joseph Tsai Said to Buy Brooklyn Nets Stake,"Joseph Tsai, cofundador do Alibaba, crava a bandeira nos Nets de Brooklyn.
",0,2046
1261,newsmet,gpt,prompt4,"Young girl flips off Infowars interviewer, instantly becomes a Twitter favorite",Jovem garota faz gesto obsceno para entrevistador da Infowars e instantaneamente se torna a favorita do Twitter.,0,2046
830,newsmet,gemini,prompt4,Saudi Who Attended Qaeda Camp Is Arrested in Oklahoma,"Um saudita com passado em acampamento da Al-Qaeda cai nas garras da lei em Oklahoma.
",0,2045
1938,newsmet,gpt,prompt4,He’d know? Eric Holder urges voters to turn out because ‘voting machines get lost’,Ele saberia? Eric Holder incentiva os eleitores a comparecerem às urnas porque 'as máquinas de votar desaparecem'.,0,2045
494,newsmet,gemma3,prompt4,Top Female Music Executives Send Rebuke to Grammys Leadership,"Lideranças femininas do mundo da música enviam um tapa na cara à direção da Grammy.
",0,2045
1349,newsmet,gemma3,prompt4,1824: Congress decides outcome of presidential election on this day in history,"Neste dia, o Congresso sela o destino da eleição presidencial.",0,2044
1954,newsmet,gemma3,prompt4,You Can Buy Pat McGrath Makeup on Maggie Lindemann’s Spotify Channel,Você pode adquirir a maquiagem Pat McGrath no canal Spotify de Maggie Lindemann.,0,2043
1858,newsmet,gemma3,prompt4,Hospitals Are Killing Thousands From ‘Climate Change’ Each Year Or Something,Hospitais Estão Levando Milhares Para O Além Por Conta da ‘Mudança Climática’ Ou Algo Assim.,0,2042
2090,newsmet,gpt,prompt4,Suit Argues New Angle in Claim of For-Profit College Fraud,Processo Apresenta Nova Perspectiva na Acusação de Fraude em Faculdades com Fins Lucrativos,0,2042
2316,newsmet,gemma3,prompt4,"Apple Watch may soon introduce boxing, surfing, pilates workouts and more","O Apple Watch em breve poderá turbinar sua rotina com socos, ondas, pilates e outras novidades.",0,2041
1667,newsmet,gpt,prompt4,German Smoke Show Sprinter Will Have You Questioning Your Olympic Allegiance,O espetáculo de fumaça alemão fará você questionar sua lealdade olímpica.,0,2041
1966,newsmet,gemini,prompt4,"Speeding Car Takes Flight, Plows into 2nd Floor of Office Building (PHOTOS)","Carro Desgovernado Alça Voo, e Desaba no 2º Andar de Prédio Comercial (FOTOS)
",0,2041
2088,newsmet,gemma3,prompt4,VIDEO: President Trump shunned ‘fancy lunch’ to dine with U.S. and South Korean soldiers – Dr. Rich Swier,"VÍDEO: Presidente Trump ignorou um ""almoço de gala"" para jantar com soldados americanos e sul-coreanos – Dr. Rich Swier",0,2040
1007,newsmet,gemini,prompt4,"[VIDEO] Adult Film Star/Band Teacher Ends Both Careers, Upon Discovery of Double Life","[VIDEO] Estrela Pornô/Professor de Banda Encerra Ambas as Carreiras Após Descoberta de Vida Dupla
",0,2040
2376,newsmet,gpt,prompt4,Central Valley to SF Bay Area: Stop Using Us As Your Ashtray,Vale Central para Área da Baía de SF: Pare de Nos Usar Como Seu Cinzeiro.,0,2040
707,newsmet,gemini,prompt4,Health insurance will cost more because of GOP tax plan,"O plano fiscal republicano vai botar a saúde na lona.
",0,2039
1409,newsmet,gemma3,prompt4,"New study backs up reports of near-death experiences, claiming that consciousness continues to work","Novo estudo corrobora relatos de experiências de quase-morte, afirmando que a consciência permanece em funcionamento.
",0,2039
1405,newsmet,gemma3,prompt4,Orange County Board of Education Reverses Position and Bans Confederate Flag,Conselho de Educação do Condado de Orange Muda de Cor e Derruba Bandeira Confederada.,0,2037
955,newsmet,gemini,prompt4,Fired TV Reporter: I’ve Received Thousands of ‘Sexual and Violent’ Threats,"Repórter de TV Demitido: Recebi milhares de ""pedradas"" sexuais e violentas.
",0,2037
1630,newsmet,gemma3,prompt4,Even Republicans assume Trump leaked Kislyak intercepts to force out Jeff Sessions,Até republicanos admitem que Trump soltou as intercepções com Kislyak para dar um jeito em Jeff Sessions.,0,2036
982,newsmet,gemini,prompt4,Thousands of DACA Recipients Are Already Losing Their Protection From Deportation,"Milhares de Sonhadores já estão vendo a terra tremer sob seus pés.
",0,2036
2327,newsmet,gemini,prompt4,BUSTED: Leaked transcript shows Trump begged Mexican prez to stop saying he’d never pay for the wall,"**Desmascarado:** Transcrição vazada mostra Trump implorando ao presidente mexicano para parar de dizer que ele nunca pagaria pelo muro.
",0,2035
640,newsmet,gemini,prompt4,Can Dominic Thiem be considered a title contender at the 2017 US Open?,"Dominic Thiem pode ser visto como um dos que botam banca no US Open de 2017?
",0,2034
1426,newsmet,gemma3,prompt4,Germans Sentence Syrian Fighter to Three Years in Prison,"Lutador sírio a três anos de algemas por sentença alemã.
",0,2034
295,newsmet,gpt,prompt4,"Obama Bundler, DNC Mega-Donor John Morgan, Skewers Democrats During Announcement He’s Leaving The Party…","Obama Bundler, Mega-Doar do DNC, John Morgan, critica os democratas durante o anúncio de sua saída do partido.",0,2032
2290,newsmet,gemini,prompt4,"In debate over free speech, Linda Sarsour angered that ‘privileged white woman’ allowed to give an opinion","Na discussão sobre liberdade de expressão, Linda Sarsour se irritou que uma ""mulher branca privilegiada"" fosse autorizada a dar sua opinião.
",0,2032
1914,newsmet,gemma3,prompt4,Sophie Turner and Joe Jonas have adopted a husky,"Sophie Turner e Joe Jonas expandiram a família, dando um lar a um uivo siberiano.",0,2031
2366,newsmet,gemini,prompt4,Liberty University president praises Trump for 'truthful' Charlottesville remarks on Twitter,"O presidente da Liberty University lambeu as botas de Trump por suas ""sinceras"" palavras sobre Charlottesville no Twitter.
",0,2031
974,newsmet,gpt,prompt4,GOP Senatorial Committee Chair Says Senate Should Expel Roy Moore If He Wins,O presidente do Comitê Senatorial do GOP diz que o Senado deve dar um pé na bunda de Roy Moore se ele vencer.,0,2031
1456,newsmet,gemma3,prompt4,PressTV-‘Russia has right to retaliate against US property seizure’,PressTV – ‘A Rússia tem o direito de espetar a vaca leiga nos bens americanos.’,0,2030
623,newsmet,gemini,prompt4,Why One Company is Trading Smoke Breaks for Vacation Time,"Por que uma empresa troca pausas para fumar por tempo de férias.
",0,2030
2235,newsmet,gpt,prompt4,CyberBerkut publishes email of Democrat plot to blame Russia for hacking 2016 election,CyberBerkut publica e-mail de trama democrata para culpar a Rússia pela invasão na eleição de 2016.,0,2029
2258,newsmet,gemini,prompt4,Lite Access bolstered as it wins C$1mln fibre-optic contract in British Columbia,"A Lite Access fincou a bandeira ao abocanhar um contrato de 1 milhão de dólares canadenses em fibra ótica na Colúmbia Britânica.
",0,2028
1028,newsmet,gpt,prompt4,Hillary Clinton Reads ‘Fire and Fury’ at the Grammys,Hillary Clinton lê 'Fogo e Fúria' no Grammy.,0,2027
582,newsmet,gemini,prompt4,Death of 2 State Troopers Adds Another Layer of Tragedy in Charlottesville,"A Morte de Dois Policiais Estaduais Adiciona Outra Camada de Luto em Charlottesville.
",0,2025
1221,newsmet,gpt,prompt4,N.B.A. Summer League Produces Buzz (Lonzo Ball) and Panic (Markelle Fultz),A Liga de Verão da N.B.A. Gera Alvoroço (Lonzo Ball) e Pânico (Markelle Fultz),0,2024
1933,newsmet,gemma3,prompt4,Brien Lundin sees “considerable” potential at Balmoral’s Martiniere property,Brien Lundin vislumbra um horizonte promissor na propriedade Martiniere da Balmoral.,0,2024
274,newsmet,gpt,prompt4,‘What world are you living in?’ Paul Krugman sends heads to desks explaining why Trump won,Em que mundo você está vivendo? Paul Krugman faz cabeças baterem nas mesas ao explicar por que Trump venceu.,0,2023
654,newsmet,gemma3,prompt4,The Ukrainian army won a place in the ranking of the strongest primarily by the number of,"O exército ucraniano conquistou um lugar no pódio dos mais fortes, sobretudo pelo número de almas que ali entregaram o fôlego.",0,2023
1976,newsmet,gemini,prompt4,Police Make Disturbing Discovery Concerning Baby Whose Skull Was Crushed,"A polícia desvenda um segredo macabro sobre o bebê com o crânio esmagado.
",0,2021
1385,newsmet,gemma3,prompt4,Cowardly Republicans ban the Rev. William Barber from North Carolina legislative building,Republicanos covardes silenciam o Rev. William Barber do recinto legislativo da Carolina do Norte.,0,2021
138,newsmet,gemini,prompt4,"Judi Dench Gives a Touching, Majestic Performance in ‘Victoria and Abdul’","Judi Dench entrega uma atuação tocante e majestosa em ‘Victoria e Abdul’.
",0,2020
1217,newsmet,gpt,prompt4,"Wait, WHAT!? Time Mag wants you to know something about Trump’s Obama eclipse retweet","Espera, O QUÊ!? A Time quer que você saiba algo sobre o retweet de Trump que eclipsou Obama.",0,2020
308,newsmet,gemma3,prompt4,"Arrested Former C.I.A. Officer Had Ties to Chinese Spies, Ex-Colleague Says","Ex-agente da CIA, afastado, tinha raízes entre espiões chineses, afirma ex-colega.
",0,2019
1079,newsmet,gemini,prompt4,Kids given biscuits 18 years past their sell by date as Halloween trick or treat,"Crianças recebendo biscoitos 18 anos após o prazo de validade: pedindo doces ou travessuras no Halloween.
",0,2019
910,newsmet,gemini,prompt4,NFL: The Kansas City Chiefs defeat the Philadelphia Eagles 27-20,"Os Chiefs de Kansas City abatem as Águias da Filadélfia por 27 a 20.
",0,2018
