ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
bury the hatchet,Arrecadar a serra.,Colleague ou convencer alguém a ceder algo.,1,100,30,394,670,708,695,698,3295
as good as gold,Oro ouroso.,"Ouro ouroso. (Ora, ouro amarelo, como se fosse um metal amarelo)",1,100,30,642,500,569,338,574,2753
She is putting on her shoes.,Ela está encaminhando seus passos.,Ela está pisando no caminho certo.,0,100,30,636,592,434,397,408,2597
built like a tank,Feito como um tanque.,Feito como um tanque: armored and unyielding.,1,100,30,363,216,284,548,314,1855
hit the sack,"Ir para a cama (no sentido de abandonar o trabalho, parar de se ocupar com algo).","""Killing the clock""",1,45,30,269,705,497,680,634,2860
burst your bubble,Rupturar o seu balão.,"""Deflate sua bolha.""",1,100,30,404,642,586,510,222,2494
He is going for a bike ride.,Ele está indo em busca de uma onda de liberdade.,Ele está a procurar uma onda de liberdade.,0,73,30,579,439,495,603,626,2845
bite the dust,Morrer com fome.,Starve to Death.,1,100,30,285,222,609,175,529,1950
falling apart at the seams,Despedaçar-se aos fios,"""Come apart at the seams"" ou ""Fracture under the strain""",1,28,24,75,163,239,502,276,1307
They are jogging through the park.,Eles estão percorrendo os caminhos da vida.,Eles estão seguindo os rumbos da vida.,0,100,30,644,432,402,404,481,2493
backseat driver,Condutoe-joalheiro,Conductor de diamantes.,1,100,30,352,698,717,636,645,3178
a blessing in disguise,Bênção disfarçada.,"""Disguised Blessing"" ou ""Bendiscondida""",1,53,30,248,182,493,382,444,1832
back against the wall,Entre a parede.,Between the Wall,1,24,30,117,254,356,561,368,1710
blue collar,"""Vestido azul""

Nessa tradução, mantive a metáfora original, sugerindo alguém que faz trabalho manuseado, típico de operários, mas, ao invés de se referir diretamente ao ""colar"" que os operários usam como identificação, sugiro que ele está vestido de azul. Algo que remete ao azul do uniforme, mas manteve a imagem da camisa que o trabalhador usa todos os dias em seu trabalho.","""Vestido azul""

Tradução: ""Wearing a Blue Coat""

Alternativa: ""Travesti a Azul""",1,71,30,341,362,607,469,607,2487
kill two birds with one stone,Matar dois coelhos com uma pedrada.,Killing two birds with one stone.,1,7,2,19,19,17,78,77,219
at the drop of a hat,Ao som de um chapéu.,"""Under the Beat of a Hat""",1,18,30,95,240,439,345,252,1419
by a hair's breadth,Por um fio de cabelo.,Por a quebre de cabelo.,1,61,30,623,571,617,600,207,2709
They are planning a trip to Europe.,Eles estão traçando um roteiro para a Europa.,They are mapping out a course for Europe.,0,28,30,59,74,140,45,100,476
big picture,Quadro geral,Overview geral,1,100,30,357,652,125,58,135,1457
beat around the bush,Ficar de longe da realidade; evitar abordar um assunto diretamente.,Manter-se a uma distância prolongada da realidade; evitar abordar um assunto em frente.,1,100,30,582,540,662,202,583,2699
cast in stone,Frito para sempre.,Crisped Forever.,1,100,30,336,625,371,308,528,2298
They went to the supermarket yesterday.,"Foram ao supermercado ontem à procura de sua ração diária de fatos, notícias e surpresas.","""They went to the supermarket yesterday in search of their daily dose of facts, news and surprises.""",0,29,21,125,131,173,53,250,782
She cleaned the kitchen after dinner.,Ela lavou a alma da cozinha após o jantar.,Ela limpará a alma da cozinha após o jantar.,0,100,30,648,375,313,530,517,2513
He traveled to Paris last year.,Ele navegou pela cidade de amor há um ano.,Ele remou a onda da cidade do amor há um ano.,0,100,30,620,461,703,592,655,3161
face like thunder,Como o trovão na cara.,Like thunder in the face.,1,30,30,168,97,144,98,119,686
I am learning how to cook.,Estou aprendendo a cozinhar.,"Estou aprendendo a cozinhar. (Tradução literal)
I'm still finding my way in the kitchen. (Tradução criativa)

Nota: Essa tradução criativa mantém o sentido metafórico de que a pessoa está começando um novo processo, como que lendo um livro ou aprendendo uma habilidade que leva tempo para ser dominada, e não apenas a ação de cozinhar em si.",0,97,30,364,188,449,196,622,1946
She is wearing a red dress.,Ela está vestida de rosa desmaiada.,Ela está vestida de rosa de desmaio.,0,100,30,386,514,573,674,421,2698
come rain or shine,Chove ou não chove,"""Chove ou não chove"" é uma expressão metafórica que não precisa ser traduzida literalmente para manter o seu sentido original, pois já é compreensível em várias línguas. No entanto, uma tradução criativa e metafórica em inglês poderia ser:

""It is raining or it isn't raining"" (literal, mas não metafórica).

Uma tradução mais criativa e metafórica, mantendo a essência da expressão original, poderia ser:

""Showers or no showers"" - sendo ""showers"" uma metáfora para o clima da situação.

Mas se quiser uma tradução mais poética e metafórica, poderia ser:

""The skies are either heavy or empty"" (um exemplo de como a expressão pode ser traduzida para manter o seu sentido metafórico original).",1,99,30,546,196,502,493,707,2573
get the ball rolling,Dar início à partida ou impulsionar a ação.,Lançar a mina de partida ou dar o primeiro impulso.,1,100,30,468,566,634,553,424,2775
He went to the gym for a workout session.,Ele foi ao ginásio para uma sessão de preparação física.,Ele foi ao ginásio para pôr o corpo em forma.,0,100,30,544,458,155,108,42,1437
He is drinking tea in the morning.,Ele está bebendo chá da manhã.,Ele está bebendo chá da manhã. (ou) Ele está bebendo o chá da manhã.,0,100,30,697,501,427,702,354,2811
They enjoyed a family dinner together.,"Juntos eles compartilharam uma refeição familiar, como que regando as sementes da afeição.","Together they shared a family meal, as if watering the seeds of affection.",0,46,30,110,96,316,50,247,895
They are playing basketball in the yard.,Estão jogando futebol na vida.,"""Viejos están jugando la pelota en la vida.""",0,100,30,589,486,678,703,502,3088
"blood, sweat, and tears","Sangue, suor e lágrimas.","Blood, sweat and tears.",1,1,30,16,33,3,2,5,90
flying high,Voar alto,"""Fly high""",1,30,30,101,63,105,62,45,436
bring home the bacon,Trazer o pão de ló para casa.,"""Bringing home the cream cake""",1,35,30,103,239,180,415,432,1434
give someone the cold shoulder,Dar a alguém os ombros frios,Dar a alguém as costas geladas.,1,100,30,422,676,414,199,392,2233
bite your tongue,Tranje seu bico.,"""Unzip your beak.""",1,45,30,232,332,297,455,429,1820
all in a day's work,Não é um trabalho de cada dia.,"""That's no ordinary job.""",1,65,30,318,248,241,44,527,1473
eyes in the back of your head,"""Olhos na nuca""","""Looking over one's shoulder""",1,100,30,274,137,536,339,327,1743
He ate his breakfast quickly.,Ele engoliu seu café da manhã como um galo devora sementes.,Ele engoliu seu café da manhã como um galinheiro devora sementes.,0,100,30,507,421,300,708,577,2643
back on your feet,De volta nos pés.,"""Back on the map.""",1,30,30,298,252,195,496,475,1776
"blood, sweat, and tears","Sangue, suor e lágrimas.","Blood, sweat and tears.",1,1,30,16,33,3,2,5,90
They are driving to the countryside.,Eles estão conduzindo-se para o interior.,They're steered deep into themselves.,0,67,30,220,311,456,288,524,1896
She cooked dinner for her family.,Ela teceu uma ceia para sua família.,Ela fiou uma ceia para sua família.,0,100,30,453,441,214,412,266,1916
ace in the hole,Com o pé na porta,Com o pé no limiar,1,100,30,577,232,428,454,202,2023
hard as nails,Dura como a unha.,Ferocious as a nail.,1,49,30,173,94,198,424,326,1294
kill two birds with one stone,Matar dois coelhos com uma pedrada.,Kill two birds with one stone.,1,1,2,3,4,9,79,16,114
black and blue,"Preto e azul (mas com um tom mais sombrio e menos relacionado à cor azul) 

ou: Sujo e machucado","""Black and bruised (but with a darker, more blue-less tone) 

or: Dirty and battered""",1,44,30,259,607,598,200,593,2331
how the cookie crumbles,A sorte pode mudar.,"""A tides of fate can turn.""",1,100,30,265,624,622,145,482,2268
He played video games all evening.,Jogou videogames durante a noite inteira.,"""Conduziu uma batalha frenética contra os monstros da tela toda a noite.""",0,100,30,489,513,319,285,493,2229
all bark and no bite,Tudo latido e não mordida.,"""Every whisper and no bite.""",1,23,30,106,151,251,282,267,1110
beef up,"Aumentar a carga, ganhar força.","""Carry the weight, gain momentum.""",1,100,30,356,661,635,351,402,2535
be on cloud nine,Viver no céu de arroba.,"""Bask in the cloud of excess.""",1,62,30,270,219,440,648,443,2112
They traveled to the mountains for vacation.,"Eles se deslocaram para as montanhas em busca de uma pausa na rotina, em uma jornada que buscava equilibrar a alma com a paisagem.","Eles se deslocaram para as montanhas em busca de uma pausa na rotina, em uma jornada que buscava harmonizar a alma com o cenário.",0,100,30,627,267,157,646,259,2086
They went on a road trip last summer.,Deram uma viagem de vida última primavera.,"They gave her the last, final spring of her life.",0,56,30,321,278,646,489,682,2502
clear the air,Despejar o ar ou Lavar o ar,"""Empty the air"" ou ""Wash the air""",1,39,30,171,262,279,413,348,1542
cat got your tongue,O gato pegou sua língua.,The cat caught its tongue.,1,35,30,177,153,122,207,131,855
as busy as a bee,Atarefado(a) como uma abelha.,"""Heavily engaged, like a bee.""",1,38,30,184,164,296,436,216,1364
They are visiting their friends in the city.,Eles estão fazendo uma visita de cortesia à cidade.,They're paying a courtesy call to the city.,0,43,30,94,120,361,131,332,1111
come out of your shell,Despertar do seu caracol.,"""Emerging from your shell.""",1,35,30,142,93,77,296,254,927
a storm in a teacup,Temporada em um chá.,Sessão em um chá.,1,100,30,457,672,475,570,462,2766
a tower of strength,Pilar de força,Pillar of strength,1,24,30,76,91,109,87,17,434
all's fair in love and war,"""Todo é permitido no amor e na guerra.""","""All is permitted in love and war.""",1,16,18,132,102,41,9,13,331
She is doing her hair in front of the mirror.,Ela está pentear a sua vida na frente do espelho.,Ela está pentear o seu destino na frente do espelho.,0,100,30,692,349,359,699,585,2814
all the world's a stage,O mundo é um palco.,The world is a stage.,1,15,30,108,71,33,5,1,263
"if the shoe fits, wear it","Se o calçado cabe, use-o.","""Se o calçado encaixa, use-o.""",1,100,30,423,639,82,566,279,2119
They have three children.,Eles possuem três pequenos faróis de amor à navegação da vida.,They possess three small beacons of love for navigating life.,0,49,30,325,293,672,132,606,2107
She is preparing for a job interview.,Ela está ajeitando as peças para a grande apresentação.,Ela está ajustando as peças para a grande apresentação.,0,79,30,494,460,203,389,487,2142
They had a barbecue in the backyard.,Tiveram um churrasco no quintal.,Derivaram o calor de um convívio no jardim.,0,100,30,606,302,518,507,635,2698
bite the bullet,Tomar a pilha.,"""Take the bull by the horns""",1,57,30,240,674,498,386,338,2223
They went hiking in the mountains.,"Eles subiram as montanhas, não pelo caminho das pedras, mas pelo caminho das estrelas.","Eles subiram as montanhas, não pelo caminho das pedras, mas pelo caminho das estrelas.",0,100,30,637,374,298,701,503,2643
keep your chin up,Mantenha a testa erguida.,"""Mantenha a cabeça erguida""",1,100,30,694,365,225,230,117,1761
cut from the same cloth,São da mesma sarja.,"""Eles são da mesma fazenda.""",1,100,30,682,610,668,447,383,2920
full plate,Prato cheio,Table full of troubles.,1,45,30,286,444,535,539,627,2506
alive and kicking,Livre e cheio de vida.,Free and full of life.,1,53,30,225,158,237,17,66,786
a place in the sun,Um lugar ao sol.,"""Um lugar no sol.""",1,100,30,445,623,93,331,36,1658
They went to the zoo with the kids.,Eles entraram no grande jardim natural com os pequenos.,They stepped into the large garden with the small ones.,0,35,30,153,218,368,128,469,1401
I took a photo of the beautiful sunset.,Cantei a beleza do pôr do sol com a câmera.,Captured the sunset's beauty through the lens of my camera.,0,59,30,159,86,115,111,116,676
bad egg,Ovos podres.,Bad eggs.,1,30,30,86,53,47,598,121,965
back to square one,De volta ao zero na largada.,Back to square one from the starting line.,1,18,30,63,79,36,125,177,528
break the ice,Rachar o gelo.,Piercing the ice.,1,18,30,107,77,128,150,96,606
The train arrived at the station on time.,O trem chegou à estação na hora marcada.,O trem chegou ao local de partida pontualmente.,0,100,30,569,290,64,57,74,1184
She took a nap after lunch.,Tomou um cochilo após o almoço.,Caí em um abismo de sono após o almoço.,0,100,30,621,320,408,441,461,2381
He is watering the plants.,Ele está dando a vida à planta.,He is watering the plant with his life.,0,21,14,39,135,159,248,226,842
at the helm,Às rédeas da situação.,Às rédeas do processo.,1,100,30,510,499,546,522,181,2388
The dog is playing outside.,O cachorro está fazendo festa ao ar livre.,O cão está em pé de guerra no jardim.,0,100,30,670,593,362,347,386,2488
coming full circle,Chegar ao fim e ao início ao mesmo tempo.,"Chegar ao final e ao início ao mesmo tempo.

ou 

Chegar ao ponto de partida da chegada.",1,100,30,501,553,680,655,483,3002
hold your horses,"Dê um tempo, calme-se, não se apresse.","""Basta respirar fundo, não se apavorar, não se apresse.""",1,100,30,614,317,467,126,617,2271
as smooth as silk,Suave como seda,Suave como seda.,1,100,30,713,328,37,247,10,1465
a shot in the dark,Um tiro ao cego,"""Firing at the Blind""",1,56,30,192,171,411,477,175,1512
burst at the seams,Explodir aos borbotões.,"""Explodir como uma fonte d'água""",1,100,30,368,564,530,643,519,2754
They went to a concert last night.,Eles visitaram um encontro sonoro ontem à noite.,They attended a sound gathering last night.,0,25,30,36,115,133,139,305,783
cat got your tongue,O gato roubou a minha língua.,O gato me roubou a palavra.,1,100,30,467,471,376,171,284,1899
They are having a discussion in the classroom.,Eles estão tendo uma conversa na sala de aula.,Eles estão tendo uma conversa em classe.,0,100,30,455,331,50,633,103,1702
behind the eight ball,Em rota de colisão com uma armadilha.,Em colisão com um pântano.,1,100,30,470,640,694,654,530,3118
She is painting a picture on the canvas.,Ela está pintando um quadro na tela da sua vida.,Ela está pintando um quadro na tela de sua vida.,0,100,30,574,358,146,693,300,2201
against the grain,Contra a corrente.,Against the tide.,1,18,30,148,224,127,76,162,785
She is typing on her computer.,Ela está tecendo um texto em sua máquina.,Ela está tecendo um texto em sua máquina de escrever.,0,100,30,540,454,73,697,275,2169
left out in the cold,Deixado ao relento.,Leaves to fend for oneself.,1,100,30,307,214,701,279,397,2028
don't judge a book by its cover,Não julgue um livro pela capa.,Não julgue um livro pela capa.,1,100,30,412,472,38,333,21,1406
bend over backward,Ir além de si mesmo.,"""Overstep your own bounds""",1,100,30,282,417,670,240,239,1978
back to the grind,Voltar ao rodamoinho,"""Back to the maelstrom""",1,12,30,170,152,306,231,223,1124
let sleeping dogs lie,Deixe dormir os cães.,Let sleeping dogs lie.,1,1,30,12,13,16,107,1,180
a snowball's chance in hell,Nenhuma chance de sucesso.,Zero oportunidades de acerto.,1,100,30,385,539,451,266,372,2143
fighting a losing battle,Lutar uma batalha perdida.,"""Fazer guerra contra um inimigo invencível"" ou ""Lutar uma batalha sem esperança"".",1,78,30,418,333,253,290,187,1589
a fish out of water,Peixe fora d'água.,Fish out of water.,1,4,30,40,55,25,105,31,290
hit the ground running,Ter o pé na porta.,Estar com o pé na porta.,1,100,30,568,561,644,342,394,2639
heart of stone,Coração de pedra.,"""Stone Heart""",1,39,30,183,143,120,13,32,560
He took a walk in the park.,Ele deu um passeio pela vida.,Ele tomou uma jornada pela vida.,0,100,30,429,394,479,400,387,2219
They are enjoying a cup of coffee together.,Estão saboreando um momento de conexão em uma xícara de café.,Estão desfrutando um momento de conexão em um gole de café.,0,100,30,616,353,113,432,138,1782
I made a cup of tea for myself.,Preparei um abismo de tranquilidade para mim mesmo.,"""I created a void of serenity for myself.""",0,20,30,237,243,410,20,349,1309
cooking up a storm,"Lavar as panelas com água de chuva, fazer um temporão na cozinha.","Lavar as panelas com a chuva da vida, fazer uma grande limpeza na vida pessoal.",1,80,30,536,587,605,601,624,3063
fall through the cracks,"Sofrer uma ""falta de atenção"" ou ""não ser notado""","""Passar despercebido""",1,100,30,381,511,416,271,265,1974
bend over backwards,"Dar as costas, por amor ao próximo.",Virar a cara para o mundo.,1,100,30,466,704,589,350,547,2786
dance with the devil,Dançar com o diabo.,Cortejar o demônio.,1,100,30,533,368,512,525,260,2328
dark horse,Cavalo desconhecido,"""The Unseen Steed""",1,100,30,295,677,526,349,346,2323
She enjoys walking in the park.,Ela adora vaguear pelo parque.,Ela adora vagabundear pelo parque.,0,100,30,463,579,98,352,170,1792
go the extra mile,Ir além do que é razoável esperar.,"""Breach the bounds of reason.""",1,56,30,353,567,448,133,186,1773
He is looking out the window at the rain.,"Ele está olhando pela janela, para a chuva.",Ele está perdido nas gotas da chuva.,0,100,30,687,308,395,538,508,2566
feeling under the weather,Sentir-se meio que umidade no ar.,Ter a impressão de que há umidade no ar.,1,100,30,562,520,552,312,485,2561
bridge the gap,Pontejar o abismo.,To span the chasm.,1,49,30,215,185,315,106,113,1013
clear as crystal,Luz como cristal,Like crystal light,1,45,30,196,217,26,92,35,641
actions speak louder than words,"""Actions falam mais alto do que palavras.""","""Ações dizem mais alto do que palavras.""",1,100,30,602,496,34,119,192,1573
cutting corners,Cortar atalhos.,Shortchanging o destino.,1,100,30,275,673,534,627,590,2829
cost an arm and a leg,Custar um braço e uma perna.,"""Cost an arm and a leg.""",1,1,7,26,11,57,83,92,277
a far cry,"O lema ""Não tire a corda do cão"" é um conselho tradicional de vigilância e cautela, usado para advertir contra fazer algo arriscado.","""A warning against taking unnecessary risks, as illustrated by the time-honored maxim ""Don't take the leash off the dog"", which cautions against unleashing something potentially out of control.""",1,89,30,399,334,657,180,648,2337
carry the torch,Carregar a chama.,Pass on the flame,1,49,30,105,129,263,233,69,878
chew the fat,Tomar gato pela rabeta.,Apanhar o gato pelo pescoço.,1,100,30,420,636,677,343,578,2784
at a snail's pace,De forma a uma tartaruga.,À velocidade de uma tartaruga.,1,100,30,548,342,278,513,12,1823
He is taking a nap on the couch.,Ele está dormindo no sofá.,Ele está acampado no sofá.,0,100,30,690,522,142,586,449,2519
dressed to kill,Em roupas de caça.,"""No veste de guerra.""",1,100,30,419,664,491,500,197,2401
all in your head,Tudo na sua cabeça.,"""Everything on your mind.""",1,53,30,226,100,148,14,35,606
He is writing a story for school.,Ele está criando uma história para a escola.,Ele está tecendo uma tapeçaria escolar.,0,100,30,439,510,350,584,491,2504
She painted a picture of a landscape.,Ela pintou um quadro da paisagem da vida.,Ela criou um quadro da topografia da vida.,0,100,30,379,430,314,371,407,2031
banging your head against a brick wall,Bater a cabeça contra uma parede.,"""Batido na cabeça com um tijolo invisível.""",1,75,30,558,573,385,527,525,2673
She is visiting her grandmother in the hospital.,Ela está visitando a sua avó em um hospital.,Ela está fazendo uma visita de cuidado ao santuário de sua ancestral.,0,100,30,469,324,418,613,673,2627
She had a meeting with her boss.,Ela teve uma reunião de coração com seu chefe.,Ela teve uma conversa de alma com seu chefe.,0,100,30,408,434,196,286,307,1761
She is knitting a scarf for winter.,Ela está tecendo um abrigo para o inverno em seu coração.,Ela está tecendo um abrigo para o inverno em seu coração. - She's weaving a winter cloak within her heart.,0,58,30,276,246,336,68,367,1381
She took the train to the city.,Ela pegou o trem rumo à cidade.,Ela pôs o pé no trem da vida e partiu em direção à cidade.,0,100,30,678,406,331,198,292,2035
break a leg,Quebrar um osso.,"""Quebrar a barreira""",1,45,30,537,662,631,414,104,2423
They are taking pictures in front of the monument.,Eles estão registrando a memória em frente ao monumento.,Eles estão esculpindo a memória ao lado da estátua.,0,100,30,495,446,403,375,550,2399
They went for a walk in the park.,Deram um passeio pelo parque.,"""Deu um passeio pelo parque.""",0,100,30,619,296,160,550,129,1884
below the belt,Fora da linha (ou Fora dos limites),"""Off the beaten path (ou Beyond the lines)""",1,64,30,239,558,488,120,229,1728
caught red-handed,Apanhado em flagrante.,Pegado na flagrante delito.,1,100,30,438,687,161,102,180,1698
make a mountain out of a molehill,Criar um Himalaia a partir de uma colina.,"""Mountainous Opportunities From a Molehill.""",1,45,30,137,247,383,690,641,2173
burning bridges,Queimar pontes,Burning one's bridges,1,18,30,79,76,210,239,62,714
burn a hole in your pocket,Arder uma fenda no seu bolso.,"""Chafe in your pocket.""",1,23,30,190,149,549,557,509,2007
He is waiting for the bus.,Ele está em espera pela vida.,Ele está à margem da vida.,0,100,30,580,618,577,543,539,2987
better safe than sorry,Melhor precavido do que arrependido.,Prefers safe than sorry.,1,12,30,56,87,35,212,361,793
burnt to a crisp,Queimado a cêra.,"""Seu brilho se apagou.""",1,100,30,615,438,572,568,363,2686
They are doing laundry in the basement.,Eles estão lavando a sujeira do passado no porão da alma.,"Eles estão lavando a sujeira do passado no porão da alma. 

(They are washing the stains of the past in the basement of the soul.)",0,48,30,288,468,457,95,146,1532
as light as a feather,Fresco como uma folha,"""Fresh as a leaf""",1,35,30,241,124,218,96,159,903
as fit as a fiddle,"Toca o violino. 

Nota: A tradução ""Toque o violino"" manteve a ideia de criar uma música, mas pode perder o contraste com ""as"" de ""fit as"", sugerindo uma relação que ""as"" tinha. Uma outra opção seria ""Toca-a como um violino"", a qual poderia parecer um pouco menos natural, mas mantém a comparação e o contraste.",Fadilas como um violino.,1,100,30,387,532,476,491,571,2587
They are going for a run in the morning.,Eles estão prestes a correr pela manhã.,They're on the verge of taking off in the morning.,0,40,20,77,67,307,259,321,1091
adding insult to injury,Agravar a dor.,Exacerbate the pain.,1,100,30,227,90,380,383,210,1420
apple of discord,"Pedra de Toque, Pedra da Discórdia ou Céu da Discordância.","""A Stone of Discord, um céu de discordância ou o Céu da Discórdia.""",1,62,30,231,338,391,590,586,2228
broken dreams,Sonnos quebrados.,Dreams Shattered,1,30,30,68,64,137,24,23,376
bitten by the bug,Enlouquecido pelo mal.,"""Driven Mad by Evil""",1,53,30,273,286,441,47,200,1330
blown away,Levado pelo vento.,Carregado pelo destino.,1,100,30,430,613,690,632,334,2829
big shoes to fill,Sapatilhas pesadas para ser preenchidas,"""Shoes that need to be filled""",1,39,30,151,114,287,626,380,1627
He is cleaning the garage.,Ele está varrendo o porão da sua alma.,Ele está limpando o porão da sua alma.,0,100,30,603,655,302,551,445,2686
She played tennis with her brother.,Ela bateu o saque da vida com seu irmão.,Ela serviu a bola da vida para seu irmão.,0,100,30,716,480,477,612,613,3028
grasp at straws,Apanhar em vão ou tentar pegar um fio na agulha.,"""Spinning your wheels"" ou ""Trying to grasp smoke.""",1,64,30,257,715,628,707,654,3055
coming up roses,Correndo bem as coisas.,As things are rolling smoothly.,1,100,30,390,702,465,157,358,2202
The car stopped at the red light.,O carro parou na luz vermelha.,"""The car came to a halt at the red light.""",0,17,13,50,34,53,11,27,205
They are sitting around the campfire.,Eles estão sentados em torno da fogueira do acampamento.,Eles estão sentados em torno do fogo do acampamento.,0,100,30,586,384,75,577,63,1815
He is working out in the gym.,Ele está colocando o corpo em treinamento.,Ele está colocando a máquina em movimento.,0,100,30,572,393,496,709,535,2835
She is playing with her cat.,Ela está brincando com a felicidade.,Ela está jogando com a felicidade.,0,100,30,596,525,373,546,423,2593
He is fixing the car.,Ele está consertando a máquina.,Ele está consertando o mecanismo.,0,100,30,628,556,90,661,147,2212
I like to read books in the evening.,Gosto de mergulhar nas palavras à noite.,I dive into words at night.,0,70,30,161,170,312,81,287,1111
They went to a museum last month.,Visitaram um tesouro das lembranças no mês passado.,"""Nasceram-lhes memórias preciosas no mês passado.""",0,100,30,384,529,481,485,689,2698
They went to the library to borrow books.,Eles foram ao tesouro para emprestar valores.,They went to the treasure to borrow values.,0,12,11,34,172,387,227,594,1437
flying off the handle,Levar a mão à cabeça (ou perder a calma).,Perder a cabeça.,1,100,30,371,650,638,605,570,2964
catch lightning in a bottle,Apanhar um raio em uma garrafa.,Achegar uma tempestade em uma garrafa.,1,100,30,427,538,568,682,561,2906
bare your soul,Deixar a alma à mostra.,"""Show one's true self.""",1,100,30,246,147,281,242,97,1143
They met their friends at the café.,Eles se encontraram com seus amigos no café.,Eles toparam com seus amigos no café.,0,71,30,374,392,52,440,299,1658
jump the gun,Soltar o gatilho,Peg the trigger,1,45,30,136,169,143,287,123,933
She worked on her project all afternoon.,Trabalhou intensamente em seu projeto toda a tarde.,"""Ele mergulhou a tarde toda em seu projeto, com mãos e mente afiadas.""",0,100,30,504,346,154,325,581,2040
bury the hatchet,"Enterrar a faca na madeira, ou enterrar a faca em madeira de cana.","""Stick the knife into the wood or stick the knife into a reed.""",1,75,30,287,427,571,245,554,2189
They are watching TV in the living room.,Eles estão presenciando a TV na sala de estar.,Eles estão assistindo à vida na sala de estar.,0,100,30,676,344,223,662,501,2536
They are eating lunch together.,Eles estão compartilhando um bocado.,They are sharing a bit off.,0,42,30,127,371,633,335,388,1926
He is taking a walk around the block.,Ele está fazendo uma volta pelo quarteirão.,Ele está fazendo uma rodada no quarteirão.,0,100,30,608,470,548,498,249,2503
hit the nail on the head,Tocar no ponto.,"Atingir o clima, conectar no momento, ou pegar a onda.",1,100,30,604,263,688,672,603,2960
He sent an email to his colleague.,Ele mandou um aviso para seu colega de trabalho.,Ele acendeu um sinal de alarme para seu colega de trabalho.,0,100,30,547,360,224,378,457,2096
carry a torch,Levar a tocha.,Carregar a antorcha.,1,45,30,485,581,513,355,166,2175
They took a bus to the city center.,Chegaram à cidade ao coração da cidade.,Arrived in the city at the city's heartbeat.,0,55,30,187,229,664,317,651,2133
eat your heart out,Comam sua alma!,"""Eat your heart out!""",1,1,30,88,14,51,591,218,993
I did the laundry yesterday.,Lavei a carga de problemas ontem.,"""Unloaded the burden of troubles yesterday.""",0,42,30,250,426,464,395,451,2058
They are taking a walk along the beach.,Eles estão percorrendo a extensão da vida.,They are navigating the expanse of life.,0,40,30,174,187,438,148,473,1490
a weight on my shoulders,O peso sobre meus ombros.,"O peso sobre meus ombros é traduzido para ""The weight on my shoulders"".",1,32,25,271,205,145,283,244,1205
can't cut the mustard,Não está a pegar o que se come em casa.,"""Não está a pegar no que comeu.""",1,100,30,433,445,696,714,588,3006
come down to earth,"""Dar um basta à teoria e pôr os pés na terra"".","""Give theory a kick and put one's feet on the ground.""",1,100,30,335,599,519,158,458,2199
She is writing a letter to her friend.,Ela está escrevendo uma carta para seu amigo.,Ela está caligrafando uma missiva para seu amigo.,0,100,30,471,350,136,451,345,1883
bad apple,Maçã podre.,Mau conselho.,1,100,30,464,709,286,526,551,2666
apple of my eye,O olho da maçã.,"""A Pupil of the Apple.""",1,56,30,214,493,415,558,511,2277
She is making a salad for lunch.,Ela está composto uma salada para o almoço.,"Ela montou uma salada para o almoço.

(Observação: aqui, ""montou"" é usado em um sentido similar a ""montar"" uma bike, sugerindo que a pessoa organizou e reuniu as componentes da salada de forma eficiente e cuidadosa, reforçando a ideia de que a salada é uma estrutura ou construção criada pela pessoa.)",0,95,30,496,378,487,182,438,2106
He repaired the broken chair.,Ele reparou a cadeira partido.,Ele reconstruiu a cadeira partido.,0,100,30,410,527,517,638,290,2512
icing on the cake,O creme do bolo.,A crème de la crème.,1,100,30,360,284,601,425,153,1953
She went to the dentist for a check-up.,Foi ao dentista para uma revisão de rotina.,"Ele foi ao dentista para uma revisão de rotina, fazer uma limpeza geral em sua gengiva.",0,100,30,505,414,117,518,621,2305
armed to the teeth,Armado de dentes (ou armado para matar).,"""Fanged to Kill""",1,49,30,244,189,375,405,301,1593
Water boils at 100°C.,"""Água fervente a 100 graus.""","""Água fervente em ebulição.""",0,100,30,444,598,189,179,183,1723
red herring,Cabo-vermelho,Red Thread's End,1,45,30,264,696,500,462,568,2565
have a lot on your plate,Ter muita sopa na caneca.,Ter o seu prato cheio.,1,100,30,531,348,592,470,385,2456
a clean slate,Tábua rasa,Blank slate,1,39,30,116,109,74,226,140,734
feeding the fire,Acer Tarde o Fogo.,Delayed Lighting the Fire.,1,24,30,131,203,351,614,600,1953
finding a needle in a haystack,Encontrar uma agulha em um palheiro.,Encontrar uma agulha em um celeiro cheio de palha.,1,100,30,652,325,472,581,518,2678
She is shopping for groceries.,Ela está fazendo uma caça aos produtos de pão e farinha.,Ela está em uma missão de caça aos segredos de farinha.,0,100,30,530,505,671,629,612,3077
born with a silver spoon,Nasceu com colher de prata.,Nasceu com um prato de prata na mão.,1,100,30,588,680,226,514,127,2265
let the cat out of the bag,Furar o saco do gato.,Burst the cat's bubble.,1,45,30,180,479,381,176,172,1463
black mark,Mancha preta,"""Macula negra""",1,100,30,392,707,349,162,109,1849
call it a day,Chame esse dia de noite.,"""Call this day night.""",1,30,30,197,559,326,337,213,1692
batten down the hatches,Fechar os lastros.,"""Cut loose the ballast.""",1,53,30,216,199,360,649,405,1912
