ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
big shoes to fill,Um grande desafio a ser superado.,A major hurdle to overcome.,1,60,62,474,543,570,161,327,2197
He is cleaning the garage.,Ele está arrumando a bagunça.,He is cleaning up the mess.,0,27,62,229,450,429,429,349,1975
She played tennis with her brother.,Ela jogou tênis com o irmão.,She played tennis with her brother.,0,1,1,3,161,76,9,1,252
grasp at straws,agarrar-se a palhas,to cling to straws,1,57,62,333,410,564,504,381,2311
coming up roses,Tudo indo bem.,All going well.,1,68,62,562,599,546,158,452,2447
The car stopped at the red light.,O carro parou no sinal vermelho.,The car came to a stop at the red light.,0,29,46,94,191,318,67,38,783
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira.,They are sitting around the campfire.,0,1,1,1,65,77,168,1,314
He is working out in the gym.,Ele está se exercitando na academia.,He's hitting the gym.,0,46,62,297,476,545,455,285,2166
She is playing with her cat.,Ela está se divertindo com seu gato.,She's having a blast with her cat.,0,41,54,303,486,371,144,1,1400
He is fixing the car.,Ele está consertando o carro.,He's fixing the ride.,0,38,62,244,445,512,495,375,2171
I like to read books in the evening.,Gosto de mergulhar em livros à noite.,I enjoy diving into books at night.,0,58,62,289,355,389,192,112,1457
They went to a museum last month.,Eles visitaram um museu no mês passado.,They toured a gallery last month.,0,37,62,239,390,416,69,150,1363
They went to the library to borrow books.,Eles foram à biblioteca para pegar emprestados livros.,They went to the library to borrow books.,0,1,1,3,126,109,184,1,425
flying off the handle,surtar,flip out,1,68,62,462,568,605,610,463,2838
catch lightning in a bottle,capturar um relâmpago em uma garrafa,to capture lightning in a bottle,1,27,32,173,330,353,515,231,1661
bare your soul,abrir seu coração,open your heart,1,55,62,323,422,364,201,158,1585
They met their friends at the café.,Eles se encontraram com os amigos no café.,They met up with friends at the café.,0,19,31,108,290,329,62,1,840
jump the gun,sair na frente,get ahead,1,68,62,454,509,573,433,423,2522
She worked on her project all afternoon.,Ela se dedicou ao seu projeto a tarde toda.,She poured her heart into her project all afternoon.,0,35,45,265,418,392,531,445,2131
bury the hatchet,Enterrar o machado.,Bury the hatchet.,1,1,62,137,76,409,633,303,1621
They are watching TV in the living room.,Eles estão assistindo à televisão na sala de estar.,They are watching the television in the living room.,0,15,27,15,189,167,28,18,459
They are eating lunch together.,Eles estão compartilhando o pão.,They are breaking bread together.,0,38,62,274,458,434,519,450,2235
He is taking a walk around the block.,Ele está dando uma volta no quarteirão.,He's taking a stroll around the block.,0,24,51,64,237,305,342,51,1074
hit the nail on the head,acertar na mosca,hit the bullseye,1,50,62,387,601,568,611,494,2773
He sent an email to his colleague.,Ele enviou uma mensagem ao seu colega.,He sent a message to his colleague.,0,28,45,41,263,240,72,1,690
carry a torch,manter a chama acesa,keep the flame alive,1,68,62,420,574,508,360,75,2067
They took a bus to the city center.,Eles pegaram um ônibus rumo ao coração da cidade.,They took a bus to the heart of the city.,0,21,29,62,257,282,26,1,678
eat your heart out,Coma seu coração!,Eat your heart out!,1,1,62,182,82,256,612,351,1546
I did the laundry yesterday.,Eu lavei a roupa ontem.,I did the laundry yesterday.,0,1,1,3,19,110,70,1,205
They are taking a walk along the beach.,Eles estão passeando à beira-mar.,They are strolling by the seaside.,0,51,62,257,373,381,367,148,1639
a weight on my shoulders,um peso nos meus ombros,a weight on my shoulders,1,1,1,4,41,64,154,1,266
can't cut the mustard,não dá conta do recado,can't handle the task,1,38,62,344,614,587,467,396,2508
come down to earth,cair na real,to face reality,1,57,62,470,480,582,653,379,2683
She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,She is writing a letter to her friend.,0,1,1,3,54,106,15,1,181
bad apple,maçã podre,bad apple,1,1,62,3,208,18,647,413,1352
apple of my eye,a joia dos meus olhos,the apple of my eye,1,8,13,89,56,190,507,84,947
She is making a salad for lunch.,Ela está preparando uma salada para o almoço.,She is mixing up a salad for lunch.,0,19,31,37,276,301,349,238,1251
He repaired the broken chair.,Ele consertou a cadeira quebrada.,He fixed the broken chair.,0,17,26,55,261,217,45,70,691
icing on the cake,cereja do bolo,cherry on top,1,57,62,440,573,515,505,348,2500
She went to the dentist for a check-up.,Ela foi ao dentista para uma consulta.,She went to the dentist for a check-up.,0,1,1,3,108,117,218,1,449
armed to the teeth,Armado até os dentes.,Armed to the teeth.,1,1,62,120,6,196,332,331,1048
Water boils at 100°C.,A água ferve a 100°C.,Water boils at 212°F.,0,38,62,131,367,173,186,150,1107
red herring,falsa pista,red herring,1,1,62,3,216,26,606,190,1104
have a lot on your plate,ter muito a fazer,to have a lot on one's plate,1,28,41,310,384,450,543,362,2118
a clean slate,uma folha em branco,a blank slate,1,31,62,262,404,400,464,147,1770
feeding the fire,Alimentando o fogo.,Feeding the fire.,1,1,62,188,193,238,436,218,1336
finding a needle in a haystack,achar uma agulha no palheiro,to find a needle in a haystack,1,23,19,27,299,345,343,300,1356
She is shopping for groceries.,Ela está fazendo compras no mercado.,She is hitting the market.,0,52,62,330,439,681,613,389,2566
born with a silver spoon,nascido em berço de ouro,born with a silver spoon in his mouth,1,22,30,246,249,439,487,350,1823
let the cat out of the bag,Deixar o gato sair do saco.,Let the cat out of the bag.,1,1,12,77,34,194,222,40,580
black mark,marca negra,black mark,1,1,62,2,206,7,298,2,578
call it a day,dar por encerrado,call it a day,1,1,1,3,27,58,544,1,635
batten down the hatches,Preparar as defesas.,Prepare the defenses.,1,57,62,491,496,640,472,478,2696
call it a night,Dar um tempo.,Take a break.,1,57,62,513,637,520,585,224,2598
I worked on my computer for two hours.,Trabalhei no meu computador por duas horas.,I worked on my machine for two hours.,0,10,21,43,280,294,162,1,811
man of the hour,O homem da hora.,The man of the moment.,1,32,62,332,417,351,279,72,1545
from the bottom of my heart,Do fundo do meu coração.,From the bottom of my heart.,1,1,19,91,45,180,16,1,353
beat around the bush,Dar rodeios.,Beat around the bush.,1,1,62,179,110,292,691,368,1703
go the extra mile,ir além do necessário,go above and beyond,1,59,62,469,549,467,407,146,2159
down to earth,pé no chão,down to earth,1,1,62,3,60,27,434,119,706
They are chatting in the living room.,Eles estão jogando conversa fora na sala de estar.,They are just shooting the breeze in the living room.,0,29,46,277,542,649,620,528,2691
The dog ran across the yard.,O cachorro atravessou o quintal.,The dog crossed the yard.,0,27,62,73,334,423,299,151,1369
bigger fish to fry,peixes maiores para fritar,bigger fish to fry,1,1,1,3,102,69,532,91,799
climbing the walls,Escalando paredes.,Climbing walls.,1,18,62,313,248,413,336,70,1460
as clear as day,claro como o dia,clear as day,1,11,62,207,212,115,374,159,1140
like a fish out of water,como peixe fora d'água,Like a fish out of water.,1,1,19,66,111,205,110,28,540
"like father, like son","Tal pai, tal filho.","Like father, like son.",1,1,32,96,154,227,260,71,841
blaze a trail,abrir caminho,make way,1,68,62,475,640,619,382,457,2703
dare to dream,ouse sonhar,dare to dream,1,1,62,3,179,114,626,391,1376
at your wit’s end,À beira de um colapso.,On the brink of a breakdown.,1,68,62,519,502,614,259,311,2335
a piece of cake,moleza,softness,1,68,62,553,673,625,503,515,2999
call the shots,dar as cartas,to call the shots,1,11,62,205,272,315,592,443,1900
close call,aperto,squeeze,1,68,62,485,671,597,538,424,2845
against the clock,contra o tempo,against time,1,53,62,367,474,436,426,144,1962
eye of the storm,olho do furacão,eye of the storm,1,1,1,3,129,85,294,8,521
don't count your chickens before they hatch,Não conte com o ovo no cu da galinha.,Don't count your chickens before they hatch.,1,1,12,48,62,233,651,170,1177
They are having a family gathering at home.,Eles estão tendo um encontro familiar em casa.,They are having a family gathering at home.,0,1,1,3,146,67,87,1,306
big time,em grande estilo,in grand style,1,68,62,536,563,527,313,444,2513
a drop in the ocean,Uma gota no oceano.,A drop in the ocean.,1,1,32,118,99,209,466,137,1062
big fish in a small pond,grande peixe em um pequeno aquário,big fish in a small pond,1,1,1,5,168,91,136,44,446
She studied for the test all week.,Ela se preparou para a prova a semana inteira.,She geared up for the exam all week long.,0,35,62,181,454,357,423,163,1675
against all odds,contra todas as probabilidades,Against all odds.,1,1,62,196,91,248,93,1,692
hit the nail on the head,Acertar em cheio.,Hit the nail on the head.,1,1,19,58,9,229,621,347,1284
back against the wall,com a corda no pescoço,under pressure,1,68,62,559,649,622,630,538,3128
They watched the sunrise at the beach.,Eles contemplaram o amanhecer na praia.,They gazed at the dawn on the beach.,0,45,62,161,302,374,354,288,1586
butter wouldn't melt,parece um anjo,she looks like an angel,1,68,62,527,687,638,312,566,2860
a taste of their own medicine,Provar do próprio veneno.,To taste one's own medicine.,1,46,62,357,352,440,384,197,1838
She is organizing her closet.,Ela está organizando sua vida.,She is getting her life in order.,0,46,62,350,499,519,308,467,2251
She went to the gym for a workout.,Ela foi à academia para malhar.,She hit the gym to work out.,0,54,62,287,341,422,96,122,1384
dropping like flies,caindo como folhas secas,falling like dry leaves,1,57,62,346,551,461,219,318,2014
a taste of freedom,um gosto de liberdade,a taste of freedom,1,1,1,3,67,60,31,1,164
hold your horses,Tenha calma.,Stay cool.,1,68,62,517,588,588,33,314,2170
The weather is very cold today.,O tempo está muito frio hoje.,The weather is quite brisk today.,0,31,62,87,394,466,475,472,1987
blood runs cold,O sangue esfriou.,The blood ran cold.,1,41,62,309,196,270,420,269,1567
don't cry over spilled milk,Não adianta chorar sobre o leite derramado.,There's no use crying over spilled milk.,1,51,62,352,340,348,261,169,1583
back to basics,de volta aos fundamentos,back to basics,1,1,62,2,190,19,100,1,375
go the extra mile,ir além da conta,go overboard,1,55,62,448,647,652,650,456,2970
carved in stone,gravado em pedra,carved in stone,1,1,62,4,113,32,289,1,502
She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,She brushed her teeth before hitting the hay.,0,28,37,296,538,534,657,501,2591
chip off the old block,Pau que nasce torto nunca se endireita.,A crooked tree never straightens up.,1,68,62,471,655,621,453,547,2877
cat nap,soneca rápida,catnap,1,68,62,400,519,390,586,476,2501
chip on your shoulder,carregar um peso nas costas,to carry a heavy burden,1,68,62,546,608,632,239,363,2518
as gentle as a lamb,gentil como um cordeiro,gentle as a lamb,1,8,6,200,315,224,236,145,1134
They went to a theme park for the day.,Eles foram a um parque de diversões por um dia.,They went to an amusement park for a day.,0,31,62,138,287,241,115,11,885
burn the midnight oil,Queimar a pestana.,Burn the midnight oil.,1,1,62,195,176,335,689,230,1688
blind leading the blind,Cego guiando cego.,Blind leading the blind.,1,1,62,126,135,281,352,290,1247
blue in the face,até ficar azul na face,until they're blue in the face,1,26,32,317,514,404,535,313,2141
She is taking a picture of the flowers in the garden.,Ela está capturando a imagem das flores no jardim.,She's capturing the essence of the flowers in the garden.,0,33,28,232,432,446,415,364,1950
They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,They are having a barbecue in the garden.,0,1,1,3,63,61,44,1,174
jump the gun,correr com os pés pela frente,to run with one's feet in front,1,68,62,514,621,688,458,512,2923
They are walking through the city streets.,Eles estão vagando pelas ruas da cidade.,They are wandering the city streets.,0,23,43,115,289,319,321,115,1225
She reads a book every night.,Ela mergulha em um livro todas as noites.,She dives into a book every night.,0,23,25,241,461,368,217,76,1411
chained to the desk,preso à mesa,tied to the desk,1,24,62,78,285,361,421,204,1435
He did some gardening in the afternoon.,Ele cuidou do seu jardim na parte da tarde.,He tended to his garden in the afternoon.,0,45,55,248,382,362,251,87,1430
They enjoyed a picnic in the park.,Eles desfrutaram de um piquenique no parque.,They savored a picnic in the park.,0,11,11,106,298,210,403,302,1341
dive in headfirst,mergulhar de cabeça,dive in headfirst,1,1,62,4,171,144,654,341,1377
have the upper hand,ter a vantagem,have the upper hand,1,1,1,2,24,62,302,113,505
She is ironing her clothes.,Ela está passando suas roupas.,She's getting her clothes in order.,0,46,62,281,483,417,588,428,2305
He plays soccer every weekend.,Ele joga bola todo fim de semana.,He kicks the ball every weekend.,0,44,62,298,491,477,365,410,2147
at the drop of a hat,à toa,aimlessly,1,68,62,550,668,693,649,542,3232
have a heart of stone,ter coração de pedra,to have a heart of stone,1,6,7,114,314,258,130,141,970
He worked on his computer for hours.,Ele passou horas mergulhado em seu computador.,He spent hours lost in his computer.,0,51,62,255,363,367,281,393,1772
airing dirty laundry,lavar roupa suja,airing dirty laundry,1,1,62,5,163,113,593,260,1197
dead in the water,morto na água,dead in the water,1,1,1,3,124,16,169,83,397
another string to your bow,mais uma corda ao seu arco,another string to your bow,1,1,1,3,107,124,358,195,789
"easy come, easy go","Facilmente vem, facilmente vai.","Easily comes, easily goes.",1,68,62,382,431,412,470,328,2153
bend over backwards,fazer de tudo,go all out,1,68,62,460,642,682,573,492,2979
bolt from the blue,um raio do azul,a ray of blue,1,59,62,396,589,539,235,254,2134
dropping the ball,Deixar a desejar.,Leave something to be desired.,1,68,62,533,646,698,443,485,2935
born with a silver spoon,nascido em berço de ouro,born with a silver spoon in one's mouth,1,28,30,285,325,455,590,401,2114
as plain as day,claro como água,clear as mud,1,57,62,378,553,379,373,344,2146
like a fish to water,como peixe na água,like a fish in water,1,17,62,153,368,334,229,105,1268
change your tune,mudar de opinião,change one's mind,1,57,62,434,423,509,223,129,1837
adding fuel to the fire,alimentar o fogo,feed the fire,1,46,62,370,472,498,460,114,2022
They are playing board games in the living room.,Eles estão jogando os dados da vida na sala de estar.,They are rolling the dice of life in the living room.,0,38,49,276,515,569,275,487,2209
dying to know,morrendo de curiosidade,dying of curiosity,1,55,62,405,415,492,340,346,2115
She is making a smoothie for breakfast.,Ela está preparando um batido para o café da manhã.,She is whipping up a smoothie for breakfast.,0,19,31,50,239,309,78,200,926
in the same boat,na mesma situação,in the same boat,1,1,1,3,152,39,422,50,668
better late than never,Antes tarde do que nunca.,Better late than never.,1,1,62,165,37,129,52,30,476
frog in your throat,Rã na garganta.,A frog in one's throat.,1,38,62,356,436,432,499,404,2227
down in the dumps,deitado na tristeza,lying in sorrow,1,57,62,451,597,658,625,497,2947
blood is thicker than water,Sangue é mais espesso que água.,Blood is thicker than water.,1,1,32,60,18,89,20,1,221
as high as a kite,nas nuvens,on cloud nine,1,68,62,557,660,691,615,514,3167
foot in the door,pé na porta,foot in the door,1,1,1,3,29,63,564,258,919
crying over spilled milk,Chorando sobre leite derramado.,Crying over spilled milk.,1,1,62,134,140,208,335,176,1056
He is studying for his exams.,Ele está se preparando para o teste da vida.,He is gearing up for the ultimate test.,0,51,62,326,523,535,438,267,2202
darkest before dawn,É sempre mais escuro antes do amanhecer.,It's always darkest before dawn.,1,31,62,342,403,327,71,61,1297
They are taking a family vacation.,Eles estão indo para um passeio em família.,They are going for a family outing.,0,37,62,151,313,437,94,242,1336
cat got your tongue,Perdeu a fala.,Lost their voice.,1,68,62,532,672,648,269,511,2762
barking up the wrong tree,Estar no lugar errado.,Being in the wrong place.,1,52,62,418,492,626,392,488,2530
bird's eye view,Visão de conjunto.,Overview.,1,68,62,551,554,667,582,545,3029
by a long shot,de longe,from afar,1,68,62,534,557,637,396,1,2255
add insult to injury,agravar a situação,make matters worse,1,68,62,509,477,555,334,133,2138
